X1,X2,X3,X4,running_X,D,Y
15,3,1,0,5.198373580300673,1,11.764093272564617
17,4,1,1,0.700821858853987,0,1.5580559904166342
9,5,0,0,6.210420248837104,1,12.904192172956721
19,0,0,1,6.764091423170604,1,12.262162585282567
15,0,1,0,6.605883511230592,1,12.230433846239078
13,3,1,0,1.4981855234004904,0,3.5514010497982857
17,2,0,0,2.704047843003406,0,4.731626403728657
16,3,1,1,3.215065566162541,0,6.1931562268067
13,0,1,0,1.1426671941638586,0,3.1125009870347067
13,4,0,0,2.490233109847919,0,4.4975630705544845
17,6,1,1,2.5775048928442956,0,3.853873283642463
12,0,1,1,7.024037566863505,1,12.259079434919883
11,0,1,0,2.086029585209851,0,5.499728673945679
12,1,1,0,6.629984242901146,1,12.514579122427161
18,0,0,1,2.8507832064218803,0,4.774005891083636
11,2,0,1,4.497762788097861,1,10.738086106348428
12,6,1,1,5.277242772434802,1,11.147902082511155
13,1,0,1,4.478582501852013,1,10.784276395376914
17,5,1,1,1.101007723873463,0,2.1748291331487177
15,4,1,1,3.4245912840136588,0,6.05956029167006
13,1,1,1,7.419447828500575,1,13.020074316520269
10,3,0,1,3.201984683821632,0,7.940015671150302
12,0,0,1,1.4457161945211783,0,2.3384968931722145
10,3,1,1,6.616351166256578,1,12.48605222160282
16,0,1,0,0.5365936073096886,0,1.6960754627642618
9,1,1,1,2.093016705089714,0,4.538063593592735
10,6,1,1,5.232432897093542,1,11.939002597770347
12,4,0,1,3.0191272990533484,0,5.41003907494861
13,1,0,0,4.435609909484682,1,10.676815388071898
14,5,1,1,4.458060076508974,1,11.034610491425404
13,8,1,0,4.5466761497912715,1,10.243063322784394
11,0,1,0,2.7678005797923593,0,5.7232192324019175
9,4,0,1,0.028472392380051392,0,2.608393729360385
14,1,0,1,2.9286714851274818,0,5.330019150200633
12,1,1,0,3.216975193030894,0,5.885128965152082
15,0,0,1,5.108241338099626,1,11.127758840202175
13,10,1,1,6.089838856218211,1,12.281937214545943
12,2,1,0,3.2347652653763843,0,6.115528490890257
16,3,0,0,4.377293934941046,1,9.665665097346986
11,1,0,1,0.7053198896003559,0,3.5776411096240195
16,0,1,0,2.957286988328269,0,4.6504676265430955
10,0,0,1,4.069577112493609,1,10.333519650151025
12,1,1,0,3.751319797046694,0,7.176669018411233
16,1,1,1,3.094449496527283,0,4.521806091462545
14,3,0,1,2.444947709416082,0,4.590572940030507
12,3,1,1,4.304841578931474,1,11.242573590206112
11,6,1,1,2.8065424094554206,0,6.02464373875319
5,2,1,0,2.990119314916173,0,8.133059047748883
18,7,1,1,3.233884287963991,0,4.65100671134525
14,3,1,1,6.804598350167658,1,12.308227929090544
13,1,1,1,8.157128127473662,1,14.498261031379974
12,2,0,1,3.5417402077901126,0,6.149874027323816
11,3,1,0,8.449585288732116,1,14.417385202498828
12,6,1,0,5.4115918648008945,1,11.612855293804781
14,0,1,0,5.20061371619367,1,11.553857666671679
6,2,1,0,4.170192493142318,1,12.11139519812885
15,0,0,1,6.52025376874858,1,12.555826437633849
15,3,1,1,2.2880366384226294,0,4.96659274394695
16,2,1,1,5.3092034281173355,1,11.614160135278807
14,-1,1,0,9.1974788519449,1,14.515755520093604
10,5,0,0,2.8115563502150227,0,5.9769049481367
14,3,1,1,3.1633227163682034,0,6.31831511368418
16,1,0,0,4.97176066196481,1,11.006259521156041
17,2,1,0,4.911597469811647,1,11.078630193763141
10,8,1,1,0.6758566548571006,0,3.4498970477837116
12,0,1,1,7.017336502960317,1,12.926278210723257
16,2,1,0,1.9164801324862228,0,3.2604286129716704
10,2,0,1,3.179801477776763,0,5.72675273021766
11,1,1,1,2.316299478211242,0,4.568368106314738
13,2,1,0,1.663535408700597,0,3.9277886888318156
8,5,0,0,5.060195567798051,1,12.184309966480024
15,3,0,1,5.571082411244511,1,11.0253019189521
17,5,0,1,4.2124927251018836,1,9.540169049560864
12,3,0,0,0.7223171593177029,0,2.102598094304106
11,7,0,1,1.8262474591330546,0,4.3713175045564645
11,4,1,1,4.146948889236817,1,10.468237129317412
12,5,0,1,4.6807389700540325,1,10.738421167125495
16,1,0,1,4.667825358299299,1,10.608317628316122
14,1,1,1,3.1108312668149227,0,6.935405518526551
13,3,1,1,6.0041227277126445,1,11.506527400842307
14,6,1,0,1.0850388849770471,0,2.9522731532945374
12,1,1,1,5.468010559403799,1,11.99067696528451
17,4,1,1,1.2434580582339176,0,2.203097938655667
15,0,1,1,5.352645862381184,1,10.665663693262461
14,2,1,0,4.628852333214873,1,10.790520918499533
16,3,0,1,6.255203553700883,1,11.817879541677517
14,1,1,1,4.79136765245053,1,11.256858398101553
12,4,1,0,5.490929785312921,1,11.895755659041972
16,3,1,0,6.3831959991748075,1,11.938813607041661
17,5,0,1,7.228391669809952,1,11.81061957970934
19,0,1,1,4.803434596004745,1,10.21440938481853
13,1,1,1,2.694240721677118,0,4.843875048457593
8,3,1,1,7.439669267737939,1,13.241323721912753
17,0,1,1,1.510114653822995,0,2.9917970077722162
10,0,1,1,3.8551159111141047,0,8.70903456560227
10,-2,1,0,3.3012452573424484,0,7.770249408450899
14,0,1,1,6.03901965930057,1,12.691136392056446
18,2,1,0,3.393196330522188,0,4.954714408192304
12,2,1,0,3.781100012599178,0,7.010397384708107
11,6,0,0,8.413866590547688,1,13.885659767543283
14,0,1,0,4.366983580677127,1,11.014603866935989
10,0,1,0,3.177103046903929,0,6.4586413618736165
12,0,0,1,2.9284805441443966,0,5.634368818392975
12,7,0,1,2.7446483419878387,0,5.581301601849619
12,4,1,0,6.690935893175,1,11.167839033758861
11,3,1,0,5.354929193586058,1,11.13887861493189
13,4,1,1,3.068128920734942,0,5.17539360935001
17,6,1,1,6.574786372277542,1,11.169305647785453
16,5,1,1,2.8268779304718192,0,4.908261318707362
18,-1,1,1,3.745293918753111,0,6.622946452205833
15,-2,1,1,0.6550960185690808,0,3.0448772809678353
13,-3,0,1,6.733214043616007,1,12.384684555279593
13,0,1,1,7.744860726527018,1,13.786671833469649
12,2,1,1,4.440733918516047,1,10.878665724032693
16,1,1,1,2.8915364685979466,0,5.427882928046728
14,4,1,1,5.031537406746943,1,12.143156896409726
12,-3,1,1,3.336677194786139,0,7.40504681170281
16,0,1,0,0.059199059312450064,0,1.11144674246349
15,0,1,1,8.13224431764593,1,13.317332693443188
18,0,1,1,3.9202871182707875,0,6.388556507420944
16,2,1,1,0.008372724610900661,0,0.027163947765297625
15,6,1,1,4.028469456643902,1,9.694581179478485
17,3,1,1,1.5015749327492371,0,2.095240880382498
13,2,0,0,6.369335468174121,1,12.477066913080623
14,-2,1,1,2.820352397424529,0,5.419413826885222
12,7,0,1,4.881365398213369,1,10.372063717568725
11,0,0,1,7.3200919720475,1,13.573637493916575
14,4,1,1,1.648512589877174,0,3.0410662138588913
12,0,1,1,3.0912941706797565,0,5.781034652462807
15,2,1,0,2.1660434383968146,0,4.28562436545037
12,7,1,1,6.4835324940879255,1,12.225300394030947
13,1,1,1,1.939107742232594,0,4.71509862187343
15,1,1,0,4.86851613702712,1,11.228904998600738
15,0,0,1,5.275724388224605,1,11.08923449045062
15,3,0,0,3.3168282078263043,0,5.757255002673719
12,4,0,1,4.926844745533712,1,12.099788186857603
10,-3,1,0,3.3350137666471893,0,7.360505733999481
15,3,1,1,5.152528559673472,1,10.49503853020408
13,5,1,1,3.4762310106495202,0,5.3860892354706476
16,3,0,1,5.391338397896943,1,10.238770083702734
11,5,0,0,2.8409047922226476,0,6.331420771355308
15,0,1,1,5.011968798393124,1,10.847096368029069
13,2,0,1,4.050381268684845,1,10.51822560176032
14,1,0,1,3.103479935944617,0,5.058330226240807
12,1,0,0,3.811565843887039,0,7.431362502394839
15,-1,1,1,1.50172754087427,0,3.4900125973859892
13,-5,1,1,0.5982640993926882,0,2.8531301029852405
13,11,0,0,0.8937179923866148,0,2.410049203172094
15,6,0,1,-0.9422093383864159,0,-2.1051897460975244
12,1,0,0,5.1092791532455815,1,10.822563404567221
15,7,1,0,4.63654822105614,1,10.099934529207973
12,8,0,0,3.4318127710883446,0,6.068671280152264
12,1,0,1,8.700431398986904,1,14.45041999297208
16,6,1,0,8.228770451080473,1,12.644555674842136
14,6,1,0,6.41890201686846,1,11.432379694518579
13,4,1,1,3.5912789172989297,0,6.679678660426884
13,5,1,0,4.547141694150093,1,10.799097791380598
15,1,0,1,4.053233744376637,1,10.149301735194562
17,1,0,1,6.49540185730053,1,12.126322443864689
15,1,0,1,2.915876225309634,0,5.890886897125246
16,3,0,0,3.197340082079328,0,4.973663108951121
10,1,1,1,6.061765190395757,1,12.229785759135357
12,2,1,0,2.9704782687473115,0,5.445879526961388
19,11,1,1,5.373714072268314,1,9.539847706533525
13,3,1,1,5.2026644164694895,1,11.56795433162663
17,4,1,1,2.632418955616653,0,4.058973168583627
19,0,1,1,3.603591886013324,0,5.876341847308808
13,0,1,1,3.9101133797590606,0,7.606895116143115
16,3,0,1,1.6715722618238331,0,2.9981530398724487
20,5,0,1,4.910542579325853,1,9.301048792191489
10,1,0,0,5.383173591011612,1,12.450501627197994
14,5,1,0,5.065138986582211,1,9.495652807248016
19,2,1,1,3.597464337785434,0,6.166494420665336
16,1,1,1,5.456704171547164,1,11.630445062598925
12,3,1,1,5.76564390476527,1,12.256854316113408
15,0,1,1,3.2202680117962474,0,5.455903317863341
16,4,1,1,-0.5581482224358778,0,-0.650305906565313
11,0,0,1,3.5678289556465295,0,6.4999100580965266
14,3,1,0,3.4558644264296583,0,6.830445423539452
16,5,1,0,3.236774426905243,0,5.801758070881913
19,0,1,1,3.688617750803154,0,6.250403492938252
15,3,1,1,1.5676412573267284,0,4.562420253425925
8,2,1,1,5.038091925545591,1,12.43396904433895
15,4,0,1,4.368349485717377,1,10.188233131987243
14,3,1,1,5.629643553774318,1,11.23616704695573
13,1,1,0,6.4824233553647215,1,12.292479507970878
17,3,1,0,3.5428448265996733,0,6.506343046063178
15,1,1,1,5.590333663850559,1,11.189380528443246
16,0,1,0,3.992258515699204,0,6.833051194391366
15,6,1,0,3.554111952768324,0,5.481811487519844
10,6,0,1,3.8842745497492954,0,7.062274409764897
14,4,1,1,4.866161168242148,1,11.146983749908804
16,2,1,0,4.078161614740481,1,9.565501042747877
16,2,1,0,4.370195967142006,1,10.439146331937794
12,6,0,0,7.7061072985813155,1,13.433424271912676
15,0,0,1,0.5377659425795489,0,2.2579046438297414
16,2,0,0,6.119627863359082,1,10.159995335844517
11,2,1,1,5.705006112603039,1,12.17290745718318
16,2,1,0,3.3990996484127196,0,5.749995632224248
12,-1,0,1,2.133995097346313,0,5.137085672981144
13,4,1,0,-1.0338103319742977,0,0.1464817785291958
13,3,1,1,1.2188798931181042,0,3.3809002215310406
12,0,0,1,-0.3690106855260371,0,1.4341106944963995
9,1,1,1,3.6845661148798348,0,7.384107081406495
17,2,1,1,-1.553427296090808,0,-2.1749511936852937
10,1,1,1,5.172892531951965,1,12.135803399541484
15,5,0,1,6.191950737748284,1,12.332104873040132
13,-1,0,1,2.0089933137526277,0,4.7765843699477735
11,0,0,0,5.259152921944979,1,11.354628827990194
13,5,0,1,1.1318353717759235,0,3.2975754431064757
15,3,0,1,5.0177266561919165,1,11.422290679255813
14,3,1,1,3.823708383154869,0,6.930109396658329
14,1,1,0,2.863835257385075,0,5.754320601363562
15,1,1,0,5.294183642926781,1,11.800469528440713
12,0,1,0,6.996661212182681,1,13.437717818544352
10,-3,0,0,4.241693710166024,1,10.809297930401522
14,0,0,0,6.249158364114052,1,11.938524015796123
10,-2,1,0,2.60570064682022,0,6.32246190352153
11,4,0,0,6.609856600942579,1,12.53167272828935
15,3,0,1,4.626379164489887,1,11.959619178892158
16,5,0,1,2.2429349726170127,0,3.435495451792539
14,5,0,1,3.070676642652662,0,5.2061934178456415
12,0,0,1,3.599090430424964,0,7.467159485451208
13,3,0,0,4.092452449255363,1,9.944107262992194
16,6,1,1,0.13779105813926273,0,0.2167620373440891
11,4,1,1,9.367560244061687,1,14.731556602396937
10,1,1,1,5.336981175897311,1,12.213671454470376
16,1,0,1,5.841914703268298,1,12.01465405977428
12,3,0,1,2.4527302781186804,0,4.866661152545189
13,3,0,1,3.5803610931897687,0,6.1736914330445325
13,0,1,0,8.909703459170988,1,14.723402254433301
13,2,1,0,5.225983229738891,1,12.711901444270662
15,1,1,1,4.221445329620543,1,11.278338864212149
14,5,0,1,6.253157569499371,1,12.167737692556907
14,0,1,1,1.0450572535480442,0,4.088807313238144
14,1,0,1,1.747394609994522,0,3.823968630749677
16,4,0,1,5.886763445405635,1,11.702153488916577
12,4,1,1,3.6328015113229393,0,6.159676956217428
18,6,0,0,6.2375882497271755,1,12.138189393753708
13,2,0,1,4.88143430029567,1,11.647425684562513
11,4,1,0,3.6393315773917063,0,7.134534350108753
12,3,1,0,1.0778795843037163,0,2.7937514511055177
13,1,1,1,5.424482223037277,1,12.250851991785371
13,-4,0,1,4.939110782857787,1,12.13652251325775
14,1,0,0,1.3102137034238925,0,3.3032563608161802
13,4,1,0,5.323754413663195,1,11.243927442916949
19,2,1,1,6.751298681890596,1,11.927849670498517
16,-1,1,1,4.924661617045874,1,11.374788196663356
13,4,0,0,2.854014888626176,0,5.451611950578581
13,0,0,1,3.6912188616552832,0,7.499872628191129
11,1,1,1,2.183145116440496,0,5.181802214757924
14,5,1,0,3.67833832443617,0,5.803326877430964
15,4,1,1,-0.4646670186947963,0,-0.12619478955922264
16,2,1,0,2.2308899730716236,0,3.8090825404613198
15,3,1,1,5.2229421422320605,1,11.525575670215442
16,5,1,1,1.7411589868446256,0,4.155027889417925
14,1,1,1,9.566957882496268,1,14.185995103472292
14,0,0,1,2.3690973867334204,0,4.833733175574468
16,3,1,1,1.8516178180299052,0,3.5345893003905435
13,-1,1,1,1.0539810280840802,0,3.4396508512143584
13,3,1,1,3.4452199229101907,0,7.115739903848651
8,7,0,1,2.690900847145455,0,5.935409489299839
12,3,0,1,4.542137496312896,1,10.808908802256902
16,2,1,0,1.5277078376862234,0,3.0713360530074287
14,-2,1,0,1.8467134771842098,0,4.5956250832497
9,2,0,1,4.073809808767145,1,10.634018566769404
13,3,0,0,6.4216102003130455,1,12.790431223922468
13,0,1,1,4.222771376714765,1,11.386940066863433
10,4,1,1,2.3389420277725748,0,4.928541370480627
12,2,0,0,3.293729441295594,0,7.038264570458224
15,2,1,0,3.118975804840705,0,5.942468636825581
13,3,1,0,1.0916918452895445,0,4.411136366047264
14,0,1,0,3.8116214754333138,0,6.898338562900039
11,7,0,0,5.3101414464649555,1,12.091668354131937
12,0,1,0,5.236759961633595,1,11.689893117203049
10,4,1,1,0.4900734804960347,0,2.7648220313138387
19,1,0,1,5.04046229944063,1,9.60118501033019
10,6,1,0,-1.7034436105294137,0,-0.8536987316324285
15,1,1,0,5.212744715269088,1,10.769802400768398
13,5,0,1,4.857341811476589,1,11.225784774208238
14,0,1,1,0.813573840374926,0,2.657605400853929
14,4,1,1,4.19878783511212,1,10.6989504420847
17,2,0,1,1.9463896889699241,0,4.55178010800984
17,-1,0,1,3.9578973398156405,0,6.328471376497962
11,1,1,0,2.22470661661243,0,4.861379373908573
18,3,1,0,4.308678719753685,1,9.059549358606713
16,0,1,0,3.8014150748885966,0,7.110014232624222
13,3,0,0,2.1779672541975486,0,5.158508773802786
14,7,1,1,3.7927793923882307,0,6.777108193292583
21,4,1,1,5.364513597117226,1,10.586642768806243
6,2,1,1,2.5685584683516938,0,7.018932614820544
11,4,0,0,3.0409944478618707,0,6.872362161215951
11,0,0,0,3.0032579002569983,0,7.393729028967965
14,3,1,0,-0.07857534940580191,0,1.6983345189769432
16,3,0,1,3.5163409250166633,0,5.97814485090601
18,5,0,0,3.9931712373580637,0,6.4921184185783405
10,0,0,0,4.61829622453295,1,11.43305701041158
14,3,0,0,5.948264988747657,1,11.416456862371758
16,10,0,1,4.72557979408978,1,10.888188769014318
11,6,0,0,3.227836433454951,0,6.277899135784197
12,0,1,1,5.632751024028645,1,11.677131314749701
15,2,0,1,7.012075956571641,1,12.279978748221467
11,5,0,0,5.707685656835427,1,11.291713025003189
14,-4,0,0,3.2547733256571423,0,6.913263387088311
10,3,0,1,5.738114309899407,1,12.185408846333601
13,3,1,0,2.1826839417645214,0,4.806784721041287
13,7,0,0,2.3975162274665776,0,4.446817933651989
19,1,1,1,5.637726783809142,1,11.307128275755382
16,2,1,1,1.8105785509098764,0,2.739663406876022
12,8,0,0,4.242382360275612,1,10.259560805030539
13,6,0,1,3.341320678973689,0,6.095023611620103
11,0,0,0,3.257564406703605,0,6.097633403378744
16,2,0,1,3.8495787231672822,0,5.989171441289544
16,6,1,0,1.8885004312099642,0,2.8940166733369734
11,0,1,1,5.5422846788871505,1,11.931994273067394
18,1,0,0,3.539763922841382,0,5.4476699522513
11,1,0,0,7.7775975563176285,1,13.983137531202704
15,8,0,0,4.786220257960011,1,10.197285016560535
12,-2,0,1,2.4562977020980434,0,5.961625525522354
16,3,1,1,6.962869169969743,1,11.803078400482468
15,2,1,1,2.6529729549361942,0,4.524151697792134
16,6,0,1,3.7495082271700997,0,6.273436282138819
17,4,1,1,4.771857771184008,1,10.814108933547516
17,2,1,1,0.678614740662201,0,1.527047350345856
12,3,0,0,5.826818079399212,1,12.234096314306697
13,2,0,0,4.887022078972271,1,10.669098362654784
14,3,0,1,4.474518934014693,1,11.057397237737408
20,1,1,1,2.9215557087435666,0,4.5161429018740655
16,2,0,0,4.113449887482297,1,10.087715298592745
17,0,1,0,3.4412964165901845,0,5.307601998460139
17,7,0,1,4.495137750228414,1,9.770174030222389
10,3,0,0,3.6877583272820296,0,7.093708870682565
12,5,0,0,3.2851715639902,0,7.073940060882505
12,2,1,0,3.2872555051274146,0,7.33257960239764
16,2,0,0,6.009421996359019,1,10.512991078344424
16,1,0,1,2.3945612657724853,0,4.256507040190827
10,0,0,1,1.7385136165812431,0,4.5301821025654005
18,-4,1,1,5.767605015313086,1,11.355857723179174
12,0,1,1,-0.8070541252459922,0,0.06936010335739218
12,4,1,1,1.9016009917766823,0,3.767797016041398
16,3,1,1,2.4390265259584902,0,3.827537034178665
14,1,1,0,4.830882163777393,1,10.721419662645324
14,3,1,1,2.9609116506848756,0,4.8537957588878164
14,2,1,0,5.7532655974366715,1,11.907839239529912
15,4,1,0,4.216518999504041,1,10.772862565896265
17,2,1,1,3.6181856686977607,0,5.954063670699201
13,6,1,0,2.3482602028772437,0,5.890872251058861
11,6,1,0,3.3424018677463163,0,6.471687557900096
16,7,0,1,1.8145109630603584,0,3.0728160759473497
8,-1,1,0,5.1544068680922965,1,12.125004286442598
14,5,1,1,7.217715723035357,1,12.239892587599297
12,2,1,0,0.7418940020329341,0,2.815441162434109
14,8,1,0,0.20844931483398188,0,1.2754414538258578
12,1,0,0,6.28750234579518,1,12.67379885054653
15,1,0,1,2.5283938806242032,0,4.997762208549166
14,4,1,1,5.9569336565669655,1,11.659112790214762
12,0,1,1,2.9581794400838333,0,5.606197645860353
13,8,1,0,3.185014912982984,0,6.071291437503507
12,5,1,1,2.5804477550491507,0,5.361390422818601
15,2,0,0,5.438135904974178,1,10.859228914950114
14,-1,1,1,4.581814959656219,1,11.478829613227266
15,4,1,1,3.957509090752308,0,8.231939500970409
14,7,1,1,2.9252732781115958,0,5.422725250947432
15,-1,1,1,3.879477968653978,0,6.403511597632764
13,4,0,1,3.29797881337491,0,5.925754812582428
14,4,1,1,3.7219451477061227,0,7.009764086633933
12,2,1,0,1.955635975745321,0,3.801910796829603
16,2,1,1,4.013515941622856,1,9.455830373884655
12,1,1,1,3.0565002325110746,0,6.534275258787698
15,7,0,1,2.705780186815632,0,5.335825925552468
13,6,1,1,4.208671561366934,1,9.95679561894288
12,3,1,1,3.5467496029597867,0,6.692861001464586
16,-1,0,1,6.169115032551041,1,11.946266877327018
12,2,1,0,5.150903132832247,1,11.867698554460052
11,4,1,1,3.311154117491284,0,6.6232313048748885
13,4,1,1,2.7579832192381972,0,6.554885544788777
14,7,1,1,5.499804733404538,1,11.258482533605871
7,0,1,1,4.13150344856801,1,11.364753205752907
19,0,1,1,4.047077044659754,1,9.638006532897021
13,4,1,1,5.073870928085723,1,10.858821616250774
13,2,0,0,7.791251674357674,1,13.074211991965363
16,0,1,1,4.248349666435261,1,10.619649896553753
12,1,1,0,3.2533315842082797,0,6.107010401666853
9,7,0,1,3.9915212606379464,0,7.810465198206982
16,4,1,0,5.949841049812944,1,10.871707763421396
12,5,1,1,6.937547108209719,1,11.83593941946288
15,7,1,1,0.5279809711552668,0,1.5168284175450748
16,-1,1,0,7.391630132604922,1,13.261542867926938
14,0,1,1,1.4430766957102814,0,3.7093475948287056
14,2,1,0,5.812115191299303,1,11.86666747704341
14,1,0,1,4.453318086020392,1,11.219132674571346
19,2,1,1,5.38339820737068,1,11.105073622587186
18,-2,0,0,5.603586060734234,1,11.572440602358014
17,4,0,1,4.520053739170667,1,10.219826292656192
10,0,1,1,0.21560718956787195,0,1.6876400696069145
15,-2,0,1,4.246553771123663,1,9.973365951680528
14,7,1,0,7.081703747984388,1,13.043539915371401
10,5,1,0,5.667988376117739,1,12.649305492505135
13,-1,0,0,5.386884654010518,1,12.788465533523368
16,0,1,0,6.316759448671625,1,11.642719459536057
17,-1,0,0,6.931646795934007,1,12.842642731967652
11,0,1,1,2.3676318198411836,0,5.811526214783704
15,1,1,1,5.945961766476451,1,11.800642160076205
16,2,1,1,2.970734507434662,0,4.690986284258056
13,0,0,1,6.335644671526456,1,12.044589611405742
12,0,1,1,4.683284825464913,1,12.103514697823247
11,0,1,0,2.3574603363642472,0,5.556644339125567
12,0,0,1,3.633869445346872,0,7.449126434714447
16,1,1,1,7.3799807827944255,1,12.699288045970276
8,2,1,0,4.587851944410794,1,11.967136059919257
13,4,1,1,5.09360423091505,1,11.354063592889062
13,1,1,0,3.5500038480600122,0,6.3978314462557435
17,1,0,1,4.789044796079258,1,10.932326425523199
14,1,1,0,2.427271456355088,0,5.413479033958795
16,5,0,1,4.768347035069261,1,10.290638587062757
13,1,1,0,4.279981266397273,1,10.143238770786196
11,1,0,0,4.197643900296503,1,10.91730954633188
15,0,0,0,5.5086063394584635,1,11.431766304378757
10,2,0,1,4.4617481707464375,1,11.25575013752238
14,4,1,0,5.366130464803942,1,11.54741122576167
15,3,0,0,5.171189050920376,1,9.985891359211012
9,0,0,1,5.255733540680848,1,12.250343608755843
16,0,1,1,3.7631040445167723,0,6.549813057138932
14,1,0,1,5.376258732904562,1,11.818117293629056
12,7,0,1,4.6952747581597905,1,10.3753900190353
15,1,1,1,1.501275330177029,0,3.1625206854048633
10,2,0,1,2.8231461867976044,0,6.447425331155341
9,2,1,1,2.4900441588354427,0,6.144506337405192
17,0,0,0,4.9708804338492705,1,9.462593994392156
11,2,0,1,-0.36983987947911956,0,1.3774079908769608
14,4,1,1,7.989211746978495,1,13.626278249980375
15,1,1,1,4.703115935219073,1,10.621558334089112
15,3,1,0,5.187035465155634,1,10.035829352929563
11,2,1,1,2.8855741466385267,0,6.381852859092074
17,0,1,1,7.756557629244638,1,13.200136095735322
9,5,0,1,6.189599273636222,1,12.468253296798775
8,-1,0,0,1.1340551462232953,0,4.328531091648825
17,0,0,1,4.4005158150916595,1,9.502486015946324
11,-3,1,1,6.3239704264853565,1,13.694154055553227
12,0,1,1,6.658000561986626,1,13.245330937334607
11,7,0,1,7.572103224794937,1,13.49697292301798
17,4,1,0,2.396594877336457,0,3.847634773596404
10,5,0,1,4.7376602634001275,1,10.620413424195144
12,3,1,0,5.182425927441804,1,11.853897585666855
11,7,1,0,2.9042258556038005,0,6.455165656660645
16,4,0,1,1.942131225932191,0,3.6275908663932475
12,1,1,0,1.0502600793728711,0,3.7641162206800827
16,4,1,0,1.8145639787275867,0,2.495499161684408
15,1,0,0,4.752140437382318,1,10.844490677002012
17,3,1,0,4.346333316703173,1,10.321665558280554
15,2,1,1,4.1586254935346485,1,10.641960515356129
10,0,0,0,2.4655804029393735,0,4.87472562020545
14,-2,1,1,1.2376403042703554,0,3.8065152508755586
11,3,0,1,1.573821938435045,0,3.8556395129274423
13,1,0,1,1.217540138458579,0,3.589180428859787
16,4,0,1,1.9779256464979431,0,1.8008644797139888
13,2,1,0,2.611678757960494,0,4.726242651854543
18,0,0,0,3.241113104424191,0,6.386811623174411
15,-3,0,1,5.1322873466580425,1,11.5995509218936
15,3,0,1,2.1735544257024495,0,3.1233040599293105
19,2,1,0,4.583439353168894,1,10.256810346849171
9,2,1,1,3.4622623883651498,0,7.273973873818416
10,0,1,0,1.4218384917739035,0,3.8748513544315095
11,8,1,0,4.108282036421979,1,10.548361246962575
10,2,1,0,5.349851427137273,1,12.958309554288343
10,1,0,1,3.8373173009945667,0,8.792510147989157
16,4,0,1,0.7782573937046218,0,1.9782063253584894
17,-1,0,1,7.044637417384874,1,13.4168968263894
16,4,0,0,5.398753579990645,1,10.07364360579566
13,0,0,1,5.8903525230425355,1,11.40428613265161
13,3,0,0,3.7346295585636358,0,7.382421542831791
15,1,0,1,3.0484314140915174,0,6.1590408712800535
18,2,0,1,4.015251526890719,1,9.587488352509798
14,3,0,1,2.0518189299399925,0,4.077960749238754
13,6,0,1,3.60104542442281,0,7.547327515701859
13,2,1,0,1.1434423213867122,0,3.87877935225378
13,0,1,1,6.41816369145538,1,12.209868003775913
