age,education_years,income_thousands,work_hours_week,gender,smoker_status,married_status,exercise_program,health_score
31,23,14,11,0,0,0,0,101.09703057218216
40,20,10,13,0,0,1,0,103.49127155250189
38,21,12,13,0,1,1,1,112.02717061293764
22,16,15,15,1,1,1,1,99.10329232882071
33,13,9,14,0,1,1,1,100.49780329563237
32,17,8,16,0,1,1,0,91.82836034121227
32,11,15,14,0,0,1,0,93.49403861403374
22,19,7,5,1,0,1,1,91.66736024507917
26,19,16,23,1,0,0,1,105.62410247430152
31,16,14,13,1,0,1,1,102.03087389067085
30,24,14,12,1,0,0,0,100.95431166378718
35,21,13,6,1,1,0,1,108.76952407570764
34,18,15,18,1,1,1,1,111.46338012957222
21,13,9,13,1,1,0,1,87.96956632386866
18,9,9,20,1,1,1,1,83.5357140492045
35,17,8,16,1,1,1,0,96.150273576695
24,13,8,7,0,1,0,0,80.0553943754772
23,14,11,9,1,0,0,1,91.82113110537698
21,23,15,15,0,0,1,0,91.6027073361196
31,25,10,9,1,1,1,0,99.8392522854166
42,16,13,3,0,0,0,0,101.066575342564
36,21,10,19,0,1,0,0,100.08621231640764
26,21,14,16,0,0,1,1,103.3230376178918
20,13,8,8,1,0,1,0,78.26598581007299
26,21,11,11,1,0,1,0,91.32995185939065
28,25,15,18,1,1,1,0,102.10077526662008
29,19,11,11,1,1,1,1,101.94805614685951
44,13,10,13,0,1,1,0,103.62875564060536
20,17,13,19,1,1,0,0,87.16288345772833
29,15,11,12,1,1,1,0,89.89292920286094
20,14,9,7,0,1,1,0,81.3633418127032
35,30,12,11,1,1,0,1,116.82490905635755
27,21,15,18,0,1,1,0,99.65849124218104
30,16,8,12,0,1,1,0,91.58676098365952
31,23,5,14,1,1,0,0,94.76127403023948
31,19,11,22,1,1,0,1,107.10582958481557
41,27,6,18,0,1,1,1,115.49984184875277
30,22,10,16,1,1,0,1,104.92798025996431
37,27,15,12,1,1,1,1,119.28708004196226
31,16,13,15,1,0,1,0,95.79758949376462
42,13,16,18,1,0,1,1,113.09714348968237
38,12,7,5,1,0,1,1,99.00375444742296
28,17,14,16,1,0,1,0,95.04317185078212
34,8,11,16,1,1,1,1,97.77372892035694
30,20,5,15,0,0,1,0,91.36857464090922
33,5,14,19,1,1,0,0,89.79109430157501
41,16,13,14,1,0,0,1,110.8102269338316
34,12,11,16,1,1,1,0,92.77476138327592
33,15,14,19,0,1,1,0,97.27162456091718
21,24,15,18,1,0,0,0,93.43822592927012
21,12,11,5,1,1,0,0,80.24787203301048
27,16,13,16,1,1,1,0,92.88461719571816
27,22,11,10,0,1,1,1,103.33420597339314
27,12,12,15,0,1,1,1,95.62814101144389
33,22,13,13,0,1,1,1,109.70060973180316
38,17,10,9,1,1,0,0,97.5393141127134
34,19,17,10,0,1,0,0,101.2335698910948
46,23,11,20,0,1,1,0,112.16679921044047
22,27,9,17,0,1,0,1,101.95278615063798
38,9,14,13,1,0,1,1,102.33570991962246
30,17,8,15,0,0,0,0,91.28025362681868
29,32,4,5,1,0,1,1,107.5415221837515
32,17,8,9,1,1,0,1,100.638552409227
42,19,15,12,1,1,1,0,108.45105520190832
22,16,12,13,0,0,0,0,83.64695717779784
28,18,9,5,0,1,1,0,88.4709226057714
41,20,18,8,1,0,1,1,118.43646250190308
32,12,13,10,1,0,0,1,100.16679972499855
41,9,14,16,0,0,0,1,105.83080729924964
33,15,6,6,1,0,1,1,97.75022544130582
42,9,8,14,0,1,1,0,95.96748840416149
30,18,12,8,0,1,0,0,93.14122916329131
26,14,10,11,1,1,0,0,86.02127999334898
34,19,11,13,1,0,1,0,96.55197335657157
34,28,10,8,1,1,0,1,112.30296801389306
35,23,11,6,1,0,1,0,100.66186286523528
31,25,8,5,1,1,1,0,96.40782039481904
27,23,14,7,1,0,1,0,97.24242322126976
25,23,10,17,0,0,1,0,94.40032066505913
31,28,10,9,1,0,0,1,109.56122775088726
21,21,9,2,1,0,0,0,83.77585488834026
32,18,11,11,1,1,1,0,96.76727957330696
35,13,10,15,0,0,0,0,93.02359161533872
40,19,11,2,0,1,1,1,110.63903935651402
27,15,16,17,1,1,0,1,102.00089846384628
35,24,11,6,0,1,0,1,110.76084119240689
29,25,10,10,0,1,1,1,107.79043765124923
45,18,12,9,1,1,1,1,113.80031906427917
33,33,9,12,1,1,0,0,104.58519392582856
40,16,14,13,0,1,1,0,101.21796289472746
23,26,12,1,1,1,0,0,93.84373036603397
27,12,12,4,1,0,1,0,84.24426022300807
33,17,12,12,1,1,1,0,95.612555828719
34,15,13,9,1,1,1,0,95.33862051155864
24,18,13,13,0,1,1,0,89.00693530095624
31,19,15,17,1,1,1,1,109.68537016503107
26,15,15,6,1,1,1,0,90.15939517743874
32,19,11,11,0,1,1,0,95.16963443388728
25,21,11,12,0,1,1,1,99.07860823495275
44,20,11,18,1,1,1,1,120.11062013904548
31,20,7,8,0,0,0,1,99.4590890533326
30,9,13,18,0,1,0,1,96.58972855036032
27,16,12,14,1,1,0,0,89.09526169463616
35,28,8,3,1,0,1,0,102.8281652632872
31,28,9,11,0,1,1,1,111.72161248178828
28,21,9,8,0,0,1,0,92.09428540883933
22,15,11,10,1,1,0,0,81.66767504075717
27,16,13,16,1,1,1,1,100.18214238708056
34,25,8,21,1,1,1,1,110.83901679535344
30,15,13,9,1,1,1,0,91.86537319870068
29,12,9,11,0,1,0,0,82.9248552611794
44,18,12,15,0,0,0,0,105.8138147379562
34,22,8,14,1,1,1,0,98.42225850581968
22,18,11,15,1,0,1,0,88.09413013523373
35,19,13,22,0,1,1,0,101.62184832529697
34,34,12,10,0,0,1,1,118.72148525111726
30,17,13,15,1,1,1,0,93.61453788060592
18,15,13,20,0,1,0,0,82.87540419701656
28,6,13,18,1,0,1,1,93.36828202671964
26,18,11,16,0,1,1,1,100.85419986513668
27,26,9,9,1,1,1,1,105.09108372268008
22,19,12,12,1,0,0,1,96.54956829751733
44,25,15,9,0,0,0,0,112.41596138962186
24,24,11,17,0,1,1,0,94.23497641710776
11,4,13,15,1,0,1,1,77.49390672008478
33,18,10,13,1,0,0,0,93.85194945789743
45,16,14,7,0,0,0,0,106.77917101318604
28,21,13,11,1,1,0,1,104.7238389866912
32,7,12,8,1,1,0,0,86.33756969952395
23,22,15,11,1,0,0,1,100.91323646619252
34,28,14,12,1,1,0,0,107.0955842180762
35,7,13,16,1,1,1,0,90.56117764045986
41,16,14,18,0,0,0,1,113.57448137270168
36,29,11,17,1,1,1,1,119.4256354677734
32,12,14,14,0,1,1,1,101.10135954283056
35,20,9,11,1,0,1,0,97.28471808490404
31,14,10,7,1,1,1,1,97.4367246473135
32,20,9,7,1,0,0,1,102.89082982170436
45,11,12,10,0,1,0,1,108.97858410311314
21,9,10,14,1,1,1,1,87.43614906962833
30,17,17,11,1,1,1,1,106.67208716883778
41,16,16,15,0,1,1,1,113.2295222492712
30,16,10,14,1,1,1,0,90.8056375583672
39,7,15,10,0,1,1,0,92.88672708762005
31,19,8,11,1,1,1,1,101.43771665755256
40,20,14,12,1,1,1,1,115.23540932854628
22,25,13,12,0,1,1,1,103.22083288841596
34,18,8,15,1,0,0,0,94.27365167464164
39,23,9,2,1,1,0,0,101.52721029506942
29,21,10,20,1,1,0,1,105.03667894251043
35,17,7,13,1,1,1,0,94.51430464019708
37,11,14,11,1,0,1,0,94.54930159754431
40,11,11,14,0,1,0,1,103.23067594063416
24,26,14,6,0,1,0,0,94.03981124281188
33,25,14,12,1,1,0,0,102.75245609986042
26,17,12,18,1,1,0,0,89.69468636808054
27,21,16,3,1,0,1,1,104.63071830093628
28,19,9,14,1,0,1,1,101.1462710164312
35,17,8,22,1,1,0,0,96.31349940396252
38,27,11,14,1,0,1,0,108.43357232337628
33,20,12,8,0,1,1,0,98.12644582257867
33,10,13,2,1,0,1,0,88.01430006607012
30,19,10,12,1,0,1,1,102.88364269138506
30,17,11,10,1,1,1,1,101.13322928352903
18,12,9,7,1,0,1,1,83.83357305364122
28,24,13,25,1,1,1,0,102.77425389189224
27,22,11,8,1,0,1,0,90.96653943014218
32,22,10,14,1,1,0,0,97.05748207344456
31,21,16,12,0,1,1,1,109.20044118975912
45,25,13,10,0,1,0,0,112.91118847719132
30,10,11,15,0,1,0,0,85.12627336266827
34,13,8,16,1,1,1,1,99.8231228324004
44,15,9,15,0,0,0,1,110.76063141784957
39,21,9,4,0,0,0,1,106.84531378718503
41,17,9,19,0,1,1,1,110.37769325274787
25,32,11,12,1,1,1,1,111.25407510924128
31,22,12,12,1,1,1,1,108.30020537543476
38,12,8,17,1,1,1,1,102.57274706645786
23,21,10,10,1,1,1,1,98.02800137575048
19,14,12,14,1,0,1,1,89.03847700702558
37,17,8,16,1,1,0,0,96.91515298307526
22,24,9,12,0,1,1,0,91.19298114898928
29,14,7,9,1,1,0,0,84.74616147589322
24,13,14,22,1,0,1,1,97.30959197945026
33,19,10,13,1,1,1,1,107.33555858770536
27,29,10,16,1,1,1,0,100.51368761951026
34,25,9,16,1,1,1,1,111.27039732330536
36,22,11,6,1,0,1,1,110.09000654549013
40,19,6,11,0,0,1,1,104.9492566683778
25,20,10,7,1,1,1,1,99.03554167316044
25,18,4,10,1,1,1,1,92.9786832619336
31,10,17,9,1,0,1,0,92.27880557202435
35,27,9,11,1,0,1,1,112.85263063381804
22,27,11,7,1,0,1,0,95.84176943798887
25,8,8,23,1,0,0,1,89.57525257185475
34,13,13,13,0,0,1,1,104.88500218224628
28,22,14,7,1,1,1,1,106.02435123553114
29,16,10,11,0,0,1,0,90.34548250958532
45,18,9,14,1,0,1,0,102.65266854029085
32,14,9,12,1,0,0,0,88.24831819384231
24,25,10,9,0,1,1,0,93.28184240244698
31,9,16,13,0,1,1,0,92.90555833635383
35,3,7,12,1,0,1,0,79.28575452630807
28,11,12,7,0,1,1,0,85.8291492172124
29,22,16,14,1,0,1,0,101.78142091365795
22,14,15,12,1,1,1,1,95.56551231908205
34,19,12,17,1,1,1,0,99.03705826825906
46,25,14,19,0,1,1,0,117.49962195806908
39,21,13,19,1,0,1,1,114.79123566789735
31,27,10,17,1,0,0,1,109.95522377785166
28,21,10,10,1,0,1,0,92.1529909599215
42,12,13,19,1,1,1,1,110.93484907992496
43,18,11,15,1,1,0,0,103.5570987557661
38,32,10,16,1,1,1,0,112.09932096002582
28,17,12,7,0,1,1,0,90.02443724871604
11,21,11,13,0,0,0,0,80.13582619693466
29,14,10,14,1,0,0,0,87.7622850657684
33,14,12,8,0,1,1,0,93.03049555967377
29,23,17,8,0,1,0,0,98.6300015922813
31,23,15,14,0,0,1,0,102.54496923756956
38,10,13,12,1,1,0,0,93.29920645208912
30,13,5,7,0,0,1,0,85.50322108730963
37,14,10,6,1,1,1,1,102.4332651933676
51,19,11,10,1,0,1,1,119.97938825763508
33,23,15,5,1,1,1,0,103.45040487568596
40,26,14,10,0,0,0,1,118.28499600794936
28,16,11,10,0,0,0,0,89.54322154119221
44,25,9,8,1,1,1,0,109.19894415683416
32,28,10,9,0,1,1,0,102.22053837614354
26,9,9,9,0,1,0,1,88.90724411069712
34,25,13,6,1,1,1,1,111.08811506359174
26,23,14,8,1,1,1,0,97.69354614254884
43,22,13,13,0,1,1,0,110.512490122384
29,13,16,11,0,0,1,0,91.30311465551772
29,24,5,16,0,1,0,1,103.01291993500556
38,17,10,7,0,1,0,1,105.44098844627288
44,11,16,20,1,1,1,0,104.82443588651849
32,19,8,9,0,1,0,1,103.09667527606577
37,23,9,13,0,1,1,1,113.05695040489395
24,17,14,9,1,0,0,0,88.03504696585568
32,22,13,11,1,1,1,0,102.04699538891988
22,9,11,12,1,1,1,0,79.68908760129578
45,10,16,9,1,1,0,0,100.62625202020983
28,20,10,21,0,0,0,0,92.46150177610689
35,23,7,15,0,1,1,1,109.58353218313832
27,10,13,15,1,1,1,1,93.29497413229024
28,16,14,11,1,1,1,1,101.35419182324672
28,16,16,8,1,1,1,0,94.06981577386388
44,14,10,12,0,1,1,1,110.28162836862658
33,24,5,16,0,1,0,0,97.63331499953595
25,9,12,14,1,1,0,0,81.00743623611186
36,16,17,7,0,1,1,1,109.9690751570403
43,17,15,5,1,1,1,1,115.28427789008168
30,22,11,16,1,1,1,0,98.55767297607734
39,11,7,7,1,1,1,0,91.13786775940513
39,18,12,15,1,1,1,0,103.70280752285348
25,14,10,12,1,1,0,1,94.96891942367144
28,24,11,9,1,1,1,0,96.99314882154812
39,14,14,16,1,1,1,1,111.43415195646476
31,16,11,0,0,0,0,1,99.95417463340009
34,12,11,12,1,0,0,0,91.56615021854115
39,17,10,11,1,0,1,0,99.16176522725011
23,19,14,16,1,1,0,1,101.05092805671944
22,18,13,5,0,0,0,0,86.33884361572167
24,29,12,15,1,1,0,1,108.36118008531425
33,16,15,12,0,1,1,0,97.25144012139395
21,24,10,25,1,1,1,1,102.47054297098047
33,11,8,14,1,1,1,0,88.46172063768198
34,20,14,10,1,1,1,0,98.23947469624396
29,20,14,8,1,1,1,1,105.75744279772472
47,12,10,16,0,1,1,0,103.20567346812544
30,18,14,17,1,1,1,0,96.6448291028202
50,22,14,9,1,0,1,0,115.66958037174903
43,12,9,7,1,0,0,1,104.60260252789938
42,14,10,9,0,0,0,0,97.84321872332345
29,14,11,4,1,0,0,0,86.60296850243327
49,20,16,12,1,0,1,0,115.5034103701232
30,15,12,18,0,0,1,1,101.56383591003302
22,21,10,9,1,0,0,1,95.61495398472664
32,21,14,7,1,1,1,0,97.8587453252228
32,21,10,9,1,1,1,1,105.84077941713689
34,18,14,16,0,1,0,0,98.72295561776076
26,22,10,17,1,1,1,1,100.95075537662248
42,15,10,14,0,0,1,1,109.0930873140355
37,21,13,18,0,1,1,1,114.49867295955252
37,30,8,12,0,0,0,0,106.7975391167474
28,13,12,11,1,0,1,0,86.77384163355173
31,13,11,14,0,1,1,0,88.27579920111035
37,24,9,14,1,1,1,1,113.03223593944374
26,21,9,14,0,0,1,1,101.56358730449764
36,17,15,10,1,1,0,0,99.87053271196466
17,23,13,19,1,1,0,0,89.31643987307366
28,16,6,6,0,1,1,1,94.83553557813916
24,23,14,9,1,1,1,0,94.23008141783912
33,17,14,13,1,1,0,1,105.66389036146666
24,21,11,17,1,0,0,1,100.52818035869484
32,11,13,15,0,1,1,0,91.35839949750604
31,10,12,11,1,1,1,1,97.93050303476154
24,19,13,15,0,0,0,0,90.1203919760965
30,16,14,9,1,1,0,0,92.6249522932806
34,11,13,9,0,0,1,0,91.98013254696934
38,16,9,11,0,1,1,0,97.61763048819932
32,17,16,13,1,1,1,0,99.58449906234152
29,30,9,16,0,1,0,1,109.50108692303056
20,20,16,21,1,1,1,0,92.36154992628146
40,11,7,12,1,1,0,1,101.66523886203956
29,17,9,20,1,0,1,0,92.84433432271832
38,23,13,10,1,1,1,0,103.41573812168296
39,25,16,7,1,0,1,1,118.1686267731014
33,28,7,13,1,1,0,0,102.42076954966612
34,19,13,14,1,1,1,1,111.15698337515856
29,13,12,13,0,1,1,1,98.09760784578812
28,29,10,12,1,1,0,1,109.26684972255232
34,18,14,11,0,0,0,0,97.35601680748128
32,9,12,10,1,1,1,0,87.0475757863469
37,17,15,7,1,0,1,0,98.9972532818232
28,18,12,21,0,0,0,1,102.1526230188976
19,17,9,8,1,0,1,0,80.27220395536021
32,26,10,14,0,0,1,1,108.27735486706476
26,20,6,13,0,0,1,0,87.59595832514599
26,12,10,16,1,0,1,1,94.1081700591493
37,27,18,13,1,1,1,0,113.25168777422664
22,19,10,10,1,1,1,0,85.67151646376178
34,8,13,6,0,0,1,1,97.29168601807336
24,17,12,15,0,0,1,1,96.6315510618679
34,19,8,13,1,0,0,1,104.33281635077331
31,23,11,7,1,0,1,1,106.1418156504655
36,7,5,22,1,1,1,1,95.77268357333227
34,21,10,13,1,0,1,0,99.48979117539116
30,14,10,9,1,1,1,0,89.43413153315446
28,12,12,9,1,0,1,1,96.21210719287885
30,19,17,15,0,1,0,0,100.20091704215466
17,25,17,9,0,1,1,0,92.7707543790234
36,25,8,22,1,1,1,1,112.46028399982704
36,16,13,11,1,1,1,0,97.72487289413536
32,23,8,17,0,0,0,1,104.02767814741648
20,13,11,16,1,0,1,1,90.8437001012437
27,17,10,18,1,0,0,0,89.60515079406186
37,23,11,5,0,1,1,1,111.4120838711581
32,20,9,8,0,0,1,0,93.77376654120994
28,18,13,10,1,1,1,1,101.15413915527856
25,26,11,10,0,1,0,0,95.59746411297397
30,20,12,11,1,1,1,1,104.12881001488064
33,12,13,14,0,1,0,0,91.22693918696794
28,23,13,13,1,1,1,1,106.27152475826738
30,16,12,16,0,1,1,1,103.21582397163944
29,17,12,5,1,1,1,0,90.67638739989842
36,9,12,19,1,1,1,1,101.96044070559414
31,22,11,6,1,1,1,0,98.09149002529306
31,19,15,16,1,0,1,1,108.418581947045
20,23,10,6,1,1,0,1,95.96038420567164
36,16,10,8,1,1,0,1,105.45828415553622
36,16,10,16,0,1,1,0,99.10272855730868
24,15,14,7,0,1,1,0,86.6661772828913
42,19,15,18,1,0,1,0,110.27029906124672
34,11,8,9,1,1,0,0,88.64823410985782
44,12,9,13,0,1,1,0,98.13437322380668
32,19,10,8,0,0,0,0,94.16103996507476
39,14,13,12,0,1,0,1,107.30598565526444
19,25,13,4,1,0,1,1,98.68819913074417
33,22,13,15,1,0,0,1,110.19037899426364
33,13,12,19,1,0,1,0,95.05115645209062
55,16,17,0,0,1,1,0,115.10310690865865
34,13,9,13,1,0,1,1,100.6588217521455
26,15,15,19,0,1,1,0,93.97486986963798
35,21,10,12,0,0,1,1,110.4380349130309
37,9,14,8,1,1,0,0,93.2080250371223
43,21,9,11,0,1,1,0,105.5693091872926
45,17,9,12,0,1,0,1,110.74936666600972
29,22,12,10,1,1,1,0,96.07290510885623
31,22,9,12,1,0,0,0,96.62608672276625
24,12,12,14,1,1,1,0,84.67003853742908
30,12,11,10,1,1,1,0,88.16819846648866
37,20,13,6,1,1,0,1,108.16977798130432
29,4,6,16,1,1,0,0,77.17887149776439
24,16,16,8,0,1,0,0,89.1944285276641
34,13,11,8,0,0,1,0,92.18252235402149
36,22,10,17,1,0,1,1,110.43728513272134
29,18,11,14,1,1,1,0,93.09981855536206
36,15,13,10,1,1,0,1,105.05308157568504
19,24,14,17,1,0,1,0,92.09556171029854
39,22,11,9,0,1,1,1,111.6005899583503
36,18,12,16,0,1,0,0,98.81389258866108
28,13,10,12,1,1,0,0,87.37247167559077
29,21,16,13,1,0,0,0,99.3473586403364
29,29,10,11,1,1,1,1,109.22717196745474
41,22,12,15,0,0,1,1,116.41154380721376
34,19,8,14,1,0,1,0,95.34912877693851
28,19,13,11,0,1,0,1,101.78024929225664
32,13,16,18,0,0,0,1,102.78278898097145
26,12,12,14,0,0,1,0,85.80962487894836
31,16,11,10,1,1,1,0,91.93373101391757
39,19,10,19,0,1,0,1,111.0214157322054
39,15,12,8,0,1,1,1,108.38541673429916
25,21,10,19,0,0,1,1,100.69460989130644
40,12,9,15,1,1,0,0,96.4067759378528
31,12,13,5,0,1,1,1,98.3927613007168
26,23,7,14,1,0,1,0,92.57539641714864
26,18,9,4,1,1,1,1,95.97031486591128
21,22,17,12,1,0,0,0,93.0374207675054
28,15,12,22,1,1,0,1,100.83629587197468
29,16,13,11,0,1,1,0,92.3322645227188
25,13,12,10,1,1,1,0,84.35765635524007
33,14,13,12,0,1,1,0,91.44879366316584
31,20,10,16,0,1,1,0,97.37897193365586
19,21,11,14,1,0,0,1,95.47267185753554
34,12,13,16,1,1,1,1,102.5322245680518
29,29,7,19,0,0,0,0,98.78178597185315
34,14,10,15,0,1,1,1,102.8877563078331
31,23,15,12,1,1,0,1,111.9310007342214
32,11,8,11,0,1,0,1,94.0557711940006
32,11,15,12,1,0,1,1,101.90547317619227
32,26,12,14,0,1,1,0,103.17544866941184
25,14,11,12,1,1,1,0,86.20725838152545
33,17,10,14,1,1,1,0,95.4688396397736
43,14,11,16,1,0,1,0,102.35459637042038
29,23,9,13,0,1,0,0,94.2254555227046
35,26,15,9,1,1,0,1,116.39034720489364
34,10,11,10,0,0,1,0,88.51986799633383
34,33,10,18,1,0,1,0,112.09197648376896
