age,income,gender,region,credit_score,subsidy_received,home_ownership_rate
13,4,1,1,9.358473888259253,0,5.865824888592641
11,9,1,0,10.931317453573724,0,7.177614062674016
16,0,0,0,13.764875051481134,1,21.086832631255493
11,2,1,1,11.362266462022356,0,8.442608403253715
11,5,0,0,12.976955234117534,1,19.82039271164968
12,1,0,0,15.48492811092796,1,21.64593538516499
10,2,1,1,11.51554844619527,0,9.275131212770694
16,10,0,0,11.41221437259551,0,8.247315742061389
19,2,0,1,11.896255669739284,0,9.50796618720332
13,4,0,1,12.535565779176853,1,19.07007019700385
17,1,1,1,14.871955024593184,1,20.887164628326826
12,2,1,1,14.079291999816418,1,20.989250000036996
16,3,1,0,10.721715154164029,0,8.196522948180426
16,8,0,1,12.502756630681269,1,18.785582329179277
12,3,1,1,8.123300656745919,0,4.1856786932367225
14,4,0,1,8.297100168077101,0,4.251251317044519
16,-3,1,0,11.18909447054533,0,8.649905586559813
13,2,1,1,12.959674509809634,1,19.48124384861731
11,5,1,0,12.285790011280357,1,19.147057983988837
13,6,0,1,6.788008009603788,0,1.311143012613181
13,6,1,1,11.4746489826345,0,7.800348928881474
13,0,1,1,12.959265438222372,1,19.511142500166287
15,4,1,0,13.75244827933055,1,20.581722198964084
18,4,0,1,13.926298037939873,1,19.906278727210783
16,1,1,0,9.12870580916437,0,5.376031847048423
8,0,1,1,10.396754355775949,0,8.071281823589324
17,0,1,1,12.200166729134056,1,18.142664417115817
12,3,1,0,11.01278526873933,0,8.646036644221969
12,3,1,1,8.995622406880592,0,4.77995655769238
16,0,1,0,9.309853836492607,0,5.167438103029167
18,3,1,1,15.031418722096696,1,21.67468557406852
18,3,0,0,8.077636022296824,0,3.972660116845215
17,1,1,0,10.184751969730405,0,6.321812360517607
13,5,1,0,14.101575353192812,1,21.23803274222911
15,3,0,0,7.391374649163889,0,3.0583045258633774
19,0,0,1,10.709142689746889,0,7.972508188720088
15,3,0,1,11.90881349524242,0,9.707452221270062
19,-2,0,1,11.171853958879607,0,8.01608297117442
11,5,1,0,14.8259553219759,1,20.994371861169707
13,1,1,0,15.879606298895856,1,22.26604716479252
11,4,1,0,14.488493540758064,1,20.94815018951243
14,0,0,0,10.767655717788788,0,8.888881419295851
14,5,1,1,13.908452954933688,1,20.32663778038554
8,5,0,0,9.868863648704792,0,6.320102709442119
16,7,1,1,8.90086012811114,0,4.2804724685777735
15,1,1,0,10.583131105246489,0,7.287583564871201
13,2,1,1,12.772515795633453,1,19.613156840587266
11,3,0,1,11.504467203245143,0,9.622017984477274
16,2,0,0,12.683853550790351,1,18.65635893250983
13,8,0,0,14.66927916872189,1,21.072387590502505
10,3,0,1,14.721601127183256,1,21.202761183833445
13,1,0,0,12.31153099979576,1,19.417482065071084
13,6,1,1,12.864533324906962,1,19.478760537687695
15,0,0,0,10.753813266412635,0,8.519579745680291
13,2,0,1,10.070982961076377,0,7.307640182440175
17,0,1,0,12.674896050245763,1,19.63354981936825
17,1,0,0,13.829056734456564,1,19.60470034891733
14,2,1,0,13.343951198281548,1,19.889277892469277
13,2,1,0,14.209167280424872,1,19.782473349168196
19,1,0,0,12.345567728063164,1,19.05836733122729
15,2,1,1,11.57782973343624,0,8.710192552653288
9,0,0,1,9.186841313473328,0,5.408889723669806
14,4,0,0,12.550390165759364,1,19.99932631702246
15,3,0,1,12.010449633243208,1,19.225110490479565
13,8,1,0,10.576138542371034,0,6.243223882255364
13,1,0,0,12.625099786661876,1,19.0062906098042
9,4,0,1,9.112886674521803,0,6.502808463863733
14,5,0,1,14.822489633261876,1,20.774945234341363
12,2,1,0,11.25812627578969,0,8.767746985052266
12,7,1,0,12.841197722067156,1,20.583463373378628
14,4,0,0,13.19676157307941,1,19.719716915532427
8,4,0,0,11.836783745215133,0,9.509861234389058
13,1,1,0,11.037745500942425,0,8.150232185192122
13,8,0,0,12.476081405352712,1,20.60620719521321
10,7,0,0,10.845059664124618,0,7.968540756915552
15,3,1,1,13.932223438290908,1,20.36862355296045
14,3,1,0,9.268335683468385,0,4.610592170802235
14,7,1,0,5.372064255395254,0,-0.0813170354374825
13,0,1,0,13.373749739467415,1,20.15304068128321
12,2,1,1,12.599184620375366,1,19.629073740839157
17,4,1,1,9.520153230241986,0,6.279379474421356
14,0,0,0,12.89254713909569,1,19.753611739488218
13,0,0,1,11.7200215703191,0,9.345133397343
15,2,0,1,15.463389531770924,1,22.68039141290008
14,1,0,1,12.452045161972585,1,20.61567690217279
13,7,1,0,12.386764419046171,1,19.116323285435016
18,5,0,1,11.58891613418919,0,9.310937397226052
11,1,1,1,13.240653205499331,1,20.084282307434364
14,5,1,1,10.410497767627,0,8.003240648281903
13,7,0,0,12.24106886079084,1,18.43656374931243
14,0,1,0,11.58256358711729,0,8.816365777491008
14,-1,1,1,12.228391967798323,1,18.835145055708736
14,3,0,1,10.127164088390586,0,6.823687813416544
11,8,0,0,12.656713191562028,1,19.442067847833272
11,3,1,1,10.033114566854188,0,6.9351775864370655
14,-2,1,1,13.695782279633622,1,20.088859983783063
12,-1,1,1,8.93607657227772,0,5.4206519546825245
12,5,1,1,13.524925103863096,1,19.69091462360659
16,6,0,1,13.094798830561826,1,19.29566775577301
16,4,0,1,11.441625367054945,0,8.413318518099642
14,3,0,1,12.281177005121368,1,19.55892133135304
16,2,0,1,11.653826229514568,0,9.507228840452369
11,4,0,1,8.612516534112153,0,5.580112113060887
12,1,0,1,8.62374290007435,0,5.300147344898343
13,1,0,0,9.248837162985431,0,5.782495720141295
9,4,0,1,9.864211432052413,0,7.004917193144727
12,3,1,1,14.390021383369376,1,20.548036436511623
19,-3,1,1,13.251041458498166,1,21.013408872279125
9,1,0,1,13.010534658941056,1,19.76436216738073
14,5,0,1,13.341157953707128,1,19.693102890029483
14,6,1,1,16.107415452367004,1,22.42243959198085
13,2,0,0,12.035639926390704,1,18.991619661167704
16,1,1,0,12.597201801540098,1,19.84277920696532
7,-1,0,0,10.092777950739723,0,7.660956495569166
9,3,0,0,11.47200685772311,0,7.450153373468733
13,3,1,0,9.603163857005388,0,5.890999635856947
15,0,1,1,10.784645184205337,0,8.370003581952215
15,3,1,0,10.724930028190377,0,7.248104930564556
11,4,1,0,13.091165632400504,1,19.948860145839905
13,4,1,1,12.729840285132743,1,20.21453400533922
14,1,0,0,12.1181830620914,1,18.59927627366844
15,1,0,1,10.228041421083102,0,6.814820231505831
8,8,1,0,13.842965182834453,1,20.48677315739886
13,2,0,1,10.108975089613548,0,6.466691543022522
16,3,0,1,11.025704485931914,0,8.080709559422715
11,6,1,1,11.19435035205492,0,8.75987638688158
15,0,1,1,11.236015608822912,0,9.214859706341016
12,4,1,1,11.16040260214174,0,7.979814055768981
12,4,1,0,12.89078792131956,1,19.724160233930316
12,5,0,1,11.954377339005836,0,9.61110174490011
12,6,1,0,11.562468968786137,0,9.166388372764503
14,1,0,1,14.534194775662202,1,20.824607244968515
20,2,0,1,12.731135990561016,1,19.333737255177475
13,-1,0,1,11.099493196641216,0,8.146978674498106
14,6,1,1,11.758578930214933,0,9.132855362099694
15,5,0,0,10.979720548022293,0,7.882275831100679
14,7,1,0,12.851407570055216,1,19.53157702935696
13,5,1,1,14.719648263027478,1,22.07448810816196
13,0,1,1,10.949458065249855,0,8.383788326314669
14,-1,1,1,14.79792563454076,1,21.863988402833836
9,1,1,1,15.198159230431948,1,22.16799718946976
14,2,0,0,10.638118614233305,0,7.7412771600536
10,7,1,0,14.756064484688231,1,21.554754157140604
10,0,0,0,12.988072771586475,1,19.469092394588685
15,5,0,1,10.947981248005068,0,7.229788255158957
13,-1,1,1,12.79272001724502,1,19.70679270796357
13,6,0,1,12.59556659467821,1,19.93377580896274
14,6,1,0,16.279784782228976,1,22.19189447561605
15,6,1,0,12.425508769979826,1,19.697338823779717
11,1,1,0,10.80048744830601,0,8.308486609436542
13,3,1,0,10.17090268802498,0,6.685797368698314
13,1,1,1,11.528762793055542,0,8.675100231850118
13,3,0,1,13.328336404191775,1,19.644333917058216
12,7,0,0,13.335251216249272,1,20.107545535106425
14,7,1,1,10.745190435808071,0,7.000592993665192
15,3,1,1,11.376309521466233,0,8.684754429816591
14,3,0,1,13.712281028879072,1,21.30472689702938
15,0,1,0,9.613354862506355,0,6.269757437238846
12,-1,0,0,10.007184271168772,0,7.381743637597856
14,0,1,0,8.361838158548691,0,3.4566074843118777
17,0,1,1,13.205548592695465,1,20.000942397166355
12,9,0,1,14.206265694244262,1,20.107557708107315
10,0,0,1,10.07943863453622,0,6.524352659670198
15,3,1,1,12.269288276418775,1,18.88600011282521
21,-2,1,0,12.873812906910423,1,19.36966290553195
13,1,1,0,12.018222213269398,1,18.58727514790322
16,4,1,0,10.687992628243316,0,8.595660851269955
12,1,0,0,15.665661227474711,1,21.77058996997098
12,3,1,1,14.765690065105137,1,20.59980548400797
14,4,1,0,13.522756226282691,1,19.928296377275785
10,5,1,1,8.747756541899847,0,4.77144777280904
15,0,0,1,9.97646552212441,0,6.983294182380573
15,3,1,1,10.416283072746737,0,7.427027749095044
12,1,0,1,10.543306309015325,0,8.392239836661595
12,3,1,0,13.856080747976996,1,20.53470476329052
17,-2,1,0,13.376815118457332,1,18.92694918055343
14,2,1,0,12.518231552640527,1,18.53165477017969
10,4,1,1,10.333442222889616,0,6.740233474930067
14,2,0,1,12.273834996660716,1,18.507510003189765
10,4,1,0,11.445927714685086,0,9.06511813115449
18,2,0,1,10.708355431497385,0,7.816365093118342
14,-1,0,0,11.302932134474805,0,8.48466974251173
18,3,1,1,13.414482746028373,1,20.617957599774765
18,-2,0,0,12.327327856361771,1,19.50447602301898
13,3,1,0,9.341535771285615,0,6.370949687794196
12,4,0,0,13.642561041378633,1,19.839445530924536
17,1,1,0,13.500037353883965,1,20.27575115952297
15,0,1,0,12.438411780422816,1,20.10033259067841
10,4,1,0,10.31148406703952,0,6.786233846743757
19,4,1,1,8.167157984058466,0,3.2151487999165336
12,4,0,1,12.662739496191328,1,19.978160983443136
14,1,1,1,10.215068886093942,0,7.165630652576252
14,3,0,0,9.874356006266195,0,6.434707477327367
16,2,1,0,12.916380237549658,1,19.78695859820372
10,9,1,1,10.15628642468672,0,6.474416709416476
11,1,0,1,14.352020414784809,1,21.37898184244407
13,3,1,1,11.213792614813102,0,8.167230727573122
13,5,1,0,8.027308836434692,0,2.612856861974039
11,0,1,0,15.130674788402931,1,22.26869810089361
11,4,0,0,14.2939226940546,1,20.97612738344364
11,6,1,0,15.502303894436713,1,22.302192794848423
12,1,0,1,13.02278854355091,1,21.018274148816417
16,0,0,0,9.703125177604232,0,6.478625606169103
17,2,1,1,10.400775325422837,0,7.504840031198563
13,0,0,1,11.62125698587937,0,8.410425973209215
16,4,1,1,10.78541579870744,0,7.673277270840141
12,3,0,0,8.205260667722332,0,3.8401482981367856
14,1,0,0,14.39774711172968,1,21.34202589650275
15,4,0,1,9.57356191584914,0,6.727006825174734
13,3,1,0,9.234501266019851,0,5.490096781734912
14,4,1,1,13.918167783915054,1,20.921916907581384
16,-3,1,0,12.37373258656943,1,20.2537032647454
14,3,0,0,9.237494138249524,0,5.642636838886476
13,1,1,0,12.057063514151416,1,20.316814097904867
13,4,1,0,13.313778799841987,1,21.152541667860127
15,4,0,1,10.273532420173952,0,6.022200848214109
14,4,1,1,15.199495915936955,1,21.14077277429073
16,0,0,0,15.146442817579969,1,21.776594212155004
17,-3,0,1,14.403050874174127,1,21.299077096474143
15,3,0,1,10.82760628841878,0,9.078714736476307
22,0,0,1,13.265612982815274,1,20.0474243327237
10,-2,0,0,9.620069921651702,0,6.863669642732277
18,6,0,0,10.074303796892584,0,7.16345943487292
12,4,1,0,13.517620741702382,1,20.06305967431252
12,4,0,0,12.064501049018933,1,17.370638171718802
11,3,1,0,9.61188432992624,0,6.036473716847834
16,1,1,1,12.118480567756276,1,18.6469841484052
16,1,1,0,10.753911151972613,0,7.970501199658451
13,6,1,1,14.143773290578036,1,21.158835599972168
15,3,1,0,13.432864156298804,1,19.573098942030686
17,2,0,0,13.043457695600608,1,19.92684394313168
14,0,0,1,14.66748830204904,1,20.87262256853122
13,2,1,1,10.838444528068145,0,6.195381276206588
9,2,1,0,18.642335439880405,1,24.144731870712683
17,-2,1,0,11.839281490966716,0,9.687864434282478
15,1,0,0,11.38944116774858,0,9.38427041925898
13,1,1,0,13.021675405409392,1,20.346412562759976
13,4,1,1,10.934052541759812,0,7.975119084619887
14,6,0,1,10.330000173256288,0,6.6163936211970045
14,5,0,1,17.80511051183385,1,22.621714781906974
14,-2,1,1,11.774905928363555,0,9.24905858191829
14,3,0,1,8.153886144462996,0,3.640828241842424
18,0,1,1,13.353864820878808,1,20.680880563821884
13,-4,1,1,11.941293674064395,0,9.986160783248618
17,6,1,1,14.26261877407711,1,21.02081107816249
13,2,1,1,9.40135511071284,0,5.616167556029936
14,1,1,0,14.105401224052247,1,20.8629604373803
15,1,0,1,10.604819149354975,0,7.726051975777864
14,6,0,1,10.206317924609651,0,6.914266955462584
16,7,0,1,16.44127730138,1,21.52659715758664
14,3,0,1,14.178151883060512,1,20.479036896224653
14,3,1,0,12.314018841875544,1,19.321386899562004
15,5,0,0,11.094175753852314,0,7.395526763760424
13,7,1,0,15.587496313979004,1,20.9991696013041
10,4,0,1,13.1507347088937,1,20.34218021699421
14,5,1,0,16.36158762336257,1,23.301035325607486
14,3,1,1,9.298412316992524,0,5.890028625468067
15,4,1,1,10.732783687633995,0,7.900878325311511
14,4,1,0,11.95592986524569,0,8.477311051766947
13,2,0,0,10.607716564233922,0,7.654339518139017
14,2,1,1,15.853712862979386,1,21.721969042639465
9,0,1,0,14.38229140501422,1,20.81634625614057
13,3,1,0,12.462225519933536,1,19.02852217631129
11,5,0,0,7.831123953015068,0,3.0119294815761237
18,6,1,1,13.1892036807223,1,19.180332211866872
9,4,0,1,11.269969778529951,0,8.144525760951526
15,3,0,1,7.736582170244017,0,2.9390818276881974
13,7,0,1,12.110488039945327,1,19.11782724990604
15,7,1,0,12.331399239452278,1,18.45558785274392
20,4,1,0,14.059719450182437,1,20.4688448484341
15,1,1,0,15.79482983222384,1,22.64364741049023
16,2,1,1,10.337275518736991,0,7.111620244236276
13,0,1,0,14.514181867882584,1,19.99482519236071
16,-1,0,1,10.923358837112849,0,7.968160437685979
10,7,0,0,10.808255595487491,0,7.690279116278826
14,4,0,0,11.797430273394966,0,9.258562884511203
14,3,1,0,14.761464735579976,1,20.14094462716081
14,7,1,0,9.039838336182216,0,5.025173482415382
11,0,0,0,13.705976229291512,1,19.560888446473555
14,5,0,1,11.095605518243056,0,9.465793350523308
16,2,0,1,8.14178498211312,0,4.240417392513958
13,2,1,0,9.80946065821967,0,6.299650923328999
15,0,0,1,14.909675773511054,1,21.458819798380127
11,0,0,1,12.00301436768671,1,18.836657750098905
13,2,1,0,11.343581916316989,0,8.772701464459082
14,1,0,1,13.565831313865583,1,20.81256948078746
15,-1,1,0,11.884387424165478,0,8.562832593272214
12,7,1,0,14.1371524612984,1,19.695860069128752
15,3,0,1,10.855814132360072,0,7.56109554334222
13,3,0,1,12.333247251342382,1,19.443214527522
14,1,1,1,13.79839738421746,1,20.936603994271422
18,6,0,1,11.05638234247302,0,8.566029751550614
12,2,1,0,12.85758276000332,1,19.680896622236283
15,0,1,0,15.800506948399152,1,21.824301838028838
15,6,1,0,14.249260153943132,1,20.12487701378381
11,2,0,0,12.427653437399998,1,19.82756938081216
13,2,1,1,11.206648832128474,0,8.662687712740997
12,6,0,1,10.659265067979996,0,7.380897475181258
10,0,0,1,11.239711244101398,0,9.623641192915004
14,0,1,1,11.335715473104228,0,9.4188174893341
7,8,0,1,8.997214767232336,0,5.260547894829299
13,2,1,0,14.36266829417614,1,20.572608178461557
13,5,1,1,14.317911856915284,1,20.54844157813494
16,-6,0,0,8.619623967182028,0,4.906375174807497
15,4,1,0,10.056196619736877,0,6.842710758503204
17,3,0,1,12.819740593895062,1,19.42435518442566
15,2,0,0,13.770740665267704,1,20.64919033117307
14,0,0,1,15.134117260009893,1,21.365277216733208
11,8,1,1,12.962991447301658,1,18.99817006775558
14,7,0,1,9.078171530915965,0,5.688250825034209
13,0,0,0,9.365943706048508,0,6.738983057323438
8,2,1,0,12.685416709303867,1,19.147307154137373
14,5,1,1,14.1407437538103,1,20.316275604593848
12,2,1,1,12.58496407817258,1,19.478792198301672
14,2,0,0,15.806334331132154,1,21.847015811169708
17,0,0,0,12.628983209335656,1,19.60015222750182
12,4,1,1,10.935717959584473,0,8.394620554149721
20,3,0,1,10.599225860982084,0,8.764703351150885
15,2,0,1,9.670940291516503,0,6.045218766182738
18,0,1,0,11.703075916065435,0,8.350926753911388
15,7,0,1,12.481509493143909,1,19.56079711685674
11,0,1,1,13.328717716419671,1,19.2221721611408
16,0,0,1,11.770720490868792,0,9.786150953628203
13,3,0,1,8.977086035832027,0,5.479026894484874
14,1,0,0,11.14842568640974,0,8.124250010576363
13,9,1,0,11.477156639374142,0,8.843868647830892
14,1,0,1,11.881576222372525,0,9.390424615497096
13,3,1,0,11.602401377022137,0,10.005893679477
16,4,0,0,11.781236562234929,0,9.181920377200704
15,7,0,1,9.074001518444168,0,5.430009155478696
11,0,0,1,11.23584940319417,0,8.42050397591532
11,6,1,1,10.872771806797749,0,7.227716297410261
16,7,0,0,11.945857384769496,0,9.006769831996788
19,2,1,0,8.832098986679638,0,5.293075759278195
12,3,1,0,11.630445041907276,0,8.627864563437301
13,8,1,1,13.63897430055038,1,19.62464555328696
16,4,0,0,10.175274348995682,0,7.162399583472711
17,1,0,0,14.15506387860566,1,20.29292951656992
11,1,0,0,12.083451572017934,1,20.00620351047461
13,-1,1,1,11.491024904010263,0,8.65929625372335
12,2,0,0,14.967560724800585,1,21.08508728736797
14,1,1,1,12.873872230341847,1,19.897756442614348
13,0,1,0,12.343112175819108,1,20.380010632437976
15,2,1,0,13.023668840775493,1,19.58970370160656
17,3,0,0,11.051628136842806,0,8.23681188529965
15,3,0,0,11.072969540000573,0,8.849959080966773
10,3,0,0,11.854182996739722,0,8.799716118225966
14,6,0,0,15.410001250973345,1,20.899695129703357
10,2,0,0,14.507860661267294,1,21.637621495076274
18,4,0,1,12.954301970118404,1,20.202625996122197
14,1,0,1,13.652891781068494,1,20.490680193747068
14,5,1,0,12.653816246239057,1,18.64436726365534
13,0,1,0,12.409244202931154,1,19.58339360369278
15,-1,0,1,13.509377543707556,1,20.392378565413622
13,2,0,1,10.650871240568335,0,7.298118448448184
16,0,0,1,11.075351901268512,0,9.242004519143022
18,4,1,1,11.97223296072712,0,9.15154825169031
12,4,0,1,14.10686654117842,1,20.680863993744804
9,3,0,1,11.63764772078989,0,9.492452745310276
16,2,1,0,9.149816827577885,0,4.757680392753348
13,7,0,0,15.842038127694533,1,21.92954527295086
16,3,0,1,12.036399416973044,1,18.588101264939574
17,-1,1,0,14.308815512361292,1,20.824842839150826
14,6,1,0,9.908461673072988,0,6.668461102980878
13,5,1,0,11.467228147524184,0,9.074796413088492
11,2,0,1,12.504552980566393,1,20.62993991787805
10,0,1,0,13.951865274539747,1,20.68388930720518
12,-1,0,0,13.146556103702435,1,20.53731146576918
17,3,1,1,13.887509462690945,1,20.1650515710686
11,0,1,0,13.88272112098641,1,20.758323208806083
11,1,1,1,8.132563167624646,0,3.7097870976602136
12,0,0,1,8.814607050699038,0,4.224406815491482
12,5,0,0,12.295953397584896,1,18.24190776538673
17,4,1,0,14.900027644320025,1,21.390197529643515
13,-4,0,1,10.427127909926211,0,8.324736958757084
17,4,1,1,12.154057119690336,1,18.79189745987979
13,4,0,0,9.383775057873477,0,5.397021550279505
15,1,0,1,13.045406836180955,1,19.41148792901277
17,3,1,1,12.55007239337514,1,20.348407744995527
19,2,1,0,11.66396083935784,0,8.481369723815867
15,1,0,0,14.341743368027036,1,20.408688269132742
13,2,1,0,11.560985114285948,0,9.622074662572464
16,5,1,1,12.256182709021044,1,18.85969435857522
12,1,0,0,11.597793346690636,0,9.409409956069572
14,3,1,1,10.8696898261209,0,8.496586194479429
14,2,0,1,10.618428193299886,0,7.980800667881401
16,3,1,0,11.90116350358336,0,9.263245499645958
12,3,0,0,9.144847601828111,0,4.457461902344788
15,2,0,1,13.258867122679042,1,19.67932513746499
19,6,1,0,13.15089346410698,1,20.276743332506403
15,7,0,1,11.52630899962309,0,8.864346309860691
16,6,0,0,15.819510876591938,1,21.60105695602857
16,8,1,0,12.133218857563303,1,18.76194915941697
10,5,1,1,15.422086637581597,1,22.34820407818238
16,3,0,1,13.02607961059944,1,20.061267198782417
14,3,1,0,11.487175127290982,0,9.197295001206484
11,5,1,1,8.316699592284795,0,4.120471238197402
14,7,1,1,12.616560463278358,1,19.22286327352746
12,2,0,1,15.417119093272952,1,21.73028315096835
11,0,1,0,12.432632664134967,1,19.772297447043808
19,7,1,1,11.015742197729924,0,7.506407870394894
15,4,0,1,10.139225779660832,0,6.610556034071516
9,2,1,1,11.147176247708977,0,8.096261831192585
13,2,0,0,10.86135969443292,0,7.815507239349311
18,-3,1,1,9.35320796499552,0,6.111046140995106
17,-1,1,1,10.648080062131973,0,7.806956304885751
12,6,0,0,14.136507046441949,1,21.36633446983396
10,-1,0,1,15.201600139003302,1,21.791771951888137
13,6,1,1,8.178337778961646,0,3.987627555202098
16,8,0,0,11.35502208207642,0,8.420170878849627
16,5,1,0,9.665492073156408,0,5.79070727190683
14,6,0,0,7.156678280520494,0,1.7402966627433312
15,2,1,1,9.977713533586469,0,7.810164524383981
15,0,0,1,10.232138766640723,0,7.576999351521518
15,3,1,0,10.985711711665004,0,7.270842751217892
15,3,1,0,10.083356001956345,0,7.32987406932946
15,0,1,1,13.757176299888336,1,20.5709074152532
13,3,1,1,7.837610735826211,0,3.476540917787616
8,9,0,0,9.832583662709425,0,5.793422635780539
12,4,1,0,10.501875047432046,0,7.342891284421175
16,1,1,0,15.307583824622428,1,22.021744501528488
17,8,1,0,12.618639084398334,1,18.98941520344933
12,-2,1,0,11.357357096861378,0,10.1932892424895
10,2,1,0,12.320970151882324,1,19.48577110278197
14,0,0,0,14.266483742720858,1,21.25626043244769
14,5,1,0,12.919544409849612,1,19.429668772039825
11,0,0,1,9.292029730332064,0,6.1463180439555805
16,1,0,1,13.665531037486774,1,20.20456220354253
14,4,1,1,13.418222009690409,1,19.648872153181788
12,3,1,1,11.109065677111268,0,8.057514020283161
19,1,1,1,11.262990578812811,0,8.825488832389048
17,1,1,0,10.095064607898736,0,6.585192196524706
17,10,0,1,9.770031353066951,0,6.168984277883464
16,4,1,1,13.507308945861087,1,20.494261695734806
16,4,1,1,15.161424304486587,1,21.1976029127528
16,1,1,1,15.350323427511908,1,22.059209364701825
14,-1,1,1,14.77513782824029,1,21.514490324756377
12,6,0,0,11.825355839786576,0,8.92968011834645
15,7,0,1,9.258930390636964,0,5.423325350966314
11,3,0,0,13.060579566673244,1,19.84206674402098
15,6,1,0,11.512926961919703,0,8.479932939004323
14,6,0,1,11.746026755324497,0,9.262936793168588
12,0,0,0,14.892448458126186,1,20.91844277566071
15,10,1,0,12.67583040676001,1,19.291889875625237
12,7,1,0,12.70495377534179,1,18.545570774409597
11,3,1,0,12.279558112131392,1,18.74781255048379
10,-2,1,1,14.10598199242299,1,20.76912074051635
11,3,0,1,10.26357686441475,0,8.352974541564018
13,3,1,0,12.866340219326265,1,19.26053912313327
14,3,1,0,12.328530315104446,1,19.328870069538205
11,3,1,1,12.048780231530236,1,19.68869080898235
11,2,0,0,10.566168286067125,0,7.910856697607937
15,5,0,1,10.06915610751802,0,6.4614960265057375
14,2,1,0,11.346406890231952,0,7.771531368536566
16,3,0,0,12.373292614195975,1,19.101927134829644
7,3,0,0,14.029874475222943,1,20.089221809942188
13,1,1,1,12.041520324429555,1,19.343574937979568
14,0,0,0,11.523454334785026,0,9.556211560178449
13,2,0,0,9.317412124885806,0,5.755371492455844
14,1,0,1,9.798601680911494,0,7.362780924836924
12,1,1,1,14.052372382679533,1,20.28784308942296
19,4,0,1,11.390070718498675,0,8.065462770310326
13,5,1,0,8.658884493455538,0,4.754689531738699
14,0,1,1,8.280879444830447,0,4.035143884940879
11,5,0,1,9.10805763125986,0,5.0310114154755405
17,0,1,0,10.454656364541572,0,8.220053109306683
