age,education_years,monthly_income,dependents,gender,married,job_training,job_satisfaction
20,25,6,11,1,1,0,65.55527486654027
17,24,7,26,1,0,0,62.64381080609592
46,27,4,18,0,0,0,55.38770836504123
19,18,7,18,1,0,1,60.591941166801824
16,26,8,19,0,0,1,69.55646104911462
14,16,3,16,0,0,0,57.67252922675938
26,21,1,18,1,0,0,59.81041465588055
2,25,5,23,0,1,1,73.25543031988101
25,27,8,18,1,0,1,67.97489690737287
39,25,9,13,1,1,1,59.56222448308334
13,24,2,21,0,0,0,68.395029261919
25,28,8,18,0,0,1,67.93099594148043
14,27,10,24,0,0,1,69.4087180593228
17,32,3,11,1,1,1,81.33234458962151
56,29,6,11,0,1,0,54.59414761770961
22,24,8,15,1,1,1,65.61529283692828
29,30,6,11,1,1,0,68.700947735734
22,33,5,23,0,0,0,73.5845523706181
39,32,3,18,0,1,0,67.17132340685804
23,26,3,11,0,0,0,67.70670305962126
6,24,6,10,1,1,1,75.27937113642405
35,24,4,20,1,1,1,61.78616661971577
21,28,6,8,0,0,1,72.79416461344316
7,31,2,14,0,0,0,79.7149138809533
26,26,3,14,0,1,0,67.80057965392436
18,25,5,16,0,0,1,67.32189271250515
24,27,4,15,1,1,0,66.72802076510328
19,29,7,22,1,1,0,68.39868308677958
15,22,5,10,0,1,0,67.22895982646003
42,19,7,7,0,1,0,49.79966753378276
15,18,5,7,0,1,0,61.498543016977465
34,19,4,14,1,1,0,52.81812392520228
23,23,6,16,0,1,0,62.222413874169575
34,25,3,22,0,1,0,59.14616521899397
15,29,3,13,0,1,0,74.02743795384656
9,16,5,17,0,1,0,60.03329015815208
21,18,8,10,1,1,1,61.08781639853361
19,24,8,17,1,1,1,67.24036804172974
4,29,5,19,0,0,1,80.6084323143019
29,33,7,24,1,1,0,67.9852038516891
23,24,7,16,1,0,1,64.06814472593534
20,21,5,12,0,1,1,66.00602794957821
31,23,6,21,1,1,1,62.61198627947706
10,30,4,15,1,1,0,76.78164995473995
42,30,6,13,1,0,0,60.20597378508942
4,22,7,17,0,0,1,71.48389140804306
17,22,5,11,1,0,1,68.00831519717806
23,24,1,13,1,0,0,66.42994458095906
15,22,5,13,1,1,0,65.26372674422737
29,28,8,16,1,1,1,68.42520481614412
28,22,6,19,1,1,1,60.17860669215085
16,18,3,19,1,1,1,63.32162662864615
27,24,0,18,1,0,0,63.17209765338817
21,35,6,13,0,1,0,74.91333416617246
36,22,8,25,0,0,0,51.081077498238415
27,16,4,24,0,1,0,51.6895427494205
24,25,6,18,0,1,1,67.82490111526911
25,20,7,16,1,1,1,62.15980251975672
26,21,7,20,0,0,1,61.809626206836754
18,15,5,13,1,0,1,58.95600473187655
31,26,8,8,1,1,0,62.92330805499488
12,22,7,11,0,1,1,68.86443648360967
13,31,7,19,0,1,0,73.4685808633142
37,27,7,19,0,1,0,60.44237254896757
37,28,4,9,1,0,0,66.13893858054136
23,25,4,20,1,0,0,65.27884565477558
23,24,11,22,1,0,1,62.30069864469421
40,25,6,16,1,0,0,57.58250670666349
8,24,7,16,1,1,1,69.99367467318069
29,14,4,16,0,1,1,54.46698114300851
18,22,7,13,0,1,1,66.67445608117998
38,19,8,23,1,0,1,53.27249063178876
11,24,5,24,0,0,1,68.86662238287981
34,18,7,11,0,0,1,55.47398903557073
23,24,3,17,1,0,0,66.95641127520997
39,21,9,17,1,0,1,54.3585412667823
11,19,3,20,1,0,0,64.9072809963882
35,29,5,16,0,0,0,63.89674468057133
45,24,4,15,1,1,0,54.5512669362348
22,22,6,18,0,0,1,63.3080486079103
29,29,7,11,0,1,0,65.90316401442675
13,25,4,15,0,1,1,73.85463181366819
43,15,10,17,0,1,1,44.27744470481043
13,27,4,20,0,0,1,75.65138632379612
23,26,4,5,1,0,0,67.97192690929226
12,25,6,8,0,1,1,75.94224531670963
12,29,8,14,1,0,1,77.48125375219223
18,26,8,16,0,0,1,70.6560756768584
42,29,7,17,1,0,1,63.270897107409446
28,17,10,14,1,0,1,54.19022602129984
8,24,3,14,0,0,0,72.00456525166912
13,19,7,16,1,1,0,60.70463511330335
27,20,6,19,1,0,1,59.97122765285406
27,27,7,24,1,1,0,62.338384869480784
11,18,7,18,0,0,1,63.78694761291565
18,29,4,16,1,0,0,71.20099385135931
7,14,5,14,0,0,1,63.175362965376046
17,32,9,19,0,0,1,76.75723293898184
11,27,7,13,0,0,1,75.70315965598256
35,23,4,6,1,0,0,59.290361011227695
21,24,7,15,1,0,1,67.77893674396744
33,18,3,17,1,0,1,54.95055695202825
19,27,6,22,0,1,1,71.28791860546006
20,22,5,13,0,0,0,62.73415014476776
3,21,7,13,1,1,1,72.09921269621087
22,17,3,14,0,0,1,60.022300736437984
36,31,3,17,1,1,0,67.67660717812203
19,30,6,12,0,1,1,75.7226581581276
37,25,6,22,1,1,0,56.920313394952615
35,28,4,17,1,0,1,65.76565846902604
31,24,6,18,1,1,0,60.63306233050815
17,27,4,20,1,1,1,74.00924048230071
31,28,4,14,0,0,0,65.16118449664877
28,23,6,17,0,0,1,63.223082339848055
8,18,4,17,1,1,1,67.90916435260814
19,23,5,15,1,0,1,67.95282854792633
46,25,7,12,0,0,0,53.55574606466252
6,29,8,16,0,1,1,78.23544992318942
24,24,3,12,0,1,0,66.47054562889927
31,23,4,12,0,1,0,60.04421303067885
31,21,2,14,0,1,0,60.124164120630056
26,21,9,8,1,0,1,60.37671208064991
10,24,7,15,1,0,1,72.05926512183672
7,25,3,22,0,0,0,72.5105821131391
24,25,5,9,0,1,0,65.04128497012444
31,15,4,16,0,1,0,50.75822907438461
20,27,6,20,1,1,1,70.51126871568016
7,26,7,14,1,0,1,76.43100146401716
36,29,7,13,0,1,1,66.21316798608919
48,23,1,17,1,0,0,53.49159944338034
18,33,5,13,1,1,1,79.1386889432596
34,13,4,11,0,1,0,48.04817364214437
21,31,9,10,0,0,1,76.03211038680652
20,24,7,15,0,1,1,68.27530583122251
12,17,4,16,0,0,0,60.96926258613352
24,27,8,18,1,1,1,66.36943533551508
28,16,7,18,1,0,1,51.95406547817026
19,21,5,10,0,0,1,64.65292299977807
36,26,5,15,1,0,0,60.06860135517388
13,29,5,11,0,1,0,74.67927477658606
39,22,8,16,0,1,0,53.24532158778478
21,18,4,10,0,0,1,61.93400964832745
20,23,6,13,0,1,1,66.60382831048717
19,28,8,11,0,0,1,71.07477075780756
11,26,10,13,0,1,1,72.02011067369214
22,21,6,15,1,0,1,62.72241964826288
28,25,2,19,0,0,0,63.89838234840382
27,28,2,14,0,1,0,68.38267577253308
28,27,8,11,1,0,1,68.53638979985949
20,22,2,15,1,0,0,65.62263449271384
18,21,8,26,0,1,1,62.94731477261803
27,20,3,18,1,0,0,58.15646370555808
24,19,5,15,0,1,1,61.03622843023973
6,27,7,18,0,0,1,77.27330767647675
27,24,2,16,1,0,0,64.69239221020977
39,24,2,15,0,0,0,58.19832493086834
33,25,7,17,1,0,1,60.1892996034581
31,25,5,15,0,1,0,62.10444336834889
20,26,5,15,1,1,0,67.62637439205581
26,22,3,18,0,1,0,60.8004893896497
20,25,8,17,1,0,1,67.07540835780722
20,29,5,17,0,0,1,73.24340953926415
27,24,10,22,1,0,1,60.26334771277475
9,20,3,18,0,0,0,66.54221581032164
37,20,6,26,1,1,1,52.69566726459399
26,21,7,13,1,1,1,62.13824462503867
30,23,8,24,1,0,1,57.901306909021685
23,29,8,20,1,1,1,71.82042294230322
39,21,4,21,0,1,0,53.54620052256766
22,21,8,18,1,0,1,60.78160077425182
37,20,3,16,1,0,0,52.8953309864832
20,18,2,8,1,0,1,66.43701873012303
14,27,5,15,1,1,1,74.22267820181389
23,24,2,17,1,0,0,65.10114803445654
3,24,2,14,0,0,0,73.90903989847043
11,24,8,18,0,0,1,71.06976267805742
8,24,6,16,0,1,1,75.02019451010429
20,18,5,21,0,1,1,60.703654228470285
21,31,8,21,0,0,1,73.59980481077969
14,25,3,13,0,0,0,70.01010890611295
25,24,6,16,1,0,1,64.79645560174411
19,13,4,20,1,0,0,51.926230649240026
12,26,5,12,1,0,1,74.89490019829746
32,27,6,16,0,1,0,62.626226401624166
36,20,5,10,0,1,0,55.105732086746144
30,23,8,12,1,0,1,64.31486987382654
13,19,5,22,1,1,0,61.37667986152975
11,29,6,13,1,0,1,78.87993799952682
17,25,5,14,0,0,0,68.2212407475231
14,26,10,24,0,1,1,68.51369483803367
12,24,4,21,1,1,1,72.7349025969718
16,23,5,25,1,1,0,64.38873645866445
20,32,4,12,0,0,0,74.83259791360334
24,28,7,14,1,0,1,69.33927026452969
29,21,4,14,0,0,0,58.591315936862784
16,32,6,22,0,0,1,76.86301199690905
17,18,3,13,0,0,1,66.3258788162798
27,25,13,11,0,0,1,61.81375705838915
37,18,4,14,1,0,1,54.74287414416588
13,12,8,12,0,0,1,56.79694665776288
15,22,3,15,1,0,1,69.71084807075334
26,21,9,17,1,0,1,59.30499186621672
13,19,7,18,0,0,1,63.48014300489819
23,16,2,12,1,0,0,58.5805737246772
25,26,7,12,0,0,0,65.35827186520791
17,22,8,19,1,1,1,66.95098743283107
18,26,6,17,1,1,1,71.256968738697
7,19,2,19,0,0,1,68.05987667980445
41,29,3,12,1,1,0,63.37379957531404
23,23,5,23,1,1,1,64.8146300888131
24,25,8,16,1,0,1,65.61468459485768
2,24,7,19,0,0,1,74.05661653860876
11,27,6,17,0,0,1,73.84462141240593
40,24,3,10,1,0,0,58.11416418338455
37,24,7,17,1,0,0,56.30419453034534
38,18,6,13,1,1,1,54.238968280293165
18,26,2,11,1,0,1,73.60010877453838
42,16,6,12,1,1,0,45.54618094000606
19,28,5,18,1,1,1,72.9716818283303
29,25,5,18,0,0,0,61.39380625200337
21,28,5,18,1,0,1,74.3743988563054
24,24,3,21,0,0,0,64.63573549256441
50,31,6,23,0,0,0,57.57620631647316
29,26,4,15,0,0,1,66.71364004603404
24,21,5,16,0,1,0,59.724630711499074
39,20,8,15,0,1,1,53.26903749351158
26,23,7,15,0,0,0,59.96928786672648
22,21,9,21,0,0,1,60.63381197363751
13,23,5,12,0,1,0,66.82432372866532
23,21,8,11,0,1,0,58.5173125885369
9,30,6,13,1,0,0,76.89354543322737
5,23,3,13,1,1,1,77.78102300307957
8,25,5,8,1,0,1,76.41424759592982
31,22,8,16,1,1,0,56.31720635695736
35,27,6,15,0,1,0,60.913644446085314
38,24,5,12,1,1,0,57.69254786187968
19,25,6,17,1,0,1,71.08571590773984
28,18,4,16,0,1,0,55.34784061412677
39,28,7,28,1,1,0,60.30181210244128
23,29,4,17,0,0,0,71.00535979115817
18,19,6,20,1,1,1,62.64783191242054
2,27,3,17,0,0,1,81.16956462354493
34,19,4,17,1,0,1,58.56369554274217
19,24,5,18,1,1,0,67.46878693049462
37,30,6,10,1,0,0,63.519935595701696
34,26,5,11,0,1,0,61.94024681058151
8,21,5,16,1,1,1,70.77058624889851
24,20,5,17,0,0,1,61.22299018991837
30,22,10,18,0,1,1,58.48161997502753
32,21,9,11,0,1,0,53.865900659185286
43,23,4,16,1,0,1,58.400869674386655
16,28,6,18,0,1,0,71.36074421893395
19,27,4,19,0,1,1,73.1802489813703
18,24,3,18,1,1,0,66.18012487661909
30,25,4,15,1,0,0,62.95040275029832
12,25,6,23,0,1,0,66.97605535524482
19,16,6,16,0,0,1,57.8567883398086
18,29,6,11,1,0,1,73.90655148573448
36,22,5,8,0,1,0,57.59186765136711
12,17,4,20,0,1,0,60.900397576284696
35,29,6,15,0,0,0,63.88075799722717
39,17,8,13,0,0,0,46.99034045426507
12,22,3,12,0,0,0,68.40711151813719
13,23,0,17,1,0,1,74.8807343555686
24,25,7,15,0,1,0,63.785249887824406
26,28,2,20,0,1,0,69.1900169122505
25,16,5,14,1,0,1,56.56083289256241
11,21,6,10,0,0,1,69.36646865173572
14,27,6,12,0,1,0,69.74360833771559
35,24,6,20,0,0,0,58.11853475984434
41,21,5,11,1,1,0,52.265515105729655
23,24,6,14,0,0,1,67.63661980029498
30,32,4,9,1,1,0,71.60745654581365
16,24,5,9,0,0,1,71.64070236582133
22,22,8,19,0,0,1,61.94369654197523
33,19,6,19,1,1,0,52.09293035887854
8,23,4,13,0,0,1,73.98639807728915
24,22,3,17,0,1,0,62.43223252808693
36,30,5,13,0,1,0,66.34470173733162
32,25,4,18,0,1,0,59.95453951110441
25,22,3,7,1,0,0,64.15849942684446
25,24,4,7,0,1,0,63.553139029473655
37,21,0,16,1,0,0,56.9236723334997
23,23,6,19,0,0,0,62.79602952011132
13,23,5,29,0,0,1,67.70797066510107
20,22,6,16,1,0,1,66.29486159082336
31,18,1,17,1,1,0,55.93121937784112
19,22,4,19,0,0,0,63.24547851477023
28,23,7,18,0,1,1,59.36462241833512
31,19,6,18,0,0,1,57.51690247699605
28,23,7,20,0,1,0,58.73334842936272
9,15,7,15,0,0,1,60.89123424025384
22,26,6,17,0,0,0,65.46062465689785
14,21,8,7,1,0,1,68.18789293068119
25,19,4,3,0,0,1,63.54686773420895
9,22,6,15,0,0,1,71.26145463494144
41,20,6,14,1,1,1,56.67299638046308
21,25,5,15,1,0,0,67.02421193583695
34,28,7,13,0,0,1,66.32899261609573
32,19,4,24,0,1,1,55.01884692397129
9,23,5,13,1,0,1,70.62149768311154
31,17,6,16,1,1,0,51.55234888485123
31,24,6,21,1,1,1,62.57089090723033
20,19,7,16,0,1,1,60.61620694097539
30,28,6,17,0,1,0,65.32650848887306
28,25,11,15,0,0,1,60.58993565558285
23,22,9,17,0,0,1,62.18245857578701
19,31,9,20,0,1,1,74.51179393473282
19,30,6,12,1,0,1,75.38676586998099
22,19,7,17,1,0,1,59.71293848098341
28,21,6,12,1,1,1,62.31353032897057
15,24,5,9,0,0,1,72.45019362661455
22,28,6,10,1,1,0,69.40803811483886
22,27,10,8,1,1,1,69.03855390565651
20,28,0,12,1,1,0,72.47139428036269
7,19,2,17,1,1,0,67.44448719790961
25,22,4,12,0,0,1,63.803687503838844
39,22,7,17,0,0,1,57.005890490430346
21,22,6,10,0,1,0,61.82508202277733
25,23,2,12,1,1,1,68.31013884224019
18,29,10,26,0,0,1,69.43370701873278
26,16,5,21,0,1,0,51.6822611145729
29,17,9,9,1,1,1,54.05054407436146
28,23,4,11,0,0,0,61.53295385776475
24,22,7,10,0,1,1,63.857155267715626
13,28,4,10,0,0,0,74.39986214056897
5,28,3,18,0,1,0,76.7996446801284
33,25,4,14,0,0,0,59.98541122127114
13,26,9,16,1,0,1,71.82042023789015
25,20,7,13,1,0,0,56.33106502919795
27,25,1,17,1,0,0,66.10786497396819
28,24,4,23,1,1,0,59.777928384786485
30,22,8,9,1,0,1,60.766339856362464
30,21,5,26,0,1,0,54.697911976492605
35,26,8,11,0,0,1,62.56540346521874
17,23,6,19,0,0,1,66.83185747250587
42,22,4,17,1,0,0,51.32888288901911
17,26,3,16,1,0,0,70.0624851957712
18,22,4,5,0,0,1,70.36565142175374
22,23,4,14,1,1,1,66.87965029923737
6,23,7,14,0,1,1,73.47869781002214
12,21,11,19,0,0,1,63.812084878137256
14,24,8,16,0,0,1,66.10965705646954
33,22,7,17,1,1,1,61.27979197280667
14,17,5,13,1,0,0,60.42726274990834
34,28,5,6,1,0,0,64.20206375739315
24,20,7,12,0,0,1,61.6852864983525
21,26,7,10,0,0,1,69.01945560022304
28,15,6,9,0,0,1,53.52648513943318
26,26,5,13,0,0,0,65.22804556540973
28,29,4,18,0,1,0,68.71941974882056
32,25,6,7,1,0,1,65.10328614789931
34,28,6,13,1,1,0,63.12469649312171
16,22,4,9,0,1,0,66.95548534151955
14,21,12,12,1,1,1,63.993118058898425
27,24,7,12,1,0,0,60.76094143972893
35,28,2,14,1,0,0,66.01070217518237
40,22,9,18,0,0,1,53.545655352876125
35,28,3,15,1,0,0,63.76654992769637
25,29,5,14,0,0,1,71.4205210797326
14,24,6,22,1,1,0,65.78155029426651
27,27,4,11,0,0,0,64.85744674746186
21,24,5,6,0,0,1,71.38275855652505
25,28,6,14,0,1,0,67.22523844097088
17,27,3,14,1,1,1,74.60728602820583
22,22,7,8,0,1,1,65.75388021556137
25,17,7,13,0,1,0,54.96101357579214
