school_id,academic_year,computer_lab,average_test_scores,class_size,teacher_experience,urban_location,low_income_status
64,2,0,53.66991455803421,1,9,1,0
64,3,0,54.06459542025528,1,9,1,0
64,4,0,53.50609496990613,1,9,1,0
64,5,0,52.45471540885976,1,9,1,0
64,6,0,54.00483058842924,1,9,1,0
64,7,0,56.56228361958628,1,9,1,0
64,8,0,54.26797567441839,1,9,1,0
64,9,0,54.811631911961584,1,9,1,0
65,0,0,53.04339344449675,2,11,0,0
65,1,0,50.89325845869288,2,11,0,0
65,2,0,50.15306820265633,2,11,0,0
65,3,0,51.92744886550344,2,11,0,0
65,4,1,60.132385398784734,2,11,0,0
65,5,1,60.38692719576473,2,11,0,0
65,6,1,63.30931766989088,2,11,0,0
65,7,1,62.26287074658752,2,11,0,0
65,8,1,60.4103590299405,2,11,0,0
65,9,1,62.43941503298593,2,11,0,0
66,0,0,53.35429813395573,1,7,0,1
66,1,0,53.46670340544989,1,7,0,1
66,2,0,52.578717485189806,1,7,0,1
66,3,0,52.65524748214767,1,7,0,1
66,4,0,52.80141550088164,1,7,0,1
66,5,0,55.16080032415638,1,7,0,1
66,6,0,56.23624713101501,1,7,0,1
66,7,0,55.09293323976871,1,7,0,1
66,8,1,61.52316501348373,1,7,0,1
66,9,1,63.44119935087943,1,7,0,1
67,0,0,50.49564414238028,2,11,1,1
67,1,0,51.91314517058235,2,11,1,1
67,2,0,48.246040640315606,2,11,1,1
67,3,0,48.2525198058301,2,11,1,1
67,4,0,52.73378261548085,2,11,1,1
67,5,0,51.31983380083458,2,11,1,1
67,6,0,51.12587944890984,2,11,1,1
67,7,0,53.54444431854717,2,11,1,1
67,8,0,50.97847068263004,2,11,1,1
67,9,0,51.476544203232535,2,11,1,1
68,0,0,53.1583536436936,2,6,1,0
68,1,0,52.36468806829006,2,6,1,0
68,2,0,50.14187629847156,2,6,1,0
68,3,0,52.39054181132593,2,6,1,0
68,4,0,52.65319228468289,2,6,1,0
68,5,0,53.5458173061337,2,6,1,0
68,6,1,62.63160557951103,2,6,1,0
68,7,1,63.62710574230688,2,6,1,0
68,8,1,61.23657720678304,2,6,1,0
68,9,1,61.59589781122204,2,6,1,0
69,0,0,49.96730609219147,1,10,0,1
69,1,0,51.31577913111009,1,10,0,1
69,2,0,51.34401503539934,1,10,0,1
69,3,0,51.42295978672568,1,10,0,1
69,4,0,52.50859372587316,1,10,0,1
69,5,0,50.91665151453685,1,10,0,1
69,6,0,52.5382860565012,1,10,0,1
69,7,1,61.82928798129792,1,10,0,1
69,8,1,57.73673055566196,1,10,0,1
69,9,1,61.346153833884486,1,10,0,1
70,0,0,50.70320987653699,1,11,0,1
70,1,0,51.12518138341181,1,11,0,1
70,2,0,50.79689405404855,1,11,0,1
70,3,0,49.54547068072932,1,11,0,1
70,4,0,51.56578845361928,1,11,0,1
70,5,0,53.54127642567387,1,11,0,1
70,6,0,54.713122343699496,1,11,0,1
70,7,0,50.49284193953753,1,11,0,1
70,8,0,50.41871491289107,1,11,0,1
70,9,1,61.61802400350761,1,11,0,1
71,0,0,50.74150434106319,2,16,0,1
71,1,0,53.950685203193366,2,16,0,1
71,2,0,50.15210007826524,2,16,0,1
71,3,0,51.81688225455164,2,16,0,1
71,4,0,53.196496605901785,2,16,0,1
71,5,0,52.73980935995532,2,16,0,1
71,6,1,61.26111605794484,2,16,0,1
71,7,1,65.00108859618709,2,16,0,1
71,8,1,59.95928785545965,2,16,0,1
71,9,1,61.480086034514144,2,16,0,1
72,0,0,52.66280838270608,1,12,0,0
72,1,0,50.95979475785761,1,12,0,0
72,2,0,49.90626079072376,1,12,0,0
72,3,1,60.712199112413884,1,12,0,0
72,4,1,61.89416037162932,1,12,0,0
72,5,1,61.07381440972421,1,12,0,0
72,6,1,62.41275406521439,1,12,0,0
72,7,1,61.574909687539474,1,12,0,0
72,8,1,60.83552865721589,1,12,0,0
72,9,1,63.68295205310193,1,12,0,0
73,0,0,52.27124070625111,2,11,0,0
73,1,0,52.18914868934202,2,11,0,0
73,2,0,50.47116322303477,2,11,0,0
73,3,0,51.43198047829159,2,11,0,0
73,4,0,52.19272917182917,2,11,0,0
73,5,0,53.13389465860286,2,11,0,0
73,6,0,53.757775638274026,2,11,0,0
73,7,0,53.11280671653688,2,11,0,0
73,8,0,52.84815279650488,2,11,0,0
73,9,0,51.49162166612148,2,11,0,0
74,0,0,51.91649643355308,2,12,1,1
74,1,0,50.2116620574769,2,12,1,1
74,2,0,49.1438879938726,2,12,1,1
74,3,0,48.72352523746155,2,12,1,1
74,4,0,51.47782759911321,2,12,1,1
74,5,0,51.14608690122096,2,12,1,1
74,6,0,50.58045245507485,2,12,1,1
74,7,0,51.425267743411545,2,12,1,1
74,8,0,48.7645392866246,2,12,1,1
74,9,0,49.74736853174307,2,12,1,1
75,0,0,52.36142188720231,1,15,0,0
75,1,1,63.15153067642476,1,15,0,0
75,2,1,61.52449036033592,1,15,0,0
75,3,1,63.11651835331218,1,15,0,0
75,4,1,62.25378037605807,1,15,0,0
75,5,1,63.93523371773264,1,15,0,0
75,6,1,64.65248712971388,1,15,0,0
75,7,1,63.82635753026541,1,15,0,0
75,8,1,62.3138985428063,1,15,0,0
75,9,1,63.59581172094455,1,15,0,0
76,0,0,52.10341843638864,1,9,0,0
76,1,0,52.57126733559085,1,9,0,0
76,2,0,49.595792115247896,1,9,0,0
76,3,0,52.41976006697693,1,9,0,0
76,4,0,51.80803784619384,1,9,0,0
76,5,1,60.70634089603611,1,9,0,0
76,6,1,62.45985402865367,1,9,0,0
76,7,1,62.97407323855158,1,9,0,0
76,8,1,59.81581981194608,1,9,0,0
76,9,1,61.24457239185537,1,9,0,0
77,0,0,52.212389122541545,2,12,1,1
77,1,0,52.02835220132081,2,12,1,1
77,2,0,50.07611909151937,2,12,1,1
77,3,0,50.09158624594593,2,12,1,1
77,4,0,50.03229121200784,2,12,1,1
77,5,0,51.61162897852859,2,12,1,1
77,6,0,51.90520162801599,2,12,1,1
77,7,0,53.251188523490406,2,12,1,1
77,8,0,48.723962972700726,2,12,1,1
77,9,0,50.34671901367988,2,12,1,1
78,0,0,52.539722062613656,1,13,0,1
78,1,0,50.95284761157465,1,13,0,1
78,2,0,51.9272294405949,1,13,0,1
78,3,0,51.329276875726976,1,13,0,1
78,4,0,51.00552798264538,1,13,0,1
78,5,1,60.32889660017226,1,13,0,1
78,6,1,64.57331012568048,1,13,0,1
78,7,1,63.77898109140384,1,13,0,1
78,8,1,62.01169932436374,1,13,0,1
78,9,1,62.44706071920127,1,13,0,1
79,0,0,49.96228025769477,1,8,0,1
79,1,0,51.99081359281208,1,8,0,1
79,2,0,47.0079965451848,1,8,0,1
79,3,0,47.70293517061438,1,8,0,1
79,4,0,48.9958314527033,1,8,0,1
79,5,0,52.12657851436041,1,8,0,1
79,6,0,51.131252434483386,1,8,0,1
79,7,0,49.18915961563309,1,8,0,1
79,8,0,49.29066181198666,1,8,0,1
79,9,0,50.56900761110733,1,8,0,1
80,0,0,51.12417880653018,1,12,0,1
80,1,0,50.95053713349567,1,12,0,1
80,2,0,50.9932530386864,1,12,0,1
80,3,1,59.53796820284786,1,12,0,1
80,4,1,61.25448244936108,1,12,0,1
80,5,1,61.42243699129474,1,12,0,1
80,6,1,63.35519858773129,1,12,0,1
80,7,1,63.08232578978459,1,12,0,1
80,8,1,60.80807493022187,1,12,0,1
80,9,1,63.135923550476136,1,12,0,1
81,0,0,50.06159149158089,1,11,1,0
81,1,0,52.330738394296255,1,11,1,0
81,2,0,49.538543586604895,1,11,1,0
81,3,0,51.53424933661502,1,11,1,0
81,4,0,53.94250500780679,1,11,1,0
81,5,0,53.376527442188745,1,11,1,0
81,6,0,53.92370738548943,1,11,1,0
81,7,0,53.28106097702892,1,11,1,0
81,8,1,61.68999866331757,1,11,1,0
81,9,1,62.90234581682419,1,11,1,0
82,0,0,49.98673699208643,2,10,1,1
82,1,1,61.50828851959518,2,10,1,1
82,2,1,59.23698839397651,2,10,1,1
82,3,1,60.02792892673418,2,10,1,1
82,4,1,60.19319491954168,2,10,1,1
82,5,1,60.49997722167002,2,10,1,1
82,6,1,62.84954319537658,2,10,1,1
82,7,1,61.12064140947981,2,10,1,1
82,8,1,58.67554996537891,2,10,1,1
82,9,1,60.60743221090341,2,10,1,1
83,0,0,54.95991635685871,1,11,1,1
83,1,0,52.34214340149091,1,11,1,1
83,2,0,52.19005645709298,1,11,1,1
83,3,0,51.7060219498191,1,11,1,1
83,4,0,52.711636293482606,1,11,1,1
83,5,0,54.79253158457277,1,11,1,1
83,6,0,54.25148582527209,1,11,1,1
83,7,0,53.16574697039882,1,11,1,1
83,8,0,53.77359933382627,1,11,1,1
83,9,0,53.85365541863273,1,11,1,1
84,0,0,49.17665939114244,2,10,1,1
84,1,0,51.490433561937344,2,10,1,1
84,2,0,51.67052196916804,2,10,1,1
84,3,0,50.55140500225148,2,10,1,1
84,4,0,50.66294866569284,2,10,1,1
84,5,0,52.87094358845072,2,10,1,1
84,6,0,51.44284150351525,2,10,1,1
84,7,0,49.57605896071068,2,10,1,1
84,8,0,50.7773992531869,2,10,1,1
84,9,0,52.0562544498815,2,10,1,1
85,0,0,50.27865357503214,1,12,1,1
85,1,0,51.06881807923691,1,12,1,1
85,2,0,50.75497968442397,1,12,1,1
85,3,0,49.18198482419393,1,12,1,1
85,4,0,49.388385116140256,1,12,1,1
85,5,1,59.484189257773295,1,12,1,1
85,6,1,59.81892088349695,1,12,1,1
85,7,1,61.046870124118094,1,12,1,1
85,8,1,58.06222711898943,1,12,1,1
85,9,1,61.429329866391285,1,12,1,1
86,0,0,52.8873539183304,2,11,1,1
86,1,0,52.76515373878754,2,11,1,1
86,2,0,50.97348072404943,2,11,1,1
86,3,1,62.34624562241097,2,11,1,1
86,4,1,61.6687075237798,2,11,1,1
86,5,1,62.68329014086564,2,11,1,1
86,6,1,62.62381500110355,2,11,1,1
86,7,1,64.03958238254938,2,11,1,1
86,8,1,60.45070338467704,2,11,1,1
86,9,1,64.40130281347294,2,11,1,1
87,0,0,49.09052400376231,2,9,1,1
87,1,0,50.12583063114219,2,9,1,1
87,2,0,47.17920601037778,2,9,1,1
87,3,0,50.35878327065003,2,9,1,1
87,4,0,49.9646871281287,2,9,1,1
87,5,0,49.52064200929538,2,9,1,1
87,6,0,49.65480605227973,2,9,1,1
87,7,1,60.77888342284154,2,9,1,1
87,8,1,58.32459490367981,2,9,1,1
87,9,1,58.35411881323057,2,9,1,1
88,0,0,51.18701731951665,2,12,1,0
88,1,0,52.29028305037518,2,12,1,0
88,2,0,50.38907144852129,2,12,1,0
88,3,0,50.875886595879145,2,12,1,0
88,4,0,48.99200919739565,2,12,1,0
88,5,0,51.697867283526776,2,12,1,0
88,6,0,51.76966692448271,2,12,1,0
88,7,0,52.09387301986951,2,12,1,0
88,8,1,61.56885395653759,2,12,1,0
88,9,1,62.2525165378631,2,12,1,0
89,0,0,50.63527196539191,2,9,0,1
89,1,0,49.65278107944786,2,9,0,1
89,2,0,50.766705153217785,2,9,0,1
89,3,0,51.401451845501946,2,9,0,1
89,4,0,50.31301278560415,2,9,0,1
89,5,0,50.87122029845566,2,9,0,1
89,6,0,51.25641590589344,2,9,0,1
89,7,0,52.79530691260316,2,9,0,1
89,8,0,52.01823325321153,2,9,0,1
89,9,0,51.19644600133642,2,9,0,1
90,0,0,53.02484572700292,2,13,1,0
90,1,0,54.748073891720765,2,13,1,0
90,2,0,49.53340810402963,2,13,1,0
90,3,0,53.53826338299138,2,13,1,0
90,4,0,51.80618624963744,2,13,1,0
90,5,0,52.85202221042161,2,13,1,0
90,6,0,53.98695059566945,2,13,1,0
90,7,0,52.65587544884455,2,13,1,0
90,8,0,53.03079297125116,2,13,1,0
90,9,1,62.945935713051,2,13,1,0
91,0,0,51.85062394119943,2,14,0,1
91,1,0,53.012585835197626,2,14,0,1
91,2,0,49.939233432543375,2,14,0,1
91,3,0,51.01555820417284,2,14,0,1
91,4,0,50.63316040562752,2,14,0,1
91,5,0,54.2520778505066,2,14,0,1
91,6,0,50.81571589594436,2,14,0,1
91,7,0,52.49069803034501,2,14,0,1
91,8,0,50.68443680176949,2,14,0,1
91,9,0,51.165048011923616,2,14,0,1
92,0,0,52.37461300635911,0,7,1,1
92,1,0,52.80621353051664,0,7,1,1
92,2,0,52.27461506585829,0,7,1,1
92,3,0,53.31484953326587,0,7,1,1
92,4,0,54.00986099363338,0,7,1,1
92,5,0,52.58627541303087,0,7,1,1
92,6,0,51.59307513812463,0,7,1,1
92,7,0,54.38030368655895,0,7,1,1
92,8,0,50.394301425655165,0,7,1,1
92,9,0,52.65164864500368,0,7,1,1
93,0,0,50.070141246341976,1,16,0,0
93,1,0,49.419019179066,1,16,0,0
93,2,0,45.60560666977504,1,16,0,0
93,3,0,50.80717577158988,1,16,0,0
93,4,0,51.11000150882055,1,16,0,0
93,5,0,49.966329134062846,1,16,0,0
93,6,0,52.06375599609304,1,16,0,0
93,7,0,51.5094106232943,1,16,0,0
93,8,1,59.87603401627717,1,16,0,0
93,9,1,59.45539155410437,1,16,0,0
94,0,0,51.418369900551,1,17,0,0
94,1,0,51.856768469860704,1,17,0,0
94,2,1,58.99740608355477,1,17,0,0
94,3,1,61.46875183957817,1,17,0,0
94,4,1,61.48326953149681,1,17,0,0
94,5,1,61.1246860448778,1,17,0,0
94,6,1,63.14447871838657,1,17,0,0
94,7,1,61.75176474230569,1,17,0,0
94,8,1,60.29530157975776,1,17,0,0
94,9,1,64.40290033085951,1,17,0,0
95,0,0,50.71113341218777,3,11,1,0
95,1,0,50.59556751905686,3,11,1,0
95,2,0,49.71138377053339,3,11,1,0
95,3,0,50.95409303674304,3,11,1,0
95,4,0,49.911878314768266,3,11,1,0
95,5,0,50.407098400956016,3,11,1,0
95,6,0,50.0057443596848,3,11,1,0
95,7,0,52.44807139389484,3,11,1,0
95,8,0,50.557733963227854,3,11,1,0
95,9,0,52.356834807087935,3,11,1,0
96,0,0,50.56173006040079,1,11,0,0
96,1,0,52.29774064160534,1,11,0,0
96,2,0,50.96480578109588,1,11,0,0
96,3,0,52.318490196378754,1,11,0,0
96,4,0,51.63201477173392,1,11,0,0
96,5,0,53.26677955510602,1,11,0,0
96,6,0,51.52185325726144,1,11,0,0
96,7,0,54.794826598877655,1,11,0,0
96,8,0,51.32662360314129,1,11,0,0
96,9,0,52.138021605412135,1,11,0,0
97,0,0,49.94178209901185,2,10,0,1
97,1,0,52.4080223931658,2,10,0,1
97,2,0,49.623548928750935,2,10,0,1
97,3,0,51.17224215280833,2,10,0,1
97,4,0,53.06465571912285,2,10,0,1
97,5,0,52.69871400390826,2,10,0,1
97,6,0,51.55268000600324,2,10,0,1
97,7,0,52.93794798773428,2,10,0,1
97,8,1,60.001613974723625,2,10,0,1
97,9,1,61.84109471230698,2,10,0,1
98,0,0,50.59319491465535,1,12,0,1
98,1,0,52.82375757599063,1,12,0,1
98,2,0,50.13971989671843,1,12,0,1
98,3,0,48.694583934433794,1,12,0,1
98,4,0,50.80733384866459,1,12,0,1
98,5,0,50.93422864721673,1,12,0,1
98,6,0,52.21916180851952,1,12,0,1
98,7,0,50.8440457665801,1,12,0,1
98,8,0,49.5238484248784,1,12,0,1
98,9,1,61.72071844344055,1,12,0,1
99,0,0,52.110749937368695,1,9,0,0
99,1,0,50.55856951999837,1,9,0,0
99,2,0,49.81855592833348,1,9,0,0
99,3,1,59.97829183599602,1,9,0,0
99,4,1,61.60972297419373,1,9,0,0
99,5,1,61.86283844435921,1,9,0,0
99,6,1,62.02757976054425,1,9,0,0
99,7,1,62.29222503796357,1,9,0,0
99,8,1,61.23644896937598,1,9,0,0
99,9,1,61.88857314375561,1,9,0,0
100,0,0,52.35943495219182,2,10,0,1
100,1,0,51.83124627613567,2,10,0,1
100,2,0,49.82180661889458,2,10,0,1
100,3,0,52.809692089480215,2,10,0,1
100,4,0,53.04176167577807,2,10,0,1
100,5,0,52.27022958281835,2,10,0,1
100,6,0,52.90088058351626,2,10,0,1
100,7,0,52.04565278149818,2,10,0,1
100,8,0,52.64623056988981,2,10,0,1
100,9,0,49.63165349954305,2,10,0,1
