age,education_years,monthly_income,health_score,has_children,is_employed,is_married,has_health_insurance,life_satisfaction_score
35,21,6,16,1,1,0,1,96.18772727730978
32,22,4,20,0,1,0,0,92.3203049561708
24,21,8,27,1,1,1,1,85.68530408771082
36,29,3,8,1,1,0,0,100.10719418669416
27,21,4,10,0,1,1,0,85.06324127823284
32,23,10,13,0,0,1,0,93.01020669847472
16,26,7,24,0,1,1,0,80.1192272069809
9,19,3,9,0,1,0,0,71.00567103388558
43,23,6,19,1,0,1,1,100.52948215717596
19,25,2,15,1,0,1,0,78.58428868683177
15,25,3,15,0,0,1,0,75.9839677608951
41,19,7,16,1,1,1,1,96.54137531978232
16,28,5,21,1,1,1,0,78.96299192077285
19,25,6,19,0,1,0,0,82.82956394329301
34,22,6,11,1,1,1,1,95.66281497243916
27,23,8,17,1,1,1,0,87.51722610704586
35,19,3,16,0,1,1,0,88.91897016076851
25,28,6,11,1,0,0,0,91.02875736713496
22,22,6,15,0,1,1,0,82.72480879069074
26,22,3,14,1,1,1,1,85.16033536473753
33,21,8,23,1,0,1,0,92.42604850431356
17,18,5,17,1,1,1,0,76.19464110182807
17,29,8,17,0,1,1,1,84.50358254336813
32,21,6,19,0,1,1,1,91.29128169127137
17,17,4,19,1,1,0,0,74.9793491514325
29,27,5,20,1,1,1,1,92.85291877021083
10,20,4,16,1,1,0,0,70.20999062836088
30,31,6,17,1,1,1,1,95.4209937597761
43,25,2,16,0,0,1,1,101.01778971568434
42,22,3,5,1,0,1,1,100.6492187732776
40,20,4,16,0,0,0,0,96.54872123804364
30,26,6,14,1,1,1,1,93.1539620415367
16,20,5,16,1,1,0,0,78.35754171950045
19,28,6,9,1,1,1,1,85.984754467517
13,22,3,14,0,0,0,0,73.05369932655312
31,15,3,17,1,1,1,1,84.12852939594792
11,29,4,17,1,1,1,0,77.67477731185463
23,24,8,18,1,1,1,0,87.8576264567194
17,18,4,17,1,1,0,0,76.92773929766098
32,30,8,18,0,0,1,1,97.6204957368768
42,24,8,16,0,1,1,1,103.29305563949184
17,26,2,18,1,1,0,0,78.55127738339202
24,25,2,14,1,0,0,1,86.09093643340917
25,28,7,16,0,1,1,1,91.60541664463788
29,28,8,24,1,1,0,0,94.44953225589197
24,23,6,6,0,1,1,1,88.71465382973528
24,24,7,18,0,1,0,0,87.86853801530742
26,24,4,16,0,0,0,0,87.45230652705835
15,33,4,14,0,1,0,0,84.18941592911663
42,20,12,10,1,1,1,1,105.59899636560688
31,20,2,18,1,0,1,1,86.51992524369106
14,28,9,7,0,0,1,1,83.30199622677597
25,22,9,22,1,1,1,0,87.23843284732484
41,28,6,17,0,1,0,1,103.7858294348764
22,26,5,12,0,0,1,1,86.8941258133774
49,18,3,18,1,1,1,1,102.5637477456256
4,23,4,17,0,1,1,0,66.20283454732447
46,22,6,18,1,1,0,1,104.5693222312018
32,20,5,20,1,1,1,0,88.7251301844697
17,23,7,9,0,1,0,0,83.30320505627591
35,16,9,9,0,1,1,1,93.33366718751276
15,21,5,19,0,0,1,0,72.69870865377165
11,20,5,8,1,0,1,0,72.4964648566898
20,21,5,19,1,1,1,1,80.9249865688127
30,23,7,14,0,0,0,1,93.3649688244496
34,25,6,13,1,1,1,0,94.57794027676724
25,29,8,17,0,1,1,1,90.58470963307224
15,30,9,14,0,0,1,1,85.46848753199119
17,25,3,17,1,1,1,1,79.07117574270067
24,17,8,16,0,1,1,0,82.06408208539456
19,21,3,11,1,1,1,0,77.90410480730314
13,28,3,19,0,1,1,0,76.1254616976678
32,23,5,11,0,1,0,0,94.308570847496
17,27,6,20,1,1,0,0,83.56858241545679
29,30,4,23,1,1,0,0,91.04251823602972
22,23,3,15,0,1,1,1,82.56210833689538
34,22,6,15,0,0,1,0,92.57316515773854
28,27,2,17,1,1,0,0,90.8042818878093
27,23,6,17,1,1,0,0,89.32337446283286
28,23,5,12,1,1,0,0,90.969988974623
14,31,7,16,1,1,1,0,80.29341649352995
25,28,6,23,1,0,1,1,88.42208860478001
37,22,3,14,1,0,1,1,93.66805704549527
30,25,10,16,0,1,0,1,99.31082301560282
15,23,7,18,1,1,1,0,76.8418769864616
38,14,2,18,1,0,0,0,91.34306695759857
18,31,3,21,0,1,0,0,82.52406579364738
30,24,6,15,1,1,0,1,94.1047190732814
40,18,6,13,1,1,1,0,97.61831830187414
26,21,12,14,1,1,1,0,90.59910868262506
18,26,5,13,1,1,1,1,83.54019335959431
38,23,2,16,1,1,1,1,94.33700158362689
15,22,9,18,0,0,1,0,78.52618948124892
35,36,8,15,1,1,1,1,106.45917095566926
26,30,5,19,1,0,1,1,91.06066037834032
38,26,5,8,0,0,1,1,102.43928725511094
30,27,5,13,0,1,0,0,93.21105246215008
24,21,4,17,1,1,1,0,82.25910026801603
42,31,9,18,0,1,1,1,108.38295226897424
0,25,8,17,1,1,1,1,69.39771986085941
43,25,4,9,1,0,0,1,105.0723813719241
34,23,3,18,1,0,1,1,94.09307482727787
29,22,6,18,1,0,1,1,90.13802963369744
32,17,9,11,1,1,1,0,90.71250139806035
12,23,2,5,1,1,0,0,74.21253512709887
24,29,9,15,1,0,0,0,92.63999517343056
23,26,4,18,1,1,0,1,85.91415096840402
13,26,10,13,1,0,1,1,82.13166537605848
24,25,7,24,0,1,1,0,86.17712991012107
12,21,5,18,1,0,1,0,73.37521721516084
13,26,7,10,1,0,1,0,77.79722766033099
26,19,5,16,1,1,1,0,83.0634344052008
19,25,4,19,1,0,1,1,82.80601359026215
25,27,4,14,0,0,1,1,87.91280865888945
33,21,3,23,1,1,0,0,89.9810573458127
26,24,5,17,0,0,0,0,87.32857288370553
9,21,5,14,1,1,1,1,71.83337417816246
37,25,10,12,0,1,1,0,100.97225059919047
24,23,5,19,1,1,1,0,83.23882297600197
23,31,6,17,1,1,1,0,88.67011287067278
21,14,4,16,1,1,1,1,76.74761257726014
28,24,6,17,1,1,0,0,89.9340433972427
20,29,4,21,1,1,1,1,85.53020783197712
26,24,9,14,1,1,0,0,91.65228982451244
25,24,6,12,0,1,1,0,87.24236474904725
31,19,4,14,1,1,1,1,87.91069576182801
27,25,4,12,0,1,1,1,88.01131258749487
27,25,3,20,1,1,1,0,86.47892750992342
38,24,3,20,0,1,1,0,96.09243855153775
19,21,3,15,0,0,1,1,79.91152733817177
22,25,4,16,0,1,0,1,87.08737772983523
33,20,6,13,1,1,1,0,90.03964411577446
38,28,8,17,0,1,1,1,102.77834586981308
25,21,5,13,1,1,1,1,84.98266108298546
36,29,4,13,1,1,1,1,98.8025530374214
19,17,3,18,1,0,1,0,75.22669085078034
23,19,4,16,1,1,1,0,81.51118114607323
20,19,5,20,1,0,1,0,76.95376668740906
12,29,7,10,0,0,0,1,83.60653290797917
17,24,6,18,0,1,1,1,81.87601059879637
34,29,3,12,0,0,1,0,95.80659704078636
12,20,6,16,0,1,1,1,74.62832464438604
28,28,7,15,1,0,1,1,92.95503209440402
28,31,7,16,1,1,1,0,94.7480756415734
30,29,8,8,0,1,1,1,99.1963246899586
35,21,5,20,0,1,1,0,93.15942427664343
16,27,7,23,1,1,1,0,83.17503315495341
10,22,7,14,0,0,1,1,74.65091235540015
24,21,5,21,0,1,0,0,83.32540927856184
27,17,6,18,1,1,1,1,85.38550002794312
22,26,5,22,1,1,1,0,83.20354930481683
31,25,8,16,0,1,1,1,94.86950526936356
31,22,6,15,0,1,1,0,89.32175758723835
25,25,9,13,0,1,1,0,88.52801058862646
34,20,8,15,0,0,0,1,97.08672960236322
20,28,3,17,1,1,1,1,83.86848987200617
34,14,7,16,1,1,1,1,91.89676062244484
13,27,6,7,0,0,1,1,80.82232498193696
22,25,5,10,0,0,1,0,84.17687630047082
36,20,5,9,1,1,1,0,96.0177381363383
24,21,7,17,1,1,1,0,84.18733517304511
33,24,2,14,1,1,1,0,90.16568651130136
3,23,7,16,0,1,1,1,69.59239828968497
28,17,6,23,1,1,1,0,82.57910225408439
28,19,4,22,1,0,1,1,84.34402178002333
17,24,6,17,0,1,1,0,78.8668063946848
14,30,0,8,0,1,1,1,80.25211428927689
34,23,8,24,1,0,0,0,95.80093367382914
17,30,6,14,0,1,1,1,85.33982652067304
22,20,9,16,0,1,0,0,84.27055630129829
30,26,6,20,1,1,1,0,89.65104201470022
36,17,2,19,0,0,1,0,89.5370100446768
12,22,5,12,1,0,0,0,74.56841862300688
25,24,8,18,0,1,1,0,89.26947446954328
32,24,5,17,1,1,1,1,92.2958658464442
25,20,5,14,1,1,1,0,85.75538894360697
7,19,5,17,0,1,0,0,69.89415828125428
32,25,7,16,1,1,1,0,91.65785353385634
5,26,8,13,1,1,0,1,74.59211043478115
12,21,8,14,0,0,1,1,76.78236611615212
38,21,7,17,0,1,1,1,97.44271876670544
10,22,5,22,1,0,1,1,71.68002783478063
27,21,7,17,0,1,0,0,87.32437602661173
15,19,6,20,1,0,0,0,76.58227010662901
28,27,5,10,1,0,1,1,93.5181210606558
25,27,4,23,0,1,1,1,87.41889662052388
22,22,4,18,1,1,1,1,83.14534494177705
31,21,5,18,0,1,1,1,89.45568481497959
24,26,3,21,1,0,1,1,85.80625890160698
26,20,9,14,1,1,1,0,88.64405831757827
33,18,6,12,0,0,0,1,92.88543960830768
32,26,4,15,1,1,0,0,93.02985133587728
38,24,3,12,1,1,0,0,98.18514737164726
13,22,10,21,1,0,1,1,76.12720556631587
23,29,3,13,1,1,1,1,86.58340030027107
24,22,6,8,0,1,1,0,85.09588019112802
12,18,4,18,0,1,1,1,71.26211546318325
29,23,5,17,1,1,0,0,89.42128949146063
22,19,5,26,1,1,0,0,78.34780071113414
32,18,6,10,0,0,1,1,93.59624297905847
20,23,6,8,1,1,0,0,84.85469520437888
20,17,7,18,1,1,1,0,76.99489062973362
38,27,9,24,1,0,1,0,99.732585856234
17,24,4,10,1,1,0,1,81.38116040502393
25,25,7,10,1,0,0,0,88.26361717869855
30,24,4,21,1,0,1,1,90.52555944953228
6,14,3,14,1,0,1,1,64.77046895541876
36,28,3,16,1,1,1,1,97.5647397222138
23,17,2,24,1,1,1,0,76.65280376439024
26,24,7,16,1,1,1,0,88.85958941922532
32,23,7,16,0,1,1,0,93.7615666495013
11,28,9,23,1,0,1,1,79.95577162322748
29,27,3,8,1,1,1,0,89.34562398535634
21,22,6,15,1,1,1,0,83.72813684030994
10,25,4,10,0,1,1,1,74.61979703867613
1,26,4,16,0,1,0,0,66.38069889793417
32,22,6,15,0,1,1,1,95.04515048436896
12,26,1,15,1,1,1,0,72.52532657448772
18,26,7,15,1,1,1,0,83.37784972109151
9,33,8,21,0,0,1,1,78.98754360204609
21,24,4,19,1,0,0,0,80.3908278045394
28,27,6,16,1,1,1,1,92.226179423368
5,23,5,23,0,0,0,1,69.31402244022276
31,26,3,7,1,0,1,1,91.75525836712106
28,28,7,13,1,0,1,0,92.68895592847828
8,20,3,11,0,0,1,1,68.26195915669679
16,15,9,9,1,0,1,1,77.79972189073352
31,23,5,13,1,1,1,1,93.63972000602048
12,19,3,15,1,1,1,0,70.3881049123353
22,30,6,16,0,0,0,0,89.24610092817873
20,19,6,15,1,1,1,0,78.63966146356736
10,14,2,13,1,1,1,0,64.59969127800164
16,22,9,18,0,0,0,0,80.88004858921995
37,27,7,9,1,1,1,1,99.91300463931309
17,23,3,8,0,1,1,1,78.44432310262108
44,21,5,14,1,1,1,1,101.7504640258431
29,31,3,15,1,0,1,1,92.5049842810928
22,20,9,15,1,1,0,0,84.91698139144472
41,29,5,12,0,0,0,0,104.86588490258988
11,21,5,20,1,1,1,0,71.88825668309215
36,24,6,17,0,0,1,1,94.7788379254932
13,30,7,16,1,0,1,1,81.34285617238933
38,29,4,16,1,0,0,1,103.13311753835436
25,27,3,16,0,1,1,1,87.71344236108567
20,25,6,13,0,1,0,1,85.336088106925
23,24,6,19,0,0,1,0,84.44041521269817
-1,18,6,14,0,0,1,0,61.1559346830798
16,22,1,21,0,1,1,0,74.03490884341443
40,26,4,19,0,0,1,1,99.90865530439612
21,22,5,17,0,1,0,0,82.02792307547458
2,26,3,23,1,1,1,0,63.787734049663925
4,13,8,15,1,1,0,0,62.527715010898376
14,26,5,15,1,1,1,1,78.84590379649032
55,26,6,13,1,1,0,0,116.05554191271094
25,20,9,6,1,0,0,1,89.7824418181198
25,26,2,13,0,1,1,1,86.87790877772441
35,24,10,12,1,1,1,1,100.0586097425686
27,22,7,12,1,1,0,0,90.03355541419415
11,19,8,15,0,1,0,0,76.00175533274712
40,26,7,16,0,0,0,1,104.50130286256508
23,24,4,17,1,1,0,0,84.60090792990648
24,22,5,18,1,1,0,1,85.56338812620805
25,20,2,25,1,0,0,0,82.00422190453838
35,21,4,12,0,1,1,0,93.12689481692146
34,18,8,14,1,1,0,1,94.11610479081428
24,20,7,20,1,0,1,1,85.68909791064856
15,19,6,10,0,0,1,0,76.40742958715475
33,33,3,15,1,0,1,1,98.22194305265148
13,21,6,16,1,1,1,0,75.46983817270589
24,25,2,14,1,1,1,1,84.21545045604275
33,23,4,12,1,0,1,1,92.40511301236567
19,24,7,12,1,0,0,1,85.4510642389196
20,30,9,13,0,1,1,1,90.12089755824952
12,22,3,9,0,1,1,1,76.28060523460037
32,21,5,19,1,1,0,1,92.53027639273272
22,24,4,18,1,1,1,1,83.07688765634657
22,32,5,14,1,1,1,1,89.92995852097538
25,21,5,16,1,1,0,0,86.26125673228063
22,25,5,14,1,0,1,1,86.8861401657637
26,18,6,13,0,1,1,0,82.34081980017784
20,25,8,12,1,0,1,0,83.80546046874306
11,23,6,11,0,0,1,1,76.21402347711076
39,23,5,19,1,0,0,0,98.69757112260385
21,23,7,19,0,0,0,1,84.34396716610223
20,25,2,2,0,1,1,0,81.98993873994003
36,28,7,10,1,1,0,1,103.5861313953186
18,30,7,16,0,1,0,0,85.14339734899909
12,27,5,17,0,1,1,1,79.16527482129517
5,21,3,9,1,0,0,0,67.44222979333426
27,22,5,11,0,1,1,1,87.9244332240144
26,27,3,27,0,1,0,0,87.73634467097476
32,15,7,15,1,1,0,0,89.58659578944695
23,28,6,19,1,0,0,0,86.97638780399176
24,27,7,22,0,0,0,0,89.70988244527156
19,32,3,17,1,1,0,1,86.69996603127423
22,23,8,14,1,1,1,0,84.73454982376371
22,25,5,9,0,0,1,1,86.58668154545786
30,23,9,13,0,1,1,0,93.8012653849572
28,22,8,20,1,1,1,1,90.85488908942708
17,19,8,6,1,1,1,1,79.16505925659803
34,25,6,12,1,1,1,1,97.33752545771354
34,20,1,9,1,1,1,1,88.2622714095242
37,21,7,20,0,0,0,0,97.30608658430376
24,25,5,20,1,0,0,1,87.55143583263181
30,26,9,19,0,1,1,1,94.38946638023856
35,20,7,19,1,1,0,0,94.2278351230964
37,23,8,14,0,0,1,0,96.46930789841193
27,22,6,22,0,1,1,1,87.46606173086823
13,27,5,13,0,0,0,0,81.62118360922098
23,24,0,15,0,1,1,1,80.39936260530803
12,27,6,15,0,0,1,1,78.78726133142277
29,25,3,12,0,1,1,1,89.45671448806787
29,19,8,10,1,0,1,0,89.75898343366975
17,15,7,14,1,0,0,0,77.26210118029108
30,17,8,24,0,1,1,0,87.5780369104748
31,18,9,14,1,0,1,1,90.27154143130036
16,22,3,14,0,1,1,1,76.13698201212668
26,23,5,11,1,1,0,0,88.03856624004113
37,26,9,22,1,0,0,0,101.02875901266827
46,22,7,8,1,1,1,1,105.43454774606758
14,30,5,8,1,1,1,1,84.98919617071375
27,19,7,14,0,1,1,1,85.03942820205
25,17,2,19,1,0,1,1,79.88792959764764
42,28,4,21,1,1,0,1,103.43216768386512
29,24,6,7,1,0,0,0,93.80772214326296
47,24,4,11,1,0,0,0,106.4718380732945
-1,18,2,15,1,1,1,1,59.04203973955197
22,20,4,18,1,1,0,0,80.18809966988881
28,21,8,14,1,1,1,0,90.8015899960242
29,20,5,13,0,1,1,1,88.29909765467634
21,25,7,14,1,0,1,1,86.21239647760417
28,27,7,21,1,0,0,0,93.1571489343206
15,28,8,11,1,1,1,1,82.16138037745392
16,22,3,17,1,0,1,1,77.82189625028421
28,17,3,19,1,0,1,0,82.19233881225556
36,23,3,13,0,1,0,0,95.19017778441172
23,20,8,16,1,0,0,0,85.03543765177989
21,22,5,17,1,1,0,0,82.54483757581698
10,14,7,25,0,0,0,0,68.95833239026977
27,26,4,12,0,1,1,1,89.77611066983611
14,22,6,9,1,1,1,0,76.04627884479797
14,20,0,26,0,0,0,0,70.64934642317583
37,25,6,17,0,1,0,0,98.90379825806085
22,25,5,16,0,0,0,0,84.43749588705678
25,25,6,5,1,1,1,1,89.52107710738949
26,29,5,16,0,1,0,1,92.91427737640404
27,22,7,15,1,1,1,0,89.66298332928582
18,30,2,12,0,1,0,1,83.47589477443292
25,22,6,18,1,0,0,0,87.59890671748441
11,21,5,8,0,1,0,0,73.15830422794089
15,23,4,18,1,1,0,0,76.66554216687815
41,19,8,14,1,1,0,0,101.43730245202816
36,25,4,18,1,0,1,1,94.65396424766782
18,22,7,16,1,0,0,0,80.93353319614299
27,27,7,12,0,1,0,0,94.09112647584628
21,25,8,18,1,0,1,0,84.8152017941907
28,19,9,14,1,1,0,0,89.73475813382434
30,29,4,9,0,0,1,0,93.87085411212884
6,27,5,11,0,1,0,0,73.47714913505264
14,25,3,7,1,0,0,1,78.82024583381835
23,22,3,14,0,1,1,1,81.81599730439049
31,24,8,13,0,1,1,1,96.24345389173143
35,27,7,27,1,1,1,0,95.85829852243478
46,19,6,25,1,0,1,1,99.94864803912466
21,22,8,16,0,0,1,0,83.04662346744126
21,26,5,17,1,1,0,0,84.60905634661255
44,28,3,19,1,0,1,1,103.53228813398604
49,23,7,16,1,0,1,1,110.2020419130778
15,22,4,16,1,1,1,0,75.31343594187707
9,22,4,19,0,1,1,0,69.84521312632526
36,15,8,15,1,1,1,0,92.71853795824138
25,28,5,13,1,0,1,1,88.58594418044542
27,25,6,22,1,0,1,1,90.40910286440148
34,26,10,16,1,1,1,0,97.72126481515402
30,24,7,20,1,0,1,0,90.27660934250214
23,27,9,18,0,1,1,1,89.57390525589213
10,18,4,24,0,0,1,0,68.34761054991966
13,29,6,14,1,1,1,1,79.27079722104406
28,23,2,14,1,1,1,0,85.74629830598099
27,18,6,15,1,1,0,0,85.96625335900511
12,27,4,20,1,0,1,0,75.81803009173514
16,26,5,18,0,1,0,1,80.00618145553292
18,19,7,17,1,1,0,0,79.26492560606971
11,27,6,12,1,1,1,0,78.80914608145649
29,16,5,19,1,1,1,0,84.04867572139344
38,21,9,18,0,1,1,1,99.85303095256252
25,20,7,9,1,1,1,0,88.47035318711052
21,21,3,17,1,1,1,1,79.64748360731281
19,24,7,20,1,1,0,0,81.65946114923882
26,24,10,13,1,1,1,0,91.87073488871698
37,27,5,16,1,0,1,1,99.86196895885038
38,26,6,18,1,1,1,1,101.73983216717302
32,18,8,17,1,0,1,1,91.6941863555982
30,24,9,15,1,0,1,1,93.86751470485248
25,32,6,18,0,1,0,0,90.88878134256356
30,19,4,4,1,0,0,0,90.14441152955384
28,21,8,24,1,1,1,1,88.01026876469652
14,18,6,8,0,0,1,1,77.18696587451626
11,28,10,20,1,1,1,1,80.4497345789751
10,19,5,21,1,0,1,0,67.04700230661614
20,26,5,7,1,1,0,1,86.72343916356074
31,22,6,12,1,0,0,0,91.67321228240384
19,28,6,19,1,0,1,1,84.9290970278345
31,21,9,13,1,1,1,1,94.4330767706535
28,22,3,11,1,0,1,1,86.65515897267662
29,20,6,8,0,0,0,1,90.40080803234083
34,17,7,21,1,0,0,0,91.73986770617144
19,20,10,6,1,1,1,1,83.37293993428422
19,18,7,11,1,1,1,0,78.3226390665124
30,27,4,11,1,0,1,1,92.5559347191417
32,20,4,19,0,1,1,0,87.73359276476576
28,33,4,23,0,1,1,1,95.22611753696468
42,28,2,22,0,0,1,1,100.64301306749346
30,22,5,14,0,1,0,0,90.40673818323766
22,17,6,16,1,0,0,0,81.65806326560916
26,20,6,11,1,0,0,1,89.3949479211725
23,26,6,15,1,0,1,1,86.26784127398909
14,18,9,11,1,1,1,1,77.00030268228487
21,21,3,12,0,1,1,1,83.68738452266942
32,20,6,14,0,0,0,0,92.39095273538204
