"","race","year","female","agecat4","edcat5","pop","emp","mn_wg","mn_lnwg","wt_wg","numobs_wg","sd_wg"
"669",1,1978,1,2,2,8516254.19000002,4668458.73944092,11.9478750228882,2.40705490112305,3613707.18,2497,5.09078550338745
"670",2,1978,1,2,2,1099779.03,732148.639129639,12.1491279602051,2.42230343818665,560469.76,330,5.06732225418091
"671",3,1978,1,2,2,155612.51,86993.779800415,12.8721790313721,2.47911834716797,64060.11,63,5.84091997146606
"672",1,1978,1,2,3,4295212.29,2560725.68724823,13.8156843185425,2.5338876247406,1985921.37,1391,7.51019525527954
"673",2,1978,1,2,3,520768.55,354139.250450134,13.4442720413208,2.52878618240356,282430.66,171,5.32902669906616
"674",3,1978,1,2,3,112426.96,66449.7000579834,14.0648794174194,2.58252215385437,48632.76,46,5.02358722686768
"675",1,1978,1,2,4,3177198.16,2127893.84044647,16.5398559570312,2.70224571228027,1665568.36,1183,9.87177848815918
"676",2,1978,1,2,4,213098.91,185000.280334473,16.7284336090088,2.72932410240173,126890.25,84,7.13443040847778
"677",3,1978,1,2,4,133935.57,83171.669921875,17.2633895874023,2.79178667068481,65717.94,49,5.65588474273682
"678",1,1978,1,2,5,796313.81,614541.589324951,20.0931510925293,2.9108874797821,473998.9,320,8.82497501373291
"679",2,1978,1,2,5,58240.29,55397.7298583984,22.0037746429443,3.02400231361389,46863.74,27,8.18577766418457
"680",3,1978,1,2,5,37148.37,23973.9799957275,30.1755332946777,3.29032373428345,14438.26,11,17.0334758758545
"681",1,1978,1,3,1,4239854.18000001,1799737.28915405,10.2567481994629,2.26002097129822,1311314.31,904,4.65535402297974
"682",2,1978,1,3,1,1037617.5,523992.439331055,9.14625549316406,2.16669034957886,379691.81,245,3.0660605430603
"683",3,1978,1,3,1,126872.08,62694.9096374512,8.5280237197876,2.09445095062256,51220.25,41,2.83993697166443
"684",1,1978,1,3,2,7115932.25,4010580.00994873,12.3809070587158,2.4298734664917,2784656.87,1878,6.78197574615479
"685",2,1978,1,3,2,530699.32,309665.340057373,12.7899322509766,2.46552991867065,211421.39,138,6.14296579360962
"686",3,1978,1,3,2,106285.74,58068.289855957,11.759036064148,2.41213035583496,39804.1,38,4.22478199005127
"687",1,1978,1,3,3,2367186.47,1357305.95038605,13.7244510650635,2.54575562477112,905181.26,637,5.64920902252197
"688",2,1978,1,3,3,168903.31,117658.400421143,15.0544137954712,2.61893844604492,83809.97,56,6.75077152252197
"689",3,1978,1,3,3,45846.59,34971.5999145508,16.1720809936523,2.7137975692749,25552.92,19,6.0688362121582
"690",1,1978,1,3,4,1370717.42,877915.988998413,18.3489646911621,2.78356909751892,575338.929999999,416,11.355489730835
"691",2,1978,1,3,4,110194.42,90988.8598022461,21.3427505493164,2.99424934387207,56271.66,36,7.7694821357727
"692",3,1978,1,3,4,35644.23,23684.4897918701,21.0947895050049,2.99941730499268,20282.95,16,7.22866058349609
"693",1,1978,1,3,5,358707.25,294066.430915833,22.7615280151367,3.01150918006897,194399.88,132,12.99827003479
"694",2,1978,1,3,5,38827.8,32162.2098999023,25.3334064483643,3.19873714447021,22875.59,15,6.59408569335938
"695",3,1978,1,3,5,9571.09,2005.38000488281,28.1828517913818,3.33871364593506,719.9,1,NA
"696",1,1978,1,4,1,3714656.97,1069232.48973465,10.3291673660278,2.25968098640442,748894.32,528,5.02665281295776
"697",2,1978,1,4,1,683893.55,253590.149902344,9.64154815673828,2.14477014541626,181028.42,126,7.94792318344116
"698",3,1978,1,4,1,63238.18,28170.779914856,10.5556535720825,2.29079484939575,16473.77,18,4.44689130783081
"699",1,1978,1,4,2,4028487.7,1723524.69750214,12.6755418777466,2.44356632232666,1136835.06,797,7.29164791107178
"700",2,1978,1,4,2,188897.6,93822.7001647949,11.0819120407104,2.32346725463867,65817.56,42,4.59637069702148
"701",3,1978,1,4,2,25400.43,9649.42004394531,15.7558784484863,2.70546078681946,6127.87,5,5.31504678726196
"702",1,1978,1,4,3,1177066.97,576240.191009521,13.9904193878174,2.54084539413452,351775.62,249,6.56720590591431
"703",2,1978,1,4,3,55529.32,32495.1600341797,11.9994068145752,2.37421083450317,25254.92,17,5.59972763061523
"704",3,1978,1,4,3,7300,2575.58996582031,12.6547765731812,2.48136305809021,2575.59,3,5.14841604232788
"705",1,1978,1,4,4,607638.090000001,266763.690704346,18.1064987182617,2.79756593704224,173942.31,137,7.74126815795898
"706",2,1978,1,4,4,32191,19147.2200317383,27.3767681121826,3.20522356033325,18122.77,13,13.085446357727
"707",3,1978,1,4,4,10925.43,3619.83996582031,24.2527160644531,3.17448854446411,3619.84,2,5.69217681884766
"708",1,1978,1,4,5,160733.75,117303.710388184,20.9447422027588,2.9097204208374,79961.13,57,10.3323459625244
"709",2,1978,1,4,5,3313.12,2918.26000976562,42.2742767333984,3.74417877197266,1341.66,1,0
"710",3,1978,1,4,5,5443.44,5443.43994140625,19.7672443389893,2.90438508987427,3775.97,2,10.3183116912842
"711",1,1979,0,1,1,5862435.2208333,3237635.43073463,9.94985294342041,2.22724556922913,2583083.8025,5027,4.83209753036499
"712",2,1979,0,1,1,1178654.93583333,396494.613512039,9.14334583282471,2.15422201156616,307975.553333334,517,4.63938903808594
"713",3,1979,0,1,1,173500.29,76179.4950675964,10.4902153015137,2.25212478637695,65136.0391666666,141,6.99535655975342
"714",1,1979,0,1,2,4558289.85416665,3947026.15808105,13.6958932876587,2.54126977920532,3019248.78333334,5893,6.0371618270874
"715",2,1979,0,1,2,574842.926666667,401523.434522629,11.660680770874,2.38815855979919,310846.875833333,485,4.63310766220093
"716",3,1979,0,1,2,105717.48,79180.7949638367,12.0794591903687,2.42574787139893,65234.9075,142,4.65918636322021
"717",1,1979,0,1,3,4154566.82583334,2769462.54323769,12.5936069488525,2.44513916969299,2193786.5125,4157,6.23379135131836
"718",2,1979,0,1,3,440628.8675,226730.935836792,11.9835662841797,2.4101710319519,175113.581666667,266,5.05655241012573
"719",3,1979,0,1,3,178850.299166667,98338.7719116211,11.1329460144043,2.31837558746338,80694.0391666667,140,6.47356557846069
"720",1,1979,0,1,4,862977.555,697289.052310944,15.8507375717163,2.66697216033936,551171.993333334,1028,8.87946128845215
"721",2,1979,0,1,4,48447.3716666667,33195.5641479492,14.2482233047485,2.58874940872192,23336.3925,36,5.41458082199097
"722",3,1979,0,1,4,23037.385,14805.8640899658,13.9043560028076,2.57970094680786,11691.0433333333,24,4.65527439117432
"723",1,1979,0,1,5,39938.8891666666,24322.9408111572,19.5460968017578,2.87461352348328,18164.2208333333,39,9.33898735046387
"724",2,1979,0,1,5,2517.96916666667,2517.96911621094,17.2824687957764,2.73066663742065,2517.96916666667,3,9.67416572570801
"725",3,1979,0,1,5,1551.47833333333,1551.47834396362,9.80195903778076,2.25102925300598,1551.47833333333,4,2.8990044593811
"726",1,1979,0,2,1,3042165.47666666,2604374.18121719,15.9500379562378,2.68320441246033,1889706.97,3620,7.58848237991333
"727",2,1979,0,2,1,657808.327500001,486978.965148926,13.7098712921143,2.53492331504822,348301.205,559,6.49827575683594
"728",3,1979,0,2,1,71396.7375,58279.8674564362,13.9975957870483,2.52180790901184,41526.2883333333,124,7.76050472259521
"729",1,1979,0,2,2,6584043.35083333,6174584.15059948,18.9481182098389,2.86434817314148,4493237.24916668,8811,8.25974273681641
"730",2,1979,0,2,2,855637.881666665,745292.84821701,15.9999313354492,2.68731594085693,556427.884166666,852,7.15412759780884
"731",3,1979,0,2,2,111838.265,95884.2349395752,17.3535594940186,2.74776554107666,71546.7558333334,221,8.38619232177734
"732",1,1979,0,2,3,5163724.10916668,4823771.67530727,20.083667755127,2.91121006011963,3506150.1375,6859,9.63734245300293
"733",2,1979,0,2,3,516355.542500001,444274.859794617,17.3031883239746,2.77383518218994,342088.453333333,535,6.87707185745239
"734",3,1979,0,2,3,131549.889166667,109383.381755829,16.7659339904785,2.73284769058228,85600.2691666667,221,7.1189022064209
"735",1,1979,0,2,4,4048147.285,3844144.67783558,23.4519729614258,3.03233885765076,2708137.66083334,5323,13.5115175247192
"736",2,1979,0,2,4,237838.983333333,209467.329406738,20.7873802185059,2.91925501823425,155702.775,236,11.638542175293
"737",3,1979,0,2,4,147125.594166667,124842.338396072,22.5117988586426,3.01290011405945,96557.0541666667,217,10.3867645263672
"738",1,1979,0,2,5,1893499.66583334,1828687.84217262,26.8579902648926,3.13453340530396,1185968.71916667,2334,16.7576847076416
"739",2,1979,0,2,5,70753.3908333333,66448.9672622681,26.4289493560791,3.11698794364929,45356.065,74,16.9710464477539
"740",3,1979,0,2,5,84900.1275,77130.6225318909,24.4387855529785,3.05484294891357,54384.8941666667,118,14.2339181900024
"741",1,1979,0,3,1,4101900.15833333,3446485.48849106,17.6910667419434,2.78874611854553,2212333.47583333,4306,7.72899770736694
"742",2,1979,0,3,1,845570.493333334,642003.479405403,14.3025350570679,2.58193588256836,413423.920833333,721,5.87679481506348
"743",3,1979,0,3,1,99384.3925,81556.8337593079,15.2290630340576,2.62669205665588,50315.1716666667,113,7.13059234619141
"744",1,1979,0,3,2,4869177.75416667,4512982.86897278,21.446439743042,2.9856071472168,2744464.39166667,5482,9.55287647247314
"745",2,1979,0,3,2,407798.135,350135.764846802,16.7057609558105,2.72678399085999,235674.825,398,7.09808921813965
"746",3,1979,0,3,2,90960.8741666667,81124.745891571,18.4250068664551,2.82516932487488,54704.7025,122,7.66067457199097
"747",1,1979,0,3,3,2381614.40333332,2220246.50042856,25.1063232421875,3.11067605018616,1325158.15416666,2621,14.0260944366455
"748",2,1979,0,3,3,169457.006666667,148665.762481689,18.9465465545654,2.87029123306274,91763.995,155,7.02640342712402
"749",3,1979,0,3,3,52953.0683333333,48928.561454773,20.2764739990234,2.89591860771179,31753.1658333333,66,11.6339693069458
"750",1,1979,0,3,4,2015031.58333334,1932131.86123276,32.7535133361816,3.34940409660339,1069009.2625,2056,18.806188583374
"751",2,1979,0,3,4,73178.7008333333,68955.3523597717,28.3752136230469,3.18251323699951,45314.7791666667,80,20.1936225891113
"752",3,1979,0,3,4,80736.6308333333,72857.7215423584,24.5488338470459,3.10964298248291,53596.97,94,10.5615816116333
"753",1,1979,0,3,5,1198700.68,1168879.72994423,33.3853874206543,3.35108780860901,608490.691666667,1235,19.6880283355713
"754",2,1979,0,3,5,51565.815,46141.5864486694,26.3980464935303,3.14875888824463,29631.7158333333,51,14.2699975967407
"755",3,1979,0,3,5,50016.9116666667,48555.7651901245,28.2726860046387,3.21977853775024,24439.6083333333,43,14.4033641815186
"756",1,1979,0,4,1,3436392.56666666,2141611.24030304,17.1086483001709,2.74312520027161,1304237.07333333,2646,8.63239860534668
"757",2,1979,0,4,1,591338.544166666,335115.627105713,13.394154548645,2.50005459785461,210392.025,385,6.25746297836304
"758",3,1979,0,4,1,76750.3483333333,52645.3458366394,13.714560508728,2.46988749504089,34493.0341666667,75,7.53488206863403
"759",1,1979,0,4,2,2923024.84833333,2196246.00832558,20.6228008270264,2.92008328437805,1238682.805,2499,11.4296627044678
"760",2,1979,0,4,2,149779.838333333,109839.086914062,16.8037185668945,2.73121356964111,72646.12,129,7.22524404525757
"761",3,1979,0,4,2,47306.7533333333,36031.64661026,21.3654899597168,2.89754676818848,18196.6708333333,42,13.9523601531982
"762",1,1979,0,4,3,1282424.85583333,979209.58882904,24.6002254486084,3.07790899276733,488894.226666666,990,14.2099800109863
"763",2,1979,0,4,3,48032.7941666667,33139.0508880615,19.0912494659424,2.87138295173645,19414.0783333333,35,7.13778066635132
"764",3,1979,0,4,3,14107.1866666667,12344.2190246582,20.795015335083,2.98534798622131,6248.66916666667,14,7.09363126754761
"765",1,1979,0,4,4,850452.670833335,704375.650579453,32.4845199584961,3.32791376113892,348367.796666667,691,19.5894298553467
"766",2,1979,0,4,4,20655.5475,15266.0841064453,20.6399211883545,2.94301271438599,7884.1425,15,8.63812065124512
"767",3,1979,0,4,4,22778.7516666667,17507.1450653076,25.5904312133789,3.17251348495483,11797.8625,15,8.75368881225586
"768",1,1979,0,4,5,453226.988333334,391150.362388611,35.381950378418,3.37215542793274,175545.389166666,359,22.6579494476318
"769",2,1979,0,4,5,15822.9908333333,12767.9483337402,28.5179100036621,3.26758337020874,6966.46666666667,14,12.4727764129639
"770",3,1979,0,4,5,7287.17333333333,6366.62078857422,38.6479263305664,3.6433048248291,5272.79,7,5.63613939285278
"771",1,1979,1,1,1,5482553.86166668,2196487.99563026,8.01413822174072,2.04188799858093,1779174.79833334,3616,2.99539113044739
"772",2,1979,1,1,1,1107082.195,197466.887611389,8.35526752471924,2.05471158027649,165341.379166667,302,6.98475456237793
"773",3,1979,1,1,1,162951.156666667,50701.598482132,8.24049282073975,2.07946705818176,45202.9858333333,102,2.11281847953796
"774",1,1979,1,1,2,5120321.12083333,3458747.24239731,10.2231178283691,2.26628088951111,2897062.21583335,5694,4.40399932861328
"775",2,1979,1,1,2,770833.033333333,384733.361919403,9.63459968566895,2.21206903457642,317968.213333333,543,3.83001041412354
"776",3,1979,1,1,2,138166.4225,78843.979057312,10.5720300674438,2.27353549003601,68083.8491666667,145,5.96092367172241
"777",1,1979,1,1,3,4228054.39416667,2687514.69337273,10.1364469528198,2.25751876831055,2248815.32500001,4438,4.0976767539978
"778",2,1979,1,1,3,620520.432500001,284651.322452545,10.3644905090332,2.27715873718262,227635.5525,382,4.78903388977051
"779",3,1979,1,1,3,142311.480833333,75569.9648361206,10.3848848342896,2.28074502944946,67114.2091666667,146,4.21467781066895
"780",1,1979,1,1,4,939969.137500001,775574.172607422,13.6288566589355,2.5259256362915,641102.320000001,1222,6.91334438323975
"781",2,1979,1,1,4,85453.6849999999,62662.6390762329,13.1295003890991,2.50053930282593,44915.6016666667,66,5.59023094177246
"782",3,1979,1,1,4,30837.0766666667,21977.9948377609,13.022629737854,2.49939727783203,17435.1816666667,37,5.11663866043091
"783",1,1979,1,1,5,30668.145,21183.9525604248,17.1454849243164,2.67333674430847,17104.7091666667,33,14.589301109314
"784",2,1979,1,1,5,2860.07,2026.73666381836,11.4471960067749,2.42455792427063,2026.73666666667,3,2.2477719783783
"785",3,1979,1,1,5,1720.52666666667,54.410831451416,25.1104202270508,3.22328281402588,54.4108333333333,1,0
"786",1,1979,1,2,1,3350320.71166667,1409661.6962986,10.3956813812256,2.27147960662842,1112873.33166666,2210,4.92211771011353
"787",2,1979,1,2,1,826707.284166665,369909.29596138,10.3309955596924,2.25173187255859,299111.0425,543,6.71480751037598
"788",3,1979,1,2,1,127036.329166667,50999.9857540131,9.96896839141846,2.22888350486755,40348.0291666667,108,4.297287940979
"789",1,1979,1,2,2,8940579.34250003,5134932.04249191,12.2774391174316,2.42576622962952,4032231.94833333,8106,6.19438886642456
"790",2,1979,1,2,2,1152456.33833334,737738.081699371,12.0582799911499,2.42212963104248,611708.0775,1112,5.28259706497192
"791",3,1979,1,2,2,192894.559166667,107667.191576004,11.9351139068604,2.40061831474304,89041.6975,256,5.75895309448242
"792",1,1979,1,2,3,4800917.6825,2955484.12273026,14.040506362915,2.55287265777588,2309273.36583334,4689,7.22635746002197
"793",2,1979,1,2,3,620539.873333333,441465.655073166,13.854001045227,2.55439257621765,341391.585833333,620,6.01887607574463
"794",3,1979,1,2,3,147759.2625,94437.8633384705,14.4564304351807,2.56626129150391,74728.4675,192,8.02560043334961
"795",1,1979,1,2,4,3407516.19916666,2333762.24340057,17.2804679870605,2.74629068374634,1755200.07,3601,9.33764553070068
"796",2,1979,1,2,4,271806.555833334,225615.61580658,16.7730369567871,2.715256690979,166235.51,301,8.59917545318604
"797",3,1979,1,2,4,182823.805,122385.765827179,16.4729328155518,2.71281671524048,102090.61,224,7.33781814575195
"798",1,1979,1,2,5,838229.844166668,666744.077590942,22.1710395812988,2.95929455757141,479738.52,977,14.5969829559326
"799",2,1979,1,2,5,64518.6558333334,59819.1369018555,22.801513671875,3.02765560150146,36264.9916666667,65,10.2753553390503
"800",3,1979,1,2,5,49816.5558333333,36683.9050893784,22.7219791412354,2.86804676055908,25857.6208333333,55,19.8840770721436
"801",1,1979,1,3,1,4005943.19666666,1767600.73495102,10.5876064300537,2.29268622398376,1340259.26166667,2667,4.69201374053955
"802",2,1979,1,3,1,965504.410000001,448601.726161957,9.4047441482544,2.18632388114929,354256.739166667,680,3.49079370498657
"803",3,1979,1,3,1,133682.079166667,60216.4423179626,10.7906732559204,2.30329656600952,37514.3408333333,91,5.09285163879395
"804",1,1979,1,3,2,7087610.04750005,4120065.86383438,12.748908996582,2.45618724822998,3003348.04833332,6027,6.91229104995728
"805",2,1979,1,3,2,580528.025,377694.213237762,11.7555751800537,2.38408160209656,279449.79,509,5.29872941970825
"806",3,1979,1,3,2,139864.0225,83073.8993530273,12.8081865310669,2.46669816970825,61002.5883333333,153,6.05466508865356
"807",1,1979,1,3,3,2400247.98666666,1475606.12315369,14.7473831176758,2.59571433067322,1028932.29166667,2101,8.02206420898438
"808",2,1979,1,3,3,225417.686666667,163467.843589783,15.1380157470703,2.63787078857422,108820.278333333,205,6.47535705566406
"809",3,1979,1,3,3,62151.0216666667,45708.1316490173,15.1988372802734,2.653484582901,39439.305,78,5.59634256362915
"810",1,1979,1,3,4,1454352.94583333,930567.770851135,18.8161220550537,2.80038237571716,607212.633333333,1244,11.8933668136597
"811",2,1979,1,3,4,102408.8575,85984.9592590332,18.808277130127,2.84750914573669,56399.795,108,9.08887577056885
"812",3,1979,1,3,4,53229.4208333333,41873.1519012451,19.0193710327148,2.77220988273621,30766.205,57,14.4693813323975
"813",1,1979,1,3,5,422394.201666667,343735.460334778,23.1912670135498,3.01772260665894,222163.928333333,434,13.2074356079102
"814",2,1979,1,3,5,46995.4766666666,42569.6143684387,25.1670360565186,3.14317965507507,27380.0091666667,52,10.1748752593994
"815",3,1979,1,3,5,16717.1475,14200.7200050354,27.923999786377,3.1714563369751,8533.00916666667,14,18.4031982421875
"816",1,1979,1,4,1,3613968.21083332,1106618.7676487,10.363109588623,2.27174949645996,802722.007500001,1638,4.95501136779785
"817",2,1979,1,4,1,716197.020833333,258559.802288055,8.81668090820312,2.12382674217224,197509.5975,369,3.20723700523376
"818",3,1979,1,4,1,92423.9866666667,27689.7334728241,9.68404293060303,2.22448182106018,20029.5091666667,56,3.35566735267639
"819",1,1979,1,4,2,4248846.09916666,1786582.89288139,12.793999671936,2.45975780487061,1220675.99416667,2496,6.84032964706421
"820",2,1979,1,4,2,199376.0425,102837.630290985,11.4730319976807,2.3566632270813,76536.5991666667,143,5.17244005203247
"821",3,1979,1,4,2,46421.4325,21974.0866012573,12.5913925170898,2.47588324546814,15695.9666666667,46,4.53258514404297
"822",1,1979,1,4,3,1359662.27916667,635876.230445862,14.5326929092407,2.57530426979065,418006.794166666,854,7.89269495010376
"823",2,1979,1,4,3,62865.5783333333,35468.358291626,13.011155128479,2.48031735420227,25257.6125,50,5.12081432342529
"824",3,1979,1,4,3,16282.4933333333,9134.31928253174,17.0503253936768,2.75378179550171,7590.74916666667,12,6.74204349517822
"825",1,1979,1,4,4,702574.967499999,323990.930675507,18.8801918029785,2.80813789367676,196476.165833334,411,10.3668727874756
"826",2,1979,1,4,4,27660.2691666667,17579.3316497803,20.2972717285156,2.91531348228455,12337.8416666667,28,9.52702617645264
"827",3,1979,1,4,4,8992.46333333333,4316.06921386719,17.1061458587646,2.73657178878784,2747.40916666667,8,7.39039325714111
"828",1,1979,1,4,5,196506.9625,129128.756767273,24.7481517791748,3.01827168464661,74409.6075,150,17.7104072570801
"829",2,1979,1,4,5,23287.1775,17330.1324768066,25.1444301605225,3.1383786201477,11983.0108333333,23,9.99103546142578
"830",3,1979,1,4,5,3750.33083333333,1608.55249023438,32.3587875366211,3.47688555717468,442.2675,1,NA
"831",1,1980,0,1,1,5897772.27416669,3089379.53347874,9.56293964385986,2.18825650215149,2482978.35666666,5550,4.62076902389526
"832",2,1980,0,1,1,1171428.56083333,350525.544166565,8.67821502685547,2.11660957336426,261395.291666667,506,3.00225806236267
"833",3,1980,0,1,1,190380.728333333,64352.9774284363,9.5213794708252,2.19603610038757,55664.3508333333,151,3.67520117759705
"834",1,1980,0,1,2,4573259.69333333,3758872.04097748,13.1603384017944,2.49794960021973,2947108.44000001,6633,6.06374263763428
"835",2,1980,0,1,2,601768.594166667,403308.70520401,11.0127172470093,2.32619476318359,303066.53,538,4.93002796173096
"836",3,1980,0,1,2,108345.63,77253.2441692352,12.1423826217651,2.41305351257324,63078.6333333334,176,5.49053859710693
"837",1,1980,0,1,3,4144378.27166666,2676584.65276337,11.9557657241821,2.39698123931885,2122171.82333333,4638,5.58495998382568
"838",2,1980,0,1,3,443111.995833333,213864.033153534,11.6860685348511,2.35970401763916,164952.581666667,294,7.80926990509033
"839",3,1980,0,1,3,173859.6875,90940.1066818237,11.6430835723877,2.37346744537354,73946.6658333334,189,5.87860345840454
"840",1,1980,0,1,4,860520.735,683666.673007965,15.8446607589722,2.66757750511169,526804.332500001,1139,8.08761024475098
"841",2,1980,0,1,4,41900.4233333333,27538.8299331665,13.9608716964722,2.57439303398132,23996.1616666667,43,5.10137844085693
"842",3,1980,0,1,4,20833.4708333333,15403.1774368286,15.0000905990601,2.6548593044281,12497.9166666667,31,4.87362289428711
"843",1,1980,0,1,5,45666.7291666667,31539.3484840393,20.9539566040039,2.91348934173584,23425.1033333333,51,11.8367519378662
"844",2,1980,0,1,5,3780.2975,2286.77334594727,10.6418323516846,2.34559392929077,1940.0875,3,2.47751522064209
"845",3,1980,0,1,5,1293.24666666667,534.369140625,16.3636512756348,2.79506254196167,534.369166666667,1,NA
"846",1,1980,0,2,1,3105157.23166666,2552087.4610157,15.3068799972534,2.6424252986908,1876044.0575,4052,7.07834053039551
"847",2,1980,0,2,1,663539.801666667,470114.451553345,12.6374959945679,2.45834612846375,335565.061666667,604,5.84259939193726
"848",3,1980,0,2,1,85369.6791666667,56018.9215908051,14.6007814407349,2.59819316864014,40473.7558333333,127,6.43929529190063
"849",1,1980,0,2,2,6914140.37416667,6257461.32133389,18.4485855102539,2.83697605133057,4545885.65416666,10432,7.89361906051636
"850",2,1980,0,2,2,910931.482500002,739223.878242493,15.3899478912354,2.66083383560181,566918.278333333,1030,6.14902019500732
"851",3,1980,0,2,2,157485.64,126085.155471802,16.2759628295898,2.70424556732178,97228.5608333333,350,7.06951427459717
"852",1,1980,0,2,3,5296435.5825,4853653.80487442,19.6905784606934,2.88738679885864,3519629.62666667,8126,9.57444286346436
"853",2,1980,0,2,3,577371.800833333,469418.605724335,16.9476776123047,2.73803853988647,358942.045833333,653,8.09669303894043
"854",3,1980,0,2,3,137775.208333333,115733.963722229,17.5648498535156,2.76617097854614,90500.8300000001,290,8.35952568054199
"855",1,1980,0,2,4,4217838.87999999,3999473.54377747,23.3891563415527,3.02688217163086,2841613.16499999,6423,13.5488719940186
"856",2,1980,0,2,4,235674.121666667,210209.962238312,19.5215492248535,2.87346720695496,166254.601666667,308,8.69288349151611
"857",3,1980,0,2,4,137906.316666667,121089.606861115,21.8573150634766,2.96528244018555,91118.7325,238,12.7405700683594
"858",1,1980,0,2,5,1928751.345,1851059.64958954,26.5996837615967,3.1340343952179,1212287.12916667,2833,15.9872035980225
"859",2,1980,0,2,5,73287.9991666666,66866.5439872742,31.3423881530762,3.28141450881958,44827.2433333333,95,20.0129890441895
"860",3,1980,0,2,5,93992.6775,86685.6677284241,27.7597236633301,3.1797993183136,59184.9316666667,145,16.1885108947754
"861",1,1980,0,3,1,3964992.4925,3239806.8664856,17.3699150085449,2.77206754684448,2078394.88416667,4661,7.71049785614014
"862",2,1980,0,3,1,800285.084166666,580066.512839317,14.0589275360107,2.5579833984375,388167.522499999,775,6.17991781234741
"863",3,1980,0,3,1,102994.7425,74887.6808490753,15.1147680282593,2.60766410827637,46636.5491666667,142,7.54989147186279
"864",1,1980,0,3,2,4895884.33666666,4482372.70168304,21.0130615234375,2.96112394332886,2726914.23916668,6258,9.77491188049316
"865",2,1980,0,3,2,449741.571666667,372820.926845551,16.4907398223877,2.72768592834473,249614.0825,477,6.22705411911011
"866",3,1980,0,3,2,91773.2758333334,78065.7599372864,18.4102458953857,2.81348538398743,54403.6375,198,8.16951370239258
"867",1,1980,0,3,3,2398857.8675,2229817.61942482,24.1199531555176,3.0791916847229,1298244.60416667,2991,12.3027620315552
"868",2,1980,0,3,3,184433.306666667,160501.246501923,19.4838771820068,2.86707973480225,104129.468333333,205,9.37038803100586
"869",3,1980,0,3,3,60905.2708333333,54184.6482467651,20.4166145324707,2.93845129013062,35831.7158333333,101,7.75143241882324
"870",1,1980,0,3,4,2040566.44583334,1961146.79846382,31.5091457366943,3.31558728218079,1055322.005,2389,17.4316139221191
"871",2,1980,0,3,4,78381.0741666667,72176.0773620605,25.1175689697266,3.0847065448761,43225.7008333333,93,14.2275638580322
"872",3,1980,0,3,4,76720.7741666666,72211.9857749939,26.2903118133545,3.10654950141907,47449.88,101,16.335111618042
"873",1,1980,0,3,5,1264514.84833333,1224661.27820492,33.9977798461914,3.37175989151001,657886.826666667,1476,20.0163059234619
"874",2,1980,0,3,5,43932.1325,41560.5739364624,28.7305221557617,3.2450909614563,25719.61,53,14.7759447097778
"875",3,1980,0,3,5,61050.0375,60292.487695694,31.3095035552979,3.3185932636261,31642.8275,72,15.9316749572754
"876",1,1980,0,4,1,3368055.39916666,2033763.46065712,16.9158973693848,2.72879552841187,1222985.23583333,2772,8.17280292510986
"877",2,1980,0,4,1,600594.324166665,317366.445995331,13.783860206604,2.52330112457275,206854.081666667,406,6.85057020187378
"878",3,1980,0,4,1,76937.5133333334,44863.5166015625,15.8393802642822,2.62842321395874,25554.3725,85,8.66132640838623
"879",1,1980,0,4,2,2937841.10166667,2174560.92209435,20.0043277740479,2.89936804771423,1210326.70583333,2741,9.74685287475586
"880",2,1980,0,4,2,147421.766666667,100621.211063385,16.8758182525635,2.69574999809265,60805.7291666666,121,10.3153190612793
"881",3,1980,0,4,2,53041.8508333334,42505.9135894775,17.3549289703369,2.73784995079041,26337.4791666667,65,8.5242977142334
"882",1,1980,0,4,3,1316812.99833334,998010.040195465,25.0272274017334,3.07780289649963,524962.714166667,1182,15.3544435501099
"883",2,1980,0,4,3,58247.92,37399.0750427246,18.0391674041748,2.79977798461914,24707.7391666667,47,7.70339012145996
"884",3,1980,0,4,3,16664.9891666667,13267.1524944305,16.6123313903809,2.76294040679932,7932.51916666667,20,5.85257768630981
"885",1,1980,0,4,4,935765.294999999,778648.590211868,31.9165210723877,3.3040623664856,364625.990833334,821,19.1783065795898
"886",2,1980,0,4,4,21302.6616666667,15205.3307189941,23.271858215332,3.05084180831909,8435.795,16,10.87526512146
"887",3,1980,0,4,4,20113.6275,16838.1390991211,21.7925701141357,2.9704098701477,7431.18416666667,19,9.47666263580322
"888",1,1980,0,4,5,500409.785833333,433989.052898407,33.6327743530273,3.34297513961792,190447.705833333,458,20.870397567749
"889",2,1980,0,4,5,13549.2558333333,11613.228302002,22.7724514007568,3.09008288383484,8114.21583333333,12,5.70931053161621
"890",3,1980,0,4,5,7712.38166666667,6998.9142074585,34.0486373901367,3.36338114738464,4628.1725,9,18.9322853088379
"891",1,1980,1,1,1,5417040.68583338,2039908.79627228,7.8581075668335,2.01528859138489,1659376.9525,3988,3.69726657867432
"892",2,1980,1,1,1,1150337.41,191159.76391983,8.13653564453125,2.06693410873413,155572.9125,346,2.55292868614197
"893",3,1980,1,1,1,171152.949166667,43885.8326263428,8.26530170440674,2.0541398525238,39115.6858333333,111,4.9633207321167
"894",1,1980,1,1,2,5105204.31833334,3417408.30012417,9.92484474182129,2.23943543434143,2878211.75916666,6565,3.98169851303101
"895",2,1980,1,1,2,765707.6575,384737.527576447,9.40414428710938,2.18652892112732,314155.238333333,608,4.62145090103149
