st,year,div_rate,stpop,lfdivlaw,unilateral,years_unilateral,years_unilateral_long,reform,evdiv50,married,married_annual,neighper,time,timesq,divx1,divx2,divx3,divx4,divx5,divx6,divx7,divx8,divx9,divx10,divx11,divx12,divx13,divx14,divx15,divx16,divx17
IA,1967,2.200000048,2793000,1970,0,-99,-99,1,0.061027259,NA,0.732893211,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1968,2.299999952,2803000,1970,0,-99,-99,1,0.061027259,NA,0.729579079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1969,2.5,2805000,1970,0,-99,-99,1,0.061027259,NA,0.726264948,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1970,2.5,2825368,1970,1,1,1,1,0.061027259,0.722950816,0.722950816,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1971,2.700000048,2851705,1970,1,1,1,1,0.061027259,NA,0.718330067,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1972,3,2860287,1970,1,3,3,1,0.061027259,NA,0.713709319,0.166666672,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1973,3.200000048,2863715,1970,1,3,3,1,0.061027259,NA,0.70908857,0.166666672,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1974,3.299999952,2867530,1970,1,5,5,1,0.061027259,NA,0.704467821,0.333333343,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1975,3.599999905,2880847,1970,1,5,5,1,0.061027259,NA,0.699847072,0.333333343,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1976,3.700000048,2903082,1970,1,7,7,1,0.061027259,NA,0.695226324,0.333333343,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1977,3.700000048,2913573,1970,1,7,7,1,0.061027259,NA,0.690605575,0.333333343,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1978,3.799999952,2918069,1970,1,9,9,1,0.061027259,NA,0.685984826,0.333333343,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1979,3.900000095,2915739,1970,1,9,9,1,0.061027259,NA,0.681364077,0.333333343,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1980,4.099999905,2913808,1970,1,11,11,1,0.061027259,0.676743329,0.676743329,0.333333343,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1981,4.099999905,2907983,1970,1,11,11,1,0.061027259,NA,0.67382099,0.333333343,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1982,3.700000048,2888189,1970,1,13,13,1,0.061027259,NA,0.670898652,0.333333343,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1983,3.599999905,2870543,1970,1,13,13,1,0.061027259,NA,0.667976314,0.333333343,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1984,3.599999905,2858618,1970,1,15,15,1,0.061027259,NA,0.665053976,0.333333343,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1985,3.700000048,2829684,1970,1,15,15,1,0.061027259,NA,0.662131637,0.5,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1986,3.599999905,2791970,1970,1,15,17,1,0.061027259,NA,0.659209299,0.5,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1987,3.700000048,2767011,1970,1,15,17,1,0.061027259,NA,0.656286961,0.5,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1988,3.799999952,2768388,1970,1,15,19,1,0.061027259,NA,0.653364623,0.5,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1989,3.799999952,2770592,1970,1,15,19,1,0.061027259,NA,0.650442284,0.5,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1990,3.900000095,2779769,1970,1,15,21,1,0.061027259,0.647519946,0.647519946,0.5,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1991,4.370837688,2791227,1970,1,15,21,1,0.061027259,NA,0.645022345,0.5,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1992,3.918881893,2806923,1970,1,15,23,1,0.061027259,NA,0.642524743,0.5,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1993,3.875164986,2820525,1970,1,15,23,1,0.061027259,NA,0.640027142,0.5,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1994,3.853437185,2829422,1970,1,15,25,1,0.061027259,NA,0.63752954,0.5,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1995,3.696063757,2840860,1970,1,15,25,1,0.061027259,NA,0.635031939,0.5,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1996,3.47554636,2848473,1970,1,15,25,1,0.061027259,NA,0.632534337,0.5,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1997,3.435753107,2854396,1970,1,15,25,1,0.061027259,NA,0.630036736,0.5,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,1998,3.336566448,2861025,1970,1,15,25,1,0.061027259,NA,0.627539134,0.5,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ID,1956,3.599999905,628000,1971,0,-99,-99,1,0.08153335,NA,0.775085318,0,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1957,3.700000048,642000,1971,0,-99,-99,1,0.08153335,NA,0.779240078,0,-11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1958,3.700000048,646000,1971,0,-99,-99,1,0.08153335,NA,0.783394837,0,-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1959,4,657000,1971,0,-99,-99,1,0.08153335,NA,0.787549597,0,-9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1960,3.900000095,671000,1971,0,-99,-99,1,0.08153335,0.791704357,0.791704357,0,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1961,3.900000095,684000,1971,0,-99,-99,1,0.08153335,NA,0.787959725,0,-7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1962,3.700000048,692000,1971,0,-99,-99,1,0.08153335,NA,0.784215093,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1963,4.099999905,683000,1971,0,-99,-99,1,0.08153335,NA,0.780470461,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1964,4.199999809,680000,1971,0,-99,-99,1,0.08153335,NA,0.776725829,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1965,4.099999905,686000,1971,0,-99,-99,1,0.08153335,NA,0.772981197,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1966,4.400000095,689000,1971,0,-99,-99,1,0.08153335,NA,0.769236565,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1967,4.5,688000,1971,0,-99,-99,1,0.08153335,NA,0.765491933,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1968,4.699999809,695000,1971,0,-99,-99,1,0.08153335,NA,0.761747301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1969,4.900000095,707000,1971,0,-99,-99,1,0.08153335,NA,0.758002669,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1970,5.099999905,713015,1971,0,-99,-99,1,0.08153335,0.754258037,0.754258037,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1971,5,738753,1971,1,1,1,1,0.08153335,NA,0.750393373,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1972,5,763237,1971,1,1,1,1,0.08153335,NA,0.746528709,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1973,5.599999905,782074,1971,1,3,3,1,0.08153335,NA,0.742664045,0.5,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1974,6,807990,1971,1,3,3,1,0.08153335,NA,0.738799381,0.5,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1975,6.300000191,831982,1971,1,5,5,1,0.08153335,NA,0.734934717,0.666666687,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1976,6.599999905,856983,1971,1,5,5,1,0.08153335,NA,0.731070054,0.666666687,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1977,6.800000191,883469,1971,1,7,7,1,0.08153335,NA,0.72720539,0.833333313,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1978,7,910690,1971,1,7,7,1,0.08153335,NA,0.723340726,0.833333313,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1979,6.900000095,932627,1971,1,9,9,1,0.08153335,NA,0.719476062,0.833333313,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1980,7,943935,1971,1,9,9,1,0.08153335,0.715611398,0.715611398,0.833333313,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1981,7,962204,1971,1,11,11,1,0.08153335,NA,0.712283832,0.833333313,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1982,6.300000191,973721,1971,1,11,11,1,0.08153335,NA,0.708956265,0.833333313,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1983,6.300000191,981869,1971,1,13,13,1,0.08153335,NA,0.705628699,0.833333313,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1984,6.199999809,990839,1971,1,13,13,1,0.08153335,NA,0.702301133,0.833333313,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1985,6.199999809,994051,1971,1,15,15,1,0.08153335,NA,0.698973566,0.833333313,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1986,6.099999905,990224,1971,1,15,15,1,0.08153335,NA,0.695646,0.833333313,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1987,5.900000095,984997,1971,1,15,17,1,0.08153335,NA,0.692318434,0.833333313,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1988,6,985664,1971,1,15,17,1,0.08153335,NA,0.688990867,0.833333313,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1989,6.300000191,994416,1971,1,15,19,1,0.08153335,NA,0.685663301,0.833333313,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1990,6.400000095,1011882,1971,1,15,19,1,0.08153335,0.682335734,0.682335734,0.833333313,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1991,6.256527424,1038915,1971,1,15,21,1,0.08153335,NA,0.679264373,0.833333313,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1992,6.282290459,1066490,1971,1,15,21,1,0.08153335,NA,0.676193011,0.833333313,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1993,6.424786091,1101204,1971,1,15,23,1,0.08153335,NA,0.673121649,0.833333313,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1994,6.101497173,1135459,1971,1,15,23,1,0.08153335,NA,0.670050287,0.833333313,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1995,5.836909771,1165000,1971,1,15,25,1,0.08153335,NA,0.666978925,0.833333313,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1996,5.893714428,1187706,1971,1,15,25,1,0.08153335,NA,0.663907564,0.833333313,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1997,5.90349865,1210638,1971,1,15,25,1,0.08153335,NA,0.660836202,0.833333313,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ID,1998,5.701412678,1230923,1971,1,15,25,1,0.08153335,NA,0.65776484,0.833333313,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IL,1956,NA,9530000,2000,0,-99,-99,0,0.070372581,NA,0.72582612,0,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1957,NA,9668000,2000,0,-99,-99,0,0.070372581,NA,0.727629972,0,-11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1958,2.099999905,9886000,2000,0,-99,-99,0,0.070372581,NA,0.729433823,0,-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1959,2.299999952,9986000,2000,0,-99,-99,0,0.070372581,NA,0.731237674,0,-9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1960,2.200000048,10086000,2000,0,-99,-99,0,0.070372581,0.733041525,0.733041525,0,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1961,2.599999905,10130000,2000,0,-99,-99,0,0.070372581,NA,0.729753667,0,-7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1962,1.799999952,10280000,2000,0,-99,-99,0,0.070372581,NA,0.726465809,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1963,2,10402000,2000,0,-99,-99,0,0.070372581,NA,0.723177952,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1964,2,10580000,2000,0,-99,-99,0,0.070372581,NA,0.719890094,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1965,2.299999952,10693000,2000,0,-99,-99,0,0.070372581,NA,0.716602236,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1966,2.599999905,10836000,2000,0,-99,-99,0,0.070372581,NA,0.713314378,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1967,2.599999905,10947000,2000,0,-99,-99,0,0.070372581,NA,0.71002652,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1968,2.900000095,10995000,2000,0,-99,-99,0,0.070372581,NA,0.706738663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1969,3.299999952,11039000,2000,0,-99,-99,0,0.070372581,NA,0.703450805,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1970,3.299999952,11110285,2000,0,-99,-99,0,0.070372581,0.700162947,0.700162947,0.200000003,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1971,3.599999905,11202397,2000,0,-99,-99,0,0.070372581,NA,0.693191266,0.200000003,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1972,3.799999952,11251948,2000,0,-99,-99,0,0.070372581,NA,0.686219585,0.400000006,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1973,4,11251367,2000,0,-99,-99,0,0.070372581,NA,0.679247904,0.600000024,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1974,4.300000191,11262145,2000,0,-99,-99,0,0.070372581,NA,0.672276223,0.600000024,6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1975,4.5,11291743,2000,0,-99,-99,0,0.070372581,NA,0.665304542,0.600000024,7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1976,4.599999905,11342853,2000,0,-99,-99,0,0.070372581,NA,0.65833286,0.600000024,8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1977,4.300000191,11386316,2000,0,-99,-99,0,0.070372581,NA,0.651361179,0.600000024,9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1978,4.400000095,11412561,2000,0,-99,-99,0,0.070372581,NA,0.644389498,0.600000024,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1979,4.599999905,11396837,2000,0,-99,-99,0,0.070372581,NA,0.637417817,0.600000024,11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1980,4.5,11426518,2000,0,-99,-99,0,0.070372581,0.630446136,0.630446136,0.600000024,12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1981,4.5,11443458,2000,0,-99,-99,0,0.070372581,NA,0.626477915,0.600000024,13,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1982,4.300000191,11423412,2000,0,-99,-99,0,0.070372581,NA,0.622509694,0.600000024,14,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1983,4.400000095,11408818,2000,0,-99,-99,0,0.070372581,NA,0.618541473,0.600000024,15,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1984,4.199999809,11412132,2000,0,-99,-99,0,0.070372581,NA,0.614573252,0.600000024,16,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1985,4.199999809,11399806,2000,0,-99,-99,0,0.070372581,NA,0.610605031,0.600000024,17,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1986,4,11387257,2000,0,-99,-99,0,0.070372581,NA,0.60663681,0.600000024,18,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1987,4.099999905,11391178,2000,0,-99,-99,0,0.070372581,NA,0.602668589,0.600000024,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1988,4,11390183,2000,0,-99,-99,0,0.070372581,NA,0.598700368,0.600000024,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1989,4,11409782,2000,0,-99,-99,0,0.070372581,NA,0.594732147,0.600000024,21,441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1990,4,11446979,2000,0,-99,-99,0,0.070372581,0.590763927,0.590763927,0.600000024,22,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1991,NA,11535973,2000,0,-99,-99,0,0.070372581,NA,0.590221095,0.600000024,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1992,3.747250795,11635197,2000,0,-99,-99,0,0.070372581,NA,0.589678264,0.600000024,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1993,3.701011419,11725984,2000,0,-99,-99,0,0.070372581,NA,0.589135432,0.600000024,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1994,3.661842585,11804986,2000,0,-99,-99,0,0.070372581,NA,0.588592601,0.600000024,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1995,3.264637232,11884935,2000,0,-99,-99,0,0.070372581,NA,0.588049769,0.600000024,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1996,3.379903793,11953003,2000,0,-99,-99,0,0.070372581,NA,0.587506938,0.600000024,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1997,3.330722332,12011509,2000,0,-99,-99,0,0.070372581,NA,0.586964107,0.600000024,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IL,1998,3.359549284,12069774,2000,0,-99,-99,0,0.070372581,NA,0.586421275,0.600000024,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IN,1956,2.700000048,4458000,1973,0,-99,-99,1,0.081448704,NA,0.754746342,0,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1957,2.792387486,4529000,1973,0,-99,-99,1,0.081448704,NA,0.756318736,0,-11,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1958,2.673986435,4583000,1973,0,-99,-99,1,0.081448704,NA,0.75789113,0,-10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1959,1.71231699,4613000,1973,0,-99,-99,1,0.081448704,NA,0.759463525,0,-9,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1960,2.700000048,4674000,1973,0,-99,-99,1,0.081448704,0.761035919,0.761035919,0,-8,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1961,3.200000048,4730000,1973,0,-99,-99,1,0.081448704,NA,0.758049369,0,-7,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1962,3.299999952,4736000,1973,0,-99,-99,1,0.081448704,NA,0.755062819,0,-6,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1963,3.200000048,4799000,1973,0,-99,-99,1,0.081448704,NA,0.752076268,0,-5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1964,3.299999952,4856000,1973,0,-99,-99,1,0.081448704,NA,0.749089718,0,-4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1965,3.900000095,4922000,1973,0,-99,-99,1,0.081448704,NA,0.746103168,0,-3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1966,3.599999905,4999000,1973,0,-99,-99,1,0.081448704,NA,0.743116617,0,-2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1967,3.599999905,5053000,1973,0,-99,-99,1,0.081448704,NA,0.740130067,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1968,4.699999809,5093000,1973,0,-99,-99,1,0.081448704,NA,0.737143517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1969,4.599999905,5143000,1973,0,-99,-99,1,0.081448704,NA,0.734156966,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1970,NA,5195392,1973,0,-99,-99,1,0.081448704,0.731170416,0.731170416,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,1971,NA,5253396,1973,0,-99,-99,1,0.081448704,NA,0.724971002,0,3,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,1972,NA,5302435,1973,0,-99,-99,1,0.081448704,NA,0.718771589,0.5,4,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,1973,NA,5338277,1973,1,1,1,1,0.081448704,NA,0.712572175,0.5,5,25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,1974,6.300000191,5361890,1973,1,1,1,1,0.081448704,NA,0.706372762,0.5,6,36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
IN,1975,NA,5365766,1973,1,3,3,1,0.081448704,NA,0.700173348,0.5,7,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,1976,5.800000191,5389088,1973,1,3,3,1,0.081448704,NA,0.693973935,0.5,8,64,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
IN,1977,6.199999809,5425638,1973,1,5,5,1,0.081448704,NA,0.687774521,0.5,9,81,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
IN,1978,7.400000095,5470214,1973,1,5,5,1,0.081448704,NA,0.681575108,0.5,10,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1979,7.599999905,5501174,1973,1,7,7,1,0.081448704,NA,0.675375694,0.5,11,121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1980,7.300000191,5490224,1973,1,7,7,1,0.081448704,0.66917628,0.66917628,0.5,12,144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1981,6.400000095,5480435,1973,1,9,9,1,0.081448704,NA,0.665126532,0.5,13,169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1982,6.5,5467922,1973,1,9,9,1,0.081448704,NA,0.661076784,0.5,14,196,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1983,6.199999809,5450395,1973,1,11,11,1,0.081448704,NA,0.657027036,0.5,15,225,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1984,5.900000095,5458322,1973,1,11,11,1,0.081448704,NA,0.652977288,0.5,16,256,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1985,6.400000095,5459211,1973,1,13,13,1,0.081448704,NA,0.64892754,0.5,17,289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1986,6.400000095,5454108,1973,1,13,13,1,0.081448704,NA,0.644877791,0.5,18,324,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
IN,1987,6.400000095,5473012,1973,1,15,15,1,0.081448704,NA,0.640828043,0.5,19,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1988,NA,5491735,1973,1,15,15,1,0.081448704,NA,0.636778295,0.5,20,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1989,6.300000191,5523693,1973,1,15,17,1,0.081448704,NA,0.632728547,0.5,21,441,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IN,1990,7.099999905,5555097,1973,1,15,17,1,0.081448704,0.628678799,0.628678799,0.5,22,484,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
IN,1991,NA,5602062,1973,1,15,19,1,0.081448704,NA,0.626706111,0.5,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1992,NA,5648649,1973,1,15,19,1,0.081448704,NA,0.624733424,0.5,24,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1993,NA,5701965,1973,1,15,21,1,0.081448704,NA,0.622760737,0.5,25,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1994,NA,5745626,1973,1,15,21,1,0.081448704,NA,0.62078805,0.5,26,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1995,NA,5791819,1973,1,15,23,1,0.081448704,NA,0.618815362,0.5,27,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1996,NA,5834908,1973,1,15,23,1,0.081448704,NA,0.616842675,0.5,28,784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1997,NA,5872370,1973,1,15,25,1,0.081448704,NA,0.614869988,0.5,29,841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IN,1998,NA,5907617,1973,1,15,25,1,0.081448704,NA,0.612897301,0.5,30,900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KS,1956,2.299999952,2119000,1969,0,-99,-99,1,0.066327639,NA,0.754622674,0.25,-12,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
