state,year,cigsale,age15to24,retprice,imposed_tax
20,1985,105.0999985,0.16359958052635198,95.80000305,0
20,1986,103.0999985,0.158612505,104,0
20,1987,101.3000031,0.153625414,113.6999969,0
20,1988,92.90000153,0.148638323,123.3000031,0
20,1989,93.80000305,0.143651232,139.3000031,0
20,1990,89.90000153,0.138664141,143.3999939,0
20,1991,92.40000153,,152.1999969,0
20,1992,90.59999847,,169.5,0
20,1993,91.09999847,,177.1999969,0
20,1994,85.90000153,,169.6000061,0
20,1995,88.5,,170.6999969,0
20,1996,86.19999695,,175.5,0
20,1997,85.5,,184.8000031,0
20,1998,83.09999847,,194.6000061,0
20,1999,86.59999847,,214.6000061,0
20,2000,77.59999847,,288.29998779296903,0
21,1970,189.5,0.16155418753623998,38.90000153,0
21,1971,190.5,0.163773775,44,0
21,1972,198.6000061,0.165993348,40.59999847,0
21,1973,201.5,0.168212935,40.29999924,0
21,1974,204.6999969,0.170432508,41.90000153,0
21,1975,205.1999969,0.17265209555625902,44.5,0
21,1976,201.3999939,0.17487168312072798,44.90000153,0
21,1977,190.8000031,0.17709125578403498,49.29999924,0
21,1978,187,0.17931084334850306,54.29999924,0
21,1979,183.3000031,0.181530416,57.09999847,0
21,1980,177.6999969,0.183750004,63.09999847,0
21,1981,171.8999939,0.178541943,63.29999924,0
21,1982,165.1000061,0.17333388328552202,71.59999847,0
21,1983,159.1999969,0.16812582314014402,81.90000153,0
21,1984,136.6000061,0.16291776299476599,99.80000305,0
21,1985,146.6999969,0.15770970284938798,109.3000031,0
21,1986,142.6000061,0.152501643,106.5999985,0
21,1987,147.6999969,0.14729358255863198,114,0
21,1988,141.8999939,0.14208552241325398,129.6000061,0
21,1989,137.8999939,0.13687746226787598,145.6000061,0
21,1990,137.3000031,0.131669402,173.6999969,0
21,1991,115.5,,186.3000031,0
21,1992,110,,193.8000031,0
21,1993,108.0999985,,196.8000031,0
21,1994,105.1999969,,190.3000031,0
21,1995,100.9000015,,190.3999939,0
21,1996,99,,195,0
21,1997,95.59999847,,198.5,0
21,1998,102.4000015,,200.6000061,0
21,1999,103.9000015,,225.8000031,0
21,2000,93.19999695,,303.5,0
22,1970,265.70001220703097,0.17073170840740196,31.399999618530305,0
22,1971,278,0.17233389616012598,34.09999847,0
22,1972,296.20001220703097,0.173936069,36.09999847,0
22,1973,279,0.175538257,36.90000153,0
22,1974,269.79998779296903,0.17714043,37.90000153,0
22,1975,269.1000061,0.178742617,40.79999924,0
22,1976,290.5,0.180344805,43.90000153,0
22,1977,278.79998779296903,0.18194697797298398,45,0
22,1978,269.6000061,0.183549166,49.70000076,0
22,1979,254.6000061,0.18515133857727106,53.20000076,0
22,1980,247.8000031,0.18675352632999398,55.29999924,0
22,1981,245.3999939,0.182374835,58.40000153,0
22,1982,239.8000031,0.177996144,67,0
22,1983,232.8999939,0.173617467,74.69999695,0
22,1984,215.1000061,0.169238776,90.5,0
22,1985,201.1000061,0.164860085,89.19999695,0
22,1986,195.8999939,0.160481393,100,0
22,1987,195.1000061,0.156102702,102,0
22,1988,180.3999939,0.15172402560710901,113.5,0
22,1989,172.8999939,0.147345334,125.9000015,0
22,1990,152.3999939,0.142966643,135.8999939,0
22,1991,144.8000031,,153.8999939,0
22,1992,143.6999969,,164.3999939,0
22,1993,148.8999939,,181.1000061,0
22,1994,153.8000031,,157.8000031,0
22,1995,158.5,,163.8999939,0
22,1996,158,,168.6000061,0
22,1997,174.3999939,,176.6000061,0
22,1998,173.8000031,,197,0
22,1999,171.6999969,,222.8000031,0
22,2000,147.3000031,,313.8999939,0
23,1970,90,0.18485742807388292,39.70000076,0
23,1971,92.59999847,0.18609540164470692,41.70000076,0
23,1972,99.30000305,0.18733337521552998,41.09999847,0
23,1973,98.90000153,0.18857134878635398,41.79999924,0
23,1974,100.3000031,0.18980932235717798,43.70000076,0
23,1975,103.0999985,0.191047281,46.29999924,0
23,1976,102.4000015,0.19228525459766396,49.5,0
23,1977,102.4000015,0.193523228,51.59999847,0
23,1978,103.0999985,0.194761202,56,0
23,1979,101,0.195999175,57.59999847,0
23,1980,102.6999969,0.19723714888095892,62.59999847,0
23,1981,103,0.191505611,63,0
23,1982,97.5,0.18577408790588398,69.40000152587889,0
23,1983,96.30000305,0.18004254996776606,79.59999847,0
23,1984,88.90000153,0.17431101202964802,90.19999695,0
23,1985,88,0.168579489,97.5,0
23,1986,88.19999695,0.162847951,101.1999969,0
23,1987,82.30000305,0.157116413,110.1999969,0
23,1988,77.69999695,0.15138487517833701,113.6999969,0
23,1989,74.40000153,0.145653352,127.1999969,0
23,1990,70.80000305,0.139921814,133.6000061,0
23,1991,69.90000152587889,,146.8999939,0
23,1992,71.40000153,,165.3999939,0
23,1993,69,,172.1999969,0
23,1994,68.19999695,,158.3999939,0
23,1995,67,,163.5,0
23,1996,65.69999695,,170.8000031,0
23,1997,61.79999924,,176,0
23,1998,62.59999847,,183.8000031,0
23,1999,59.70000076,,201.8000031,0
23,2000,53.79999924,,279.79998779296903,0
24,1970,172.3999939,0.193548381,27.29999924,0
24,1971,187.6000061,0.19367671012878399,29.399999618530305,0
24,1972,214.1000061,0.193805039,28.70000076,0
24,1973,226.5,0.19393336772918696,28.899999618530305,0
24,1974,227.3000031,0.194061697,30.100000381469695,0
24,1975,226,0.19419002532958998,32.90000153,0
24,1976,230.1999969,0.194318369,35.79999924,0
24,1977,217,0.19444669783115398,36.59999847,0
24,1978,205.5,0.19457502663135506,41.79999924,0
24,1979,197.3000031,0.194703355,43.70000076,0
24,1980,187.8000031,0.194831684,47.29999924,0
24,1981,179.3000031,0.190966532,50,0
24,1982,179,0.187101394,55.5,0
24,1983,169.8000031,0.18323624134063696,66,0
24,1984,160.6000061,0.179371104,75,0
24,1985,156.3000031,0.175505951,78.90000153,0
24,1986,154.3999939,0.171640798,83.69999695,0
24,1987,150.5,0.167775661,90.59999847,0
24,1988,146,0.163910508,96,0
24,1989,139.3000031,0.16004537,107.5999985,0
24,1990,133.6999969,0.15618021786212902,116.4000015,0
24,1991,132.6999969,,126.5999985,0
24,1992,128.8999939,,145,0
24,1993,129.6999969,,153.5,0
24,1994,112.6999969,,135.8999939,0
24,1995,124.9000015,,142.3000031,0
24,1996,129.6999969,,145.6000061,0
24,1997,125.5999985,,152,0
24,1998,126,,167.6000061,0
24,1999,113.0999985,,186.8000031,0
24,2000,109,,257.29998779296903,0
25,1970,93.80000305,0.184466019,37.29999924,0
25,1971,98.5,0.186386958,38.90000153,0
25,1972,103.8000031,0.188307881,38.90000153,0
25,1973,108.6999969,0.19022881984710704,39.40000153,0
25,1974,110.5,0.192149743,39.90000153,0
25,1975,117.9000015,0.194070682,42.59999847,0
25,1976,125.4000015,0.19599162042141002,45.90000153,0
25,1977,122.1999969,0.197912544,47.40000153,0
25,1978,121.9000015,0.19983348250389105,53.20000076,0
25,1979,121.3000031,0.201754406,55,0
25,1980,123.6999969,0.20367534458637196,59.59999847,0
25,1981,125.6999969,0.19795687496662093,62,0
25,1982,126.8000031,0.19223839044570892,67.80000305,0
25,1983,119.5999985,0.186519921,77.90000153,0
25,1984,109.4000015,0.180801436,94.40000153,0
25,1985,103.1999969,0.17508296668529502,100.5999985,0
25,1986,99.80000305,0.16936449706554402,104.1999969,0
25,1987,92.30000305,0.16364601254463199,110.3000031,0
25,1988,87.09999847,0.15792754292488098,123.3000031,0
25,1989,84.09999847,0.152209058,135.8999939,0
25,1990,77.09999847,0.14649058878421806,144.3000031,0
25,1991,85.19999695,,159.8000031,0
25,1992,74.30000305,,168.3000031,0
25,1993,83,,177.6000061,0
25,1994,81,,180.1000061,0
25,1995,80.59999847,,179.5,0
25,1996,80.80000305,,182.6999969,0
25,1997,77.5,,194.1000061,0
25,1998,79.09999847,,205.1999969,0
25,1999,74.69999695,,223.6000061,0
25,2000,72.5,,297.5,0
26,1970,121.5999985,0.173219487,36.59999847,0
26,1971,124.5999985,0.17453987896442402,38.09999847,0
26,1972,124.4000015,0.175860271,38.40000153,0
26,1973,120.5,0.177180663,42,0
26,1974,122.0999985,0.178501055,42.90000153,0
26,1975,122.5,0.17982144653797102,46,0
26,1976,124.5999985,0.181141838,48.5,0
26,1977,127.3000031,0.18246223032474496,49.79999924,0
26,1978,131.3000031,0.183782622,53.90000153,0
26,1979,130.8999939,0.18510301411151892,56.29999924,0
26,1980,133.5,0.186423406,58.70000076,0
26,1981,132.8000031,0.18227963149547602,61.40000153,0
26,1982,134,0.17813585698604606,68.30000305,0
26,1983,130,0.173992082,82.5,0
26,1984,127.0999985,0.169848308,89.19999695,0
26,1985,126.6999969,0.165704519,92.19999695,0
26,1986,126.3000031,0.161560744,98.09999847,0
26,1987,124.5999985,0.15741696953773499,102.1999969,0
26,1988,122.4000015,0.153273195,108.4000015,0
26,1989,118.5999985,0.14912942051887498,120.5,0
26,1990,115.5,0.144985646,135.3999939,0
26,1991,113.1999969,,139.8000031,0
26,1992,112.3000031,,159.6000061,0
26,1993,108.9000015,,162.5,0
26,1994,108.5999985,,151.1999969,0
26,1995,111.6999969,,155.6000061,0
26,1996,107.5999985,,159.6999969,0
26,1997,108.5999985,,166.8000031,0
26,1998,106.4000015,,172.8999939,0
26,1999,104,,193.1999969,0
26,2000,99.90000153,,265.3999939,0
27,1970,108.4000015,0.175459161,38.40000153,0
27,1971,115.4000015,0.176524818,39.79999924,0
27,1972,121.6999969,0.177590474,39.79999924,0
27,1973,124.0999985,0.17865611612796806,40.40000153,0
27,1974,130.5,0.179721773,41,0
27,1975,132.8999939,0.18078742921352398,43.59999847,0
27,1976,138.6000061,0.181853086,46.40000153,0
27,1977,140.3999939,0.18291874229907998,47.90000153,0
27,1978,143.6000061,0.18398438394069694,53.09999847,0
27,1979,141.6000061,0.18505004048347493,55.5,0
27,1980,141.6000061,0.186115697,62.90000153,0
27,1981,143.6999969,0.181768253,65.80000305,0
27,1982,147,0.17742081,71.69999695,0
27,1983,140,0.173073366,83.90000153,0
27,1984,128.1000061,0.168725923,93.30000305,0
27,1985,124.1999969,0.16437849402427698,95.09999847,0
27,1986,119.9000015,0.16003105044364901,104.5999985,0
27,1987,113.0999985,0.155683607,114.4000015,0
27,1988,103.5999985,0.15133616328239402,122.5999985,0
27,1989,97.5,0.14698872,133.3999939,0
27,1990,88.40000153,0.142641276,146.1000061,0
27,1991,87.80000305,,149.1000061,0
27,1992,86.30000305,,170.6000061,0
27,1993,86.19999695,,182.3999939,0
27,1994,104.8000031,,163.3999939,0
27,1995,109.5,,161.1000061,0
27,1996,110.8000031,,162.6999969,0
27,1997,111.8000031,,172,0
27,1998,112.1999969,,183.6000061,0
27,1999,111.4000015,,203.3999939,0
27,2000,108.9000015,,272.6000061,0
28,1970,107.3000031,0.163375989,38.40000153,0
28,1971,106.3000031,0.165084586,44.70000076,0
28,1972,109,0.166793168,44.70000076,0
28,1973,110.6999969,0.16850176453590401,44.90000153,0
28,1974,114.1999969,0.170210347,46.59999847,0
28,1975,114.5999985,0.171918944,49.79999924,0
28,1976,118.8000031,0.17362754046917006,52.29999924,0
28,1977,120.0999985,0.17533612251281694,53.29999924,0
28,1978,122.3000031,0.177044719,57.40000153,0
28,1979,122.5999985,0.178753302,60.59999847,0
28,1980,124,0.18046189844608296,61.29999924,0
28,1981,125.1999969,0.17645558714866602,64.80000305,0
28,1982,123.3000031,0.172449291,69.80000305,0
28,1983,125.3000031,0.168442979,81.69999695,0
28,1984,115.3000031,0.164436668,97.69999695,0
28,1985,115.8000031,0.160430372,100.0999985,0
28,1986,113.9000015,0.15642406,104.9000015,0
28,1987,110.5999985,0.152417749,110,0
28,1988,107.5999985,0.148411438,112.3000031,0
28,1989,107.0999985,0.144405141,122.8000031,0
28,1990,101.3000031,0.14039883017539995,133.6999969,0
28,1991,102.5,,144.1000061,0
28,1992,96.19999695,,176.1999969,0
28,1993,94.69999695,,183.8000031,0
28,1994,95.40000153,,158.1000061,0
28,1995,95.40000153,,161.6999969,0
28,1996,93.30000305,,169.3999939,0
28,1997,92.90000153,,176.5,0
28,1998,92.09999847,,190.8999939,0
28,1999,91.09999847,,205,0
28,2000,87.90000153,,280.1000061,0
29,1970,123.9000015,0.18315789103507998,39.29999924,0
29,1971,123.1999969,0.183849499,40.20000076,0
29,1972,134.3999939,0.18454109132289892,41.59999847,0
29,1973,142,0.185232699,40.59999847,0
29,1974,146.1000061,0.185924307,41.29999924,0
29,1975,154.6999969,0.186615914,44.29999924,0
29,1976,150.1999969,0.187307507,52.20000076,0
29,1977,148.8000031,0.187999114,52.29999924,0
29,1978,146.8000031,0.188690722,56.29999924,0
29,1979,145.8000031,0.18938231468200692,58.70000076,0
29,1980,149.3000031,0.19007392227649691,60,0
29,1981,151.1999969,0.186410457,64.5,0
29,1982,146.3000031,0.18274699151516002,71.59999847,0
29,1983,135.8000031,0.179083511,84,0
29,1984,136.8999939,0.17542004585266102,94.80000305,0
29,1985,133.3999939,0.17175658047199202,100.3000031,0
29,1986,136.3000031,0.168093115,101.8000031,0
29,1987,124.4000015,0.16442964971065502,113.5,0
29,1988,138,0.16076616942882502,121.5,0
29,1989,120.8000031,0.157102704,134.8000031,0
29,1990,101.4000015,0.15343923866748801,150.8999939,0
29,1991,103.5999985,,170.3000031,0
29,1992,100.0999985,,190,0
29,1993,94.09999847,,197.8999939,0
29,1994,91.90000153,,168.8999939,0
29,1995,90.80000305,,209.6000061,0
29,1996,87.5,,214.8999939,0
29,1997,90,,217,0
29,1998,88.69999695,,232.1999969,0
29,1999,86.90000153,,251.6999969,0
29,2000,83.09999847,,322.8999939,0
30,1970,103.5999985,0.20030875504016896,32.5,0
30,1971,115,0.20048928260803198,34.29999924,0
30,1972,118.6999969,0.20066981017589602,34.09999847,0
30,1973,125.5,0.20085033774375896,33.5,0
30,1974,129.6999969,0.20103086531162306,35.20000076,0
30,1975,130.5,0.201211393,38.09999847,0
30,1976,136.8000031,0.20139192,41,0
30,1977,137.1999969,0.201572448,42.20000076,0
30,1978,140.3999939,0.2017529755830761,49.20000076,0
30,1979,135.6999969,0.20193350315094002,50.20000076,0
30,1980,138.3000031,0.202114031,52.29999924,0
30,1981,136.1000061,0.19768899679184002,54.70000076,0
30,1982,136,0.193263978,61.90000153,0
30,1983,131.1000061,0.188838944,72.40000153,0
30,1984,127,0.184413925,81.30000305,0
30,1985,125.4000015,0.179988891,83,0
30,1986,126.5999985,0.17556385695934304,88.69999695,0
30,1987,126.5999985,0.171138838,95.30000305,0
30,1988,124.4000015,0.166713804,99.90000153,0
30,1989,122.4000015,0.162288785,111.9000015,0
30,1990,118.5999985,0.15786375105380998,125.1999969,0
30,1991,121.5,,129,0
30,1992,112.8000031,,151.8999939,0
30,1993,115.1999969,,164.5,0
30,1994,112.1999969,,139.1000061,0
30,1995,109.1999969,,140,0
30,1996,102.9000015,,149.5,0
30,1997,124.5,,153.8999939,0
30,1998,126.9000015,,165.3000031,0
30,1999,109.4000015,,179.6000061,0
30,2000,103.9000015,,255.3000031,0
31,1970,92.69999695,0.17867867648601501,38.5,0
31,1971,96.69999695,0.180492431,38.5,0
31,1972,103,0.182306185,39.09999847,0
31,1973,103.5,0.18411994,39.59999847,0
31,1974,108.4000015,0.185933694,40.40000153,0
31,1975,113.5,0.187747449,42.79999924,0
31,1976,116.6999969,0.189561188,45,0
31,1977,115.5999985,0.19137494266033198,46.40000153,0
31,1978,116.9000015,0.193188697,53.20000076,0
31,1979,117.4000015,0.19500245153904008,54.09999847,0
31,1980,114.6999969,0.19681620597839397,58.79999924,0
31,1981,115.6999969,0.19100962579250305,62.29999924,0
31,1982,113,0.185203031,68,0
31,1983,109.8000031,0.179396451,78.80000305,0
31,1984,105.6999969,0.17358987,89.80000305,0
31,1985,104.4000015,0.16778329,92.30000305,0
31,1986,97,0.161976695,108.5,0
31,1987,95.80000305,0.15617011487483998,113.6999969,0
31,1988,91.90000153,0.150363535,124.6999969,0
31,1989,87.40000153,0.14455694,130.1000061,0
31,1990,88.30000305,0.138750359,138.8999939,0
31,1991,91.80000305,,150.3000031,0
31,1992,93,,163,0
31,1993,91.59999847,,180.3000031,0
31,1994,94.80000305,,154.3999939,0
31,1995,98.59999847,,162.1000061,0
31,1996,92.30000305,,171.1999969,0
31,1997,88.80000305,,181.6999969,0
31,1998,88.30000305,,192.8000031,0
31,1999,83.5,,207.8999939,0
31,2000,75.09999847,,272.8999939,0
32,1970,99.80000305,0.17804381251335102,39.90000153,0
32,1971,106.3000031,0.17881926894187902,41.59999847,0
32,1972,111.5,0.17959471,41.59999847,0
32,1973,109.6999969,0.180370152,40.79999924,0
32,1974,114.8000031,0.18114560842514002,42.5,0
32,1975,117.4000015,0.181921065,45.29999924,0
32,1976,121.6999969,0.182696506,48.29999924,0
32,1977,124.5999985,0.18347194790840105,49.59999847,0
32,1978,127.3000031,0.184247404,54.79999924,0
32,1979,127.1999969,0.18502286076545701,57.29999924,0
32,1980,130.3999939,0.18579830229282399,60.29999924,0
32,1981,129.1000061,0.182105228,63.70000076,0
32,1982,131.3999939,0.17841215431690194,68.30000305,0
32,1983,129,0.174719065,79.09999847,0
32,1984,125.0999985,0.171025991,88.30000305,0
32,1985,128.6999969,0.167332917,92.5,0
32,1986,129,0.163639843,98.80000305,0
32,1987,130.6000061,0.15994676947593695,103.5,0
32,1988,125.3000031,0.15625368058681502,112.0999985,0
32,1989,124.6999969,0.152560607,121.5,0
32,1990,121.8000031,0.148867533,135,0
32,1991,120.5999985,,137.3999939,0
32,1992,121,,163.8999939,0
32,1993,120.8000031,,170.1999969,0
32,1994,118.8000031,,150.3000031,0
32,1995,125.4000015,,153,0
32,1996,119.1999969,,155.8999939,0
32,1997,118.9000015,,161.1000061,0
32,1998,119.6999969,,167.6999969,0
32,1999,115.5999985,,189.5,0
32,2000,108.6999969,,261.20001220703097,0
33,1970,106.4000015,0.183141351,40.40000153,0
33,1971,108.9000015,0.18430855870246896,42,0
33,1972,108.5999985,0.18547576665878304,46.90000153,0
33,1973,110.4000015,0.18664297461509696,46.40000153,0
33,1974,114.6999969,0.18781018257141105,47.5,0
33,1975,116,0.188977391,50.59999847,0
33,1976,121.4000015,0.19014458358287809,53.29999924,0
33,1977,124.1999969,0.19131179153919198,53.29999924,0
33,1978,126.5999985,0.19247899949550604,59.09999847,0
33,1979,126.4000015,0.193646207,62.20000076,0
33,1980,129.6999969,0.194813415,63.70000076,0
33,1981,129,0.19055005908012398,66.90000152587889,0
33,1982,131.1999969,0.18628671765327492,73.80000305,0
33,1983,126.4000015,0.18202336132526398,84.09999847,0
33,1984,117.1999969,0.177760005,93.80000305,0
33,1985,115.9000015,0.17349666357040394,102.0999985,0
33,1986,113.6999969,0.16923330724239302,105.5,0
33,1987,105.8000031,0.164969951,114.4000015,0
33,1988,96.5,0.160706595,128,0
33,1989,94.5,0.156443253,137,0
33,1990,85.59999847,0.15217989683151198,145.6999969,0
33,1991,79.40000153,,173.6000061,0
33,1992,77.19999695,,186,0
33,1993,81.30000305,,204.6000061,0
33,1994,78.80000305,,177.6999969,0
33,1995,75.19999695,,185,0
33,1996,74.59999847,,188.3999939,0
33,1997,72.59999847,,189.8000031,0
33,1998,73.19999695,,201.8000031,0
33,1999,67.59999847412111,,225,0
33,2000,69.30000305,,292.29998779296903,0
34,1970,65.5,0.202077433,34.59999847,0
34,1971,67.69999695,0.20206134,36.59999847,0
34,1972,71.30000305,0.20204524695873305,37.20000076,0
34,1973,72.69999695,0.202029154,36.5,0
34,1974,75.59999847,0.20201306045055398,37.79999924,0
34,1975,75.80000305,0.20199696719646493,40.5,0
34,1976,77.90000153,0.201980874,43.40000153,0
34,1977,78,0.20196478068828602,44.70000076,0
34,1978,79.59999847,0.20194868743419608,49.5,0
34,1979,79.09999847,0.201932594,53.70000076,0
34,1980,74.80000305,0.201916501,57.20000076,0
34,1981,77.59999847,0.198394999,62.70000076,0
34,1982,73.59999847,0.19487349689006797,68.09999847412111,0
34,1983,69,0.191351995,82,0
34,1984,66.30000305,0.18783049285411801,95.30000305,0
34,1985,66.5,0.184309006,104.5999985,0
34,1986,64.40000152587889,0.18078750371932997,103.5,0
34,1987,67.69999695,0.177266002,108.5999985,0
34,1988,55,0.17374449968338002,122.9000015,0
34,1989,57,0.17022299766540502,135.6000061,0
34,1990,53.40000153,0.166701496,151.8999939,0
34,1991,53.5,,167.1000061,0
34,1992,55,,170.1000061,0
34,1993,56.20000076,,180.1000061,0
34,1994,55.79999924,,160.3999939,0
34,1995,52,,168.8000031,0
34,1996,54,,174.8999939,0
34,1997,57,,186.1999969,0
34,1998,42.29999924,,222.6999969,0
34,1999,43.90000153,,243.6999969,0
34,2000,40.70000076,,312.8999939,0
35,1970,122.5999985,0.17977528274059304,37.70000076,0
35,1971,124.4000015,0.18136721849441506,39.5,0
35,1972,138,0.182959169,40,0
35,1973,146.8000031,0.18455112,39.79999924,0
35,1974,151.8000031,0.18614305555820496,41.29999924,0
35,1975,155.5,0.18773499131202692,41.79999924,0
35,1976,171.1000061,0.18932694196701005,47.09999847,0
35,1977,169.3999939,0.190918893,47,0
35,1978,162.3999939,0.192510828,52.5,0
35,1979,160.8999939,0.19410276412963892,54.79999924,0
35,1980,161.6000061,0.19569471478462197,58.90000153,0
35,1981,163.8000031,0.191106632,61,0
35,1982,162.3000031,0.18651853501796692,66.80000305,0
35,1983,153.8000031,0.181930453,77,0
35,1984,144.3000031,0.177342355,90.59999847,0
35,1985,144.5,0.172754273,95.5,0
35,1986,131.1999969,0.16816619,104.9000015,0
35,1987,128.3000031,0.163578093,113.8000031,0
35,1988,128.6999969,0.15899001061916399,123.6999969,0
35,1989,120.9000015,0.15440191328525502,129.6999969,0
35,1990,124.3000031,0.14981383085250902,143.6999969,0
35,1991,120.9000015,,150.1000061,0
35,1992,126.5,,168,0
35,1993,117.1999969,,173.8000031,0
35,1994,120.3000031,,159.6000061,0
35,1995,123.1999969,,160.1000061,0
35,1996,102.5,,196.3999939,0
35,1997,97.69999695,,201.8999939,0
35,1998,97,,213.8999939,0
35,1999,94.09999847,,233.6999969,0
35,2000,88.90000153,,301.1000061,0
36,1970,124.3000031,0.189421624,28.79999924,0
36,1971,128.3999939,0.18987351655960105,30.20000076,0
36,1972,137,0.190325409,29.899999618530305,0
36,1973,143.1000061,0.1907772868871689,30.100000381469695,0
36,1974,149.6000061,0.19122917950153398,31.29999924,0
36,1975,152.6999969,0.19168107211589802,33.59999847,0
36,1976,158.1000061,0.192132965,37.90000153,0
36,1977,157.6999969,0.19258485734462694,38.40000153,0
36,1978,155.8999939,0.19303673505783106,42.79999924,0
36,1979,151.8000031,0.19348862767219505,45.79999924,0
36,1980,148.8999939,0.19394052028655998,48.5,0
36,1981,149.8999939,0.189806134,51.79999924,0
36,1982,147.3999939,0.185671732,56.40000153,0
36,1983,144.6999969,0.18153733,68.80000305,0
36,1984,136.8000031,0.17740294337272602,76,0
36,1985,134.6000061,0.173268557,83.59999847,0
36,1986,135.8000031,0.169134155,91.30000305,0
36,1987,133,0.164999753,94.59999847,0
36,1988,129.5,0.16086536645889302,102.0999985,0
36,1989,122.5,0.15673097968101501,109.4000015,0
36,1990,118.9000015,0.15259657800197599,128.6000061,0
36,1991,109.0999985,,136.5,0
36,1992,108.1999969,,157.8999939,0
36,1993,105.4000015,,165.6999969,0
36,1994,106.1999969,,156.5,0
36,1995,106.6999969,,157.5,0
36,1996,104.5999985,,159.6000061,0
36,1997,108,,159.6000061,0
36,1998,105.5999985,,162.1999969,0
36,1999,102.0999985,,183.6999969,0
36,2000,96.69999695,,252.8000031,0
37,1970,114.5,0.172591746,33.70000076,0
37,1971,111.5,0.173127443,41.59999847,0
37,1972,117.5,0.17366313934326194,41.29999924,0
37,1973,116.5999985,0.17419883608818099,39.90000153,0
37,1974,119.9000015,0.174734533,42,0
37,1975,123.1999969,0.17527023,45.20000076,0
37,1976,129.6999969,0.17580592632293698,48.40000153,0
37,1977,133.8999939,0.17634162306785606,48.90000153,0
37,1978,131.6000061,0.17687732,53.90000153,0
37,1979,122.0999985,0.177413017,62.40000153,0
37,1980,122.3000031,0.177948713,64.30000305,0
37,1981,120.5,0.17466916143894198,66.19999695,0
37,1982,119.8000031,0.17138960957527202,75.09999847,0
37,1983,115.6999969,0.168110058,88.19999695,0
37,1984,111.9000015,0.164830506,97.19999695,0
37,1985,109.0999985,0.161550969,103.1999969,0
37,1986,112.0999985,0.15827141702175102,104.0999985,0
37,1987,107.5,0.154991865,112.8000031,0
37,1988,109.0999985,0.151712313,122.1999969,0
37,1989,104,0.148432761,131.1999969,0
37,1990,104.0999985,0.14515321,142.8999939,0
37,1991,100.0999985,,144.1000061,0
37,1992,97.90000153,,158.1999969,0
37,1993,111,,166.1999969,0
37,1994,104.1999969,,150.1000061,0
37,1995,115.1999969,,156.8000031,0
37,1996,112.6999969,,157.3000031,0
37,1997,114.5,,160.8999939,0
37,1998,114.5999985,,171.1000061,0
37,1999,112.4000015,,192.3999939,0
37,2000,107.9000015,,253.6999969,0
38,1970,106.4000015,0.17428700625896498,38.5,0
38,1971,105.4000015,0.176344067,40.20000076,0
38,1972,108.8000031,0.17840112745761896,40.29999924,0
38,1973,109.5,0.18045818805694602,42.59999847,0
38,1974,111.8000031,0.182515249,43.90000153,0
38,1975,113.5,0.184572309,46.59999847,0
38,1976,115.4000015,0.186629385,51.29999924,0
38,1977,117.1999969,0.188686445,52.09999847,0
38,1978,116.6999969,0.19074350595474202,57.09999847,0
38,1979,117.0999985,0.192800567,58.70000076,0
38,1980,117.5999985,0.19485762715339705,61.20000076,0
38,1981,119.9000015,0.189779818,64.90000152587889,0
38,1982,115.5999985,0.184702009,75,0
38,1983,106.3000031,0.17962419986724898,92,0
38,1984,105.5999985,0.17454639077186598,100.8000031,0
38,1985,107,0.16946858167648302,106.8000031,0
38,1986,105.4000015,0.164390773,110.8000031,0
38,1987,106,0.15931296348571802,116.3000031,0
38,1988,102.5999985,0.154235154,128.6000061,0
38,1989,100.3000031,0.149157345,138.3000031,0
38,1990,94,0.144079536,151.1000061,0
38,1991,95.5,,158.6000061,0
38,1992,96.19999695,,176.5,0
38,1993,91.19999695,,195.5,0
38,1994,91.80000305,,178.6000061,0
38,1995,93.5,,188,0
38,1996,92.09999847,,200.5,0
38,1997,91.90000153,,200.6999969,0
38,1998,88.69999695,,210.8000031,0
38,1999,84.40000153,,243.5,0
38,2000,80.09999847,,312.79998779296903,0
39,1970,132.1999969,0.1746988,34.09999847,0
39,1971,131.6999969,0.177228928,34.40000153,0
39,1972,140,0.17975904,34.40000153,0
39,1973,141.1999969,0.18228915333747892,34.40000153,0
39,1974,145.8000031,0.184819281,35.79999924,0
39,1975,160.6999969,0.187349409,38.59999847,0
39,1976,161.5,0.18987952172756198,42.59999847,0
39,1977,160.3999939,0.192409635,43.40000153,0
39,1978,160.3000031,0.194939762,49.79999924,0
39,1979,168.6000061,0.19746989,51.70000076,0
39,1980,158.1000061,0.200000003,55.29999924,0
39,1981,163.1000061,0.193551764,55.90000153,0
39,1982,157.6999969,0.187103525,64.30000305,0
39,1983,141.1999969,0.18065528571605705,71,0
39,1984,128.8999939,0.17420704662799802,81.69999695,0
39,1985,125.6999969,0.167758822,87.40000153,0
39,1986,124.8000031,0.161310583,97.80000305,0
39,1987,110.4000015,0.154862344,102.6999969,0
39,1988,114.3000031,0.148414105,112.9000015,0
39,1989,111.4000015,0.141965866,118.5999985,0
39,1990,96.90000153,0.13551762700080902,129.5,0
39,1991,109.0999985,,136,0
39,1992,110.8000031,,155.1000061,0
39,1993,108.4000015,,166.8999939,0
39,1994,111.1999969,,147.3999939,0
39,1995,115,,153,0
39,1996,110.3000031,,162.5,0
39,1997,108.8000031,,164.1000061,0
39,1998,102.9000015,,168.8000031,0
39,1999,104.8000031,,189.6000061,0
