statedisdec,demsharenext,demshareprev,use,demwinprev,difdemshare,difdemshare2,difdemshare3,difdemshare4,demofficeexp,demelectexp,othofficeexp,othelectexp,right,rdifdemshare,rdifdemshare2,rdifdemshare3,rdifdemshare4,difdemsharenext
12055,,0.2363928,,0,-0.5322627,0.28330356,-0.15079191,0.08026091,0,0,5,6,0,0,0,0,0,
12056,0.2189597,,,,-0.46877772,0.21975255,-0.103015095,0.04829118,0,0,1.7948718,2.1538463,0,0,0,0,0,
12056,0.24753374,0.24630518,1,0,-0.5235352,0.2740891,-0.14349529,0.07512483,0,0,7,8,0,0,0,0,0,0.001228556
12056,0.33262,0.2189597,1,0,-0.46540165,0.21659869,-0.10080539,0.046914995,0,1,8,9,0,0,0,0,0,0.11366029
12056,,0.24753374,,0,-0.30462536,0.09279661,-0.028268201,0.008611211,0,0,9,10,0,0,0,0,0,
12061,0.4080989,,,,-0.31714824,0.100583,-0.031899724,0.010116941,0,0,0.9285714,0.96428573,0,0,0,0,0,
12061,0.3777713,0.3298371,1,0,-0.1448746,0.02098865,-0.003040722,0.000440523,0,0,1,1,0,0,0,0,0,0.047934175
12061,,0.4080989,,0,-0.2444574,0.059759416,-0.014608632,0.003571188,0,0,2,2,0,0,0,0,0,
12062,0.5605002,,,,-0.28524497,0.08136469,-0.02320887,0.006620213,0,1,1.7678572,1.875,0,0,0,0,0,
12062,0.48497742,0.35414502,1,0,0.14126194,0.019954935,0.002818873,0.000398199,0,0,0,0,1,0.14126194,0.019954935,0.002818873,0.000398199,0.1308324
12062,0.4685285,0.5605002,1,1,-0.020912766,0.000437344,-9.15E-06,1.912696e-07,1,1,0,0,0,0,0,0,0,-0.091971695
12062,0.41399097,0.48497742,1,0,-0.042369902,0.001795209,-7.61E-05,3.222774e-06,0,0,1,1,0,0,0,0,0,-0.07098645
12062,,0.4685285,,0,-0.16332805,0.026676053,-0.004356948,0.000711612,0,1,2,2,0,0,0,0,0,
12063,0.40259725,,,,-0.19869438,0.039479457,-0.007844346,0.001558628,0,0,2.1,2.1833334,0,0,0,0,0,
12063,0.30651674,0.39750788,1,0,-0.1948055,0.037949186,-0.00739271,0.001440141,0,0,4,4,0,0,0,0,0,-0.09099114
12063,0.33946714,0.40259725,1,0,-0.36267814,0.13153544,-0.04770503,0.01730157,0,0,4,4,0,0,0,0,0,-0.06313011
12063,0.44076398,0.30651674,1,0,-0.31750157,0.10080725,-0.03200646,0.010162102,0,0,5,5,0,0,0,0,0,0.13424724
12063,,0.33946714,,0,-0.095674425,0.009153596,-0.000875765,8.378831e-05,0,0,0,0,0,0,0,0,0,
12064,0.45473525,,,,-0.2667246,0.071142,-0.018975321,0.005061185,0,0,0.9,0.98333335,0,0,0,0,0,
12064,0.39688012,0.36130798,1,0,-0.070046276,0.004906481,-0.000343681,2.4073554e-05,0,1,2,2,0,0,0,0,0,0.03557214
12064,0.38380662,0.45473525,1,0,-0.19069639,0.036365114,-0.006934695,0.001322421,0,0,3,3,0,0,0,0,0,-0.07092863
12064,0.41310346,0.39688012,1,0,-0.21980783,0.048315484,-0.010620122,0.002334386,0,0,4,4,0,0,0,0,0,0.016223341
12064,,0.38380662,,0,-0.15034443,0.022603448,-0.003398303,0.000510916,0,0,5,5,0,0,0,0,0,
12065,0.5589023,,,,0.3684632,0.13576512,0.05002445,0.018432168,1,1,1.5386904,1.875,1,0.3684632,0.13576512,0.05002445,0.018432168,
12065,0.68999374,0.6811116,1,1,0.13046965,0.01702233,0.002220898,0.00028976,2,2,0,1,1,0.13046965,0.01702233,0.002220898,0.00028976,0.008882165
12065,0.6110184,0.5589023,1,1,0.40067914,0.16054377,0.06432654,0.025774304,3,3,0,0,1,0.40067914,0.16054377,0.06432654,0.025774304,0.052116096
12065,0.50531125,0.68999374,1,1,0.23042452,0.05309546,0.012234496,0.002819128,4,4,0,0,1,0.23042452,0.05309546,0.012234496,0.002819128,-0.18468249
12065,,0.6110184,,1,0.043529302,0.0018948,8.2479324e-05,3.5902674e-06,5,5,0,0,1,0.043529302,0.0018948,8.2479324e-05,3.5902674e-06,
12066,0.6035525,,,,0.076592386,0.005866393,0.000449321,3.4414574e-05,2,2,1.7948718,2.1538463,1,0.076592386,0.005866393,0.000449321,3.4414574e-05,
12066,0.6125232,0.52308565,1,1,0.22829545,0.05211881,0.011898487,0.00271637,3,3,0,0,1,0.22829545,0.05211881,0.011898487,0.00271637,0.089437544
12066,0.57003766,0.6035525,1,1,0.2517864,0.063396394,0.015962351,0.004019103,4,4,0,0,1,0.2517864,0.063396394,0.015962351,0.004019103,-0.033514857
12066,,0.6125232,,1,0.16729921,0.027989026,0.004682542,0.000783386,5,5,0,0,1,0.16729921,0.027989026,0.004682542,0.000783386,
12071,0.43235472,,,,-0.379655,0.14413792,-0.05472268,0.020775741,0,0,0.9285714,0.96428573,0,0,0,0,0,
12071,0.30331844,0.3101725,1,0,-0.1293172,0.016722936,-0.002162563,0.000279657,0,0,1,1,0,0,0,0,0,-0.006854057
12071,,0.43235472,,0,-0.39336312,0.15473454,-0.060866863,0.023942778,0,0,0,0,0,0,0,0,0,
12072,0.3679862,,,,-0.3664546,0.13428898,-0.049210813,0.018033529,0,0,1.7678572,1.875,0,0,0,0,0,
12072,0.2933561,0.3167727,1,0,-0.2640276,0.06971057,-0.018405514,0.004859564,0,0,2,2,0,0,0,0,0,-0.023416609
12072,0.40027514,0.3679862,1,0,-0.41328785,0.17080684,-0.070592396,0.029174978,0,0,3,3,0,0,0,0,0,0.03228894
12072,0.36016122,0.2933561,1,0,-0.19605675,0.03843825,-0.007536079,0.001477499,0,0,4,4,0,0,0,0,0,0.066805124
12072,,0.40027514,,0,-0.27671173,0.076569386,-0.021187646,0.00586287,0,0,5,5,0,0,0,0,0,
12073,0.43108663,,,,-0.23590007,0.055648845,-0.013127566,0.003096794,0,1,2.1,2.1833334,0,0,0,0,0,
12073,0.33585864,0.378417,1,0,-0.13385299,0.017916622,-0.002398194,0.000321005,0,0,7,7,0,0,0,0,0,-0.042558342
12073,0.36693117,0.43108663,1,0,-0.3282827,0.10776954,-0.035378877,0.011614274,0,0,8,8,0,0,0,0,0,-0.06415546
12073,0.4142078,0.33585864,1,0,-0.2548599,0.064953566,-0.01655406,0.004218966,0,0,9,9,0,0,0,0,0,0.07834914
12073,,0.36693117,,0,-0.17158446,0.029441226,-0.005051657,0.000866786,0,0,10,10,0,0,0,0,0,
12074,0.4966118,,,,-0.18008798,0.03243168,-0.005840556,0.001051814,0,1,0.9,0.98333335,0,0,0,0,0,
12074,0.56545156,0.39934027,1,0,0.052462578,0.002752322,0.000144394,7.575277e-06,0,0,12,12,1,0.052462578,0.002752322,0.000144394,7.575277e-06,0.16611129
12074,0.52547646,0.4966118,1,1,0.13090312,0.017135628,0.002243107,0.00029363,1,1,0,0,1,0.13090312,0.017135628,0.002243107,0.00029363,0.028864652
12074,0.46531492,0.56545156,1,1,0.059114248,0.003494494,0.000206574,1.221149e-05,2,2,0,0,1,0.059114248,0.003494494,0.000206574,1.221149e-05,-0.10013664
12074,,0.52547646,,1,-0.04209608,0.00177208,-7.46E-05,3.140267e-06,3,3,0,1,0,0,0,0,0,
12075,0.25437787,,,,-0.12710455,0.016155567,-0.002053446,0.000261002,0,0,1.5386904,1.875,0,0,0,0,0,
12075,0.20958567,0.43250522,1,0,-0.4876658,0.23781793,-0.11597567,0.05655737,0,0,6,6,0,0,0,0,0,-0.22291955
12075,0.2539129,0.25437787,1,0,-0.58082867,0.33736193,-0.19594948,0.11381308,0,1,7,7,0,0,0,0,0,-0.000464976
12075,0.23164603,0.20958567,1,0,-0.49217424,0.24223548,-0.11922206,0.058678027,0,0,8,8,0,0,0,0,0,0.022060364
12075,,0.2539129,,0,-0.5149013,0.26512334,-0.13651234,0.07029038,0,0,9,9,0,0,0,0,0,
12076,0.38726735,,,,-0.10646883,0.011335611,-0.001206889,0.000128496,0,0,1.7948718,2.1538463,0,0,0,0,0,
12076,0.41830236,0.42631468,1,0,-0.20851094,0.04347681,-0.009065391,0.001890233,0,0,1,1,0,0,0,0,0,-0.008012325
12076,0.44430634,0.38726735,1,0,-0.13559729,0.018386625,-0.002493176,0.000338068,0,0,2,2,0,0,0,0,0,0.057038993
12076,,0.41830236,,0,-0.080889195,0.006543062,-0.000529263,4.281166e-05,0,0,3,3,0,0,0,0,0,
12081,0.47404677,,,,-0.42351747,0.17936705,-0.07596508,0.032172535,0,0,0.9285714,0.96428573,0,0,0,0,0,
12081,0.35978535,0.2815414,1,0,-0.001188278,1.4120051e-06,-1.68E-09,1.9937582e-12,0,0,1,1,0,0,0,0,0,0.07824394
12081,,0.47404677,,0,-0.275947,0.07614675,-0.021012468,0.005798327,0,0,2,2,0,0,0,0,0,
12082,0.45104167,,,,-0.2762929,0.07633776,-0.02109158,0.005827454,0,0,1.7678572,1.875,0,0,0,0,0,
12082,0.3873334,0.3495663,1,0,-0.09645912,0.009304362,-0.000897491,8.657115e-05,0,1,4,4,0,0,0,0,0,0.037767082
12082,0.41189265,0.45104167,1,0,-0.22075182,0.048731368,-0.010757539,0.002374746,0,0,5,5,0,0,0,0,0,-0.039149016
12082,0.5203442,0.3873334,1,0,-0.16910356,0.028596016,-0.004835688,0.000817732,0,0,6,6,0,0,0,0,0,0.1330108
12082,,0.41189265,,0,0.08230415,0.006773973,0.000557526,4.588671e-05,0,2,0,0,1,0.08230415,0.006773973,0.000557526,4.588671e-05,
12083,0.67516404,,,,0.30799374,0.094860144,0.02921633,0.008998447,1,3,2.1,2.1833334,1,0.30799374,0.094860144,0.02921633,0.008998447,
12083,0.5960644,0.65016806,1,1,0.35264498,0.12435848,0.043854393,0.015465032,2,4,0,0,1,0.35264498,0.12435848,0.043854393,0.015465032,-0.054103673
12083,0.6136854,0.67516404,1,1,0.2136971,0.045666452,0.009758789,0.002085425,3,5,0,0,1,0.2136971,0.045666452,0.009758789,0.002085425,-0.061478615
12083,0.6098792,0.5960644,1,1,0.23163879,0.05365653,0.012428934,0.002879023,4,6,0,1,1,0.23163879,0.05365653,0.012428934,0.002879023,0.013814807
12083,,0.6136854,,1,0.21975836,0.048293736,0.010612953,0.002332285,0,0,0,0,1,0.21975836,0.048293736,0.010612953,0.002332285,
12084,0.73878247,,,,0.2617525,0.06851436,0.017933805,0.004694218,1,1,0.9,0.98333335,1,0.2617525,0.06851436,0.017933805,0.004694218,
12084,0.7058614,0.63087624,1,1,0.4931305,0.2431777,0.11991834,0.059135392,2,2,0,0,1,0.4931305,0.2431777,0.11991834,0.059135392,0.07498515
12084,0.74456275,0.73878247,1,1,0.41548422,0.17262714,0.07172385,0.029800128,3,3,0,0,1,0.41548422,0.17262714,0.07172385,0.029800128,0.00578028
12084,0.6715354,0.7058614,1,1,0.48912552,0.23924378,0.117020234,0.057237584,4,4,0,0,1,0.48912552,0.23924378,0.117020234,0.057237584,-0.034326017
12084,,0.74456275,,1,0.357719,0.12796289,0.045774758,0.0163745,5,5,0,0,1,0.357719,0.12796289,0.045774758,0.0163745,
12085,0.62722355,,,,0.42155743,0.17771067,0.07491525,0.03158108,6,6,1.5386904,1.875,1,0.42155743,0.17771067,0.07491525,0.03158108,
12085,0.62787765,0.7068509,1,1,0.25776818,0.066444434,0.017127262,0.004414863,7,7,0,0,1,0.25776818,0.066444434,0.017127262,0.004414863,-0.07897323
12085,1,0.62722355,1,1,0.25575534,0.06541079,0.01672916,0.004278572,8,8,0,0,1,0.25575534,0.06541079,0.01672916,0.004278572,0.37277645
12085,0.76899076,0.62787765,1,1,1,1,1,1,9,9,0,0,1,1,1,1,1,0.1411131
12085,,1,,1,0.5845984,0.3417553,0.19978961,0.116796695,10,10,2.0833333,2.5,1,0.5845984,0.3417553,0.19978961,0.116796695,
12086,0.48568982,,,,0.05863148,0.00343765,0.000201555,1.181744e-05,0,0,1.7948718,2.1538463,1,0.05863148,0.00343765,0.000201555,1.181744e-05,
12086,0.51199174,0.4700138,1,1,-0.012966186,0.000168122,-2.18E-06,2.8264997e-08,1,1,0,0,0,0,0,0,0,0.041977942
12086,0.6207921,0.48568982,1,0,0.032378495,0.001048367,3.3944543e-05,1.0990732e-06,0,0,1,1,1,0.032378495,0.001048367,3.3944543e-05,1.0990732e-06,0.13510227
12086,,0.51199174,,1,0.26632613,0.07092961,0.018890407,0.005031009,0,0,0,0,1,0.26632613,0.07092961,0.018890407,0.005031009,
12091,0.37754688,,,,-0.38107228,0.14521608,-0.055337824,0.021087712,0,0,0.9285714,0.96428573,0,0,0,0,0,
12091,0.32820228,0.30946386,1,0,-0.24490628,0.059979085,-0.014689255,0.003597491,0,0,1,1,0,0,0,0,0,0.018738419
12091,,0.37754688,,0,-0.25021145,0.06260577,-0.01566468,0.003919482,0,0,2,2,0,0,0,0,0,
12092,0.3976726,,,,-0.3286574,0.10801568,-0.03550015,0.011667387,0,0,1.7678572,1.875,0,0,0,0,0,
12092,0.31892064,0.3336643,1,0,-0.20465481,0.04188359,-0.008571679,0.001754235,0,0,0,0,0,0,0,0,0,-0.014743656
12092,0.41955176,0.3976726,1,0,-0.35916606,0.12900026,-0.046332512,0.016641065,0,0,2,2,0,0,0,0,0,0.021879166
12092,0.41602328,0.31892064,1,0,-0.15433952,0.023820689,-0.003676474,0.000567425,0,0,3,3,0,0,0,0,0,0.09710264
12092,,0.41955176,,0,-0.16456822,0.027082698,-0.004456951,0.000733473,0,0,4,4,0,0,0,0,0,
12093,0.5012875,,,,-0.14789578,0.021873163,-0.003234949,0.000478435,0,0,2.1,2.1833334,0,0,0,0,0,
12093,0.50877625,0.4215397,1,0,0.010892391,0.000118644,1.2923189e-06,1.4076443e-08,0,0,6,6,1,0.010892391,0.000118644,1.2923189e-06,1.4076443e-08,0.08723655
12093,0.49837872,0.5012875,1,1,0.017552495,0.00030809,5.4077495e-06,9.49195e-08,1,1,6,7,1,0.017552495,0.00030809,5.4077495e-06,9.49195e-08,-0.002908796
12093,0.56604904,0.50877625,1,1,0.011908114,0.000141803,1.6886084e-06,2.0108141e-08,2,2,0,0,1,0.011908114,0.000141803,1.6886084e-06,2.0108141e-08,0.05727279
12093,,0.49837872,,1,0.13976786,0.019535054,0.002730373,0.000381618,3,3,0,0,1,0.13976786,0.019535054,0.002730373,0.000381618,
12094,0.6451847,,,,0.115712374,0.013389354,0.001549314,0.000179275,4,4,0.9,0.98333335,1,0.115712374,0.013389354,0.001549314,0.000179275,
12094,0.44341815,0.5578562,1,1,0.31570593,0.09967023,0.031466484,0.009934155,5,5,0,0,1,0.31570593,0.09967023,0.031466484,0.009934155,-0.11443806
12094,0.37886184,0.6451847,1,1,-0.08762801,0.007678668,-0.000672866,5.8961938e-05,6,6,0,0,0,0,0,0,0,-0.26632285
12094,0.38330516,0.44341815,1,0,-0.11048582,0.012207117,-0.001348713,0.000149014,0,0,1,1,0,0,0,0,0,-0.060112983
12094,,0.37886184,,0,-0.207665,0.04312475,-0.008955501,0.001859744,0,0,2,2,0,0,0,0,0,
12095,0.6263874,,,,0.06992757,0.004889865,0.000341936,2.3910785e-05,0,0,1.5386904,1.875,1,0.06992757,0.004889865,0.000341936,2.3910785e-05,
12095,0.6902356,0.5302361,1,1,0.25277486,0.06389513,0.016151084,0.004082588,1,1,0,0,1,0.25277486,0.06389513,0.016151084,0.004082588,0.15999949
12095,0.6714706,0.6263874,1,1,0.38047126,0.14475837,0.0550764,0.020954989,2,2,0,1,1,0.38047126,0.14475837,0.0550764,0.020954989,0.045083165
12095,0.5703256,0.6902356,1,1,0.3482321,0.12126559,0.04222857,0.014705343,3,3,0,0,1,0.3482321,0.12126559,0.04222857,0.014705343,-0.11991
12095,,0.6714706,,1,0.15838775,0.025086679,0.003973423,0.000629341,4,4,0,0,1,0.15838775,0.025086679,0.003973423,0.000629341,
12096,0.6253377,,,,0.21369141,0.04566402,0.009758009,0.002085203,5,5,1.7948718,2.1538463,1,0.21369141,0.04566402,0.009758009,0.002085203,
12096,0.55774903,0.5830987,1,1,0.26476657,0.070101336,0.018560492,0.004914198,6,6,0,2,1,0.26476657,0.070101336,0.018560492,0.004914198,-0.025349677
12096,0.64562875,0.6253377,1,1,0.13578439,0.0184374,0.002503511,0.000339938,0,0,0,0,1,0.13578439,0.0184374,0.002503511,0.000339938,0.02029103
12096,,0.55774903,,1,0.30760148,0.09461867,0.029104844,0.008952693,1,1,0,0,1,0.30760148,0.09461867,0.029104844,0.008952693,
12101,0.5070437,,,,-0.06738958,0.004541355,-0.00030604,2.0623907e-05,0,0,0.9285714,0.96428573,0,0,0,0,0,
12101,0.6101469,0.45736697,1,0,0.04986778,0.002486795,0.000124011,6.184151e-06,0,1,0,0,1,0.04986778,0.002486795,0.000124011,6.184151e-06,0.1527799
12101,,0.5070437,,1,0.22029379,0.048529353,0.010690715,0.002355098,1,2,0,0,1,0.22029379,0.048529353,0.010690715,0.002355098,
12102,0.6337261,,,,0.1510013,0.022801394,0.00344304,0.000519904,2,3,1.7678572,1.875,1,0.1510013,0.022801394,0.00344304,0.000519904,
12102,0.5611858,0.56872904,1,1,0.26745224,0.0715307,0.019131046,0.005116641,3,4,0,0,1,0.26745224,0.0715307,0.019131046,0.005116641,-0.007543266
12102,0.6389596,0.6337261,1,1,0.122371554,0.014974797,0.001832489,0.000224245,4,5,0,0,1,0.122371554,0.014974797,0.001832489,0.000224245,0.005233467
12102,0.6526009,0.5611858,1,1,0.2909029,0.08462451,0.024617516,0.007161307,5,6,0,1,1,0.2909029,0.08462451,0.024617516,0.007161307,0.09141511
12102,,0.6389596,,1,0.32008272,0.10245295,0.032793418,0.010496607,6,7,0,0,1,0.32008272,0.10245295,0.032793418,0.010496607,
12103,0.7403601,,,,0.46237946,0.21379477,0.0988543,0.045708198,7,8,2.1,2.1833334,1,0.46237946,0.21379477,0.0988543,0.045708198,
12103,0.6427579,0.72750086,1,1,0.48975772,0.23986262,0.11747457,0.057534076,8,9,0,0,1,0.48975772,0.23986262,0.11747457,0.057534076,-0.08474296
12103,0.6380104,0.7403601,1,1,0.3154757,0.099524915,0.031397693,0.00990521,9,10,0,0,1,0.3154757,0.099524915,0.031397693,0.00990521,-0.1023497
12103,0.699792,0.6427579,1,1,0.29441455,0.08667993,0.025519831,0.00751341,10,11,0,0,1,0.29441455,0.08667993,0.025519831,0.00751341,0.057034135
12103,,0.6380104,,1,0.39958408,0.15966745,0.063800566,0.02549369,11,12,0,0,1,0.39958408,0.15966745,0.063800566,0.02549369,
12104,0.8101254,,,,0.5949669,0.3539856,0.2106097,0.1253058,12,13,0.9,0.98333335,1,0.5949669,0.3539856,0.2106097,0.1253058,
12104,0.8264575,0.79748344,1,1,0.6585187,0.43364683,0.28556454,0.18804958,13,14,0,0,1,0.6585187,0.43364683,0.28556454,0.18804958,0.028974056
12104,0.8635402,0.8101254,1,1,0.66603607,0.44360405,0.2954563,0.19678456,14,15,0,0,1,0.66603607,0.44360405,0.2954563,0.19678456,0.053414762
12104,0.8533139,0.8264575,1,1,0.73706824,0.5432696,0.40042675,0.29514185,15,16,0,0,1,0.73706824,0.5432696,0.40042675,0.29514185,0.026856422
12104,,0.8635402,,1,0.7213402,0.5203317,0.37533614,0.27074504,16,17,0,0,1,0.7213402,0.5203317,0.37533614,0.27074504,
12105,0.8366979,,,,0.6691617,0.44777736,0.29963544,0.20050456,17,18,1.5386904,1.875,1,0.6691617,0.44777736,0.29963544,0.20050456,
12105,0.95935696,0.82587343,1,1,0.67339575,0.45346183,0.30535927,0.20562764,18,19,0,0,1,0.67339575,0.45346183,0.30535927,0.20562764,0.13348353
12105,0.7735332,0.8366979,1,1,0.9187139,0.84403527,0.775427,0.71239555,19,20,0,0,1,0.9187139,0.84403527,0.775427,0.71239555,-0.06316465
12105,0.8147596,0.95935696,1,1,0.6470363,0.418656,0.27088562,0.17527284,0,0,0,0,1,0.6470363,0.418656,0.27088562,0.17527284,-0.14459735
12105,,0.7735332,,1,0.6413154,0.41128543,0.2637637,0.16915572,1,1,0,1,1,0.6413154,0.41128543,0.2637637,0.16915572,
12106,0.75860035,,,,0.5822752,0.33904442,0.19741717,0.11495112,2,2,1.7948718,2.1538463,1,0.5822752,0.33904442,0.19741717,0.11495112,
12106,0.84155965,0.78383636,1,1,0.5397894,0.29137257,0.15727982,0.08489798,3,3,0,0,1,0.5397894,0.29137257,0.15727982,0.08489798,0.057723284
12106,0.83501536,0.75860035,1,1,0.69535285,0.4835156,0.33621395,0.23378733,4,4,0,0,1,0.69535285,0.4835156,0.33621395,0.23378733,0.076415
12106,,0.84155965,,1,0.7266027,0.5279514,0.38361093,0.27873272,5,5,0,0,1,0.7266027,0.5279514,0.38361093,0.27873272,
12111,0.4772109,,,,-0.22946322,0.05265337,-0.012082011,0.002772377,0,0,0.9285714,0.96428573,0,0,0,0,0,
12111,0.5157714,0.37452275,1,0,0.015627831,0.000244229,3.8167714e-06,5.964786e-08,0,0,1,1,1,0.015627831,0.000244229,3.8167714e-06,5.964786e-08,0.14124864
12111,,0.4772109,,1,0.04083386,0.001667404,6.808655e-05,2.7802366e-06,1,1,0,0,1,0.04083386,0.001667404,6.808655e-05,2.7802366e-06,
12112,0.56253225,,,,0.05976957,0.003572402,0.000213521,1.2762053e-05,2,2,1.7678572,1.875,1,0.05976957,0.003572402,0.000213521,1.2762053e-05,
12112,0.51684076,0.5223562,1,1,0.15012044,0.022536146,0.003383136,0.000507878,3,3,0,0,1,0.15012044,0.022536146,0.003383136,0.000507878,-0.005515456
12112,0.5934121,0.56253225,1,1,0.049134135,0.002414163,0.000118618,5.8281844e-06,4,4,0,0,1,0.049134135,0.002414163,0.000118618,5.8281844e-06,0.030879855
12112,0.61385983,0.51684076,1,1,0.1868242,0.034903284,0.006520778,0.001218239,5,5,0,0,1,0.1868242,0.034903284,0.006520778,0.001218239,0.09701908
12112,,0.5934121,,1,0.2515563,0.063280575,0.015918627,0.004004431,6,6,0,0,1,0.2515563,0.063280575,0.015918627,0.004004431,
12113,0.69635093,,,,0.22072527,0.048719645,0.010753657,0.002373604,0,0,2.1,2.1833334,1,0.22072527,0.048719645,0.010753657,0.002373604,
12113,0.5828751,0.5945418,1,1,0.39270183,0.15421472,0.06056041,0.023782182,1,1,0,0,1,0.39270183,0.15421472,0.06056041,0.023782182,-0.011666715
12113,0.65473074,0.69635093,1,1,0.17498177,0.030618621,0.0053577,0.0009375,2,2,0,0,1,0.17498177,0.030618621,0.0053577,0.0009375,-0.041620195
12113,0.6845561,0.5828751,1,1,0.32251373,0.104015104,0.0335463,0.010819142,3,3,0,0,1,0.32251373,0.104015104,0.0335463,0.010819142,0.10168105
12113,,0.65473074,,1,0.36911225,0.13624385,0.050289277,0.018562388,4,4,0,0,1,0.36911225,0.13624385,0.050289277,0.018562388,
12114,0.6924186,,,,0.17828101,0.031784117,0.005666505,0.00101023,5,5,0.9,0.98333335,1,0.17828101,0.031784117,0.005666505,0.00101023,
12114,0.67620856,0.5751057,1,1,0.3982857,0.15863149,0.06318065,0.025163949,6,6,0,0,1,0.3982857,0.15863149,0.06318065,0.025163949,0.10110283
12114,0.7053701,0.6924186,1,1,0.36491656,0.1331641,0.048593786,0.017732676,7,7,0,0,1,0.36491656,0.1331641,0.048593786,0.017732676,0.012951553
12114,0.6299103,0.67620856,1,1,0.42063048,0.17693001,0.07442215,0.031304225,8,8,0,0,1,0.42063048,0.17693001,0.07442215,0.031304225,-0.046298265
12114,,0.7053701,,1,0.2870986,0.0824256,0.023664273,0.006793979,9,9,0,0,1,0.2870986,0.0824256,0.023664273,0.006793979,
12115,0.44237798,,,,0.29535365,0.08723378,0.025764816,0.007609732,10,10,1.5386904,1.875,1,0.29535365,0.08723378,0.025764816,0.007609732,
12115,0.31980565,0.64301586,1,1,-0.11524403,0.013281187,-0.001530578,0.00017639,11,11,0,0,0,0,0,0,0,-0.3232102
12115,0.29519156,0.44237798,1,0,-0.36038873,0.12988004,-0.0468073,0.016868822,0,0,1,1,0,0,0,0,0,-0.14718643
12115,0.32595676,0.31980565,1,0,-0.40961686,0.16778597,-0.06872796,0.028152132,0,0,2,2,0,0,0,0,0,0.00615111
12115,,0.29519156,,0,-0.32345998,0.10462636,-0.03384244,0.010946675,0,0,3,3,0,0,0,0,0,
12116,0.2796024,,,,-0.4444039,0.19749482,-0.08776747,0.039004203,0,0,1.7948718,2.1538463,0,0,0,0,0,
12116,0.30860093,0.25656396,1,0,-0.43243682,0.1870016,-0.08086638,0.0349696,0,0,0,0,0,0,0,0,0,0.05203697
12116,0.29643354,0.2796024,1,0,-0.35409042,0.12538002,-0.044395868,0.015720151,0,0,1,1,0,0,0,0,0,0.01683113
12116,,0.30860093,,0,-0.3809466,0.14512032,-0.055283092,0.021059906,0,0,2,2,0,0,0,0,0,
12121,0.4494464,,,,-0.28907925,0.083566815,-0.024157431,0.006983412,0,0,0.9285714,0.96428573,0,0,0,0,0,
12121,0.44665194,0.3466373,1,0,-0.036396742,0.001324723,-4.82E-05,1.7548905e-06,0,0,1,1,0,0,0,0,0,0.10001463
12121,,0.4494464,,0,-0.08435613,0.007115956,-0.000600275,5.0636838e-05,0,1,2,2,0,0,0,0,0,
12122,0.46933118,,,,-0.09615147,0.009245105,-0.00088893,8.547198e-05,0,0,1.7678572,1.875,0,0,0,0,0,
12122,0.3868573,0.45192426,1,0,-0.06133762,0.003762304,-0.000230771,1.4154929e-05,0,1,4,4,0,0,0,0,0,-0.06506696
12122,0.453045,0.46933118,1,0,-0.20990673,0.044060834,-0.009248666,0.001941357,0,0,5,5,0,0,0,0,0,-0.016286165
12122,0.4773061,0.3868573,1,0,-0.07370466,0.005432377,-0.000400392,2.9510718e-05,0,0,0,0,0,0,0,0,0,0.0904488
12122,,0.453045,,0,-0.02497539,0.00062377,-1.56E-05,3.890891e-07,0,0,1,1,0,0,0,0,0,
12123,0.52369165,,,,-0.058649063,0.003439713,-0.000201736,1.1831623e-05,0,1,2.1,2.1833334,0,0,0,0,0,
12123,0.23936205,0.46639115,1,0,0.064095676,0.004108256,0.000263321,1.6877764e-05,0,0,0,0,1,0.064095676,0.004108256,0.000263321,1.6877764e-05,-0.2270291
12123,0.28433868,0.52369165,1,1,-0.49982262,0.24982265,-0.12486701,0.062411357,0,0,5,5,0,0,0,0,0,-0.23935297
12123,0.33801302,0.23936205,1,0,-0.43132266,0.18603924,-0.08024294,0.0346106,0,0,6,6,0,0,0,0,0,0.09865098
12123,,0.28433868,,0,-0.32397398,0.104959145,-0.034004033,0.011016422,0,0,7,7,0,0,0,0,0,
12124,0.64986736,,,,-0.27305037,0.0745565,-0.020357681,0.005558672,0,0,0.9,0.98333335,0,0,0,0,0,
12124,0.2626467,0.36165804,1,0,0.3261133,0.10634989,0.034682117,0.0113103,1,1,0,0,1,0.3261133,0.10634989,0.034682117,0.0113103,-0.09901133
12124,0.26628143,0.64986736,1,1,-0.4687263,0.21970434,-0.10298121,0.048270002,0,0,2,2,0,0,0,0,0,-0.38358593
12124,0.20898038,0.2626467,1,0,-0.46743715,0.21849748,-0.10213384,0.047741152,0,0,3,3,0,0,0,0,0,-0.053666323
12124,,0.26628143,,0,-0.5621793,0.31604558,-0.1776743,0.099884816,0,0,4,4,0,0,0,0,0,
12125,0.343089,,,,-0.34425226,0.11850962,-0.040797204,0.01404453,0,0,1.5386904,1.875,0,0,0,0,0,
12125,0.36514318,0.32331172,1,0,-0.30669394,0.09406117,-0.028847992,0.008847505,0,0,3,3,0,0,0,0,0,0.041831464
12125,0.29889327,0.343089,1,0,-0.26971364,0.07274545,-0.019620439,0.0052919,0,0,4,4,0,0,0,0,0,-0.04419574
12125,0.31070524,0.36514318,1,0,-0.393768,0.15505324,-0.06105501,0.02404151,0,0,5,5,0,0,0,0,0,-0.054437935
