paper_name,data_description,natural_language_query,answer,method,data_files
Synthetic Dataset,"This dataset was collected during a randomized controlled trial carried out by a large pharmaceutical company. The trial involved adult patients suffering from chronic pain. The patients were randomly assigned to either receive a new experimental drug or a placebo. The patients had varied backgrounds, including different levels of income and education, different ages, and different health histories. Some patients were smokers, some had a family history of chronic pain, and some had previously used pain medication. After the treatment, the patients' pain scores were recorded.

'age' is the age of the patient.

'income' is the annual income of the patient.

'education_years' is the number of years of education the patient has completed.

'previous_pain_score' is the patient's pain score before the start of the trial.

'smoker' is a binary variable indicating whether the patient is a smoker.

'family_history' is a binary variable indicating whether the patient has a family history of chronic pain.

'used_pain_medication' is a binary variable indicating whether the patient has previously used pain medication.

'received_drug' is a binary variable indicating whether the patient received the experimental drug or a placebo.

'post_treatment_pain_score' is the patient's pain score after the treatment.","""Did the new drug reduce the pain intensity of the patients?""",8.811160787560906,rct,rct_data_0.csv
Synthetic Dataset,"This dataset is collected from a clinical trial study conducted by a pharmaceutical company. The study aims to understand if their newly developed medication can enhance the lung capacity of patients suffering from chronic obstructive pulmonary disease (COPD). Participants for the study, who are all COPD patients, were recruited from various healthcare centers and were randomly assigned to either receive the new medication or a placebo. Data was collected on various factors including the age of the participants, the number of years they have been smoking, their gender, whether or not they have a history of smoking, and whether or not they have a regular exercise habit.

'age' is the age of the participants in years.
'smoking_years' is the number of years the participant has been smoking.
'gender' is a binary variable where 1 represents male and 0 represents female.
'smoking_history' is a binary variable where 1 indicates the participant has a history of smoking, while 0 indicates no such history.
'exercise_habit' is a binary variable where 1 indicates the participant exercises regularly, while 0 indicates the participant does not.
'new_medication' is a binary variable where 1 indicates the participant was assigned the new medication, while 0 indicates the participant was assigned a placebo.
'lung_capacity' is the measured lung capacity of the participant.","""Does taking the newly developed medication have an impact on improving the lung capacity of patients with chronic obstructive pulmonary disease?""",3.490116611027265,rct,rct_data_4.csv
Synthetic Dataset,"The dataset was collected from a randomly selected group of IT professionals. These professionals were from different age groups, had varied work experience, different family sizes, and diverse monthly incomes. Some of them had habits like smoking and drinking, while others regularly exercised. A new cognitive therapy was administered to a subset of this group. The stress levels of the participants were measured before and after the therapy. The age column represents the age of the participants in years. Work experience is the number of years the participants have been working in the IT industry. Working hours represents the average number of hours the participant works in a week. Family size is the number of dependents the participant has. Monthly income is the income of the participant in dollars. Smoking habit, drinking habit, and physical exercise are binary variables indicating whether the participant smokes, drinks alcohol, or exercises regularly. Finally, the stress level column represents the stress level of the participant on a scale of 1-100.",Does the application of the new cognitive therapy result in a decrease in stress levels among IT professionals?,7.507661165306301,rct,rct_data_5.csv
Synthetic Dataset,"This dataset was collected from several senior care homes that participated in a study to test the impact of a new social interaction program on the loneliness levels of elderly residents. Residents' ages and health scores (based on regular medical check-ups) were recorded, along with information about their living situation (whether they live alone or with others), their family support (whether they have any living family members), and their social interactions (whether they regularly receive visits from friends or family). A loneliness score was calculated for each resident using a standardized questionnaire. The data was collected over a period of six months, with the loneliness score recorded both before and after the program was implemented. 

- 'age' is the age of the resident.
- 'health_score' is a comprehensive health assessment score.
- 'has_family' indicates whether the resident has any living family members.
- 'lives_alone' indicates whether the resident lives alone.
- 'receives_visits' indicates whether the resident regularly receives visits from friends or family.
- 'participated_in_program' indicates whether the resident was assigned to participate in the social interaction program.
- 'loneliness_score' is a score assessing the resident's feelings of loneliness and isolation.","""Does participating in a social interaction program reduce feelings of loneliness and isolation among elderly residents in care homes?""",3.9596172463185857,rct,rct_data_7.csv
Synthetic Dataset,"The dataset was collected from a broad cross-section of working adults in an urban area who were randomly selected to participate in an online counseling program aimed at improving mental health. Participants' demographic, economic, and employment information were recorded, along with their marital status, whether they have children, and if they own a house with a mortgage. The data was collected via an online survey platform, where participants filled out a series of questionnaires. The aim of the study was to understand if an online counseling program could improve mental health among working adults and what factors might influence its effectiveness.

'age' is the participant's age.
'income' refers to the yearly income of the participant.
'job_satisfaction' is a score representing the participant's satisfaction with their current job.
'years_at_current_job' indicates how many years the participant has been at their current job.
'has_children' is a binary variable indicating whether the participant has children (1) or not (0).
'married_status' is a binary variable indicating whether the participant is married (1) or not (0).
'has_mortgage' is a binary variable indicating whether the participant has a mortgage (1) or not (0).
'online_counseling' is a binary variable indicating whether the participant was assigned to the online counseling program (1) or not (0).
'mental_health_score' is a score representing the participant's mental health; higher scores indicate better mental health.","""Does participation in an online counseling program lead to improved mental health among working adults in urban areas?""",4.986693134126712,rct,rct_data_6.csv
Synthetic Dataset,"The dataset was compiled from the medical records of adult patients who visited a community health center over a one-year period. The aim of the study was to explore the factors influencing blood pressure among adults. The patients' age was recorded in years. The amount of weekly exercise, measured in hours, was self-reported by the patients based on their physical activity routine. The patients' smoking status was categorized as 'smoker' or 'non-smoker'. Similarly, alcohol consumption was categorized as 'yes' or 'no' based on whether the patient consumed alcohol or not. The cholesterol level of each patient was measured during their visit to the health center. Patients who had cholesterol levels at or above the threshold of 20 received a specific medication to control their blood pressure. The blood pressure, measured in mmHg, was the quantity of interest for the study."," ""Did the administration of a certain medication to patients with high cholesterol levels have an impact on their blood pressure?""",1.9622608855927721,rdd,rdd_data_2.csv
Synthetic Dataset,"The dataset is a product of a nationwide study examining the implementation of a new policy targeted at reducing class sizes in elementary schools. The data was collected from various schools around the country, focusing on those with a minimum number of enrolled students. The students' performance was measured using a standardized test. Additionally, the students' socio-economic status, gender, and ethnicity were also recorded to control for possible confounding factors. 

The 'test_score' column represents the students' scores on a standardized test. 'Socio_economic_status' is a measure of the student's socio-economic background. 'Gender' and 'Ethnicity' are binary variables representing the student's gender and ethnicity respectively. 'Enrolled_students' is the number of students enrolled in the school. 'Reduced_class_size' indicates whether the school implemented the new policy of reducing class sizes. 'Final_grade' is the student's final grade at the end of the school year.","""Did the policy of reducing class sizes in elementary schools lead to improved final grades for the students?""",9.688903386013692,rdd,rdd_data_3.csv
Synthetic Dataset,"This dataset was collected from a large financial institution to examine the relevancy of credit score on loan approval. The data was gathered over a period of one year, from records of applicants who applied for a loan. The applicants' demographic details, financial history and credit score were considered. The 'income' column represents the applicants' yearly income. The 'tax_paid' indicates the amount of tax paid by the applicant in the previous year. The 'home_ownership' is a binary value, with '1' indicating that the applicant owns a home and '0' indicating otherwise. The 'married_status' column is a binary value where '1' signifies that the applicant is married and '0' means they are not. The 'credit_score' is an indicator of the applicant's creditworthiness, with higher values indicating better credit history.","""Does having a better credit score increase the chance of getting a larger loan amount from the bank?""",9.292910523,rdd,rdd_data_1.csv
Synthetic Dataset,"The dataset is collected from a school district with 442 schools. The district implemented an after-school tutoring program in some schools based on their average final grade in mathematics. Along with the information about the implementation of the program, the dataset also includes information about the average years of experience of teachers in each school, average number of students per class, the type of the school (public or private), and whether the school is located in a rural area. The variable of interest is the average final grade in science. The dataset provides a way to investigate the impact of the tutoring program on students' performance in science.

- avg_teacher_experience: The average years of experience of teachers in each school.
- avg_students_per_class: The average number of students per class in each school.
- school_type: The type of the school, coded as '0' for private schools and '1' for public schools.
- is_rural: A binary variable indicating whether the school is located in a rural area, with '0' denoting urban schools and '1' denoting rural schools.
- tutoring_program: A binary variable indicating whether the school was offered the after-school tutoring program, with '0' for not offered and '1' for offered.
- avg_final_math_grade: The average final grade in mathematics of students in each school.
- avg_final_science_grade: The average final grade in science of students in each school.
- math_grade_threshold: The cutoff score for the average final grade in mathematics, above which schools were offered the after-school tutoring program.","""Did the implementation of the after-school tutoring program in schools improve the students' average final grade in science?""",3.138267771823652,rdd,rdd_data_0.csv
Synthetic Dataset,"The dataset was collected by surveying a broad range of companies that were eligible for the new 'green' tax incentive. The companies' size, type of industry, age, and whether they had previously received any incentives for green practices were recorded. Additionally, both their previous and current carbon emissions were measured. 

 'company_size' refers to the number of employees in the company. 
 'industry_type' is a numerical representation of the industry the company belongs to. 
 'company_age' indicates how long the company has been in business. 
 'previous_incentives' indicates whether the company had received any tax incentives for green practices prior to this program. 
 'previous_emissions' represents the amount of carbon emissions the company had been producing before the introduction of the incentive. 
 'current_emissions' is the amount of carbon emissions the company produced after the incentive was introduced.","""Has the introduction of the 'green' tax incentive for companies with high levels of carbon emissions led to a significant change in their overall carbon emissions?""",5.984575408514048,rdd,rdd_data_4.csv
