X1,X2,X3,X4,X5,D,Y
3,6,0,0,0,1,60.029299104145295
4,6,1,1,0,0,52.727459822544326
3,6,1,1,0,0,53.18883910521959
4,6,1,0,0,0,52.44649890780848
3,7,1,0,0,2,57.46001335682972
2,5,0,0,0,2,56.458067042002284
5,9,0,0,0,1,60.67209716502487
3,6,0,0,0,0,51.12195083365311
4,6,0,0,0,0,53.59055781965365
4,5,0,0,1,1,61.33053874808932
3,5,0,1,0,0,51.063930141969784
5,5,1,0,0,1,61.739864109999175
2,6,0,0,0,2,55.592069248760176
3,7,0,1,1,1,62.5830540639918
4,4,1,0,1,2,57.48732786131292
4,6,0,0,0,1,60.258745175896145
3,4,1,0,0,0,51.556382793650606
3,4,0,0,0,1,60.14125746551432
4,5,1,0,0,0,51.344233100154625
3,4,0,1,1,2,58.018200442221485
3,6,1,1,1,2,58.90978862615566
4,8,0,1,1,1,63.650106653580764
4,3,1,1,0,2,58.66324302985625
4,5,0,1,1,2,56.97057290176194
5,6,0,0,0,2,58.77548084718174
3,4,0,1,0,0,51.93751120420978
3,7,0,1,0,2,57.217150055687696
4,4,0,1,1,2,58.43687279588176
3,6,0,0,0,2,56.155748531950316
3,6,0,1,0,0,52.062037671008206
5,7,1,1,1,2,58.969362058586306
3,6,0,0,1,1,61.07427462749388
3,3,0,1,0,0,52.00700406250471
4,5,1,0,0,1,59.13950585823289
3,6,0,0,1,1,60.316229843795085
4,6,1,0,1,2,58.24638591718509
4,2,1,0,0,0,51.73107333418337
3,7,0,1,0,0,50.36437388940524
3,5,0,0,0,0,51.48833289765317
3,7,1,0,0,2,57.003501672578615
3,3,1,1,1,0,54.16088202943243
4,4,1,0,0,0,52.13242035408899
4,4,0,0,1,2,55.38478958011508
6,7,0,1,0,1,62.43783204862933
4,7,0,1,0,2,57.48478905356215
4,7,1,0,0,0,51.446158078760014
4,6,0,0,0,2,57.85953216601373
4,4,0,1,1,0,54.46159881626748
5,4,0,0,0,1,61.56996040128192
5,7,1,0,0,1,62.32405437231592
2,6,0,0,0,1,58.4012251790696
3,5,0,0,1,1,60.80177086467859
3,4,0,0,1,2,56.42424757128768
4,8,0,1,1,2,56.56834695576899
3,5,0,0,1,1,61.37223400262502
5,8,0,0,1,1,62.06256885170002
5,7,1,0,0,0,54.31514369987069
3,6,0,0,0,0,51.282866574555584
5,9,0,1,0,0,53.43537331105482
4,4,1,0,0,2,57.86189209666491
2,4,0,1,0,2,56.33712557991134
3,4,0,0,0,2,55.67099345606874
3,4,1,0,0,1,60.122952521918585
4,6,0,0,0,2,55.00225338555924
4,4,0,0,0,2,55.62199905661587
2,7,0,0,1,1,59.3960078011477
4,7,0,1,0,1,61.63679232473897
5,4,1,0,1,1,64.16459396935142
3,5,0,0,1,2,57.31296060042022
2,4,0,0,0,0,48.7869455698988
4,5,0,1,0,0,51.952545628836866
3,4,1,1,0,2,57.76442380312607
3,7,0,0,0,2,55.431952141122785
4,6,0,0,1,1,60.923181215906396
5,5,0,1,1,0,51.57996090123765
3,8,1,1,0,0,52.98345146452384
4,1,0,0,1,1,61.33908175766786
3,7,1,1,1,1,62.27984122250686
4,5,1,0,1,2,58.62789130530905
4,6,0,0,0,1,63.15216630048026
3,6,0,1,1,2,57.10917565502427
4,5,1,1,1,2,58.97116092277785
5,6,1,1,1,1,63.21365728930105
4,4,0,1,1,2,58.037318251368205
2,6,0,0,0,2,55.65398445900892
4,6,0,1,1,2,58.57908762262064
3,4,0,1,0,0,50.46488151612598
5,8,0,1,0,2,58.07917097368688
3,7,0,0,0,1,61.789541800329005
4,5,1,1,0,2,58.25485082159605
4,5,0,1,0,2,56.71736731242067
3,5,0,0,0,2,56.59639709958582
3,3,0,0,1,0,51.14796820576997
4,5,0,0,0,0,52.882264940484475
4,6,1,0,0,0,51.364603025120545
3,6,0,1,0,2,57.97135985573207
3,5,0,1,1,1,63.39147240329079
4,5,1,0,1,1,61.75891600346672
3,6,0,1,0,0,51.43910174216865
3,7,0,1,1,1,61.92576283754409
4,7,0,1,1,2,59.53923790506143
2,7,1,0,1,2,58.177920827245785
4,5,0,1,1,0,53.485854368105265
3,2,1,1,0,0,52.53821294048765
4,5,1,0,0,2,58.046923532424074
3,5,1,0,1,0,53.95478269041561
4,5,1,1,1,1,63.306947481999586
4,5,1,1,1,0,52.97034585980312
2,6,0,0,1,1,60.83952397520247
3,5,0,1,0,0,52.40075967799847
3,5,1,1,0,2,58.530024470614535
3,5,0,1,0,0,51.86107184324668
4,5,1,1,0,0,53.17263254849689
3,4,0,1,0,0,51.90483459740195
3,5,0,1,1,2,57.781463501802826
3,6,1,1,0,0,53.36067097327973
4,5,0,1,0,1,61.795040042198174
4,7,1,0,0,0,51.47282250920004
4,6,0,0,0,2,55.67154836739808
1,6,1,0,1,0,52.939545627429176
3,6,0,0,0,0,51.47708932142173
3,7,0,0,0,2,56.2630062121075
4,5,0,1,1,2,60.4837726898325
4,6,1,1,0,1,64.06290374235962
4,4,1,1,1,2,58.92168789191291
4,5,0,0,1,2,57.678327241905336
2,5,0,0,1,1,60.25971427650983
5,5,0,0,0,0,50.955477990992435
3,4,0,1,1,0,53.2538167897465
4,6,0,1,0,1,62.319746999920994
4,8,0,0,0,1,58.2428157805564
4,5,0,0,0,2,58.54414941588482
4,3,0,1,0,0,52.42055830594569
4,5,1,0,1,2,58.94708453193274
5,4,0,0,0,1,61.3868701226018
3,5,0,1,1,0,52.70219334519399
2,6,1,0,1,0,53.97238294858432
4,6,0,0,1,1,61.52852646395484
4,5,0,0,1,1,61.437797174594756
3,5,1,1,0,0,54.831514993093826
4,7,1,0,0,2,59.17806527171295
2,6,0,0,1,0,51.26711186266233
3,6,1,1,0,2,55.94842201517231
4,4,0,1,1,1,62.98873412989689
4,5,0,1,0,0,52.77939632610458
4,5,1,0,0,1,61.367174210578455
4,8,1,0,1,0,53.575346123207275
4,4,0,1,0,0,54.35012602272716
2,3,0,1,0,2,56.02866821692381
4,6,1,0,0,2,58.77377411022773
3,7,0,0,1,1,59.12481352574289
3,5,0,0,0,1,60.45804780210717
3,3,1,0,0,2,59.01324502146628
4,5,0,1,0,0,51.26877972196842
3,6,1,1,0,2,57.695358453751744
3,5,0,1,0,0,52.68154098482097
3,5,0,0,0,1,61.50886432433561
2,6,0,1,0,1,61.17240949802651
3,5,1,1,0,0,52.709787718314416
2,8,1,0,0,0,50.96697778693937
2,4,0,1,0,2,57.330705578357794
5,4,0,1,0,0,53.87513389403751
3,5,0,1,1,0,52.73247617825023
2,7,0,1,0,0,51.07257472112561
4,4,0,1,1,2,58.07527656417973
4,6,1,0,0,0,53.921642397197175
2,6,0,0,0,2,55.10741927922911
3,4,0,1,0,0,52.10319563021334
3,5,0,1,0,2,57.2929234928632
4,8,0,1,0,1,62.044073793755004
5,4,1,1,1,2,58.8541008840659
3,4,1,1,0,1,63.23180747304308
4,6,0,1,0,2,56.04642138365539
3,4,1,0,1,2,57.85515837330617
3,6,1,0,0,0,50.32023252548786
1,6,0,0,0,0,48.545214253221175
5,5,1,1,0,0,52.845253656168026
4,7,1,0,0,0,52.85989073100046
2,6,0,0,1,2,56.31095383611204
5,5,0,0,0,2,57.725832103401416
4,4,0,1,0,0,52.928834263644006
4,4,1,0,0,1,61.26440476244231
4,7,1,0,1,0,54.6105317331436
4,5,1,1,1,0,51.91297203725803
5,7,0,1,1,0,54.665874799313976
3,6,1,0,0,1,60.872308413842354
3,6,0,1,1,2,58.58917442032117
5,8,0,0,0,2,59.25116882747891
4,4,1,0,0,2,58.798551673901194
3,7,0,1,0,0,51.492727493473495
4,7,1,1,1,2,59.062469218700976
4,4,0,1,0,1,60.5643560190027
4,5,1,1,1,0,55.0581236918976
3,5,0,0,0,0,52.71185246203899
4,6,0,0,0,1,60.41561912554662
4,5,0,1,1,1,63.298470385876406
4,5,0,0,0,1,62.0006356699641
3,3,1,0,0,0,51.04724551774596
2,7,0,0,0,1,59.3213698216917
4,4,0,0,0,2,55.78792745970623
4,5,1,1,0,2,59.068395030661186
5,6,0,1,1,1,63.32889350027999
2,7,0,0,1,1,61.8841816668856
3,7,1,0,0,1,60.16934413810484
2,5,0,0,1,1,60.519902270253944
3,7,0,1,1,1,61.7098568920102
3,5,0,0,0,2,55.13063519570554
2,8,1,0,0,2,55.5280515182751
4,7,1,0,1,0,52.72952217209923
4,4,1,0,0,1,60.911167597708115
3,6,0,0,0,0,50.97316231503642
4,4,1,1,0,2,60.0797716814956
3,6,0,0,0,2,55.50705132461935
4,5,0,1,0,0,49.82758198703658
3,7,0,0,1,1,61.07118456073687
5,7,0,0,0,1,62.77447332059917
4,4,0,0,0,0,49.767517681017736
4,5,1,0,0,0,53.95934673579201
3,5,1,0,0,0,50.7764509320238
3,5,1,0,1,2,55.55931933737317
4,5,0,0,1,0,50.24323512188062
3,7,0,0,0,1,59.449725533319246
2,6,0,0,0,1,59.966888843173194
5,6,1,0,0,0,54.28226068665174
3,4,0,0,0,0,49.41000674689982
4,7,1,1,0,2,55.64750672747749
4,3,1,1,1,1,62.447149229628415
2,7,0,0,0,2,56.09991969640232
5,3,0,0,0,0,50.82780049480386
4,2,0,0,0,2,56.587200291183066
3,4,1,0,0,2,58.28503711562044
3,6,1,0,1,1,62.68726309254541
3,3,1,0,0,2,56.263568048436824
3,5,0,0,0,0,50.646268886604055
4,5,0,0,1,0,51.347524304798654
2,7,0,0,0,2,54.695545422141166
3,6,0,1,1,0,52.24695376040068
3,7,0,0,0,1,61.28006450243465
2,6,1,0,1,0,52.64061737353528
3,3,0,0,1,2,56.36897051895865
4,7,1,0,1,1,62.47721487712561
4,4,0,0,0,1,59.80274685864599
4,6,1,0,1,1,62.50481145072565
4,5,0,1,0,2,56.109540170104076
4,4,1,0,1,0,52.10193141990818
3,3,0,1,1,2,57.44563835729526
4,7,0,1,1,0,51.117647799643336
3,6,1,1,1,0,53.73703494139404
3,6,1,1,0,0,52.573786204166346
3,5,1,0,0,1,62.27216761911406
4,4,0,0,0,1,60.03274086061488
3,7,0,1,0,2,55.50542017106266
3,3,0,1,1,2,56.5774712481586
4,6,1,1,1,0,53.053503907474585
4,7,0,0,0,1,62.28099281732376
4,5,0,1,0,0,52.36954074462887
4,6,0,0,0,0,51.03660605240924
4,6,0,1,1,1,60.66061101950539
3,7,0,0,1,2,57.60482242111987
5,7,1,0,0,1,61.945952156149225
2,2,1,1,0,1,60.60983606942545
2,6,0,1,0,2,57.5887467522619
3,5,1,1,0,2,56.29303954321633
5,7,0,1,0,1,63.901890317040426
6,4,0,0,0,2,56.08037576540504
4,7,0,0,1,1,60.85280198435736
3,6,0,0,0,2,55.27329421749935
4,5,1,1,1,1,63.429592818012416
4,8,1,0,1,2,56.99147875668458
3,5,1,0,0,2,55.64800466452455
4,6,0,0,0,1,62.13810284441119
3,4,1,0,1,2,57.81768127190543
4,4,0,0,0,2,58.18595991031272
3,4,0,0,1,0,49.50044672988494
5,4,0,0,0,1,58.4725515832153
3,5,0,1,0,0,51.73458079569362
4,8,0,0,1,2,57.43517493054754
4,7,0,1,0,2,57.51838947781479
4,4,0,0,1,2,55.71779631004891
4,6,0,1,1,2,58.501170616082575
4,4,0,0,0,1,61.13287335944206
4,5,0,1,1,0,51.27632245398338
3,6,0,0,1,0,51.69452262262616
3,5,0,0,1,2,57.87383428705447
5,5,0,0,1,0,52.47013902806585
3,7,0,1,0,1,60.297455052024965
5,3,1,1,0,2,58.69725265379933
4,5,0,0,0,0,53.179880472038406
4,3,1,0,1,1,62.49728840401064
4,5,0,0,0,1,61.90829783070827
3,7,1,0,1,1,62.945312116677435
3,3,0,0,0,0,51.20924926406955
4,5,1,0,1,1,62.700918391718005
4,7,1,0,0,2,58.088193704458064
3,4,1,1,0,1,62.089421018566995
4,7,0,0,1,2,56.67716157119704
2,4,0,1,0,0,51.401753087126224
4,5,1,1,0,0,54.1897751021415
2,5,0,0,0,0,50.26835040159878
3,4,0,0,1,0,51.72932408578605
3,4,1,0,1,2,58.2127590715034
3,5,1,0,1,2,57.187704493853325
