X1,X2,X3,X4,X5,X6,X7,X8,D,Y
35,20,10,15,6,1,0,1,0,108.01775023929338
35,19,13,15,6,1,1,1,0,108.45198675489239
32,14,15,15,4,1,0,1,0,101.97908646061796
39,28,15,5,3,1,1,0,0,110.31930454079227
33,14,7,21,2,1,0,0,1,100.24711336197053
18,20,11,15,3,1,1,1,1,97.48259864940515
31,9,12,14,6,0,0,0,0,97.87712220785195
35,17,11,17,7,0,1,1,1,111.99226798952053
31,17,12,15,3,1,1,1,0,100.33076554178561
32,26,13,12,4,1,1,1,1,113.21470044608284
32,11,11,18,4,1,1,1,1,106.14688774980503
33,19,16,18,2,1,1,1,0,109.47068993727311
48,17,15,6,1,1,0,0,1,113.6386883856739
41,11,6,11,5,1,1,1,0,98.22512060321979
44,22,12,13,1,1,0,1,0,108.84231310910776
32,16,10,15,4,1,0,0,1,106.34431155262459
30,15,10,9,4,0,1,1,1,101.40371892202751
33,18,10,8,3,1,0,0,0,96.85840491089655
19,17,14,14,5,1,1,1,1,100.33697458380135
31,14,12,13,7,1,0,1,0,104.25129440891234
24,7,10,16,7,0,0,1,0,91.43006644285309
27,25,9,11,3,0,1,1,0,99.12572617102988
24,17,7,12,2,1,1,1,1,93.71756384051149
21,4,9,16,8,0,1,1,1,95.44227184015763
31,24,12,16,7,0,1,0,1,114.77274491547304
30,24,15,5,8,0,0,1,1,111.09818200792961
34,10,17,13,4,1,0,0,0,101.5978650285216
29,23,17,11,6,0,1,1,1,113.17787154479642
32,18,13,17,5,1,1,1,0,105.50235660327
18,22,11,16,5,1,1,0,0,95.17920733106705
35,12,14,12,6,1,1,0,0,104.89286819005063
16,21,10,15,5,1,0,0,0,91.7268591550014
20,28,16,16,6,0,0,1,1,109.61426622452404
29,15,16,18,5,1,0,1,0,105.99532536182579
23,24,13,10,2,1,0,1,0,94.23486366340121
36,14,12,14,6,1,0,0,1,109.30291367817385
34,20,10,13,4,0,0,0,0,102.05863581942347
20,8,9,8,5,1,0,1,1,89.05959394984421
24,20,12,6,5,1,0,1,1,98.90767511607858
31,12,16,18,6,1,1,1,1,111.23023688309323
27,35,13,8,5,0,1,1,1,114.20040624270003
42,15,13,13,7,1,1,0,0,110.20017878704878
30,13,18,16,5,1,0,1,1,110.36077731044195
38,26,10,8,6,1,1,1,0,107.50994412703979
32,16,8,14,4,0,1,1,1,103.85036772127857
18,14,9,12,5,1,1,1,0,89.339633991176
15,23,12,8,4,1,0,0,1,96.52150682664238
46,22,9,12,4,0,0,1,1,114.93828373263953
43,16,13,15,4,1,1,1,1,115.38194072652387
27,12,6,14,6,0,1,0,0,90.8578310499096
32,11,11,9,6,1,1,0,0,96.62394326010059
22,14,9,11,0,1,1,0,0,84.11351599194536
36,10,11,15,2,1,0,0,0,97.84943362041226
31,19,12,13,5,1,0,1,0,104.21004940068912
30,10,13,12,6,1,1,1,1,104.4861267040558
35,11,11,7,6,0,1,0,1,104.42280707397452
38,10,11,11,6,0,0,0,0,100.47448573805724
32,20,17,14,5,1,0,0,0,110.63070902572362
18,14,11,12,5,1,0,1,0,90.86351336800578
30,17,9,4,3,0,1,1,1,97.96444832900181
35,16,11,10,6,1,0,1,0,102.65679159212833
20,27,11,11,7,1,1,0,1,104.78577457371922
35,7,9,6,5,1,1,1,1,99.23916197330881
43,19,13,18,7,0,1,1,0,116.63990980860144
35,22,13,16,2,1,0,1,0,106.80077143837833
38,26,11,13,2,1,1,1,1,113.73012815226903
18,20,9,4,9,1,1,1,0,91.99160473490168
34,18,9,17,2,1,1,0,1,108.12674461901904
49,23,12,11,7,0,1,1,0,118.90142387076716
26,18,9,8,3,0,0,1,0,91.92109105348413
50,16,9,15,7,0,1,0,1,119.88142787165594
33,16,14,9,4,0,1,1,1,106.15040154325395
29,19,15,11,8,1,1,1,1,113.40277308116035
39,32,11,13,3,1,1,1,1,117.21685705007263
36,15,15,10,1,0,1,0,0,99.69965943302732
40,19,8,11,0,1,0,1,0,99.34911494252722
42,17,11,14,5,1,1,0,0,108.48746477323208
14,23,9,18,5,1,0,0,0,94.18831950022519
31,12,14,17,5,1,1,1,0,101.36456384236581
33,15,13,10,4,0,1,1,1,105.75780536786596
25,16,7,7,4,0,0,1,0,89.33009285275696
36,6,12,19,2,1,0,1,1,104.377403165165
38,24,11,14,3,1,1,1,0,107.67731301161606
35,25,10,7,3,0,1,0,0,101.52773879951368
31,14,10,12,4,1,1,1,1,101.26000960673748
40,7,10,11,2,1,1,1,0,99.49609371176494
42,20,12,13,2,0,1,1,1,114.6124401053348
28,22,7,12,3,1,0,0,0,95.1249399183233
31,16,19,12,7,1,1,0,1,114.69094200998228
43,23,10,14,2,1,1,0,0,108.72120600083515
28,16,15,11,4,1,1,0,0,99.31803691638922
35,24,13,12,4,1,1,1,0,109.02513038522852
36,24,8,14,8,1,1,1,1,116.94804394038265
27,10,8,13,5,0,1,1,0,92.07850861881614
34,23,13,16,5,1,1,1,0,110.2459399718415
34,25,11,11,6,0,1,0,0,107.00010059370344
22,14,14,17,2,1,0,1,0,94.0751363642465
36,15,13,14,6,1,0,1,1,111.15750254719279
25,36,12,9,7,1,1,1,0,107.49252167249003
30,12,15,15,2,1,0,0,1,104.19486133142982
18,31,15,11,5,0,0,0,1,105.47785294113395
37,13,8,16,3,0,0,1,1,104.7152416950086
41,13,12,17,1,1,1,0,1,109.11027554197611
39,19,14,18,5,1,0,0,1,117.02416375372202
28,6,8,12,7,1,1,1,0,89.83904706385304
32,17,10,9,5,1,1,1,0,98.8428363608904
32,15,13,19,2,1,1,1,1,108.98615699385635
21,17,12,20,3,0,1,0,0,95.13078695068485
34,23,12,13,0,1,1,0,0,103.36764879335423
27,12,19,13,5,0,1,1,0,100.71137945298067
52,18,16,11,7,0,0,1,1,126.23203279985216
35,12,11,15,6,0,1,0,1,107.98569564463357
16,23,16,16,6,1,0,0,0,98.50127531957398
30,16,16,12,0,0,1,1,1,104.10464026795262
33,12,17,12,5,1,0,1,0,103.67379622459286
46,14,8,10,7,0,0,0,1,113.90802481802848
26,15,8,5,2,0,1,1,0,88.32409659943482
30,26,9,9,3,0,1,1,1,105.28693450588955
31,14,7,10,5,1,1,0,0,94.4328247416673
28,10,15,22,4,1,1,0,1,107.2377392466037
28,20,9,16,8,1,0,0,1,107.22646730944815
13,23,10,12,5,1,1,0,1,94.33699481082795
26,20,10,10,6,1,0,0,1,102.21447092929353
33,13,14,15,6,1,1,1,0,106.17222111115929
30,15,15,17,4,1,1,0,0,102.23669885836854
32,23,14,20,3,0,1,1,0,108.69675722501754
38,13,15,13,5,0,1,1,1,112.62495871686441
27,18,14,12,6,0,0,0,0,101.22617779941804
28,13,18,13,4,1,0,0,0,100.06187070377362
43,23,13,3,0,1,1,0,1,109.31810013498047
36,14,12,14,6,0,1,1,0,104.23255294598752
21,28,17,10,6,1,1,1,1,110.29122425694707
36,18,12,13,5,1,1,1,1,111.92619942178746
34,16,8,15,5,1,1,1,1,107.55534803215248
25,22,5,6,4,1,1,1,0,89.99395197461452
29,17,17,11,6,1,0,1,0,103.87518208149106
35,9,17,15,3,0,1,1,1,109.51607746887203
42,21,17,18,6,0,1,1,0,119.14055757247834
32,23,8,12,8,1,0,1,1,111.95151528501322
44,23,14,19,2,0,0,1,0,116.99246359079952
41,25,5,19,6,1,1,1,0,111.08511877157841
30,23,11,11,4,1,1,0,0,101.49331721721026
29,21,13,4,1,1,0,0,1,101.42791266640987
25,16,9,19,1,1,1,0,1,98.80734327716739
35,18,10,9,4,1,1,1,1,107.1762582619868
31,21,12,16,8,1,1,1,1,112.11227613898689
34,12,10,9,6,1,1,1,0,99.06726095577788
41,21,14,15,5,0,1,0,0,113.5715990992786
39,24,14,6,2,1,1,1,1,111.5212814391159
34,29,12,6,4,0,1,1,1,109.99614389766454
36,11,8,15,5,0,1,1,0,100.48591248398775
32,15,10,13,5,1,1,0,0,100.05480487738598
24,14,8,11,1,1,0,1,1,93.7095684058884
27,21,12,13,10,0,1,0,1,110.99371712656051
21,19,11,10,5,1,1,0,1,98.88033959378649
31,32,8,12,2,1,1,0,1,107.15944333145616
28,19,12,9,4,0,0,1,1,102.31827718383686
37,16,13,9,7,0,1,1,1,112.87534406503339
48,22,13,13,5,0,0,0,0,113.30688881622962
38,13,13,5,3,1,1,0,0,99.38230566857348
33,8,10,16,9,1,1,0,0,99.86766844478915
28,16,9,3,5,1,0,1,1,97.00116097545009
29,4,16,8,3,1,0,1,0,92.19651851146119
35,15,13,13,7,0,1,1,1,110.56482756818933
27,25,14,16,5,1,0,0,0,104.81253038989315
40,13,16,12,3,1,1,0,1,113.62815273796353
38,26,10,5,4,1,1,1,1,109.91887774726479
32,8,12,14,6,1,0,0,1,105.07955445992455
53,19,13,12,5,1,1,1,1,124.95907690140001
18,14,11,5,7,1,0,1,1,91.81997292769151
31,16,15,12,6,0,0,1,1,109.24633726047566
35,22,10,18,6,1,1,1,1,115.7756007587402
18,14,10,15,4,1,1,1,1,95.98188738251241
25,17,14,11,6,0,0,1,1,104.69663577758624
46,15,13,10,5,1,0,0,1,116.64312646112668
25,19,13,8,7,1,1,1,1,105.5286402291149
23,17,9,15,1,1,1,1,0,91.55622840461
40,8,13,10,4,0,1,1,0,100.84210653229229
33,18,14,10,5,1,1,1,1,109.46275337774803
30,18,10,13,5,0,0,1,0,99.59045721469231
22,19,12,10,6,1,1,1,0,96.85569007707639
37,24,8,10,5,0,0,1,0,104.76154223812497
35,24,15,10,3,0,0,1,0,106.02878722629232
37,30,12,14,4,0,0,1,1,116.38580309452308
31,19,11,11,7,0,1,1,1,107.24524210386332
39,24,10,9,5,1,1,1,1,114.80464764653837
32,19,7,15,2,0,0,1,0,95.81288327768846
39,24,11,9,6,1,1,1,1,114.60812566258419
36,23,9,12,2,0,1,0,1,108.22526952755621
42,15,11,9,5,1,1,0,1,109.40691206223828
27,18,8,7,2,1,1,0,0,90.0504054037904
21,14,11,12,2,1,1,0,0,88.65189835404593
38,12,13,13,1,1,1,0,1,107.13376361191095
36,15,9,10,4,0,1,1,1,103.05997794630731
41,25,12,10,8,0,1,1,0,113.89000541692545
33,19,14,9,3,1,1,1,0,103.60599147535046
22,19,12,9,3,1,0,1,1,97.82729204954546
36,15,11,9,2,1,0,1,0,97.05959705604097
21,10,11,7,3,0,0,0,0,85.36634138581881
17,16,9,17,6,1,0,0,0,91.47750405163085
30,20,9,21,3,0,1,0,0,101.60863380139014
34,13,7,2,3,1,1,1,1,95.92347161594436
24,17,10,8,7,1,1,0,1,99.1662681163968
34,12,10,10,6,1,1,0,0,97.01689548484227
25,24,13,7,3,1,0,1,1,103.26938903030748
48,18,9,9,3,1,1,1,1,111.19222043731716
28,26,13,21,3,1,1,1,1,112.2868701125348
34,17,8,10,6,0,0,1,0,99.77066708414418
34,20,10,12,3,0,1,0,1,107.69420635868308
39,12,13,4,4,0,1,0,0,99.16298629521249
28,17,11,8,5,1,1,1,1,101.968403990469
34,10,10,4,3,1,1,1,0,91.93983768227307
34,15,12,12,4,1,1,0,0,101.18444252862976
30,16,12,14,5,1,1,1,1,106.36336562665954
40,19,10,11,2,0,1,1,0,105.45857397038358
28,17,13,12,7,0,1,1,0,100.908968937949
25,17,13,13,2,1,0,1,1,102.79490837024515
37,20,11,13,0,1,1,0,0,100.39294848951228
36,20,13,11,6,1,1,1,0,109.28271912260064
27,13,12,9,4,1,1,0,0,93.5808014550342
29,11,9,20,2,1,0,1,1,101.475614267458
28,20,9,12,3,1,1,1,1,102.46490143385942
29,17,12,8,1,1,1,1,1,100.56093278537085
34,18,7,3,6,0,1,1,0,97.33527167947868
28,7,7,15,6,1,1,0,0,93.45879756016407
37,25,14,11,6,1,1,0,1,118.8993020736089
25,11,16,17,6,0,0,1,0,98.40121657701883
38,23,18,11,2,0,1,0,1,116.07648530762066
29,18,9,13,8,0,1,1,0,102.6046362260661
27,29,5,12,4,1,0,1,0,98.3177505330458
39,14,12,3,7,1,1,1,1,107.26884614399442
25,16,10,13,2,1,1,1,1,98.83792681498144
15,17,11,14,4,1,0,0,1,95.28779425157015
31,19,8,12,7,1,1,1,1,106.46249481409586
26,21,13,15,5,1,0,0,0,103.93786391521066
25,14,10,17,2,1,1,1,1,99.08344538732389
41,21,11,14,5,0,1,1,1,116.13797029738286
31,12,13,14,4,1,1,1,1,105.38342428706326
33,20,13,14,4,1,0,1,0,105.48289859670899
26,17,10,3,5,0,1,1,1,98.278105288989
28,12,16,13,2,1,1,1,1,103.17250298677843
31,6,12,2,3,1,1,1,1,94.74445162293789
31,26,11,9,1,0,0,1,0,100.89048612063702
25,25,8,9,4,0,1,0,1,101.2500559694944
33,16,10,10,5,1,1,1,0,99.58737335348502
42,16,12,13,5,0,1,1,1,113.80786769572315
42,15,14,10,2,1,1,1,0,106.61942145384425
26,21,9,19,4,0,1,0,0,100.11268410730341
34,15,16,12,7,1,1,0,0,105.66070950837258
23,24,9,3,3,1,0,1,1,94.61038640787537
39,22,11,15,4,0,1,0,1,113.58923256739945
33,13,11,19,2,0,1,1,1,105.23090821054339
30,11,10,20,4,1,1,1,1,105.70127123418975
42,15,8,7,6,1,1,1,0,101.40674752963926
37,24,12,12,3,0,1,0,1,111.36084300234057
39,21,15,11,2,0,1,1,1,111.33698675840402
35,22,11,8,5,1,0,0,1,108.5593579353338
37,23,9,17,8,1,1,1,1,116.97829441366467
35,23,11,5,5,0,0,1,1,107.78481454148682
31,17,14,14,4,0,1,0,1,108.43071625787843
41,15,17,11,3,1,0,1,1,113.74948517668084
39,7,8,13,6,1,0,0,0,99.89451227039764
24,6,8,8,0,0,1,1,0,80.62779281268092
39,19,9,11,3,1,1,0,1,107.01734725349782
36,18,13,9,4,1,1,0,1,108.62144605227806
36,12,14,15,2,1,1,1,1,107.31745599553622
32,18,12,10,6,1,1,1,0,101.50285051973059
27,17,12,10,5,1,0,1,1,102.270306159431
31,18,11,5,1,0,1,0,0,92.9200212581521
32,10,3,12,4,1,1,1,0,89.31492424048285
31,23,11,17,6,1,1,0,1,112.62058301867665
33,19,11,15,6,1,1,1,1,110.31315031863203
30,19,15,16,9,1,0,1,1,116.20723267919136
28,27,13,16,4,0,0,0,0,104.24258031708716
31,16,13,8,3,0,0,1,0,97.44855726380912
31,21,8,12,3,0,1,1,1,103.23667930419569
36,13,11,12,4,1,0,1,1,106.63160475474389
21,20,10,16,4,1,1,1,0,95.10995638323647
32,24,10,6,8,1,1,0,0,103.34205117189836
26,25,10,17,7,1,0,1,1,108.95095059014248
34,12,9,17,4,1,1,1,1,105.14480587057562
39,26,17,8,5,1,1,1,1,119.6115960258684
32,28,12,9,3,1,1,1,0,107.64458267778674
26,14,13,14,2,0,0,1,0,95.30775514377908
26,18,11,18,4,1,1,1,1,106.7625339844983
32,10,13,12,5,1,1,1,1,105.85413303104012
37,23,16,9,5,0,0,1,0,110.57111585973972
37,15,11,2,2,0,0,0,0,95.73515936552442
22,23,11,6,2,1,0,1,1,96.81013648702829
39,16,10,20,3,1,1,1,0,105.40898389941347
28,19,11,15,2,1,1,1,0,97.84632302153176
43,23,11,11,4,1,1,0,1,117.2463457385991
31,22,15,16,5,0,1,1,0,106.20163002468963
20,17,14,15,1,0,1,0,0,92.38867427394456
24,4,15,15,8,1,1,0,0,94.3118656269871
40,18,10,13,7,1,1,0,1,114.40109277398676
35,15,10,7,5,0,0,1,0,98.12357505411904
27,11,5,18,6,1,1,0,0,93.80550274236204
38,16,10,14,5,1,0,0,1,110.18026458476973
30,16,15,10,4,0,0,1,1,106.03196306292831
36,17,10,10,6,1,1,0,0,103.01452338348805
35,13,10,18,3,1,1,1,0,100.64218944701086
22,21,14,4,3,1,1,0,1,99.40135189671798
20,15,10,16,2,0,0,1,0,89.19405307824108
32,7,12,16,5,0,1,0,1,103.2707673655112
31,13,11,12,5,0,0,1,0,98.30355347364778
38,15,12,12,1,0,1,1,1,106.59906774450741
34,19,10,4,3,1,1,1,1,103.12800387014835
28,15,13,14,4,0,1,0,1,104.064590748356
22,16,14,16,8,1,1,0,1,106.73973117921736
35,16,12,13,5,1,0,1,0,105.41091381230754
26,14,7,16,5,1,1,1,1,97.70466141583772
33,21,17,13,4,1,1,1,1,115.26053575441767
39,16,12,12,4,0,1,1,1,111.20857799593738
28,16,12,15,3,1,1,0,0,96.06029285164644
35,13,8,12,4,1,0,0,1,102.16626730793446
31,15,9,16,6,1,0,1,1,104.70125244470563
27,16,13,10,4,1,1,0,1,102.11864079869798
34,23,11,15,5,1,0,1,1,112.94021996759272
21,10,11,9,3,0,0,1,0,83.56341938065674
31,23,14,7,5,0,0,1,0,100.76507725543344
38,16,10,15,6,0,1,1,0,106.38289389444547
31,29,14,17,4,1,0,0,0,110.4676285759556
26,23,8,24,4,1,1,0,1,107.47359842939453
38,11,13,16,8,1,1,0,0,107.06363170889524
30,16,10,14,6,0,0,0,1,104.24935803292227
24,15,12,8,5,1,1,0,0,95.07567746642916
26,12,7,12,7,1,1,1,1,97.91916853614714
31,9,7,11,4,0,1,1,1,96.98460383790427
24,12,12,15,11,1,1,1,1,106.965068954764
25,20,12,9,3,1,1,0,1,100.55911794725945
18,21,14,12,6,0,1,0,1,103.01408665971407
33,13,6,10,4,1,1,1,0,94.43938466459966
50,20,11,6,3,0,1,0,1,114.65564935286744
31,11,14,18,3,1,1,1,1,106.58402942187598
36,14,13,22,3,1,1,0,0,107.55873745793015
17,27,8,22,3,1,1,0,0,96.96498389574249
36,18,7,14,5,0,0,1,1,106.8351091766963
23,23,7,11,5,1,0,1,1,99.19115078256462
23,12,16,9,4,1,1,0,1,98.44390335361457
30,11,8,12,7,1,0,1,0,96.08038318072938
26,15,9,12,4,1,1,1,0,94.92810862950083
29,16,8,14,2,0,1,1,1,97.29751742424837
45,13,14,11,3,0,1,1,1,112.00686851227145
35,19,13,15,7,1,1,0,1,114.2860313836493
31,20,11,14,1,1,0,1,1,105.22075702170069
26,25,14,11,6,1,0,0,1,110.64394032792521
42,20,12,14,6,1,1,0,1,118.08913210054361
41,14,9,25,3,1,1,0,1,114.51231749857735
29,15,10,8,2,1,1,1,0,91.37864967229416
32,19,12,8,5,1,1,0,1,105.9593871244796
35,16,9,16,4,0,1,0,1,105.58590705701492
16,19,12,9,6,0,0,0,0,90.30364767006989
38,18,13,16,7,1,1,1,1,116.42976944284882
21,20,17,12,0,0,1,1,1,101.78100590914444
30,21,8,22,3,0,0,0,1,107.91002397397583
22,25,9,14,5,0,0,1,0,95.81294630921374
33,15,10,14,6,1,1,0,1,105.76739434003485
47,24,17,10,6,0,1,0,1,126.5551812985146
21,16,11,10,3,1,0,0,1,94.545534672824
34,21,13,11,2,0,1,1,1,108.67598054908619
36,17,9,16,5,1,1,1,0,105.14159208490469
35,18,9,16,7,0,1,0,0,104.22570570887622
25,17,11,15,3,1,1,1,0,95.11120662441587
40,22,13,17,5,0,0,0,0,112.08910905735891
22,23,10,12,7,1,1,0,1,103.48359318614253
40,18,10,11,4,1,0,1,1,111.1055799180365
27,9,13,14,7,1,1,0,1,104.86269890190907
27,15,10,16,5,1,0,1,1,103.37948410351889
33,20,15,7,7,0,0,1,1,111.12087368608954
41,30,16,24,5,1,0,0,0,121.45110228798553
36,17,9,7,3,1,1,0,1,103.39069684874272
31,24,14,7,6,0,1,1,1,111.53033848044018
29,22,9,14,6,1,0,1,0,102.10870680600334
38,14,11,18,1,1,1,1,1,108.17403444353637
26,20,15,8,6,0,1,0,0,102.06596495580098
24,17,13,15,1,0,1,1,1,100.22603257592323
34,26,10,12,3,1,1,1,1,111.33288567699402
25,17,15,17,3,0,0,1,0,99.52359995915702
27,19,14,14,6,1,1,1,0,103.09386561134141
27,8,16,4,4,1,0,1,1,97.88474154834225
28,21,12,7,5,1,0,0,0,98.011614205474
26,22,15,13,4,0,1,1,1,109.54433583701676
30,17,15,17,3,1,1,1,1,109.82652377570852
23,15,10,17,5,1,0,1,0,95.66430777771086
39,28,11,12,7,1,1,0,0,113.67317194551208
29,20,10,9,7,1,0,1,0,98.86727084205766
41,8,8,12,5,0,0,0,0,98.02792612652486
25,22,16,19,6,1,1,1,0,106.49695157236977
24,12,10,12,6,1,0,1,1,99.32233135107764
30,12,10,12,3,1,0,0,1,98.89747431043675
36,20,13,10,5,0,1,1,0,105.33073879490775
30,24,15,5,3,1,0,1,0,101.01952338627537
41,22,13,17,6,1,0,1,0,113.40121107325146
38,20,14,7,6,0,1,0,0,107.33289470075094
36,14,9,8,6,0,1,1,1,106.9062582614173
29,22,13,11,2,0,1,1,1,105.14252098540557
22,11,11,17,5,1,1,0,1,101.84552908030365
24,15,10,10,4,1,0,1,1,97.3707491297595
40,24,13,15,4,0,0,1,1,116.7227037815618
26,14,16,8,5,0,1,1,0,97.1263020189355
29,19,11,6,5,1,1,1,1,104.5458034696289
35,21,10,13,4,1,1,1,0,104.54761092891816
28,11,7,20,5,1,0,1,0,95.7671604959472
37,13,16,12,3,0,0,0,0,102.82792575762664
37,20,9,12,3,1,1,1,1,109.84827014671329
26,16,9,14,7,0,1,1,1,104.04696318569776
27,13,15,11,7,1,1,0,0,101.171091862942
21,20,12,17,7,1,1,1,0,100.8243560665652
34,21,16,13,4,1,1,1,0,107.89259992444374
26,15,14,12,4,1,1,1,1,103.20901217558988
30,9,13,3,7,0,1,1,1,98.84827624089877
27,18,13,13,7,1,0,1,0,103.11044519402854
45,13,8,9,5,0,1,1,1,110.27053353951923
34,23,12,17,7,1,1,1,1,118.7785747577646
28,15,8,9,4,0,0,0,0,89.74873743992163
24,21,7,8,5,1,0,1,1,98.80081760911105
34,21,12,9,4,1,0,1,0,103.94547642810716
33,14,10,11,10,1,0,0,1,109.69658488181302
46,26,8,7,1,1,1,0,0,105.68917088341934
30,18,10,13,2,1,0,1,1,102.49204398624676
33,21,15,20,4,1,1,0,0,108.54974472868665
35,19,10,18,7,1,1,1,0,108.99857924831966
27,20,12,15,4,0,0,1,0,97.80760033888534
26,25,10,9,4,1,1,1,1,103.3129181009338
35,15,11,17,4,0,1,0,0,105.27738374117042
32,15,14,12,6,1,1,0,1,111.26453251354738
41,23,9,17,4,0,0,1,0,110.18634583727615
25,18,15,16,0,1,0,1,0,98.35405561185863
23,17,11,11,3,1,1,1,1,98.78015768472332
31,14,11,14,6,0,1,0,0,101.3346903534407
25,13,11,6,4,0,1,1,1,95.60311386124441
32,15,11,12,5,1,1,1,0,100.3613549996637
43,18,18,10,9,1,1,0,0,118.64889608074242
31,20,16,15,8,1,0,0,0,109.70756813695381
31,19,7,14,1,1,1,0,0,96.40635934497897
31,18,10,14,3,0,1,1,0,99.34316729847477
26,30,8,13,2,1,0,1,1,105.01362696924073
21,19,13,15,3,1,1,0,1,100.57742285170396
32,23,15,13,1,1,1,0,1,109.93979706339886
32,20,15,13,6,0,1,1,1,114.82556891037818
35,16,15,10,8,0,1,1,0,106.02883352966221
23,9,13,9,8,1,1,1,0,93.64671863662625
42,12,18,14,3,0,0,1,0,109.9344700667199
35,12,15,22,6,0,1,1,0,109.03759366607696
30,12,13,16,3,0,1,1,1,104.28820604712178
35,22,10,8,4,0,1,0,0,101.02817635918265
32,13,9,10,3,1,0,0,1,99.33819813627271
38,29,12,16,6,0,1,0,1,121.66017639232666
24,17,13,20,3,0,1,1,1,104.3937289287557
30,17,10,9,3,1,1,0,1,98.59591318067189
34,17,6,14,5,1,1,1,0,99.04141929551746
31,18,13,9,6,0,0,0,1,108.04127650083107
20,18,7,7,7,1,1,0,1,96.40484409220144
20,7,9,12,7,1,1,1,1,93.72918453148043
29,22,12,7,7,0,1,1,1,108.92276729336598
41,22,11,17,6,1,0,0,1,117.09237476470216
33,18,10,18,6,1,1,1,0,107.23001593491468
27,23,9,9,6,1,0,1,0,99.42688658349662
24,20,9,16,6,0,0,0,1,102.26101276733077
19,16,15,17,5,0,1,0,1,100.68361414585786
38,21,9,9,6,0,1,1,0,105.47657631511937
23,11,10,10,5,1,1,0,1,95.17519083027305
37,13,14,11,3,0,1,1,0,103.3241204987059
