region_id,year,policy_effect,average_distance_driven,average_income,average_age,average_gasoline_price,policy_in_effect,percentage_EV_ownership,average_distance_driven_before_policy
54,3,0,62.67587975220215,6,8,19,1,0,0
54,4,0,62.04797249266449,6,8,19,1,0,0
54,5,0,59.04991791433583,6,8,19,1,0,0
54,6,0,58.71160701723678,6,8,19,1,0,0
54,7,0,60.96102121070872,6,8,19,1,0,0
54,8,0,60.99962525969937,6,8,19,1,0,0
54,9,0,61.11233328681004,6,8,19,1,0,0
55,0,0,59.93390214242167,4,9,20,1,0,1
55,1,0,58.302787687250685,4,9,20,1,0,1
55,2,0,63.28662028008471,4,9,20,1,0,1
55,3,0,62.19376170732156,4,9,20,1,0,1
55,4,0,62.95761069613695,4,9,20,1,0,1
55,5,0,61.66709630188249,4,9,20,1,0,1
55,6,0,60.62755804206916,4,9,20,1,0,1
55,7,0,61.40996250368416,4,9,20,1,0,1
55,8,0,60.50209163972466,4,9,20,1,0,1
55,9,0,61.83487802573178,4,9,20,1,0,1
56,0,0,60.74367672010752,2,11,23,0,0,0
56,1,0,62.44041338915397,2,11,23,0,0,0
56,2,0,63.87490651927171,2,11,23,0,0,0
56,3,0,64.19936024908304,2,11,23,0,0,0
56,4,0,65.66217733700431,2,11,23,0,0,0
56,5,1,70.64814565115034,2,11,23,0,0,0
56,6,1,69.35551929033981,2,11,23,0,0,0
56,7,1,72.37536857583582,2,11,23,0,0,0
56,8,1,69.20546483064726,2,11,23,0,0,0
56,9,1,72.39464663507897,2,11,23,0,0,0
57,0,0,63.53518106118287,6,10,23,1,0,0
57,1,0,61.80983823609907,6,10,23,1,0,0
57,2,0,62.85916476223245,6,10,23,1,0,0
57,3,0,63.402160984232566,6,10,23,1,0,0
57,4,0,64.20661058224887,6,10,23,1,0,0
57,5,0,61.12210698789016,6,10,23,1,0,0
57,6,0,61.64146064925255,6,10,23,1,0,0
57,7,1,72.16280733696306,6,10,23,1,0,0
57,8,1,69.46103721942882,6,10,23,1,0,0
57,9,1,71.26584620290379,6,10,23,1,0,0
58,0,0,62.52022636942896,3,10,22,1,0,1
58,1,0,62.405558172066485,3,10,22,1,0,1
58,2,0,63.46892552514905,3,10,22,1,0,1
58,3,0,65.08854258829668,3,10,22,1,0,1
58,4,0,63.21928283622548,3,10,22,1,0,1
58,5,0,60.717804655051744,3,10,22,1,0,1
58,6,0,62.43295926266399,3,10,22,1,0,1
58,7,0,64.19672520320978,3,10,22,1,0,1
58,8,0,63.8471451268141,3,10,22,1,0,1
58,9,0,63.4718899222412,3,10,22,1,0,1
59,0,0,60.71378462020503,2,10,25,1,1,1
59,1,0,62.56017971313276,2,10,25,1,1,1
59,2,0,62.17028075850187,2,10,25,1,1,1
59,3,0,64.54099531767488,2,10,25,1,1,1
59,4,0,63.4787870344253,2,10,25,1,1,1
59,5,0,60.67751679120935,2,10,25,1,1,1
59,6,0,59.35453693671512,2,10,25,1,1,1
59,7,0,62.423034405996816,2,10,25,1,1,1
59,8,0,62.02248125143008,2,10,25,1,1,1
59,9,0,65.60888199957638,2,10,25,1,1,1
60,0,0,61.56374121457425,4,9,14,1,0,0
60,1,0,62.16480246100024,4,9,14,1,0,0
60,2,0,61.56399331865219,4,9,14,1,0,0
60,3,0,63.35972078490941,4,9,14,1,0,0
60,4,0,62.43430108322151,4,9,14,1,0,0
60,5,0,60.617402977422,4,9,14,1,0,0
60,6,0,60.704741731591305,4,9,14,1,0,0
60,7,0,62.46692066593941,4,9,14,1,0,0
60,8,0,60.47280443679549,4,9,14,1,0,0
60,9,0,60.46802580251767,4,9,14,1,0,0
61,0,0,61.865352767683326,1,10,22,0,0,1
61,1,0,59.63700111450812,1,10,22,0,0,1
61,2,0,60.73598351500124,1,10,22,0,0,1
61,3,0,63.42845249956286,1,10,22,0,0,1
61,4,0,60.90702723483017,1,10,22,0,0,1
61,5,0,59.53080217609299,1,10,22,0,0,1
61,6,0,57.9269062478589,1,10,22,0,0,1
61,7,0,61.91041978266511,1,10,22,0,0,1
61,8,0,62.095682304864575,1,10,22,0,0,1
61,9,0,59.427254676206566,1,10,22,0,0,1
62,0,0,61.48245947624,3,6,24,0,1,0
62,1,0,62.67008591281124,3,6,24,0,1,0
62,2,0,63.6930567171608,3,6,24,0,1,0
62,3,0,65.5803345782648,3,6,24,0,1,0
62,4,0,65.4308823333102,3,6,24,0,1,0
62,5,0,63.014031618551634,3,6,24,0,1,0
62,6,0,61.54040604993784,3,6,24,0,1,0
62,7,0,63.63644892754793,3,6,24,0,1,0
62,8,0,63.919408082086846,3,6,24,0,1,0
62,9,1,73.26958087714236,3,6,24,0,1,0
63,0,0,60.91790397119715,4,8,26,0,0,1
63,1,0,62.64516473465092,4,8,26,0,0,1
63,2,0,64.39736172016762,4,8,26,0,0,1
63,3,0,65.01251999882385,4,8,26,0,0,1
63,4,0,61.73482805620407,4,8,26,0,0,1
63,5,1,68.44155817670351,4,8,26,0,0,1
63,6,1,70.16212667974469,4,8,26,0,0,1
63,7,1,70.0717628707949,4,8,26,0,0,1
63,8,1,69.5327553008729,4,8,26,0,0,1
63,9,1,70.23741596434868,4,8,26,0,0,1
64,0,0,64.39087542362411,1,3,21,1,1,1
64,1,0,61.89082854337784,1,3,21,1,1,1
64,2,0,60.611074317151406,1,3,21,1,1,1
64,3,0,62.758836927680726,1,3,21,1,1,1
64,4,1,71.37562746266681,1,3,21,1,1,1
64,5,1,71.54754547403206,1,3,21,1,1,1
64,6,1,70.2762997195014,1,3,21,1,1,1
64,7,1,69.87058692607323,1,3,21,1,1,1
64,8,1,71.15845112936925,1,3,21,1,1,1
64,9,1,68.87493724777796,1,3,21,1,1,1
65,0,0,62.70814920956327,3,9,24,1,1,1
65,1,0,64.18714470093217,3,9,24,1,1,1
65,2,0,64.72775492121595,3,9,24,1,1,1
65,3,0,65.93530702166089,3,9,24,1,1,1
65,4,0,66.13485410717152,3,9,24,1,1,1
65,5,0,63.44394750560067,3,9,24,1,1,1
65,6,0,61.69329990113541,3,9,24,1,1,1
65,7,0,63.16818336078237,3,9,24,1,1,1
65,8,0,63.31758337396069,3,9,24,1,1,1
65,9,0,64.85176842451729,3,9,24,1,1,1
66,0,0,62.63374019651909,0,11,22,0,0,0
66,1,0,59.89397979926553,0,11,22,0,0,0
66,2,0,61.97791185447127,0,11,22,0,0,0
66,3,0,64.53796858263684,0,11,22,0,0,0
66,4,0,62.39617934839738,0,11,22,0,0,0
66,5,0,61.57452771571317,0,11,22,0,0,0
66,6,0,58.783090756861846,0,11,22,0,0,0
66,7,0,61.454868799537685,0,11,22,0,0,0
66,8,0,61.13403720720247,0,11,22,0,0,0
66,9,1,69.91107192267306,0,11,22,0,0,0
67,0,0,60.704364946224885,5,6,23,1,1,1
67,1,0,59.97744192338905,5,6,23,1,1,1
67,2,0,61.44879927396322,5,6,23,1,1,1
67,3,0,63.09536377509204,5,6,23,1,1,1
67,4,0,60.12347845145985,5,6,23,1,1,1
67,5,0,58.21515838849911,5,6,23,1,1,1
67,6,0,59.05717687213676,5,6,23,1,1,1
67,7,0,63.14631869211709,5,6,23,1,1,1
67,8,0,59.87000209530661,5,6,23,1,1,1
67,9,0,60.72744863505493,5,6,23,1,1,1
68,0,0,60.04687866390739,3,3,27,0,1,1
68,1,0,61.57967224543568,3,3,27,0,1,1
68,2,0,63.07096433705426,3,3,27,0,1,1
68,3,0,64.9105647712148,3,3,27,0,1,1
68,4,0,62.932179642186966,3,3,27,0,1,1
68,5,0,63.491336328961765,3,3,27,0,1,1
68,6,0,61.14396926795104,3,3,27,0,1,1
68,7,0,63.48398996460856,3,3,27,0,1,1
68,8,0,62.11713178917044,3,3,27,0,1,1
68,9,1,72.28142988274439,3,3,27,0,1,1
69,0,0,61.229950958898094,5,6,24,1,0,1
69,1,0,62.216200719712496,5,6,24,1,0,1
69,2,0,64.58933530636637,5,6,24,1,0,1
69,3,0,65.39730108175647,5,6,24,1,0,1
69,4,0,63.46937141659417,5,6,24,1,0,1
69,5,0,64.37754106689616,5,6,24,1,0,1
69,6,0,61.30938918764873,5,6,24,1,0,1
69,7,1,70.62952324914794,5,6,24,1,0,1
69,8,1,69.50539800991967,5,6,24,1,0,1
69,9,1,71.3458970149044,5,6,24,1,0,1
70,0,0,64.21791077429458,2,6,24,0,1,1
70,1,0,64.30869871495578,2,6,24,0,1,1
70,2,0,64.33018085040865,2,6,24,0,1,1
70,3,0,65.9325286166141,2,6,24,0,1,1
70,4,0,62.776580027700064,2,6,24,0,1,1
70,5,0,62.99358441487728,2,6,24,0,1,1
70,6,0,63.58741568705114,2,6,24,0,1,1
70,7,0,63.34088554461085,2,6,24,0,1,1
70,8,0,62.63993170185004,2,6,24,0,1,1
70,9,1,71.77001369415204,2,6,24,0,1,1
71,0,0,63.64371817846408,2,11,17,1,0,1
71,1,0,60.267671325050536,2,11,17,1,0,1
71,2,0,62.60641596953532,2,11,17,1,0,1
71,3,0,63.26055667014036,2,11,17,1,0,1
71,4,0,63.976267144449615,2,11,17,1,0,1
71,5,0,61.43274097391463,2,11,17,1,0,1
71,6,0,61.6929235358455,2,11,17,1,0,1
71,7,0,62.76342214730104,2,11,17,1,0,1
71,8,0,61.03728688968469,2,11,17,1,0,1
71,9,0,60.8233694482449,2,11,17,1,0,1
72,0,0,62.84417818448598,0,10,26,0,1,0
72,1,0,63.597823478271664,0,10,26,0,1,0
72,2,0,65.302159933492,0,10,26,0,1,0
72,3,0,65.47225475444748,0,10,26,0,1,0
72,4,0,65.2915461338259,0,10,26,0,1,0
72,5,1,71.42814988658156,0,10,26,0,1,0
72,6,1,69.73366908922122,0,10,26,0,1,0
72,7,1,72.41041446834443,0,10,26,0,1,0
72,8,1,72.11688910910203,0,10,26,0,1,0
72,9,1,71.6419429482388,0,10,26,0,1,0
73,0,0,62.74671287527854,3,7,20,0,1,1
73,1,0,63.06777286947886,3,7,20,0,1,1
73,2,0,64.06482347144731,3,7,20,0,1,1
73,3,0,65.96645595969814,3,7,20,0,1,1
73,4,0,62.49804176849993,3,7,20,0,1,1
73,5,0,62.64906566419143,3,7,20,0,1,1
73,6,0,60.7034694529772,3,7,20,0,1,1
73,7,0,62.003681369159416,3,7,20,0,1,1
73,8,0,63.49269896687117,3,7,20,0,1,1
73,9,0,64.18211913998044,3,7,20,0,1,1
74,0,0,60.87114596927181,4,10,28,1,1,1
74,1,0,62.50786777532447,4,10,28,1,1,1
74,2,0,63.67564507098999,4,10,28,1,1,1
74,3,0,64.82499773780047,4,10,28,1,1,1
74,4,0,63.54218154243994,4,10,28,1,1,1
74,5,0,63.2951878233705,4,10,28,1,1,1
74,6,1,68.67889856841984,4,10,28,1,1,1
74,7,1,70.88485274271139,4,10,28,1,1,1
74,8,1,68.38923555363559,4,10,28,1,1,1
74,9,1,71.31495907066176,4,10,28,1,1,1
75,0,0,64.51845711036763,1,9,32,0,0,0
75,1,0,62.604763071685056,1,9,32,0,0,0
75,2,0,65.59626713678738,1,9,32,0,0,0
75,3,0,66.04145920226645,1,9,32,0,0,0
75,4,0,67.24748425988503,1,9,32,0,0,0
75,5,0,66.63738195656177,1,9,32,0,0,0
75,6,0,62.10251793109325,1,9,32,0,0,0
75,7,0,66.76502108478535,1,9,32,0,0,0
75,8,0,63.47188215463713,1,9,32,0,0,0
75,9,0,64.95457711482692,1,9,32,0,0,0
76,0,0,59.204873891572205,3,8,18,0,0,1
76,1,0,58.84851139061483,3,8,18,0,0,1
76,2,0,60.19450251747288,3,8,18,0,0,1
76,3,0,63.03454368159398,3,8,18,0,0,1
76,4,0,60.15488117191802,3,8,18,0,0,1
76,5,0,58.63282285873952,3,8,18,0,0,1
76,6,1,66.92610768701543,3,8,18,0,0,1
76,7,1,69.6333936971674,3,8,18,0,0,1
76,8,1,67.73215462559548,3,8,18,0,0,1
76,9,1,68.9942376778047,3,8,18,0,0,1
77,0,0,63.38820388831255,1,8,30,0,0,1
77,1,0,60.98718147788392,1,8,30,0,0,1
77,2,0,65.16716485624559,1,8,30,0,0,1
77,3,0,65.57093164083477,1,8,30,0,0,1
77,4,0,63.76642302993789,1,8,30,0,0,1
77,5,1,71.86134025080166,1,8,30,0,0,1
77,6,1,69.67327220945197,1,8,30,0,0,1
77,7,1,71.68562345295615,1,8,30,0,0,1
77,8,1,69.52518070656956,1,8,30,0,0,1
77,9,1,72.21960577932141,1,8,30,0,0,1
78,0,0,62.56417967463227,4,10,24,1,1,1
78,1,0,63.56887597142073,4,10,24,1,1,1
78,2,0,64.04394749050904,4,10,24,1,1,1
78,3,0,66.25954263644394,4,10,24,1,1,1
78,4,1,73.81187765937423,4,10,24,1,1,1
78,5,1,70.05676940911655,4,10,24,1,1,1
78,6,1,70.6168699826815,4,10,24,1,1,1
78,7,1,73.03526414749838,4,10,24,1,1,1
78,8,1,72.60051745782584,4,10,24,1,1,1
78,9,1,71.48754645892173,4,10,24,1,1,1
79,0,0,61.14882250802217,7,13,20,1,1,1
79,1,0,60.758062421355234,7,13,20,1,1,1
79,2,0,60.76281215355492,7,13,20,1,1,1
79,3,0,63.8189937653598,7,13,20,1,1,1
79,4,0,63.832472511071714,7,13,20,1,1,1
79,5,0,62.96012771220954,7,13,20,1,1,1
79,6,0,61.89813496387802,7,13,20,1,1,1
79,7,1,71.66594938908749,7,13,20,1,1,1
79,8,1,68.43615839793583,7,13,20,1,1,1
79,9,1,70.55844091201564,7,13,20,1,1,1
80,0,0,62.62174652919087,3,8,23,0,1,1
80,1,0,63.37809302030937,3,8,23,0,1,1
80,2,0,61.93907653891826,3,8,23,0,1,1
80,3,0,65.61836809914539,3,8,23,0,1,1
80,4,0,62.919640463440174,3,8,23,0,1,1
80,5,0,63.0101225747464,3,8,23,0,1,1
80,6,0,60.290860504481664,3,8,23,0,1,1
80,7,0,64.12443555641327,3,8,23,0,1,1
80,8,0,61.81608368116539,3,8,23,0,1,1
80,9,0,61.66699397477561,3,8,23,0,1,1
81,0,0,62.69774460602817,2,10,26,0,1,1
81,1,0,61.06304723434516,2,10,26,0,1,1
81,2,0,63.02393484683552,2,10,26,0,1,1
81,3,0,63.49139162937494,2,10,26,0,1,1
81,4,0,62.99363023390472,2,10,26,0,1,1
81,5,0,60.64576796400048,2,10,26,0,1,1
81,6,1,68.32072989160031,2,10,26,0,1,1
81,7,1,72.15297209604549,2,10,26,0,1,1
81,8,1,70.29968406739191,2,10,26,0,1,1
81,9,1,71.89728854267959,2,10,26,0,1,1
82,0,0,62.89634751017172,3,7,26,1,1,0
82,1,0,61.38516039737772,3,7,26,1,1,0
82,2,1,72.22623372939707,3,7,26,1,1,0
82,3,1,74.77513379852593,3,7,26,1,1,0
82,4,1,72.7393824303202,3,7,26,1,1,0
82,5,1,71.1689972869452,3,7,26,1,1,0
82,6,1,71.66306403995524,3,7,26,1,1,0
82,7,1,73.46626583732488,3,7,26,1,1,0
82,8,1,69.75724393727717,3,7,26,1,1,0
82,9,1,72.29017300813234,3,7,26,1,1,0
83,0,0,62.389198868972365,6,8,23,1,1,0
83,1,0,62.438500632394586,6,8,23,1,1,0
83,2,0,62.31917561143364,6,8,23,1,1,0
83,3,0,63.20065792820928,6,8,23,1,1,0
83,4,0,64.30433506156169,6,8,23,1,1,0
83,5,0,63.10324801341656,6,8,23,1,1,0
83,6,1,69.42012840662592,6,8,23,1,1,0
83,7,1,69.7974572691594,6,8,23,1,1,0
83,8,1,69.54312703583322,6,8,23,1,1,0
83,9,1,72.58312274748342,6,8,23,1,1,0
84,0,0,60.149412026813074,8,9,23,1,1,0
84,1,0,59.71351984631092,8,9,23,1,1,0
84,2,0,62.03038078876069,8,9,23,1,1,0
84,3,1,72.83771949650048,8,9,23,1,1,0
84,4,1,70.97990538037004,8,9,23,1,1,0
84,5,1,69.09272111675732,8,9,23,1,1,0
84,6,1,66.9906981288189,8,9,23,1,1,0
84,7,1,69.18097096178019,8,9,23,1,1,0
84,8,1,70.80643019545225,8,9,23,1,1,0
84,9,1,68.3599546267201,8,9,23,1,1,0
85,0,0,62.56323307608953,3,7,19,1,1,1
85,1,0,60.260645639633125,3,7,19,1,1,1
85,2,0,62.66312920235108,3,7,19,1,1,1
85,3,0,63.64713604836664,3,7,19,1,1,1
85,4,0,62.130860777289314,3,7,19,1,1,1
85,5,0,62.06474538602264,3,7,19,1,1,1
85,6,0,60.65933058496752,3,7,19,1,1,1
85,7,0,64.02902478058003,3,7,19,1,1,1
85,8,0,61.87457898427883,3,7,19,1,1,1
85,9,0,61.31623231088969,3,7,19,1,1,1
86,0,0,62.68010694893916,6,6,21,0,0,1
86,1,0,62.779178992550285,6,6,21,0,0,1
86,2,0,63.06073620893036,6,6,21,0,0,1
86,3,0,63.02567478452313,6,6,21,0,0,1
86,4,0,63.0005883881879,6,6,21,0,0,1
86,5,0,62.34000666008823,6,6,21,0,0,1
86,6,0,60.95171197901981,6,6,21,0,0,1
86,7,0,63.46602291474298,6,6,21,0,0,1
86,8,0,61.620622795832894,6,6,21,0,0,1
86,9,1,71.34821127897185,6,6,21,0,0,1
87,0,0,63.81256232967775,4,6,30,0,1,0
87,1,1,74.17338191996375,4,6,30,0,1,0
87,2,1,72.70862509433766,4,6,30,0,1,0
87,3,1,72.1490597978923,4,6,30,0,1,0
87,4,1,73.67925099383135,4,6,30,0,1,0
87,5,1,70.44810821544988,4,6,30,0,1,0
87,6,1,69.95313848926305,4,6,30,0,1,0
87,7,1,71.96800991392779,4,6,30,0,1,0
87,8,1,71.17058176858245,4,6,30,0,1,0
87,9,1,71.36611235998923,4,6,30,0,1,0
88,0,0,59.882808084075606,5,11,18,0,0,1
88,1,0,58.90814662175796,5,11,18,0,0,1
88,2,0,59.97821359392263,5,11,18,0,0,1
88,3,0,62.265184004247885,5,11,18,0,0,1
88,4,0,62.31620840259727,5,11,18,0,0,1
88,5,0,60.64172066337135,5,11,18,0,0,1
88,6,0,59.45720680189898,5,11,18,0,0,1
88,7,0,60.12193906768252,5,11,18,0,0,1
88,8,0,60.63811889436032,5,11,18,0,0,1
88,9,1,69.6453052137948,5,11,18,0,0,1
89,0,0,61.43024891145076,4,9,21,1,1,0
89,1,0,61.5645955471797,4,9,21,1,1,0
89,2,0,62.03681004176355,4,9,21,1,1,0
89,3,0,62.6229636417697,4,9,21,1,1,0
89,4,0,61.79778974355068,4,9,21,1,1,0
89,5,0,60.24212529280448,4,9,21,1,1,0
89,6,0,58.524710306086746,4,9,21,1,1,0
89,7,0,62.144575236342455,4,9,21,1,1,0
89,8,0,59.64042122236124,4,9,21,1,1,0
89,9,0,61.63595895087106,4,9,21,1,1,0
90,0,0,61.208746262497534,4,8,23,0,1,0
90,1,0,59.095592613279045,4,8,23,0,1,0
90,2,0,62.594567024512784,4,8,23,0,1,0
90,3,0,63.74783269768675,4,8,23,0,1,0
90,4,0,61.70687614882981,4,8,23,0,1,0
90,5,0,59.963171539909744,4,8,23,0,1,0
90,6,0,58.374949811315616,4,8,23,0,1,0
90,7,0,60.550305816855605,4,8,23,0,1,0
90,8,0,60.37389323554322,4,8,23,0,1,0
90,9,0,61.47994098645466,4,8,23,0,1,0
91,0,0,62.92019068695546,4,12,28,1,0,1
91,1,0,61.52632240163255,4,12,28,1,0,1
91,2,0,62.6466871933796,4,12,28,1,0,1
91,3,0,65.14932535428987,4,12,28,1,0,1
91,4,0,63.030165516698005,4,12,28,1,0,1
91,5,0,61.21171426747085,4,12,28,1,0,1
91,6,0,60.9109709348407,4,12,28,1,0,1
91,7,0,62.09352427948024,4,12,28,1,0,1
91,8,0,63.5113032176378,4,12,28,1,0,1
91,9,0,63.63605188546744,4,12,28,1,0,1
92,0,0,59.731644232216176,4,9,23,0,1,0
92,1,0,59.223783130022426,4,9,23,0,1,0
92,2,0,60.98342760364026,4,9,23,0,1,0
92,3,1,70.21156307002516,4,9,23,0,1,0
92,4,1,72.10869162863482,4,9,23,0,1,0
92,5,1,68.31906114231224,4,9,23,0,1,0
92,6,1,66.92729076789038,4,9,23,0,1,0
92,7,1,70.00924636280868,4,9,23,0,1,0
92,8,1,68.55665428659614,4,9,23,0,1,0
92,9,1,69.83253350787416,4,9,23,0,1,0
93,0,0,60.81553366551816,4,12,26,0,1,0
93,1,0,60.94543557437531,4,12,26,0,1,0
93,2,0,62.40265045094261,4,12,26,0,1,0
93,3,0,65.16656526063048,4,12,26,0,1,0
93,4,0,62.96497482831817,4,12,26,0,1,0
93,5,0,61.07029071757131,4,12,26,0,1,0
93,6,0,58.03415624039384,4,12,26,0,1,0
93,7,0,64.08653451393947,4,12,26,0,1,0
93,8,0,63.074486199498665,4,12,26,0,1,0
93,9,0,63.16931774782567,4,12,26,0,1,0
94,0,0,64.6781603564247,4,6,23,0,1,1
94,1,0,60.52861376512135,4,6,23,0,1,1
94,2,0,65.5885797927293,4,6,23,0,1,1
94,3,0,65.70165068219944,4,6,23,0,1,1
94,4,0,63.58251903047722,4,6,23,0,1,1
94,5,0,62.44958162451171,4,6,23,0,1,1
94,6,0,62.74489186022086,4,6,23,0,1,1
94,7,0,65.05656860341757,4,6,23,0,1,1
94,8,1,71.63886386091605,4,6,23,0,1,1
94,9,1,72.32893724639705,4,6,23,0,1,1
95,0,0,61.1317361495744,3,7,22,1,1,1
95,1,1,67.53010027362576,3,7,22,1,1,1
95,2,1,68.41090405867233,3,7,22,1,1,1
95,3,1,71.95073018074116,3,7,22,1,1,1
95,4,1,70.85266112455355,3,7,22,1,1,1
95,5,1,67.33042137607752,3,7,22,1,1,1
95,6,1,67.23826016365581,3,7,22,1,1,1
95,7,1,69.743818817977,3,7,22,1,1,1
95,8,1,66.21643612157048,3,7,22,1,1,1
95,9,1,69.74214458708668,3,7,22,1,1,1
96,0,0,61.11381009071674,6,9,26,1,1,1
96,1,0,61.5624322460763,6,9,26,1,1,1
96,2,0,62.953468347536464,6,9,26,1,1,1
96,3,0,63.12866212680568,6,9,26,1,1,1
96,4,0,61.933697466092674,6,9,26,1,1,1
96,5,0,59.62200168568515,6,9,26,1,1,1
96,6,0,61.36563148297715,6,9,26,1,1,1
96,7,1,69.99567634391893,6,9,26,1,1,1
96,8,1,71.00189114887465,6,9,26,1,1,1
96,9,1,70.26269393445072,6,9,26,1,1,1
97,0,0,62.32453306001708,6,10,30,1,0,0
97,1,0,59.69544082606371,6,10,30,1,0,0
97,2,0,63.32567568718187,6,10,30,1,0,0
97,3,0,65.08519588002191,6,10,30,1,0,0
97,4,0,61.59732059316817,6,10,30,1,0,0
97,5,0,61.24920422574911,6,10,30,1,0,0
97,6,0,60.4670349589916,6,10,30,1,0,0
97,7,0,62.02295807607945,6,10,30,1,0,0
97,8,0,62.65052060875598,6,10,30,1,0,0
97,9,0,62.47296714120315,6,10,30,1,0,0
98,0,0,61.94812148391078,4,9,19,1,1,1
98,1,1,68.96189973889912,4,9,19,1,1,1
98,2,1,71.71911857120669,4,9,19,1,1,1
98,3,1,71.57692630274019,4,9,19,1,1,1
98,4,1,69.67399381860017,4,9,19,1,1,1
98,5,1,68.88567341283853,4,9,19,1,1,1
98,6,1,67.58327470482516,4,9,19,1,1,1
98,7,1,71.17286647653613,4,9,19,1,1,1
98,8,1,69.66870129104254,4,9,19,1,1,1
98,9,1,69.65856407320422,4,9,19,1,1,1
