factory_id,post_reform,reform_adopted,production_output,labor_hours,raw_materials,automation_use,energy_efficiency,worker_satisfaction
242,1,0,47.14812706713905,2,6,1,1,1
243,1,0,47.556754372732094,4,5,0,1,1
244,1,1,49.50479349799041,3,3,1,1,1
245,1,0,46.38685310365222,4,7,1,1,1
246,1,1,50.51053415398306,5,7,0,1,1
247,1,0,46.9749367526162,3,5,1,1,1
248,1,0,47.28915735004094,2,7,1,1,0
249,1,0,45.94674505749372,2,4,0,1,1
250,1,0,46.69241418935109,2,5,1,0,0
251,1,1,48.36750132126711,3,7,1,0,0
252,1,1,48.76535942252824,5,6,1,0,1
253,1,0,46.19997611130567,2,3,0,0,1
254,1,0,46.26509415519986,2,5,0,1,0
255,1,0,47.46466955520207,5,5,1,0,0
256,1,0,47.54624231786593,4,6,0,1,1
257,1,1,48.8559285831788,6,6,0,1,1
258,1,0,48.2996760113394,6,4,0,0,1
259,1,0,48.29884223877804,2,6,1,0,0
260,1,0,47.33373683187518,4,6,1,1,0
261,1,0,48.70859374656955,3,6,1,1,1
262,1,0,46.0619921570944,5,4,1,1,0
263,1,1,48.55385625068363,4,4,0,1,1
264,1,0,47.21530718830273,5,6,1,1,0
265,1,0,47.117276002632416,2,6,0,0,0
266,1,0,46.68513973975731,0,5,1,1,0
267,1,0,47.72355271382349,3,6,1,1,0
268,1,1,48.90926413077717,3,5,1,0,1
269,1,0,45.68836931792762,3,6,1,0,0
270,1,1,45.883575264352,3,5,1,0,0
271,1,1,48.09566198894565,4,4,1,1,1
272,1,0,46.19199206580896,7,6,0,0,1
273,1,0,46.636075231929865,3,6,0,1,1
274,1,0,47.62597103425443,5,5,1,1,1
275,1,0,47.34420719525198,3,6,0,1,0
276,1,0,46.776396862203896,4,4,0,1,0
277,1,1,49.22360672623705,3,6,1,1,1
278,1,0,48.5029288509044,2,7,1,1,0
279,1,0,49.69094737590358,2,5,0,1,0
280,1,0,46.89700186636757,3,6,0,1,0
281,1,1,49.030259072924245,1,6,0,0,0
282,1,0,49.25348207617839,5,6,1,0,0
283,1,0,47.03739794003165,3,7,1,1,1
284,1,0,47.968303168158265,3,6,1,0,1
285,1,0,49.30411902761941,8,7,1,0,0
286,1,1,46.57604776161681,0,4,1,0,1
287,1,0,46.625867772064375,3,7,0,1,1
288,1,0,48.73515096810041,2,5,1,0,1
289,1,1,49.077395495754864,1,5,1,1,1
290,1,0,46.44095173385018,4,5,1,1,0
291,1,0,47.183681690315886,7,7,1,1,1
292,1,0,46.44637902512402,4,5,1,0,1
293,1,0,48.7149430774644,7,6,0,1,1
294,1,1,48.387353221553866,3,6,0,0,1
295,1,0,49.15231327137735,2,6,0,0,1
296,1,0,46.72083132271235,4,4,0,1,1
297,1,0,47.85950959202385,3,5,1,0,1
298,1,1,50.35964219793236,3,5,1,1,0
299,1,1,47.82995439619325,5,5,1,1,0
300,1,1,49.18415929502779,5,5,1,1,1
301,1,0,49.06979706665306,5,6,1,1,0
302,1,0,48.46200536914295,6,3,0,0,1
303,1,1,47.3173915940195,2,6,0,0,0
304,1,0,48.22124803801343,3,5,0,0,0
305,1,1,48.229444568972326,3,6,1,0,0
306,1,1,50.09618502225932,2,6,1,0,0
307,1,0,46.43875383219421,2,5,1,1,1
308,1,1,47.478955019294325,3,6,0,1,1
309,1,1,48.46222447793863,4,6,1,1,1
310,1,1,48.48190954862872,7,7,0,1,1
311,1,1,48.13887915138632,3,5,1,1,0
312,1,0,46.62067919722037,2,6,1,0,0
313,1,0,49.9296604587304,1,3,0,1,0
314,1,1,49.75265881467031,4,5,1,1,0
315,1,0,48.10978898021949,3,7,1,1,1
316,1,1,47.92213506833111,4,5,1,1,0
317,1,0,47.99301350518842,4,5,0,1,1
318,1,0,48.9667838156688,6,5,1,0,1
319,1,0,46.78802158524056,2,6,1,1,0
320,1,0,49.294543831737535,5,6,1,1,1
321,1,0,45.4012234161938,3,5,1,0,0
322,1,1,48.07498331791975,1,7,1,0,0
323,1,0,46.463341684311295,2,5,1,0,0
324,1,0,47.8394503599128,3,5,1,0,1
325,1,1,46.40885621202131,4,5,0,0,0
326,1,1,49.92149179791279,2,4,1,1,1
327,1,0,47.48640529896071,5,6,0,1,0
328,1,1,47.476865961315625,1,4,0,1,1
329,1,1,47.74092803643269,3,5,1,1,1
330,1,1,48.92382370699526,2,6,1,1,0
331,1,1,49.04837676419999,7,6,1,0,0
332,1,0,46.62277344371308,3,5,1,1,1
333,1,0,47.01858538112028,0,6,1,1,0
334,1,0,48.66321732505946,3,6,1,1,0
335,1,0,48.24297913926965,2,4,0,1,0
336,1,0,48.32236475223175,7,6,0,1,1
