store_id,post_policy,tax_policy,sales_volume,rent_per_sqft,inventory_value,weekend,holiday
205,1,1,51.84538601559565,1,6,1,0
206,1,0,46.41626193666362,4,6,0,0
207,1,1,49.67879552926014,3,6,0,1
208,1,1,50.271815314471326,3,6,1,0
209,1,1,52.18556960771075,2,6,0,0
210,1,0,43.491492408198674,4,5,1,0
211,1,0,47.26156337406953,5,5,0,0
212,1,0,46.66796521439486,5,6,0,1
213,1,1,51.84349840418694,2,5,0,1
214,1,1,50.61914591358331,0,5,0,0
215,1,1,50.12934715934027,6,7,0,0
216,1,0,46.987845844419816,2,4,1,0
217,1,0,46.29876380052789,2,6,1,0
218,1,0,46.98823844817791,3,5,0,0
219,1,1,51.45431823268059,3,6,1,0
220,1,1,50.931564280075335,2,6,1,0
221,1,1,51.67759285651832,2,6,0,0
222,1,0,48.13628826200648,3,6,0,0
223,1,1,51.84314384291962,1,6,0,0
224,1,0,47.380661864457785,4,6,0,0
225,1,0,47.9213519174211,3,4,0,0
226,1,0,47.11203718048409,6,5,1,0
227,1,0,46.59831980610123,4,5,0,0
228,1,0,48.16398797153498,0,5,0,0
229,1,0,47.25403113394295,3,6,0,1
230,1,1,51.56895042528495,5,5,0,0
231,1,0,45.74187557538199,2,5,1,0
232,1,1,50.87532782071362,6,8,0,1
233,1,0,47.20364510292772,3,5,1,0
234,1,1,52.67072881443473,0,5,1,1
235,1,0,45.93955290516823,3,5,0,0
236,1,1,52.45458003837787,6,6,0,1
237,1,0,45.537230987019385,6,4,1,1
238,1,0,46.2354252155174,4,3,0,0
239,1,1,50.949830854685175,3,7,0,0
240,1,0,47.580461709440826,3,5,1,0
241,1,0,46.57095283434333,4,7,0,1
242,1,1,50.919743956293466,6,6,1,0
243,1,1,52.44030531801508,1,6,0,1
244,1,1,53.69993595011073,1,4,1,0
245,1,1,51.32662251158065,4,6,1,1
246,1,1,50.15757835166375,5,6,0,0
247,1,0,46.677214478065856,3,6,0,0
248,1,1,52.5224979522567,1,6,0,1
249,1,1,51.134611404419736,7,7,0,0
250,1,0,48.34995481743422,5,7,0,0
251,1,1,49.17433578760202,5,5,0,0
252,1,0,46.995351448499015,3,5,0,0
253,1,0,46.61958687356937,5,3,0,0
254,1,1,49.90164509327599,3,6,0,0
255,1,0,46.133184401583264,5,6,0,0
256,1,1,50.696840425541495,1,6,1,1
257,1,1,52.90741041032004,2,6,1,0
258,1,1,52.02430306956217,4,7,0,1
259,1,0,46.31590692417208,3,3,0,0
260,1,1,51.9365374830498,2,5,1,0
261,1,0,48.13775063906493,6,5,0,1
262,1,0,48.62933294326099,1,6,1,1
263,1,1,50.03294589119284,3,6,0,0
264,1,1,49.347653941779264,2,4,1,0
265,1,1,49.67255538493259,5,7,0,0
266,1,1,52.06733478571744,1,5,1,1
267,1,1,50.626202471253066,2,7,0,0
268,1,0,46.96149266578205,4,5,0,1
269,1,1,51.80119912892744,3,5,0,0
270,1,0,45.90440501393775,9,4,0,1
271,1,1,50.96525274718668,5,4,0,1
272,1,0,47.42571516941041,1,6,1,0
273,1,0,45.26434119233037,3,3,1,1
274,1,0,47.38410161452191,2,4,0,0
275,1,1,51.5898884455136,2,4,0,0
276,1,1,51.595028220799286,6,6,0,0
277,1,1,50.38418817415799,5,4,0,0
278,1,1,52.06710340038134,6,8,0,0
279,1,1,52.19920681797455,7,5,0,0
280,1,1,51.38339802198359,2,6,0,0
281,1,0,46.444090795120175,7,7,0,0
282,1,0,46.63105457907943,3,6,0,0
283,1,0,45.99478296904511,2,6,0,0
284,1,1,51.45929389585367,2,6,0,1
285,1,0,44.56575174463856,3,4,1,1
286,1,0,47.50444758797557,3,5,0,0
287,1,1,50.979682949115855,5,5,1,0
288,1,1,52.88431911463442,0,5,1,0
289,1,0,46.74298227440682,5,6,0,1
290,1,0,45.48425655352218,2,5,0,1
291,1,0,46.95044206892774,3,5,0,1
292,1,0,46.95807973062126,2,4,0,1
293,1,1,51.260639873467326,2,6,1,0
294,1,1,52.34019329061849,3,4,0,1
295,1,0,48.899491170421854,2,5,1,1
296,1,1,51.42264782563876,4,6,0,0
297,1,0,44.480426724969526,3,5,0,1
298,1,1,51.35511250417262,3,6,1,0
299,1,0,47.15618544509345,2,5,0,1
300,1,0,47.0832186016919,6,7,1,0
301,1,1,52.05164406370772,1,7,0,0
302,1,1,50.51531982866205,6,4,0,0
303,1,1,50.04760285376918,0,5,0,0
304,1,1,51.899494482917305,4,6,0,1
305,1,1,50.7545134849154,5,6,0,1
306,1,0,46.86798139518251,4,6,1,0
307,1,1,49.88200657069464,3,6,0,1
308,1,0,47.08183468273733,4,5,0,0
309,1,0,45.59286925472055,5,6,1,1
310,1,1,50.65068424987022,4,6,1,1
311,1,1,49.794116877288815,5,4,0,0
312,1,1,52.47810511113344,5,7,1,0
313,1,1,51.15299948814669,6,4,0,0
314,1,1,52.63573687167765,6,6,1,0
315,1,0,46.85252370592649,1,6,1,0
316,1,0,47.14361934206247,7,5,0,0
317,1,0,45.56130143695524,3,7,0,0
318,1,0,46.68972756872812,2,8,0,1
319,1,1,51.28624217139321,4,7,0,1
320,1,1,51.864520515810256,2,7,1,0
321,1,0,48.35524794772447,0,4,0,0
322,1,0,46.77328528962487,1,5,1,0
323,1,0,48.55203786788851,3,3,0,0
324,1,1,52.76444511486314,3,5,0,1
325,1,0,46.28666794291859,6,6,0,0
326,1,0,46.71457295626359,0,5,0,0
327,1,1,51.68746407359608,4,5,1,0
328,1,0,46.72839953126517,4,6,1,0
329,1,0,45.02861045717941,4,4,1,0
330,1,0,47.41849245889055,4,7,0,0
331,1,1,53.231256249381104,2,5,1,0
332,1,1,51.54852536975574,6,7,0,0
333,1,1,49.939465985118495,5,5,1,1
334,1,0,46.70098653911392,4,5,0,0
335,1,1,51.23896377290381,3,6,1,0
336,1,1,51.91791663488488,5,5,0,1
337,1,1,52.13751327288529,4,5,0,0
338,1,0,47.15230906253998,3,5,0,0
339,1,1,53.22099933423063,5,5,0,1
340,1,0,45.94945268696176,0,6,0,0
341,1,0,46.41181683014704,4,5,1,0
342,1,1,51.685578874954125,2,7,0,0
343,1,0,45.56287134322727,5,7,0,0
344,1,1,51.78114943878955,5,8,0,0
345,1,0,47.53830934049637,5,5,0,1
346,1,1,50.32177783109345,4,5,0,0
347,1,0,46.61573404182449,4,5,0,0
348,1,0,47.369274826126,4,7,0,1
349,1,0,44.9864457236159,3,6,1,0
350,1,1,50.284254627111736,4,6,1,0
351,1,0,45.620031518047945,4,5,0,0
352,1,1,51.753116463268206,7,7,1,0
353,1,1,52.28625102351502,1,6,0,0
354,1,0,44.25541993915403,5,7,1,0
355,1,0,46.6796516910567,2,6,0,1
356,1,0,45.5580598856101,1,4,0,0
357,1,0,45.46784985341859,7,6,0,1
358,1,1,51.34137187945501,4,7,0,0
359,1,1,52.737711339717286,3,5,0,0
360,1,0,47.49526295226355,2,6,0,0
361,1,1,50.21179433195846,2,5,1,0
362,1,1,51.18478962104473,3,4,0,1
363,1,0,45.54010683247206,5,5,0,0
364,1,0,45.98313999179385,2,7,0,0
365,1,0,48.59301208615013,2,5,0,0
366,1,1,51.29875943556654,1,7,0,0
367,1,1,51.45138426937623,3,5,0,0
368,1,0,46.16349289719437,3,7,0,1
369,1,0,46.580176495312685,2,5,0,1
370,1,0,46.371692845095794,4,3,0,1
371,1,1,50.492223025416976,6,7,1,1
372,1,1,52.01481102160266,0,8,0,0
373,1,1,50.555227465452326,3,6,1,0
374,1,0,47.41715784120526,2,6,1,0
375,1,0,47.156564083565286,5,4,0,1
376,1,0,46.97871290183121,2,5,0,0
377,1,0,46.92138366728638,2,5,0,0
378,1,0,44.940128499755325,4,5,1,0
379,1,0,46.65284741163307,3,6,0,0
380,1,0,46.93679386918345,5,6,0,0
381,1,0,47.16634313555812,4,5,0,1
382,1,1,51.54946904862009,3,5,0,0
383,1,1,52.104509402377865,1,4,0,0
384,1,0,47.85559067782056,5,6,0,0
385,1,0,45.94882472236876,1,4,0,0
386,1,1,50.02189386350175,2,6,0,1
387,1,0,45.67668784278349,7,6,0,1
388,1,0,47.2566010195094,1,6,0,0
389,1,1,51.29107012234916,4,6,0,0
390,1,1,51.04806425712786,6,5,1,0
391,1,0,47.98776290832369,1,6,1,0
392,1,0,47.110964518832034,3,6,0,0
393,1,0,46.6928783501228,2,5,0,0
394,1,0,45.6042353258312,5,5,1,1
395,1,1,50.75274131508321,2,7,0,0
396,1,1,53.71031454194208,5,5,0,0
397,1,0,46.90786793636367,2,5,0,1
398,1,0,46.99447980580575,0,5,0,1
399,1,0,47.4610876366508,3,4,0,0
400,1,1,50.36191066035811,5,5,1,0
401,1,0,46.689932383246514,5,7,0,0
402,1,0,45.862568183353154,5,6,0,0
403,1,1,50.95064009803412,1,5,1,1
404,1,1,51.34038170907685,0,5,1,1
405,1,1,51.97664668374736,2,5,1,1
406,1,1,50.927810153821945,4,6,1,0
407,1,0,46.71182952290832,5,5,0,0
408,1,0,47.70361369993552,1,4,0,0
409,1,0,46.60712946641265,6,4,0,0
410,1,0,44.83918272362233,3,5,0,0
411,1,1,49.99172571313923,5,7,1,1
412,1,1,54.00447424829319,5,6,0,0
413,1,1,51.91554437509452,3,6,0,1
414,1,0,45.89476330940047,2,4,0,1
415,1,1,51.24798462320712,2,6,0,1
416,1,0,48.11096357255421,3,5,0,1
417,1,1,52.96304675032595,5,6,0,0
418,1,1,50.91710614957299,4,6,0,0
419,1,0,47.10554733322522,4,6,0,0
420,1,1,51.13512277082792,3,6,0,1
421,1,0,47.135659952926005,4,6,0,0
422,1,0,47.54513201158461,5,5,0,1
423,1,0,47.37018347014467,2,6,1,0
424,1,1,50.50701894068676,2,4,0,0
425,1,1,51.72082163036497,7,5,0,1
426,1,0,48.28796356948707,2,5,1,0
