school_id,post_period,received_tutoring,average_test_score,average_class_size,percentage_free_lunch,urban_location,school_size,percentage_english_learners
134,1,0,52.47597273460219,3,7,1,1,1
135,1,1,56.75644795880341,4,5,0,0,1
136,1,0,51.67043505135548,6,4,0,0,0
137,1,1,57.06584051530368,2,5,0,0,0
138,1,0,51.00937567057327,4,4,1,0,1
139,1,0,52.54449065249646,2,6,1,0,1
140,1,0,52.92343493833156,7,5,1,1,1
141,1,0,53.6478332073015,3,7,1,0,1
142,1,1,55.9925744765301,3,5,1,1,0
143,1,0,51.37264053841159,8,7,0,1,1
144,1,1,55.17563249548456,2,5,1,1,0
145,1,0,51.32854266126096,2,5,0,0,1
146,1,0,52.27508496600903,3,6,1,1,1
147,1,1,55.825273024982,0,6,1,0,1
148,1,1,58.636226522422206,6,7,1,1,1
149,1,1,58.24191047189057,0,5,0,0,1
150,1,0,52.84832503847157,2,6,1,1,1
151,1,1,56.72495044129636,5,9,0,0,0
152,1,1,56.74585637202494,2,5,1,0,1
153,1,0,53.95656483720196,4,6,1,0,1
154,1,0,52.691925931121645,3,6,1,0,0
155,1,0,51.98002741042728,3,6,1,0,1
156,1,1,56.57652447930142,3,6,1,1,0
157,1,1,58.18449903476554,4,5,1,0,1
158,1,1,57.77425878683948,3,5,1,1,1
159,1,1,56.88317890866632,3,6,1,0,1
160,1,0,51.41172726315956,2,6,0,1,1
161,1,1,57.59641281707576,1,5,1,0,1
162,1,0,52.42005660423254,1,7,0,0,1
163,1,1,56.689321001595154,3,6,1,1,0
164,1,1,55.934524746831656,4,6,0,1,1
165,1,1,57.474745230667786,1,5,0,1,0
166,1,1,57.57531075619925,7,5,1,0,0
167,1,1,57.65854437489976,3,4,0,1,1
168,1,1,58.809990375059385,2,6,1,1,0
169,1,0,53.35877156859105,7,5,1,1,1
170,1,1,57.556215265866506,2,6,1,0,1
171,1,0,51.299258991044205,4,5,1,1,0
172,1,0,53.53023613417252,5,5,0,0,0
173,1,1,57.54575602801792,5,6,1,0,1
174,1,0,53.27465213133078,4,5,1,1,1
175,1,0,52.82500346355886,2,5,1,0,1
176,1,1,56.90269515201123,1,6,1,1,1
177,1,0,52.97100705434641,4,7,1,1,1
178,1,0,51.80632960914558,4,5,1,0,0
179,1,0,53.479134086741766,4,8,1,1,1
180,1,1,57.4693688149403,1,7,0,1,0
181,1,0,52.62722208183843,6,6,1,1,0
182,1,1,57.8757019820964,5,5,0,1,1
183,1,1,58.80153185348716,2,5,0,1,0
184,1,0,52.554910335686415,3,5,0,1,0
185,1,0,53.27277731437855,1,5,0,1,0
186,1,1,55.8382014988421,4,3,0,1,1
187,1,0,51.35344197870235,1,5,1,0,0
188,1,1,56.59024224992361,3,5,0,0,0
189,1,0,52.49244870328366,3,7,1,1,1
190,1,1,56.97573808918176,0,3,0,0,1
191,1,0,52.12650391127888,5,6,1,0,1
192,1,0,54.34328961819501,5,8,0,0,1
193,1,1,57.58941822607401,6,6,1,0,0
194,1,0,53.51949223280003,5,6,1,0,1
195,1,0,53.0876696010253,6,5,1,0,0
196,1,0,53.24997248005442,3,5,0,0,1
197,1,0,51.54066735367179,1,5,1,1,0
198,1,0,52.14467540683901,4,5,1,0,1
199,1,0,52.58706366775348,4,4,0,0,1
200,1,1,56.62643938831735,4,5,0,1,0
201,1,1,56.42882828103452,4,4,1,0,0
202,1,0,50.99169966776615,4,6,1,0,1
203,1,1,56.21953583794071,5,7,1,1,0
204,1,1,57.28772500934009,2,4,0,0,1
205,1,0,51.21011845810476,3,8,0,1,1
206,1,1,57.59127274396858,1,6,0,0,1
207,1,1,58.32949130791879,5,5,1,0,0
208,1,1,56.339266701849205,0,6,0,0,1
209,1,1,55.99729257618188,3,5,1,1,1
210,1,1,57.89888514395604,8,4,1,1,1
211,1,1,57.72995282309059,3,6,1,0,0
212,1,1,56.88830223251511,3,6,1,0,0
213,1,1,57.597332754564064,7,7,0,1,0
214,1,1,58.22942043487362,3,6,0,0,1
215,1,0,51.07790935067798,3,6,1,0,0
216,1,1,56.16263123071996,2,4,0,1,1
217,1,0,53.42503092712754,4,5,0,0,1
218,1,0,51.52937101663471,2,5,1,0,0
219,1,0,52.84288974392784,2,5,1,1,0
220,1,1,58.802149112524326,6,6,0,1,1
221,1,0,52.68905039121507,8,4,0,0,1
222,1,1,57.30415626022369,3,5,1,1,1
223,1,0,52.874668307147175,4,5,0,0,1
224,1,0,51.368462560413626,2,5,1,1,1
225,1,1,57.05590310590764,5,4,1,1,0
226,1,1,57.98418901853245,2,5,0,0,0
227,1,1,56.68159268195279,2,7,1,1,0
228,1,0,53.07492522849478,4,6,1,0,0
229,1,1,57.630052321524765,4,4,0,1,1
230,1,0,52.55064662257552,3,5,0,1,1
231,1,1,56.36911554030959,0,4,1,1,1
232,1,1,59.29147615430316,3,5,0,1,0
233,1,0,50.98226744194119,3,5,1,1,0
234,1,0,52.7667115376341,6,4,1,0,0
235,1,1,56.71976037951323,1,5,1,0,0
236,1,0,52.0561530188503,3,7,1,1,1
237,1,1,58.22720964501676,4,4,0,1,0
238,1,0,53.00215981150194,5,6,1,1,1
239,1,0,53.86673658134845,2,6,1,0,0
240,1,1,57.6740074699839,2,6,0,0,0
241,1,0,54.109879505129605,3,6,1,1,0
242,1,0,52.783367808886034,5,6,0,0,1
243,1,1,57.24613830479569,4,4,0,1,1
244,1,0,51.70854517539373,3,5,1,0,1
245,1,1,57.66573771428083,0,4,0,0,1
246,1,0,53.488700440825305,6,6,0,1,1
247,1,1,57.1385008449948,6,4,0,1,1
248,1,0,52.007749469268845,5,5,0,1,0
249,1,0,52.90100147297294,5,6,0,1,0
250,1,1,58.78020080423494,5,4,0,0,1
251,1,0,52.2935636374446,4,6,0,1,0
252,1,0,52.641273121451455,3,5,1,1,0
253,1,1,57.61525963672933,3,5,1,0,0
254,1,1,57.73156575112063,0,5,1,1,0
255,1,1,55.73046812044042,4,7,1,1,1
256,1,1,57.39521679252071,3,6,1,0,1
257,1,0,54.01048208759524,7,7,0,1,1
258,1,0,50.698966949993,4,5,1,1,0
259,1,1,58.10209904488208,2,6,1,0,0
260,1,1,57.26110514869018,7,5,0,1,1
261,1,0,53.41102937449492,7,5,0,0,1
262,1,0,50.57708742086177,2,4,1,0,0
263,1,0,51.351119730441205,2,6,1,1,0
264,1,0,52.33699496827578,5,5,0,0,0
265,1,0,54.12800927591239,2,4,0,0,0
266,1,1,56.69766144176581,3,4,0,0,0
267,1,0,53.16595810186233,4,4,1,0,1
268,1,1,56.32804395334816,2,4,1,1,0
269,1,1,55.578718353652526,4,5,1,0,1
270,1,0,54.16961814612535,5,5,1,1,1
271,1,0,52.1762509887704,2,3,0,1,1
272,1,1,57.38021563002098,0,5,0,1,0
273,1,0,53.82282423533558,2,7,1,0,1
274,1,0,53.39429079611735,3,7,1,0,0
275,1,1,56.64312082283744,3,6,0,0,1
276,1,0,52.09525479035169,5,4,0,1,0
277,1,1,57.68991104885034,3,3,0,1,1
278,1,0,52.17425221705579,3,6,1,1,0
279,1,0,50.97845480726712,4,5,1,1,1
280,1,0,52.587009504182646,3,5,1,0,1
281,1,0,50.645726736055686,2,5,1,1,0
282,1,0,52.44950516968429,6,5,1,0,1
283,1,1,55.67118192605302,3,5,1,1,1
284,1,0,51.88404671815544,5,5,0,1,1
285,1,1,56.07144433067299,2,7,0,0,1
286,1,0,52.965855201755616,4,6,0,0,0
287,1,0,53.53534819368472,4,4,0,1,1
288,1,0,52.44095376385386,4,4,1,0,1
289,1,0,54.11555794232867,1,6,0,1,0
290,1,1,58.597453173849615,2,6,1,0,0
291,1,0,52.7935900794339,3,5,1,0,0
292,1,1,59.23078300646092,4,5,1,1,1
293,1,1,56.77093740594541,4,6,1,1,1
294,1,1,56.02577297422018,1,6,0,0,0
295,1,1,55.95147477185802,4,5,1,0,1
296,1,1,56.84573052298809,4,6,1,1,1
297,1,1,56.72275076611512,1,6,1,1,1
298,1,1,57.82673207174467,6,4,1,0,1
299,1,0,52.89891286074636,1,5,0,1,1
300,1,0,52.99481264236023,3,7,0,1,1
301,1,0,50.54143384732941,4,5,1,1,1
302,1,0,54.59427215206463,4,5,1,1,0
303,1,1,56.70237766542428,5,4,1,0,0
304,1,1,58.4354712038796,1,4,1,0,0
305,1,0,53.25543313630551,4,5,0,0,0
306,1,0,52.645639157942455,2,6,0,0,0
307,1,1,56.81663524363814,3,5,0,0,1
308,1,1,56.757159998719374,3,7,1,0,0
309,1,1,57.88662950456022,6,5,1,1,0
310,1,0,51.83323953073691,2,7,0,1,0
311,1,0,52.9987630471259,5,7,1,1,1
312,1,0,52.08911771681516,2,5,1,0,1
313,1,0,52.952651946875534,2,4,1,1,1
314,1,1,55.98907216455936,4,6,0,0,0
315,1,0,51.46584996800995,5,6,0,0,0
316,1,1,56.49565526659132,4,4,0,0,0
317,1,0,52.47310887817517,1,6,0,0,1
318,1,0,53.35050820842349,3,2,1,1,1
319,1,1,55.80272913503045,5,5,1,0,0
320,1,0,50.44379108317601,2,4,0,0,1
321,1,1,57.5484236595964,3,3,1,0,0
322,1,1,55.26795632316334,5,5,1,1,1
323,1,0,52.97471910201085,3,6,1,1,1
324,1,0,52.59604967308493,4,4,0,1,0
325,1,0,51.03979795743136,0,4,1,0,0
326,1,0,52.53167690159631,4,5,1,0,0
327,1,1,56.97362037973101,3,3,1,1,1
328,1,0,52.65748723970294,5,6,1,0,0
329,1,1,57.78461858522296,3,5,1,1,1
330,1,0,51.6241074947381,5,5,1,0,1
331,1,0,54.22944088011834,2,7,0,1,0
332,1,0,51.52020407778775,8,7,1,0,1
333,1,0,52.99356971635736,4,4,1,0,0
334,1,0,51.028265553755816,4,5,1,1,1
335,1,1,57.21693144325825,6,4,1,0,0
336,1,0,50.70561809351472,4,5,0,0,1
337,1,0,52.19291487101453,4,7,1,0,1
338,1,1,59.19903036786504,4,6,0,0,0
339,1,0,51.99302701032416,4,6,1,1,0
340,1,1,59.89722748170729,3,7,0,1,0
341,1,0,52.46463811352034,5,3,1,1,0
342,1,1,58.00025567708743,4,5,0,0,1
343,1,0,53.31783280003244,0,5,0,1,1
344,1,0,52.08245404661938,3,5,0,0,1
345,1,0,51.37724764315908,6,7,1,0,1
346,1,0,51.47385182317768,5,5,1,1,1
347,1,0,52.93221569622469,2,8,1,1,1
348,1,1,58.042415122319134,6,6,0,1,1
349,1,0,51.137373151689175,2,5,0,0,1
350,1,1,56.42705060303549,2,6,0,1,1
351,1,1,57.896800519133,5,5,0,0,1
352,1,1,56.46254285526983,5,4,1,0,0
353,1,0,52.67490164360683,4,5,0,1,1
354,1,1,56.87765130372101,5,5,1,1,0
355,1,0,54.67721266908561,4,6,0,0,1
356,1,0,52.71926379119436,3,6,0,0,1
357,1,1,56.50403889930738,5,5,0,0,0
358,1,1,55.13965811186279,4,5,0,0,1
359,1,0,53.52153249175859,3,5,0,1,1
360,1,0,53.46617916323527,1,5,0,0,1
361,1,1,55.97183366623321,-1,5,0,0,0
362,1,1,58.95835275385771,3,7,1,1,0
363,1,0,53.097273796122685,3,5,0,1,0
364,1,0,51.948622356478005,4,5,1,0,0
365,1,0,49.31664366437865,0,4,0,1,0
366,1,1,56.93187695859614,3,7,0,1,1
367,1,0,52.9497762867518,2,7,1,1,1
368,1,1,54.773297005535895,4,4,1,0,1
369,1,0,51.53374161191868,4,5,1,0,0
370,1,0,53.32561776600668,3,5,0,0,0
371,1,0,52.33082191866626,2,4,1,0,1
372,1,0,52.852177603810304,4,6,0,1,1
373,1,0,51.75454270153365,2,5,1,0,1
374,1,0,53.05393551855197,4,7,0,0,0
375,1,1,59.24983758804572,2,5,0,1,1
376,1,1,58.711442956022616,3,5,1,0,1
377,1,1,58.95515470745541,1,6,0,0,1
378,1,0,51.2360520063987,3,6,0,1,1
379,1,1,56.85951616898066,4,6,1,1,1
380,1,0,53.40996537357327,4,6,1,1,0
381,1,1,57.00473468855448,3,5,0,1,0
382,1,0,52.74462001528122,3,6,1,1,1
383,1,0,53.02715095310125,4,5,0,1,1
384,1,0,53.556314245373336,3,6,0,1,1
385,1,0,52.02887891957791,3,6,0,0,0
386,1,0,51.85294966554419,4,6,1,0,1
387,1,1,57.40938013729858,5,5,1,0,0
388,1,1,57.39734379577224,5,7,0,1,1
389,1,0,53.667250988605325,2,5,1,0,1
390,1,0,54.33783738240536,3,6,0,0,1
391,1,0,51.06218598846673,4,6,0,1,1
392,1,0,50.31859474845575,0,5,0,1,1
393,1,0,51.40055617138737,4,5,0,0,1
394,1,0,52.93375541629176,5,5,0,1,0
395,1,0,52.21265149856429,2,4,0,0,1
396,1,0,52.60737042505757,1,7,0,0,0
397,1,0,53.25755505651178,3,6,1,1,1
398,1,1,57.82584279856205,2,6,1,1,0
399,1,0,52.50574309761046,6,7,1,1,1
400,1,0,52.950384998674174,2,5,0,0,0
401,1,1,56.43339421599682,4,6,0,1,0
402,1,1,56.878975807076905,1,5,1,0,1
403,1,1,58.05369417942448,3,7,0,0,0
404,1,0,52.52470105023541,2,4,0,0,0
405,1,1,56.080973299098574,4,7,1,1,0
406,1,0,52.557792298010455,6,7,0,1,0
407,1,0,52.35740166200531,3,5,1,0,0
408,1,0,53.37026984273258,5,4,1,1,1
409,1,1,57.80000816459538,4,4,1,0,0
410,1,0,51.56800356730924,5,5,0,0,0
411,1,0,52.931510052344585,3,4,1,1,1
412,1,0,53.15329904568856,2,5,1,0,0
413,1,1,57.680215535538736,4,5,0,0,1
414,1,0,53.57619655227761,2,6,0,1,1
415,1,0,53.72458914989269,5,6,1,1,0
416,1,0,52.38272324937563,3,4,1,0,1
417,1,1,56.60968135807241,5,6,0,1,0
418,1,1,56.902832540214064,1,5,0,1,0
419,1,0,52.05325456123707,3,6,1,1,1
420,1,1,56.13946820439437,3,5,1,0,1
421,1,0,53.365456004865216,5,6,1,0,0
422,1,0,53.99971755313386,1,5,1,0,1
423,1,1,58.05569555126501,3,4,1,0,1
424,1,0,52.22375537237499,5,6,0,1,1
425,1,0,53.0898853442721,3,7,0,0,1
426,1,1,59.12022477937524,4,4,0,0,1
427,1,1,58.627212118305,3,4,1,0,0
428,1,1,58.74712481479425,5,5,1,1,0
429,1,0,52.45235641828037,1,5,1,1,1
430,1,0,52.09693003325202,6,6,0,0,0
431,1,1,55.61427232344429,3,5,1,1,0
432,1,1,58.32877978694603,3,6,0,0,1
433,1,1,55.54994114072129,4,6,1,0,1
434,1,0,51.33693895258644,2,4,0,0,0
435,1,0,50.372270903290826,1,5,1,1,0
436,1,0,52.18552656323543,4,7,1,1,1
437,1,0,54.55415985484444,0,8,1,0,0
438,1,1,56.219785833519616,4,5,0,1,1
439,1,0,51.56354125125154,2,4,0,0,1
440,1,1,56.28431090834969,3,7,0,1,1
441,1,0,52.98949952047277,6,5,0,0,1
442,1,0,52.90144563335952,1,3,1,1,0
443,1,0,53.89986260099106,2,6,0,0,0
