school_id,academic_year,teaching_method,math_score,class_size,teacher_experience,urban_school,private_school,federal_funding
58,9,1,57.59092122480604,2,3,0,0,0
59,0,0,55.2834333029445,2,8,0,1,1
59,1,0,56.299077707811705,2,8,0,1,1
59,2,0,55.03652604264799,2,8,0,1,1
59,3,0,55.3730451012226,2,8,0,1,1
59,4,0,55.60446666188293,2,8,0,1,1
59,5,0,55.74161453160796,2,8,0,1,1
59,6,0,52.84940670807075,2,8,0,1,1
59,7,0,54.90527721602777,2,8,0,1,1
59,8,0,57.24518540637749,2,8,0,1,1
59,9,0,56.0608222257579,2,8,0,1,1
60,0,0,54.07190593163125,3,7,0,0,0
60,1,0,51.92029316285082,3,7,0,0,0
60,2,0,53.04391695244637,3,7,0,0,0
60,3,0,51.33741957113781,3,7,0,0,0
60,4,0,52.813174116309966,3,7,0,0,0
60,5,0,52.14391055196745,3,7,0,0,0
60,6,0,51.85553535347261,3,7,0,0,0
60,7,0,51.50315614937646,3,7,0,0,0
60,8,0,51.34747802668048,3,7,0,0,0
60,9,0,51.38699407814003,3,7,0,0,0
61,0,0,53.46604978307711,4,11,1,1,0
61,1,0,54.4183547275931,4,11,1,1,0
61,2,0,54.40445406664914,4,11,1,1,0
61,3,0,51.59147106415759,4,11,1,1,0
61,4,0,51.256002750483056,4,11,1,1,0
61,5,0,53.95018828478938,4,11,1,1,0
61,6,1,55.17889742507148,4,11,1,1,0
61,7,1,59.01284988255919,4,11,1,1,0
61,8,1,54.29529892560729,4,11,1,1,0
61,9,1,55.04695919512475,4,11,1,1,0
62,0,0,51.68825319857599,2,10,1,0,0
62,1,0,52.9527956184401,2,10,1,0,0
62,2,0,52.48719860341625,2,10,1,0,0
62,3,0,50.50482695994881,2,10,1,0,0
62,4,0,51.78859437675925,2,10,1,0,0
62,5,0,54.66080242968602,2,10,1,0,0
62,6,0,51.18418327483408,2,10,1,0,0
62,7,0,51.48297217620595,2,10,1,0,0
62,8,0,52.84126365279344,2,10,1,0,0
62,9,0,50.81160219162539,2,10,1,0,0
63,0,0,51.72652805974152,0,6,1,1,0
63,1,0,50.42269758246941,0,6,1,1,0
63,2,0,51.92096885293246,0,6,1,1,0
63,3,0,50.62811044159275,0,6,1,1,0
63,4,0,52.07754244941085,0,6,1,1,0
63,5,0,52.63658873487624,0,6,1,1,0
63,6,0,51.83907561413508,0,6,1,1,0
63,7,0,52.817200244269806,0,6,1,1,0
63,8,0,51.7995412181072,0,6,1,1,0
63,9,0,50.50298983757366,0,6,1,1,0
64,0,0,55.13961922281079,7,12,0,0,1
64,1,0,56.25669224328588,7,12,0,0,1
64,2,0,53.58364474853179,7,12,0,0,1
64,3,0,53.45112350008719,7,12,0,0,1
64,4,0,54.17659260934831,7,12,0,0,1
64,5,0,55.54870048512671,7,12,0,0,1
64,6,0,53.94696706587006,7,12,0,0,1
64,7,0,55.58741297058758,7,12,0,0,1
64,8,0,55.478162402552265,7,12,0,0,1
64,9,0,54.26151787149422,7,12,0,0,1
65,0,0,50.73436189533117,8,8,1,0,1
65,1,0,53.089565451394186,8,8,1,0,1
65,2,0,51.582762185434845,8,8,1,0,1
65,3,0,50.05615166427462,8,8,1,0,1
65,4,0,52.9226954817646,8,8,1,0,1
65,5,0,54.04822825570237,8,8,1,0,1
65,6,0,52.041984202128525,8,8,1,0,1
65,7,0,53.30447113620603,8,8,1,0,1
65,8,0,52.28243571360839,8,8,1,0,1
65,9,0,50.41792825477416,8,8,1,0,1
66,0,0,53.161318780591145,3,10,1,1,1
66,1,0,52.50107417028998,3,10,1,1,1
66,2,0,52.45072998714038,3,10,1,1,1
66,3,0,53.02175245898905,3,10,1,1,1
66,4,0,52.04796239430758,3,10,1,1,1
66,5,0,54.171606034179575,3,10,1,1,1
66,6,0,52.68662484979146,3,10,1,1,1
66,7,1,59.52733349346042,3,10,1,1,1
66,8,1,58.21798623506534,3,10,1,1,1
66,9,1,58.02562663379643,3,10,1,1,1
67,0,0,53.41834604217041,4,5,0,1,1
67,1,0,54.72920787383936,4,5,0,1,1
67,2,0,50.955201258519885,4,5,0,1,1
67,3,0,52.73191039284522,4,5,0,1,1
67,4,0,52.030187091697,4,5,0,1,1
67,5,0,51.16386114410175,4,5,0,1,1
67,6,0,51.52260670111306,4,5,0,1,1
67,7,0,52.04708870258767,4,5,0,1,1
67,8,0,50.59617136409641,4,5,0,1,1
67,9,0,50.763257037730384,4,5,0,1,1
68,0,0,53.58246781126782,4,8,0,0,1
68,1,0,54.44840704858905,4,8,0,0,1
68,2,0,51.27060629546872,4,8,0,0,1
68,3,0,51.54651523628037,4,8,0,0,1
68,4,0,51.43639250827304,4,8,0,0,1
68,5,0,52.27092203190645,4,8,0,0,1
68,6,0,52.79974192406345,4,8,0,0,1
68,7,0,51.678096523953954,4,8,0,0,1
68,8,0,51.565523685239086,4,8,0,0,1
68,9,0,52.48599015985185,4,8,0,0,1
69,0,0,50.70564067563205,0,10,0,1,0
69,1,0,51.00687884262408,0,10,0,1,0
69,2,0,50.43099513930655,0,10,0,1,0
69,3,1,53.77489875318417,0,10,0,1,0
69,4,1,54.263444310398,0,10,0,1,0
69,5,1,57.23215290321099,0,10,0,1,0
69,6,1,55.04874700697,0,10,0,1,0
69,7,1,56.15409840826875,0,10,0,1,0
69,8,1,55.12723562673134,0,10,0,1,0
69,9,1,57.36313647226904,0,10,0,1,0
70,0,0,53.11455713673755,4,11,1,1,1
70,1,0,54.3381297575797,4,11,1,1,1
70,2,0,51.56816098876393,4,11,1,1,1
70,3,0,52.455401019453575,4,11,1,1,1
70,4,0,51.88101997254585,4,11,1,1,1
70,5,0,53.88332050084309,4,11,1,1,1
70,6,0,53.02576884910906,4,11,1,1,1
70,7,0,53.16387908772333,4,11,1,1,1
70,8,0,53.34828621587571,4,11,1,1,1
70,9,0,51.12202574962442,4,11,1,1,1
71,0,0,51.83456039400724,0,12,1,1,1
71,1,0,51.2944860528246,0,12,1,1,1
71,2,0,49.97655897120143,0,12,1,1,1
71,3,0,49.074131836711466,0,12,1,1,1
71,4,0,49.038522184114434,0,12,1,1,1
71,5,0,51.88066088332138,0,12,1,1,1
71,6,0,51.272250369324325,0,12,1,1,1
71,7,0,52.25863412823147,0,12,1,1,1
71,8,0,50.37544064842147,0,12,1,1,1
71,9,0,50.97848947754144,0,12,1,1,1
72,0,0,54.15532055024051,5,5,1,1,0
72,1,0,53.60552341277296,5,5,1,1,0
72,2,0,53.04439608122891,5,5,1,1,0
72,3,1,56.2895673260005,5,5,1,1,0
72,4,1,56.040264055673134,5,5,1,1,0
72,5,1,58.02760791176962,5,5,1,1,0
72,6,1,55.86505433936915,5,5,1,1,0
72,7,1,57.23966373553362,5,5,1,1,0
72,8,1,58.65063921675662,5,5,1,1,0
72,9,1,55.41058224559802,5,5,1,1,0
73,0,0,53.513961045576345,3,11,1,1,1
73,1,0,55.1209266757747,3,11,1,1,1
73,2,0,54.70760896401927,3,11,1,1,1
73,3,0,54.07005799263503,3,11,1,1,1
73,4,0,53.755736242892624,3,11,1,1,1
73,5,0,55.41327084418721,3,11,1,1,1
73,6,0,54.68837242487177,3,11,1,1,1
73,7,0,55.018544906544015,3,11,1,1,1
73,8,0,54.98464228422184,3,11,1,1,1
73,9,0,52.79692456104599,3,11,1,1,1
74,0,0,53.80453910345291,3,5,1,0,1
74,1,0,56.81506122913556,3,5,1,0,1
74,2,0,53.63424386440702,3,5,1,0,1
74,3,0,52.2666787006843,3,5,1,0,1
74,4,0,53.01337808919085,3,5,1,0,1
74,5,0,53.00369922888021,3,5,1,0,1
74,6,0,51.2258357619078,3,5,1,0,1
74,7,0,55.07932124587003,3,5,1,0,1
74,8,0,52.50402820862213,3,5,1,0,1
74,9,0,52.20233942661253,3,5,1,0,1
75,0,0,51.725220078386094,2,12,1,1,1
75,1,0,54.87658300803297,2,12,1,1,1
75,2,0,51.13578460410107,2,12,1,1,1
75,3,0,50.408863009952405,2,12,1,1,1
75,4,1,56.40133921537068,2,12,1,1,1
75,5,1,56.44916430861046,2,12,1,1,1
75,6,1,54.37053306063343,2,12,1,1,1
75,7,1,55.76073470574668,2,12,1,1,1
75,8,1,54.99274648029933,2,12,1,1,1
75,9,1,56.26106447801033,2,12,1,1,1
76,0,0,55.43217557205293,4,12,1,0,1
76,1,0,54.54438819181031,4,12,1,0,1
76,2,0,53.83960106749528,4,12,1,0,1
76,3,0,52.99776692142248,4,12,1,0,1
76,4,0,51.39396412803448,4,12,1,0,1
76,5,0,52.31237120481229,4,12,1,0,1
76,6,0,52.9317537369872,4,12,1,0,1
76,7,0,54.27269525776667,4,12,1,0,1
76,8,0,55.6323280703248,4,12,1,0,1
76,9,0,51.06828643353454,4,12,1,0,1
77,0,0,53.72580224913386,4,7,0,0,0
77,1,0,52.59373834828957,4,7,0,0,0
77,2,0,49.509996351049,4,7,0,0,0
77,3,0,52.62693285648992,4,7,0,0,0
77,4,0,53.84745810695364,4,7,0,0,0
77,5,0,55.63409880648515,4,7,0,0,0
77,6,0,51.58369104360729,4,7,0,0,0
77,7,0,54.38503869476613,4,7,0,0,0
77,8,0,52.88736560398272,4,7,0,0,0
77,9,0,52.28532910087169,4,7,0,0,0
78,0,0,53.96593565907085,4,8,0,1,0
78,1,0,56.16434518306174,4,8,0,1,0
78,2,0,55.4678692881843,4,8,0,1,0
78,3,0,53.09239503757749,4,8,0,1,0
78,4,0,51.29242203425427,4,8,0,1,0
78,5,0,56.24710367065852,4,8,0,1,0
78,6,0,52.90056785340448,4,8,0,1,0
78,7,0,55.26420019262744,4,8,0,1,0
78,8,0,55.114870391249134,4,8,0,1,0
78,9,1,57.24395631035063,4,8,0,1,0
79,0,0,53.263555973190805,3,12,0,1,0
79,1,0,55.404000169540986,3,12,0,1,0
79,2,0,52.5053229948774,3,12,0,1,0
79,3,0,53.5155457778902,3,12,0,1,0
79,4,0,51.85752230989335,3,12,0,1,0
79,5,0,53.40233480177975,3,12,0,1,0
79,6,0,52.61702282676384,3,12,0,1,0
79,7,0,53.302152390678536,3,12,0,1,0
79,8,0,54.49788104326824,3,12,0,1,0
79,9,0,53.191304478898935,3,12,0,1,0
80,0,0,53.5961262192731,4,12,1,1,1
80,1,0,52.169140397759946,4,12,1,1,1
80,2,0,51.74236673563544,4,12,1,1,1
80,3,0,52.8361763824918,4,12,1,1,1
80,4,0,51.9254007636794,4,12,1,1,1
80,5,0,54.02644859724796,4,12,1,1,1
80,6,0,51.91201358022096,4,12,1,1,1
80,7,0,52.78100153296677,4,12,1,1,1
80,8,0,52.65938152647609,4,12,1,1,1
80,9,0,51.818110916290365,4,12,1,1,1
81,0,0,54.54420716935391,4,7,1,1,1
81,1,0,54.25010604780837,4,7,1,1,1
81,2,0,55.03866155768032,4,7,1,1,1
81,3,0,51.20011813744639,4,7,1,1,1
81,4,1,55.41847189520606,4,7,1,1,1
81,5,1,57.89180093525634,4,7,1,1,1
81,6,1,53.39086329303807,4,7,1,1,1
81,7,1,58.2507124674296,4,7,1,1,1
81,8,1,57.99332424711017,4,7,1,1,1
81,9,1,56.09324834826997,4,7,1,1,1
82,0,0,54.02358715341507,7,11,1,1,0
82,1,0,54.36542543002752,7,11,1,1,0
82,2,0,52.95270604340254,7,11,1,1,0
82,3,0,54.64646336918988,7,11,1,1,0
82,4,0,53.79465363956513,7,11,1,1,0
82,5,0,53.86974606351546,7,11,1,1,0
82,6,0,50.01404787526011,7,11,1,1,0
82,7,0,53.86343462299202,7,11,1,1,0
82,8,0,53.690217432157226,7,11,1,1,0
82,9,0,52.53510986763152,7,11,1,1,0
83,0,0,53.70901254451219,2,13,1,1,1
83,1,0,56.184088238583534,2,13,1,1,1
83,2,0,53.04567260304093,2,13,1,1,1
83,3,0,51.286206592596734,2,13,1,1,1
83,4,0,53.02452250418728,2,13,1,1,1
83,5,0,54.31099200295292,2,13,1,1,1
83,6,0,52.11375503583869,2,13,1,1,1
83,7,0,52.51625313385839,2,13,1,1,1
83,8,1,58.88596386476232,2,13,1,1,1
83,9,1,58.03318708129908,2,13,1,1,1
84,0,0,55.39087149637961,7,6,1,1,1
84,1,0,54.00647287102919,7,6,1,1,1
84,2,0,54.87041318737734,7,6,1,1,1
84,3,0,54.36156431028249,7,6,1,1,1
84,4,0,54.20992813569567,7,6,1,1,1
84,5,0,56.85209445615623,7,6,1,1,1
84,6,0,53.097330054937416,7,6,1,1,1
84,7,0,53.54822940600333,7,6,1,1,1
84,8,0,55.2125298437761,7,6,1,1,1
84,9,0,56.31333767208506,7,6,1,1,1
85,0,0,53.01215234524096,0,12,1,0,0
85,1,0,53.591984605705925,0,12,1,0,0
85,2,0,51.92439501745715,0,12,1,0,0
85,3,0,50.30046428765078,0,12,1,0,0
85,4,0,54.66660248870995,0,12,1,0,0
85,5,0,54.125470492793454,0,12,1,0,0
85,6,0,53.70822880146796,0,12,1,0,0
85,7,0,52.81974570655986,0,12,1,0,0
85,8,0,52.47979701151933,0,12,1,0,0
85,9,0,53.25975996305489,0,12,1,0,0
86,0,0,53.85274863837852,3,11,0,1,0
86,1,0,51.492551380400734,3,11,0,1,0
86,2,0,53.14079823414991,3,11,0,1,0
86,3,0,51.25748738536954,3,11,0,1,0
86,4,0,52.73657198186156,3,11,0,1,0
86,5,0,53.17266088461172,3,11,0,1,0
86,6,0,52.50799400230073,3,11,0,1,0
86,7,0,53.01556689040141,3,11,0,1,0
86,8,0,52.80733364629715,3,11,0,1,0
86,9,0,52.92367090695024,3,11,0,1,0
87,0,0,51.37963549019038,1,5,1,0,0
87,1,1,56.08481887047713,1,5,1,0,0
87,2,1,57.09114903441724,1,5,1,0,0
87,3,1,56.71491210198108,1,5,1,0,0
87,4,1,55.84134106055125,1,5,1,0,0
87,5,1,59.72704641785343,1,5,1,0,0
87,6,1,53.96015993804894,1,5,1,0,0
87,7,1,57.20943143047474,1,5,1,0,0
87,8,1,57.25226460364592,1,5,1,0,0
87,9,1,58.38150098093587,1,5,1,0,0
88,0,0,52.79955530963179,3,11,0,0,1
88,1,0,53.02422942421739,3,11,0,0,1
88,2,0,51.94338338082573,3,11,0,0,1
88,3,0,53.09531091327664,3,11,0,0,1
88,4,0,51.48854377304813,3,11,0,0,1
88,5,0,54.670389969002095,3,11,0,0,1
88,6,0,52.08337427164037,3,11,0,0,1
88,7,0,54.5527987936011,3,11,0,0,1
88,8,0,55.4370020486273,3,11,0,0,1
88,9,0,52.27329732491112,3,11,0,0,1
89,0,0,55.90947026745339,4,9,1,1,0
89,1,0,53.65947717237434,4,9,1,1,0
89,2,0,53.08814063106616,4,9,1,1,0
89,3,0,52.2611440670361,4,9,1,1,0
89,4,0,51.19631903259728,4,9,1,1,0
89,5,0,53.72449355314272,4,9,1,1,0
89,6,0,52.8193366669759,4,9,1,1,0
89,7,1,57.14933348959567,4,9,1,1,0
89,8,1,56.84173294522375,4,9,1,1,0
89,9,1,56.86208167599855,4,9,1,1,0
90,0,0,51.82071083425643,3,7,1,0,0
90,1,0,54.42760040198272,3,7,1,0,0
90,2,0,53.5590686558475,3,7,1,0,0
90,3,0,54.51848954962029,3,7,1,0,0
90,4,1,57.45383512737784,3,7,1,0,0
90,5,1,58.022059575535934,3,7,1,0,0
90,6,1,58.31098108057181,3,7,1,0,0
90,7,1,58.259921952982886,3,7,1,0,0
90,8,1,58.0661349864114,3,7,1,0,0
90,9,1,56.91742944581824,3,7,1,0,0
91,0,0,53.64520369342057,1,8,0,1,0
91,1,0,55.23143677468297,1,8,0,1,0
91,2,1,56.68845611082802,1,8,0,1,0
91,3,1,56.968402995741215,1,8,0,1,0
91,4,1,55.78638069405406,1,8,0,1,0
91,5,1,57.94059534975683,1,8,0,1,0
91,6,1,56.57211668111803,1,8,0,1,0
91,7,1,56.65748455926837,1,8,0,1,0
91,8,1,57.411355035923606,1,8,0,1,0
91,9,1,55.797031634942286,1,8,0,1,0
92,0,0,54.96016829171028,5,9,1,1,0
92,1,0,54.32681579764304,5,9,1,1,0
92,2,0,51.527078327134106,5,9,1,1,0
92,3,0,52.95070870270959,5,9,1,1,0
92,4,0,52.35589860397302,5,9,1,1,0
92,5,0,54.40536035915373,5,9,1,1,0
92,6,0,51.71640333064448,5,9,1,1,0
92,7,0,53.95103758748679,5,9,1,1,0
92,8,1,56.658059576878735,5,9,1,1,0
92,9,1,55.681769825005965,5,9,1,1,0
93,0,0,53.59790307952233,3,6,0,1,1
93,1,0,54.856256537280224,3,6,0,1,1
93,2,0,52.55687976383206,3,6,0,1,1
93,3,0,54.06201479455794,3,6,0,1,1
93,4,0,51.92186779928132,3,6,0,1,1
93,5,0,54.37315610952118,3,6,0,1,1
93,6,0,52.278130221450354,3,6,0,1,1
93,7,0,55.17141140324759,3,6,0,1,1
93,8,0,54.06557628408334,3,6,0,1,1
93,9,0,51.729658341793694,3,6,0,1,1
94,0,0,53.87922645175889,2,9,1,1,0
94,1,0,54.09561431183812,2,9,1,1,0
94,2,0,50.66470192446744,2,9,1,1,0
94,3,0,51.40904812549142,2,9,1,1,0
94,4,0,52.24673054622781,2,9,1,1,0
94,5,0,52.98252436457647,2,9,1,1,0
94,6,0,52.39402987614199,2,9,1,1,0
94,7,0,53.036604118095454,2,9,1,1,0
94,8,1,58.786283995806826,2,9,1,1,0
94,9,1,58.63046775802344,2,9,1,1,0
95,0,0,51.06684731681026,2,9,0,1,0
95,1,0,55.02784183135806,2,9,0,1,0
95,2,0,51.87460202294633,2,9,0,1,0
95,3,0,51.21648479477356,2,9,0,1,0
95,4,0,52.67044001915446,2,9,0,1,0
95,5,0,53.07770743806319,2,9,0,1,0
95,6,0,52.39730517339631,2,9,0,1,0
95,7,0,54.0603524243847,2,9,0,1,0
95,8,0,54.00497207405305,2,9,0,1,0
95,9,0,52.754936422019874,2,9,0,1,0
96,0,0,54.44121807005297,2,9,1,0,1
96,1,0,53.721443786329566,2,9,1,0,1
96,2,0,53.45204991195288,2,9,1,0,1
96,3,0,52.16010113569575,2,9,1,0,1
96,4,0,52.48131143549234,2,9,1,0,1
96,5,0,55.20532486303037,2,9,1,0,1
96,6,0,52.29941578957161,2,9,1,0,1
96,7,0,53.74420316606264,2,9,1,0,1
96,8,0,53.68104432981914,2,9,1,0,1
96,9,0,53.06164984371632,2,9,1,0,1
97,0,0,54.37759971800298,3,6,0,1,0
97,1,0,54.1711688895644,3,6,0,1,0
97,2,0,53.251251318811285,3,6,0,1,0
97,3,0,55.08556258702694,3,6,0,1,0
97,4,0,54.33400666549895,3,6,0,1,0
97,5,0,55.71152702849016,3,6,0,1,0
97,6,1,56.36504991499905,3,6,0,1,0
97,7,1,57.38605636495608,3,6,0,1,0
97,8,1,58.01914286458685,3,6,0,1,0
97,9,1,56.65499225647254,3,6,0,1,0
98,0,0,52.832839110000485,5,7,1,0,1
98,1,0,55.31480748000541,5,7,1,0,1
98,2,0,52.63981260271437,5,7,1,0,1
98,3,0,52.79558196814887,5,7,1,0,1
98,4,0,52.602304443930784,5,7,1,0,1
98,5,0,55.868164225410375,5,7,1,0,1
98,6,0,52.06410282236151,5,7,1,0,1
98,7,1,58.4713161616507,5,7,1,0,1
98,8,1,58.79812230751051,5,7,1,0,1
98,9,1,57.467598620783065,5,7,1,0,1
