household_id,after_program,received_solar_panel,monthly_electricity_bill,monthly_income,household_size,has_air_conditioning,has_heating_system,has_electric_vehicles
120,1,1,49.64566641814775,6,4,0,0,1
121,1,0,46.145429103117415,1,5,1,0,0
122,1,1,49.3004363963952,7,6,0,0,0
123,1,1,49.65766434025677,1,6,1,1,0
124,1,1,49.04962209834016,5,7,1,1,1
125,1,0,46.43183528492128,5,4,0,0,1
126,1,0,44.61868785367183,4,6,0,1,1
127,1,0,44.52053427365109,1,4,1,1,1
128,1,1,47.72130321667501,2,6,1,0,1
129,1,0,46.26205778829984,2,4,1,1,0
130,1,0,45.563548638525,7,5,0,0,0
131,1,1,50.072883684565824,3,4,0,0,1
132,1,1,48.86281010917418,5,5,0,0,1
133,1,0,48.029868770694975,1,4,0,0,1
134,1,1,48.38487492989415,3,5,1,0,1
135,1,0,45.80582645404643,1,5,0,0,0
136,1,0,44.91492328016588,4,7,1,0,0
137,1,0,46.83259844658843,1,5,0,1,0
138,1,1,49.36114358183222,2,7,0,1,0
139,1,1,48.26894985024916,5,6,1,0,0
140,1,1,49.48466482051225,4,7,1,0,1
141,1,0,46.49474329380914,2,6,0,1,0
142,1,0,44.61096946911959,3,7,1,1,1
143,1,1,49.105954233820704,6,4,0,1,1
144,1,0,46.79364469925565,3,6,0,1,0
145,1,1,51.99039625571698,1,6,1,1,1
146,1,0,44.531845325032585,3,5,0,1,1
147,1,0,45.11791995171173,3,4,0,1,1
148,1,1,48.6394857530068,4,6,1,1,0
149,1,1,48.42612567233398,2,5,0,1,0
150,1,1,49.06452775809732,3,5,0,1,1
151,1,1,48.07341132467656,3,7,0,1,0
152,1,0,46.134098637182895,3,8,0,1,1
153,1,1,50.959175209731576,4,4,0,1,1
154,1,0,45.09117104478002,5,5,0,0,0
155,1,0,46.625640629530686,0,6,0,0,1
156,1,0,46.53601468395674,6,4,1,0,1
157,1,1,49.41795384205015,3,6,1,0,1
158,1,1,49.37896926545295,4,4,0,1,0
159,1,0,44.68666151041168,2,7,1,0,0
160,1,0,46.137990325459285,6,4,0,1,1
161,1,1,48.94363789413956,2,6,0,0,0
162,1,0,43.84142050101252,4,4,1,1,1
163,1,1,49.42458609241773,4,5,0,1,0
164,1,0,46.19017428686964,4,6,1,0,1
165,1,1,48.03623670833179,2,8,1,1,1
166,1,1,49.11806150619415,1,3,0,0,0
167,1,0,45.279633589833566,7,6,1,1,1
168,1,0,46.146459182357454,1,5,0,1,0
169,1,1,49.78196171664728,3,6,0,1,0
170,1,1,48.8655183732745,5,5,0,0,0
171,1,0,44.78204739982283,2,4,1,1,1
172,1,0,46.77490222661614,4,5,0,0,1
173,1,0,46.00903001027123,5,5,1,1,0
174,1,1,49.52519536209317,6,7,1,1,1
175,1,0,46.004915172983154,4,6,1,1,1
176,1,1,47.985993052287405,4,7,1,1,1
177,1,1,49.30462531628199,3,6,1,0,1
178,1,0,46.92528415912153,2,7,1,1,1
179,1,1,48.49255441086039,5,6,1,0,0
180,1,1,48.40299195210579,3,4,0,1,1
181,1,0,44.94898985830716,5,6,1,0,0
182,1,1,50.61489568180926,3,6,1,0,0
183,1,1,50.148415755221926,0,2,0,0,0
184,1,0,45.188213896496094,3,5,1,0,1
185,1,1,50.61297287417587,2,7,0,1,0
186,1,0,48.03809364648739,3,7,1,0,1
187,1,0,45.94777858663589,4,4,0,1,0
188,1,0,45.69599309623945,4,6,1,0,0
189,1,1,47.738248331207295,6,6,0,0,1
190,1,1,48.61143119116977,5,7,0,1,0
191,1,0,45.2025542780469,4,5,1,0,1
192,1,1,49.19822909548303,3,5,0,1,0
193,1,1,49.96928899827164,8,4,1,0,1
194,1,0,46.31841905726521,4,5,0,0,1
195,1,1,49.33175359148807,3,5,0,1,1
196,1,0,46.88854444734293,3,6,0,0,1
197,1,0,46.7776440551449,3,5,1,1,1
198,1,0,46.51575324189525,4,5,1,1,1
199,1,0,45.5633036480252,2,4,1,1,0
200,1,0,46.5727916888446,5,5,0,0,0
201,1,1,48.924463212727794,6,6,1,1,0
202,1,0,46.67503268164139,1,5,0,0,0
203,1,1,49.42586070865826,1,7,0,0,1
204,1,1,51.069106834017546,4,4,0,0,0
205,1,0,44.948201872719714,2,5,1,0,1
206,1,0,44.690307134029815,2,6,0,0,1
207,1,0,46.16156416711158,4,4,1,1,0
208,1,1,49.56269973703255,2,6,1,0,0
209,1,0,45.77562784111511,4,6,0,1,0
210,1,1,47.61763369814978,6,7,1,0,0
211,1,1,48.64864107007171,4,6,0,1,1
212,1,0,46.09213077880333,4,6,0,0,1
213,1,0,47.53319864939225,2,6,1,0,1
214,1,0,45.65903109856433,3,5,1,0,0
215,1,1,49.479995590206194,4,7,0,1,0
216,1,0,46.17230799055615,2,7,1,1,1
217,1,0,44.63637815637011,3,6,1,0,0
218,1,0,48.0672755499611,2,5,0,0,0
219,1,1,50.54109969908707,0,5,1,1,1
220,1,0,46.18300397803498,3,5,1,0,0
221,1,1,49.53836357932502,7,4,0,1,0
222,1,0,45.589579347280974,1,5,1,0,1
223,1,0,45.31306862373273,4,6,0,1,0
224,1,1,49.68049174958081,2,5,1,0,0
225,1,1,49.68690684411918,0,6,0,1,1
226,1,0,44.36257436862044,4,5,0,0,1
227,1,1,50.34280085027996,0,5,0,1,1
228,1,0,44.68529279738382,2,6,1,1,0
229,1,0,44.83232705289316,4,5,1,1,1
230,1,0,45.04854697289869,4,6,1,1,1
231,1,0,45.8548343056678,7,5,0,0,1
232,1,0,43.752336145390906,6,6,1,0,1
233,1,0,44.52699358612961,5,4,1,0,0
234,1,0,45.869893581755214,3,5,0,1,1
235,1,0,44.5108337041486,3,5,0,1,1
236,1,0,45.52004803274313,4,6,0,1,1
237,1,0,45.62204333530333,5,7,1,0,0
238,1,0,44.51918031137456,5,5,1,0,0
239,1,1,49.43961949731441,4,3,1,0,1
240,1,1,48.69296036832508,5,6,1,0,0
241,1,1,47.82996013151508,2,4,0,0,1
242,1,0,46.87585966821956,6,5,0,1,0
243,1,0,46.00405846361812,5,4,1,0,0
244,1,0,45.70445338684689,4,6,1,1,0
245,1,0,44.64076177017252,7,4,0,0,0
246,1,1,49.9572086560281,2,5,1,0,1
247,1,0,46.71859377986219,1,7,0,0,1
248,1,0,46.847420890438535,1,5,1,0,0
249,1,0,43.83950079400738,6,5,0,1,0
250,1,1,48.95876293118459,2,7,1,1,0
251,1,0,46.19363594441936,5,6,0,1,0
252,1,0,46.16567629757938,2,5,0,1,0
253,1,1,48.800289541348526,3,5,1,1,1
254,1,1,48.86612002260473,5,6,0,0,1
255,1,0,46.16728400206016,1,5,1,0,1
256,1,0,44.33174466127387,3,4,0,0,0
257,1,1,50.20468990878942,2,6,1,0,1
258,1,0,46.99146186276101,2,5,0,1,1
259,1,0,45.83147811042301,5,6,0,0,0
260,1,0,45.78552716330124,3,6,1,0,0
261,1,1,49.80760079862052,2,5,1,1,0
262,1,0,45.30443770282535,4,6,0,0,0
263,1,0,44.89140467986846,3,6,0,1,0
264,1,1,50.30651972827749,2,5,0,1,0
265,1,0,44.38999376427333,6,6,1,1,1
266,1,0,46.18123831267685,5,5,1,0,1
267,1,1,47.8152367266506,4,6,0,0,1
268,1,0,47.26715965897304,4,4,0,0,1
269,1,1,52.6070783665602,0,5,1,0,0
270,1,1,52.260265403434175,1,4,1,0,0
271,1,0,43.229877909990186,3,7,0,1,0
272,1,1,48.47554699057933,6,5,1,1,1
273,1,0,45.928068872967216,4,5,0,0,0
274,1,1,50.56829947984132,2,4,1,0,0
275,1,0,46.14765718439784,1,5,1,1,0
276,1,0,45.34048876791964,4,6,0,1,0
277,1,0,45.66060179625238,4,6,0,1,1
278,1,0,45.1550616515796,4,5,1,0,0
279,1,0,46.98085077130207,3,5,1,0,0
280,1,1,48.90569123017401,5,5,0,0,0
281,1,1,47.59835606547346,3,5,0,0,1
282,1,0,46.14238662577724,1,5,0,0,1
283,1,0,45.182281778199815,5,5,0,0,1
284,1,0,45.3097980603472,3,6,0,0,0
285,1,1,48.0111242428886,6,6,1,0,0
286,1,0,46.30545997896175,2,7,0,1,0
287,1,1,50.15483113569251,4,7,1,1,1
288,1,0,44.35655603329806,3,5,0,1,1
289,1,0,47.25893649625059,2,7,1,0,0
290,1,0,46.06633304390581,2,6,1,1,0
291,1,1,50.1599703649205,5,6,0,1,0
292,1,0,44.42903290026021,5,6,0,1,1
293,1,0,44.39704849483265,4,5,0,1,0
294,1,1,48.68884060506079,5,7,0,0,0
295,1,1,49.721572135863646,1,6,0,1,0
296,1,1,49.949516125201065,6,6,0,0,0
297,1,0,45.50315758048892,2,7,0,1,0
298,1,0,46.19585912043424,7,6,0,1,1
299,1,1,49.08140225396374,2,7,0,1,0
300,1,0,44.62855180857411,4,5,0,1,0
301,1,0,46.42594773919372,2,4,0,0,1
302,1,1,49.95340724379869,4,6,0,1,1
303,1,0,46.96351332540929,3,4,1,0,1
304,1,0,43.25169243776345,3,6,1,1,1
305,1,1,48.97530113668637,3,7,0,1,1
306,1,0,46.51329278618518,3,6,1,0,0
307,1,0,47.43835966731705,1,5,1,0,1
308,1,0,45.91677041581084,2,6,0,1,0
309,1,0,45.29857125501922,5,6,0,0,0
310,1,1,47.08134864392044,6,6,0,0,0
311,1,0,47.10699820929663,3,5,0,0,0
312,1,0,45.99186480046866,2,4,1,0,0
313,1,0,43.296943889159,1,7,0,0,1
314,1,0,47.494348058869726,4,5,1,1,0
315,1,1,47.96408692314833,3,6,1,1,1
316,1,0,46.47109179879444,3,6,0,1,1
317,1,0,47.06452076146951,3,4,0,0,1
318,1,1,47.69548372418814,2,7,0,0,1
319,1,1,49.34715814821134,4,8,1,0,0
320,1,0,44.67138746127591,3,7,0,1,0
321,1,0,45.2583382320938,2,6,1,1,1
322,1,1,48.901257041945584,3,5,1,1,1
323,1,0,44.957440917782485,6,7,1,1,1
324,1,0,44.30476610527092,4,5,0,1,0
325,1,0,47.75966525283552,1,8,0,0,0
326,1,1,50.64776774887695,3,5,1,0,1
327,1,1,47.67914506728869,2,6,1,0,1
328,1,0,44.51973844024814,6,5,1,1,1
329,1,1,49.06833378991463,4,5,0,1,1
330,1,0,45.38883973964313,1,5,0,0,0
331,1,1,48.52213693519607,4,4,0,1,1
332,1,0,44.91692310521002,4,6,0,0,1
333,1,1,49.15911647711123,4,5,0,1,1
334,1,1,49.02527854308337,2,6,0,0,0
335,1,1,49.823105206072455,1,5,1,0,0
336,1,1,49.45945586488166,1,5,0,1,0
337,1,1,48.93573163223896,3,6,1,0,1
338,1,1,50.6056040970058,3,6,0,0,0
339,1,0,45.51694745000479,1,6,1,1,1
340,1,0,46.70490329274033,5,5,0,0,1
341,1,1,49.85486531991163,2,5,1,1,0
342,1,1,48.75665966861549,5,5,1,1,1
343,1,1,49.34059544207112,2,4,1,0,0
344,1,1,51.46956410070178,3,5,1,0,1
345,1,0,44.64085856414029,6,4,1,1,1
346,1,0,45.36518341383288,4,7,0,0,0
347,1,0,46.955259590933565,3,5,1,0,0
348,1,0,43.6101393372509,5,6,1,0,1
349,1,0,44.01275620356664,4,4,0,1,1
350,1,0,46.5925760378379,0,6,1,1,0
351,1,1,48.85082015419966,0,4,0,1,1
352,1,0,46.429073556156936,3,4,0,1,0
353,1,0,45.86284297975463,4,6,1,0,0
354,1,0,45.79408536286866,5,5,0,0,1
355,1,0,43.52254579125095,6,6,1,1,1
356,1,0,44.66178660036972,4,7,1,1,0
357,1,1,48.46335732768348,4,5,1,0,1
358,1,1,47.93411405002459,1,7,1,0,0
359,1,1,49.57842046852701,2,6,1,0,1
360,1,1,50.4025793055935,2,7,0,0,0
361,1,1,48.32536042672669,3,5,1,0,0
362,1,1,49.11433707751791,6,4,0,1,0
363,1,0,49.36741922879158,5,5,1,0,1
364,1,0,45.82746663158078,5,6,0,0,1
365,1,1,48.42117528420996,2,5,0,1,0
366,1,1,50.34614400208255,0,5,1,0,1
367,1,0,42.82434419432585,5,7,0,1,1
368,1,1,48.79703263050058,3,5,1,1,0
369,1,0,45.52750592604958,3,3,0,1,0
370,1,1,48.55165019951155,5,5,0,0,1
371,1,1,49.25776712430224,5,4,0,1,0
372,1,0,46.36608357927556,2,4,0,0,1
373,1,0,44.5949664601082,1,7,0,0,1
374,1,0,47.07300118114279,6,6,1,0,0
375,1,1,49.25353592322986,4,5,1,1,0
376,1,0,45.21456431036015,6,8,0,1,0
377,1,1,49.10798547363962,5,7,1,0,1
378,1,0,44.51833224944331,6,5,1,1,0
379,1,0,44.488396779995085,6,7,0,1,1
380,1,1,49.12319127278692,4,6,1,1,0
381,1,1,50.39562067193279,2,6,1,0,0
382,1,0,46.42855006210348,1,6,1,0,1
383,1,0,44.43074194755774,5,4,1,1,0
384,1,1,49.821273948651765,2,6,0,0,0
385,1,0,46.02684487359788,4,5,1,1,0
386,1,1,50.36046318677106,2,6,1,1,0
387,1,1,48.86304560991766,5,5,0,0,0
388,1,0,46.05909649863585,4,6,1,0,0
389,1,0,43.37459720668065,7,6,1,0,0
390,1,1,49.83538562792969,5,4,0,1,0
391,1,1,49.20174756208301,4,5,1,0,1
392,1,0,46.68072903654099,2,3,0,0,0
393,1,1,50.16276351062435,2,5,0,1,1
394,1,0,46.14578190976652,0,4,0,0,1
395,1,1,47.43893639595555,1,6,1,1,0
396,1,0,43.48011762828046,4,5,1,1,0
397,1,0,47.4894076232618,2,6,1,0,0
398,1,0,45.86565418233422,4,5,1,0,1
399,1,1,49.54409934748369,3,6,1,1,0
400,1,1,48.52971532808248,5,7,0,1,0
401,1,0,45.74786636826555,5,5,0,0,0
402,1,1,50.50017792818833,1,5,0,0,1
403,1,1,49.99586148727311,3,5,1,1,0
404,1,0,45.136407349141294,2,7,1,1,0
405,1,1,50.04621249510781,5,5,0,0,0
406,1,0,46.72830557795281,0,6,0,1,1
407,1,1,50.05738127056779,2,5,0,1,0
408,1,1,48.54005004789993,5,6,0,0,1
409,1,1,49.21752465857893,4,5,1,1,1
410,1,0,45.61915094072214,5,6,1,1,1
411,1,0,47.64363540260071,3,6,0,0,1
412,1,0,45.012474841205794,2,6,1,0,0
413,1,0,44.47047915581817,5,6,1,1,0
414,1,1,49.81476849853667,3,4,1,1,0
415,1,1,49.91768292759989,3,5,1,0,0
416,1,0,45.10307405935663,4,7,0,0,0
417,1,1,48.93224766208336,4,5,0,0,0
418,1,0,46.46702886136648,3,3,1,0,1
419,1,0,44.05626041977019,6,5,0,1,1
420,1,0,45.42743479290268,4,6,0,1,1
421,1,0,44.421199422333245,2,6,0,1,1
422,1,0,45.14020684726504,5,6,1,0,0
423,1,1,48.91517384061388,2,5,1,1,0
424,1,0,46.86377194688875,2,7,0,1,1
425,1,0,45.75423494443907,4,5,0,0,0
426,1,0,47.43592243734883,2,3,0,0,1
427,1,1,49.8902677147355,6,6,1,1,1
428,1,0,46.23668284550351,3,5,0,1,0
429,1,0,46.90159861001249,4,4,0,0,1
430,1,0,46.19463994920549,4,4,1,0,0
431,1,1,49.20835897494356,2,3,0,1,1
432,1,1,50.08187926499192,5,3,1,0,0
433,1,0,44.543035551750265,0,6,0,0,0
434,1,1,50.467326212558,2,6,0,1,1
435,1,0,45.47142581460028,6,6,1,1,0
436,1,0,46.59608796850867,0,5,1,0,1
437,1,1,48.710594853453394,3,5,1,1,0
438,1,1,49.84162438022916,5,5,0,0,1
439,1,0,44.83893386307029,4,6,0,1,0
440,1,0,45.79252122227475,0,5,0,1,1
441,1,0,46.3615884703007,5,5,0,0,0
442,1,1,47.23816984989825,2,5,0,1,1
443,1,0,44.92398141800931,3,7,1,1,0
444,1,0,45.76325364649938,2,6,0,0,1
445,1,0,47.3012265326922,1,6,0,0,0
446,1,0,45.97611689629455,5,7,1,1,0
447,1,1,50.20977705154328,4,4,1,1,0
448,1,1,49.2149380314094,2,6,0,0,1
449,1,1,50.73317679393509,1,6,0,1,0
450,1,1,49.56116511593179,0,6,1,1,0
451,1,1,48.89713664059223,2,5,0,1,0
452,1,1,48.26660718106373,4,4,1,0,0
453,1,1,49.27121166391476,2,4,1,0,1
454,1,0,47.50144741711232,0,7,0,0,1
455,1,0,47.66391768857809,4,6,0,1,0
456,1,1,49.65676994926416,4,7,0,0,0
457,1,1,49.12973795023203,4,5,1,0,1
