club_id,measurement_year,air_purifier_installed,average_workout_duration,membership_size,average_age_of_members,weekday_opening_hours,weekend_opening_hours
64,1,0,50.16858907868125,3,5,1,0
64,2,0,48.82939809162216,3,5,1,0
64,3,0,50.214441514345936,3,5,1,0
64,4,0,50.983630246501335,3,5,1,0
64,5,0,47.54279535787854,3,5,1,0
64,6,0,49.85736531352674,3,5,1,0
64,7,1,59.41323930441054,3,5,1,0
64,8,1,60.136046058959344,3,5,1,0
64,9,1,63.02569376410536,3,5,1,0
65,0,0,49.41543486675148,5,8,1,0
65,1,0,50.58587992533363,5,8,1,0
65,2,0,47.25132075543195,5,8,1,0
65,3,0,51.04158195640938,5,8,1,0
65,4,0,49.98243519391341,5,8,1,0
65,5,0,48.22614399107777,5,8,1,0
65,6,0,50.80023757740058,5,8,1,0
65,7,0,49.02575380859578,5,8,1,0
65,8,0,51.02911382886878,5,8,1,0
65,9,0,50.544669442055216,5,8,1,0
66,0,0,48.22337165443587,2,4,1,1
66,1,0,49.95419744242986,2,4,1,1
66,2,0,46.8269657502828,2,4,1,1
66,3,0,51.83036422734751,2,4,1,1
66,4,0,48.67848887134306,2,4,1,1
66,5,0,49.342407006245246,2,4,1,1
66,6,0,50.55149536754936,2,4,1,1
66,7,0,50.16802338935214,2,4,1,1
66,8,0,46.072128454050414,2,4,1,1
66,9,0,49.36150514429589,2,4,1,1
67,0,0,49.618291747201056,4,8,1,0
67,1,0,49.32524287161055,4,8,1,0
67,2,0,47.63444591947594,4,8,1,0
67,3,0,50.1518910602958,4,8,1,0
67,4,0,49.07621790536896,4,8,1,0
67,5,0,46.97155606040601,4,8,1,0
67,6,0,48.83504190526671,4,8,1,0
67,7,0,47.69642794418516,4,8,1,0
67,8,1,57.10183601973077,4,8,1,0
67,9,1,59.949742474901015,4,8,1,0
68,0,0,48.37927167314186,5,3,1,1
68,1,0,49.50924979412913,5,3,1,1
68,2,0,47.529468588065775,5,3,1,1
68,3,0,49.541159313204346,5,3,1,1
68,4,0,49.07417991383811,5,3,1,1
68,5,0,46.92557493377024,5,3,1,1
68,6,0,50.72778956488316,5,3,1,1
68,7,0,48.92725078223482,5,3,1,1
68,8,0,49.512532658738415,5,3,1,1
68,9,0,49.795758834770304,5,3,1,1
69,0,0,45.01226296283482,3,7,0,0
69,1,1,56.81734293915255,3,7,0,0
69,2,1,56.374367123501216,3,7,0,0
69,3,1,56.53050885623849,3,7,0,0
69,4,1,56.58630040452061,3,7,0,0
69,5,1,54.50499249746325,3,7,0,0
69,6,1,55.82653993085555,3,7,0,0
69,7,1,55.47343235148272,3,7,0,0
69,8,1,56.69435943359713,3,7,0,0
69,9,1,56.846314881092304,3,7,0,0
