X1,X2,X3,X4,X5,X6,Z,D,Y
14,22,12,12,1,0,9,1,61.2105177097176
15,27,12,11,1,0,7,-2,49.97631225075879
14,23,13,11,1,0,7,1,62.91257055831748
13,26,10,6,1,1,5,3,71.85669308083081
19,25,12,10,0,1,8,-1,58.10018559233966
14,31,9,11,0,0,8,-4,39.543020262467884
18,27,12,6,0,0,9,-5,35.32803745273718
13,23,12,15,1,0,8,2,66.41558326318635
18,30,15,7,0,0,11,-4,41.828553122518855
12,27,12,12,0,0,6,-1,54.38905974149801
14,21,14,8,1,1,8,1,61.816212902748234
16,25,8,10,1,0,7,0,57.45605054293842
12,25,14,7,0,0,10,2,64.31106520157728
15,24,10,9,1,1,7,0,56.20100909966423
12,26,16,12,1,1,9,0,60.59056722827775
17,26,8,12,0,1,7,0,58.633666964237385
15,28,11,12,0,1,6,-7,28.943321883292235
18,25,11,10,1,0,8,-3,44.071034514184824
13,21,11,10,0,1,4,2,65.20229627719011
16,27,11,6,1,0,7,-3,46.964574851215794
15,21,10,7,0,0,6,1,59.714488531975384
12,27,18,4,1,1,9,-1,53.81675362048664
16,17,13,8,0,0,4,1,59.23485117415348
16,26,6,6,1,0,5,-1,52.267755993829304
15,29,18,8,1,0,5,-8,28.59055221772366
15,33,8,9,1,0,5,-4,40.2320726135766
12,26,10,10,0,1,11,4,73.94410327394631
17,26,9,11,0,1,6,-2,49.33955239234392
17,23,13,8,0,1,11,0,56.78904299399515
10,24,9,5,1,0,3,0,54.73931052867721
17,23,13,10,0,0,7,-2,48.83763537777983
16,20,11,10,0,0,7,1,59.59568153689362
11,23,11,4,0,1,9,5,76.60651176823241
15,20,14,12,0,1,7,3,72.13126917536914
17,28,9,9,0,0,5,-5,35.26994184983122
14,23,8,12,1,0,5,2,65.51055582646461
15,25,13,11,1,1,7,0,58.64855153862811
18,24,12,8,1,1,6,-2,48.69158401253076
18,20,7,9,1,0,5,0,58.078943426751714
12,25,11,8,1,0,7,0,56.71872384903924
19,23,13,8,0,1,9,0,56.337411133427324
13,25,10,10,1,1,8,2,65.2231517096608
15,27,11,10,0,0,6,-2,49.777077293839085
13,24,13,4,0,0,9,3,73.04747381756381
17,27,9,13,0,0,5,-5,33.00064614686165
16,26,9,11,0,0,7,-2,49.000860686197235
13,21,13,6,1,1,8,1,60.9284313662062
13,22,15,8,0,1,8,1,62.805833491953415
12,21,14,6,0,1,8,3,66.8950236393026
10,28,13,12,0,1,8,0,58.63488083520453
19,24,11,13,1,1,9,-4,39.27615191122307
11,26,9,10,1,0,6,0,54.34189353673659
18,25,11,14,0,0,7,-3,45.62751358128761
21,22,17,15,1,0,9,-5,38.42695198143985
14,27,11,12,1,0,9,-2,46.87551299329204
17,24,8,8,0,0,7,-1,52.94181566524698
14,23,14,14,0,1,8,1,59.76358497942681
15,22,12,8,1,0,8,0,54.104447447983496
15,26,9,5,0,0,4,-5,33.57919889342273
12,25,14,9,0,0,6,0,60.34945360630347
17,27,14,8,1,1,3,-8,27.859662762384424
16,27,10,6,1,1,9,-3,41.90791241379916
12,27,11,3,0,0,9,3,68.06248085540275
16,26,12,14,1,0,6,-3,46.76430364912998
15,25,9,10,1,0,7,0,55.01179903845422
17,26,12,10,0,0,9,-4,40.65649821626004
13,27,15,10,0,0,8,0,60.66279963001644
15,30,8,1,0,0,8,-4,39.78519496332904
19,27,15,9,0,0,7,-10,16.650018360295803
16,28,14,6,0,1,5,-7,28.182393349233614
8,25,7,11,0,0,5,1,60.58380023935168
16,24,9,9,0,1,7,1,61.561819954001145
13,26,11,11,0,0,9,0,55.89680234917248
13,22,12,13,0,0,8,1,59.13533962091083
15,24,7,16,0,0,9,2,63.655733142401346
14,26,12,7,1,1,6,-2,47.33877229625227
13,20,12,8,1,0,5,2,64.86671116710468
10,25,14,9,0,0,10,5,79.97935338090869
16,24,9,11,0,0,7,1,59.64986836336453
14,24,14,10,0,0,4,-1,54.96888067859158
13,26,12,16,1,1,9,0,55.613654950394285
15,26,12,13,1,0,11,0,55.644501102572484
14,25,14,11,1,1,5,-2,50.316470657772456
15,25,10,7,0,0,10,4,76.68355639799168
16,23,13,13,1,0,8,0,56.68426780844217
15,22,12,6,0,1,7,2,65.44036731780555
19,28,10,17,0,0,7,-4,42.80884052894403
14,26,15,9,0,1,8,-1,55.21839237920381
13,25,13,9,0,1,9,-1,50.34774048756989
14,22,10,13,0,0,8,1,60.519686759193725
17,30,8,9,0,0,7,-3,47.212843859613244
18,27,17,4,0,1,5,-7,31.981360870620662
14,26,13,14,1,1,7,0,57.38425161207406
15,24,13,15,0,1,9,0,59.9384308046126
17,25,13,8,0,0,6,0,60.519724913245184
15,27,8,12,0,0,4,-1,52.475593955189
16,29,9,7,1,0,8,-4,41.055763336483295
14,23,7,10,0,1,10,2,63.647582229926584
17,29,14,7,1,0,7,-5,41.08668951639754
13,24,10,7,1,0,8,-1,51.398777023583335
12,29,12,13,0,0,7,-4,38.38836390728907
15,29,13,12,0,0,6,-3,45.95335529328251
14,23,12,8,1,0,7,1,60.130190853329765
14,25,13,9,0,0,4,-4,40.94061068019665
12,25,7,8,1,0,5,1,59.683449204531726
16,26,15,8,1,1,7,0,61.577536554687825
15,26,14,7,0,0,14,3,71.82680635424371
10,24,12,16,0,1,12,7,86.62796574191235
15,26,10,5,1,1,6,-1,52.7495671769298
12,23,9,8,1,1,9,2,61.58743586062915
10,27,13,13,1,1,6,0,60.021471371861026
13,27,14,14,0,0,9,0,56.88182751112885
13,23,10,10,0,1,7,4,72.02508922906517
15,24,12,5,1,0,6,-1,54.57837410513993
16,21,10,6,1,0,10,3,67.12359865866226
13,25,12,7,0,1,7,3,71.41034323067193
14,29,9,6,0,0,10,-2,46.867558346831295
15,28,14,4,1,1,11,-2,48.52411869007217
13,19,13,10,1,1,11,8,91.36428376388167
16,26,15,3,1,1,9,-1,54.23066475948313
14,25,11,11,0,0,9,-3,43.42722315293317
14,23,12,11,0,0,6,1,61.35706253282203
15,25,20,11,0,0,4,-5,40.047706579269736
18,19,9,10,0,0,7,3,68.54630257830064
16,25,11,7,0,0,6,-2,51.28515534744376
16,25,15,8,1,1,6,-2,52.94687945482314
12,25,8,10,0,1,11,3,67.14592540074263
17,24,10,9,0,1,10,0,56.30126154990252
13,30,12,10,0,1,7,-4,39.95630121066087
13,27,7,10,1,0,10,1,59.2877334327469
16,25,9,15,0,0,8,0,54.0265874105159
15,21,9,11,0,0,4,0,52.66436781379179
20,21,10,7,1,1,6,0,59.34287552526173
14,18,14,11,0,0,9,4,71.62744292839336
15,25,14,10,1,1,6,-2,50.88550981632099
16,25,13,9,0,0,8,-2,48.88288571813418
12,22,12,8,0,0,8,5,79.02194853994334
11,24,12,10,1,1,7,1,62.33372598107876
19,23,9,13,1,1,9,0,57.73689446460029
15,28,11,12,0,1,8,-1,52.6088902885756
15,22,14,14,0,0,3,-2,52.415249868972474
13,27,14,8,0,1,8,-3,44.206254673649525
14,24,11,10,0,0,4,-1,53.15338953435844
11,21,13,9,0,0,8,4,72.49009191282494
16,28,7,11,1,0,8,-3,41.57890307525261
16,23,11,10,0,1,6,0,58.73560225373871
14,21,13,8,0,1,7,3,68.87474439117888
14,27,11,5,1,0,7,-4,40.58877569573533
14,29,10,11,1,0,9,-1,52.865169881438085
17,23,10,10,0,1,7,0,55.4800071792725
16,24,12,12,0,0,6,-1,55.582905554112756
12,27,10,7,1,0,8,2,65.57131082108948
16,24,8,6,0,1,5,0,57.91288753425901
13,28,14,6,1,1,6,0,63.77960759692365
17,25,11,5,0,0,5,-6,31.409828590508823
17,25,13,12,0,0,3,-5,34.42353283528787
16,26,7,10,1,0,7,-3,41.203093596640684
13,26,14,3,1,0,7,-1,54.9359094230898
14,21,10,8,1,1,10,3,66.54136851166993
16,29,15,7,0,1,6,-3,48.93602193244427
11,25,7,16,0,0,10,4,72.73071203360729
15,28,8,10,0,1,7,-2,51.57970781729439
14,24,10,9,1,0,6,1,64.82936489689094
14,26,7,9,0,1,6,1,61.474617870092075
14,29,10,7,0,1,7,-1,54.09228836224478
12,26,11,11,1,0,7,0,58.086328693348065
15,25,12,11,0,0,13,2,66.52312732869673
15,25,11,9,0,1,10,1,60.963736930858225
13,25,14,10,0,0,11,3,68.77403815425811
19,22,11,15,1,0,12,1,63.89189850109828
13,26,15,12,0,0,11,0,55.68946337738892
12,25,11,14,1,0,6,0,58.52252142667814
15,23,15,14,0,1,12,0,55.73055531392977
17,27,10,10,0,0,8,-3,43.95027351816997
14,21,11,15,0,0,7,2,65.06269871799323
15,23,10,10,1,0,8,1,61.89643260870747
15,30,13,10,0,0,4,-6,35.554806386077594
12,25,12,6,1,1,10,3,67.35083965040468
16,22,14,7,0,0,6,1,64.48028851549462
15,22,10,7,0,0,9,3,67.84537574531504
15,23,11,3,0,0,11,3,65.82009895638262
13,26,15,10,1,0,8,1,61.92708296146201
14,24,13,6,1,1,4,0,56.38238205726058
17,23,12,8,0,0,8,2,67.30572790437873
12,24,9,13,1,1,7,5,79.1614327918572
15,20,13,12,0,1,7,2,64.80704399356634
13,25,9,8,1,0,6,-1,50.11073485435924
17,26,16,7,0,0,6,-6,34.606633105472035
17,24,9,11,1,0,7,0,57.3263043691087
16,21,12,5,0,0,12,2,67.12823687518836
18,25,14,9,1,1,10,0,60.67693577142555
14,19,8,12,1,1,6,3,66.91895317599325
12,23,8,6,0,0,6,4,72.88262559642361
15,21,8,9,1,0,3,1,60.2722328271004
13,25,17,15,0,0,11,1,65.99514697298544
15,27,10,14,1,0,10,-2,47.57293145124564
14,20,15,11,1,0,5,2,66.6226242841393
14,23,12,7,0,1,8,3,68.85524700317335
15,25,15,14,0,0,9,0,58.20277820899881
12,22,14,8,0,0,7,3,69.95106532124403
16,26,17,8,0,0,5,-4,44.33189562666037
16,23,12,12,0,1,6,-1,53.21066980875153
14,23,11,4,1,0,9,2,66.09473781184563
16,24,7,9,0,1,10,1,57.74793387753356
12,27,12,10,1,1,8,0,56.90268009806987
16,22,11,14,0,0,9,1,60.51744853608532
13,31,15,14,1,1,5,-7,30.13686897618195
10,25,11,16,0,1,10,3,67.98940119411107
15,22,15,7,0,1,9,1,61.84327416046869
18,22,13,8,0,0,5,-2,49.38395335695826
19,25,10,9,0,1,8,0,53.87509677440093
15,23,13,10,0,0,10,1,62.5206804712324
14,23,13,16,1,0,9,4,75.85810304593599
16,28,10,13,1,1,4,-5,37.87732323019185
14,23,10,8,0,0,6,1,60.89543886634334
12,23,12,6,0,0,8,1,58.31655798142602
15,26,16,11,1,0,7,-1,54.83404354818306
15,25,7,13,1,0,2,-2,46.79158950488036
15,25,10,12,0,0,9,0,57.15517180786763
12,27,11,12,0,1,6,0,58.40245117263741
13,21,11,7,0,1,11,4,72.26130383592323
13,26,14,7,1,1,7,-1,52.97777862780359
13,29,12,8,1,1,8,-3,42.97036049996673
16,23,16,12,1,0,6,-2,51.32323290725039
15,21,10,9,0,1,10,3,68.62030763317469
13,23,6,8,0,1,10,2,62.25568425471598
11,22,12,6,0,1,9,4,72.50727048389366
16,25,8,11,0,0,9,0,55.95989885523419
13,27,9,12,1,1,9,1,59.311082129621276
15,23,7,10,0,1,13,3,66.71931318118314
12,24,10,10,0,1,5,2,64.39630539802607
15,24,9,6,0,1,8,1,60.1622257803721
15,20,12,10,1,0,11,4,72.64758979415082
13,28,12,11,0,0,9,0,63.647715644071745
13,26,10,12,1,1,5,0,55.276837478582785
10,22,10,8,1,0,8,4,68.9256851220341
14,24,7,8,0,0,9,3,65.23390700871306
9,25,9,8,0,0,9,6,83.45929105047298
14,26,12,12,1,0,8,2,67.54867745890806
13,20,11,10,1,1,8,4,70.60091580251141
14,23,9,5,0,0,7,2,60.6736632697698
15,24,14,9,0,1,10,0,56.78659985357812
15,24,8,11,0,1,8,1,57.601463040444166
18,22,8,7,1,0,8,0,56.54770735112451
15,23,13,11,0,1,8,0,56.68197790970228
12,23,11,7,0,0,10,3,69.37584199424819
11,26,12,12,1,1,5,3,74.05738123464748
11,26,5,11,0,1,6,1,59.64128612924857
12,29,10,15,1,0,5,-2,50.153998269403715
13,29,14,12,0,0,12,-1,53.804503426203546
11,24,13,7,0,1,7,1,62.00731939515365
14,22,10,8,0,0,9,2,66.25580803818265
13,24,11,8,0,0,8,0,56.25849567302637
15,27,14,16,0,1,7,-2,50.39649065941717
12,25,12,7,0,0,5,-1,51.59270535684395
16,27,10,9,0,0,8,-1,53.853558296416566
11,23,11,13,0,0,7,2,63.28310518409975
13,25,11,9,0,0,7,0,56.948374634286544
14,22,10,5,1,0,6,2,62.05675741335572
14,26,7,14,0,1,5,-1,50.11724802093618
14,21,11,9,0,1,8,2,64.65916548988146
15,28,15,13,0,1,7,-3,49.13769438636407
14,22,16,11,1,1,5,0,58.014677443959776
14,22,13,8,0,0,7,0,56.52608739020822
11,25,9,14,0,1,8,4,74.27189842139285
16,24,13,14,1,1,3,-3,46.923647649673846
13,23,15,9,0,1,8,3,73.31812736938444
15,28,12,14,0,0,8,-2,51.401131509798894
18,22,15,9,0,0,8,-4,38.8430410411419
18,21,11,10,0,0,7,0,56.31991471463779
19,33,13,9,0,1,9,-8,28.470873589261416
13,32,12,10,1,0,9,-3,47.25176758342519
12,24,16,12,1,1,9,0,56.812175127763076
12,29,10,11,1,1,10,1,63.113089463946324
16,27,14,8,0,1,9,-3,44.33398364437332
17,21,15,8,1,0,7,0,58.669957998320086
15,26,11,7,0,0,8,-1,52.57908310481114
15,28,10,6,1,0,9,-2,48.33212680132337
16,19,12,7,0,1,6,2,64.23214544574233
17,23,8,8,0,0,5,-1,51.98014105204758
15,24,12,8,1,0,7,-1,51.000232997942035
18,23,5,8,0,0,8,-1,52.85396238355156
20,21,11,11,0,0,10,-1,51.49659758321208
16,25,9,11,0,1,9,0,57.136554292089336
11,24,11,13,0,0,9,2,62.494772841009606
17,21,12,11,0,1,8,-1,51.9724568096152
14,28,14,8,0,1,10,-3,43.5405998480478
14,25,11,9,1,0,6,0,59.820691120699166
16,24,9,10,0,1,7,-1,52.98287784193334
14,29,16,9,1,0,12,-1,51.14553425874385
16,28,8,10,1,1,9,-1,53.051717640392745
10,24,7,11,1,0,9,6,81.37537038737496
15,24,10,10,1,1,8,1,64.30046822221847
14,28,13,4,1,0,7,-4,41.658011179213794
16,21,9,4,0,0,8,4,70.42959297970364
14,23,11,10,0,0,4,1,60.582084593397326
15,23,12,11,0,0,7,0,59.124476431022316
14,22,11,12,0,0,7,1,60.45916760827747
15,22,13,9,0,1,8,0,59.10061020169695
14,22,11,7,0,1,6,0,50.858793594626825
15,24,14,7,1,0,6,-3,44.27864650971314
13,20,14,9,1,0,8,4,72.8393325594253
15,25,10,12,1,1,7,0,58.483358337749884
11,21,11,2,0,1,9,5,76.36247876385391
14,28,10,11,1,1,7,-3,42.75432979817429
13,25,10,9,1,0,11,0,54.39844201128975
12,19,15,7,1,1,7,4,71.61586800849672
18,25,9,7,1,1,8,-2,49.32847209438442
13,24,14,10,0,1,12,3,68.12957756137081
19,25,5,9,0,0,4,-4,40.718955935022755
17,23,11,10,1,0,8,0,57.13867046589766
21,26,7,8,0,1,7,-4,41.34083160987291
12,25,13,4,0,1,7,2,64.7175791412816
12,20,11,11,0,1,7,5,79.24045391337367
14,23,14,5,0,0,7,-1,51.161609190535515
12,28,10,5,0,0,7,-2,47.023207238759305
16,28,12,11,1,0,9,-3,45.0329064169116
14,28,14,6,1,0,6,-3,46.247100440793
15,26,12,7,1,0,10,0,58.07253560479051
14,32,16,7,1,1,6,-7,30.818121511281667
15,23,11,8,1,0,7,0,59.72011196080915
18,24,13,9,0,1,7,-3,45.26275278111606
14,23,12,12,0,0,9,2,66.56905092646532
16,27,16,5,0,1,7,-4,40.80281400708096
16,23,14,7,0,1,5,-2,47.504280041512764
19,27,14,9,0,0,6,-8,26.70668046770157
13,26,13,10,1,1,7,-1,54.47713834916007
11,21,11,11,0,0,6,3,65.93308540322232
12,26,14,13,1,0,9,0,58.41105521754056
15,20,16,9,1,0,10,3,70.0113686660027
14,21,13,6,1,0,7,1,61.78495683975623
12,26,12,8,0,0,7,0,56.17352057221905
15,25,12,10,1,0,9,0,58.43357736428417
15,26,15,14,1,0,6,-3,47.15964509078897
15,23,14,5,0,0,8,0,58.80582834550544
14,23,11,17,0,0,10,1,62.35118355967824
18,26,13,9,0,1,8,-4,41.84575460248133
17,24,11,10,1,0,9,0,56.8436530308992
13,27,13,10,1,1,8,1,66.61029244016905
15,23,13,13,0,0,10,1,63.29403294440599
13,22,12,5,1,0,9,3,65.75242278034602
12,23,10,3,0,1,6,4,73.16802249367109
15,21,11,11,0,0,11,6,82.85255725700577
11,24,11,5,0,1,5,2,65.5418480961782
14,26,12,11,0,0,11,0,55.6643432108636
18,27,8,12,1,0,7,-4,39.99420824676504
15,22,10,9,1,0,6,1,60.5531427175289
17,24,10,13,0,0,7,-2,51.74839882723524
12,21,8,15,0,0,6,3,66.40476015912523
14,22,13,10,1,1,7,0,56.63702939099994
12,23,12,10,1,1,6,2,66.00172835138427
17,26,14,11,0,1,7,-4,41.9319122069496
15,24,10,11,1,0,8,2,62.367179019327565
16,21,10,8,0,1,8,3,69.90381815179019
13,23,10,11,1,0,5,3,69.46791449567756
15,23,12,7,0,0,7,2,65.79634154956605
14,21,9,5,0,0,8,2,60.634612702888106
16,26,8,10,1,0,0,-4,39.62073023355251
14,26,17,9,0,1,7,-2,53.984783867239194
13,24,13,11,1,1,8,1,62.78317357546795
18,27,8,5,1,1,9,-3,44.22357866538266
15,27,15,4,1,0,8,-3,46.761653253196975
18,23,10,8,1,1,8,0,54.8411225319199
16,23,11,14,1,1,8,1,61.82102668272726
15,26,10,6,0,0,9,0,56.96137221308179
19,23,10,8,1,1,13,1,60.96856194013539
13,23,11,11,0,0,7,0,55.806223643980076
16,25,16,9,1,0,8,-2,49.25861799602151
12,26,10,9,0,0,9,1,58.30630820368888
15,25,11,9,1,0,10,1,60.753520804734855
14,23,14,7,1,0,9,4,73.83820259510917
14,28,10,10,1,1,8,-1,54.11635212709291
15,27,8,9,0,1,7,-1,52.05212693441844
15,20,10,10,1,0,8,3,69.0768773724188
15,24,16,12,1,1,5,-3,46.39442642874458
16,23,6,11,1,1,10,3,68.11090993529923
14,24,8,10,0,1,6,1,60.852122231169574
13,26,13,11,1,0,12,-2,46.553425365457954
20,21,12,11,0,0,9,0,60.01074976497898
17,23,11,9,0,1,8,1,61.92506361419222
16,28,11,4,1,0,12,0,59.02719329352164
14,23,10,10,0,1,8,0,54.028588136872884
12,25,11,10,0,1,9,2,66.72580719422301
15,26,14,11,0,1,5,-4,42.63293089604871
13,28,17,14,1,0,7,-2,50.93073683231555
11,17,10,6,1,1,8,8,87.58387774174219
17,25,17,10,0,0,5,-8,26.137673815169254
15,24,11,9,0,1,10,2,64.1164541584333
16,25,10,14,1,1,7,-1,54.190251398363536
21,25,9,7,0,0,5,-7,27.459157128571032
17,26,10,8,1,0,12,0,57.392853693337464
12,23,8,12,1,1,8,7,88.06843015798528
16,26,10,11,1,1,8,0,56.610970433307415
16,29,14,15,0,1,7,-2,53.172810958117736
15,23,12,2,0,1,10,3,73.60224925360839
10,22,14,10,0,0,5,2,65.92144271170885
17,24,13,14,0,0,4,-2,52.13656047414556
20,27,10,12,1,0,3,-8,25.860596491997285
11,24,12,11,1,0,10,3,69.31104418585404
17,23,9,9,0,0,6,-1,52.99804156515758
15,25,8,10,0,1,5,-3,41.701210215591175
17,21,15,5,1,1,6,0,57.26595461322252
15,22,11,7,1,0,5,0,53.934014878125126
16,24,8,9,1,0,7,-1,50.74002876966922
15,26,11,10,0,0,10,2,66.64502736448058
18,24,14,11,1,1,9,-4,40.77971672402508
14,23,7,8,1,1,8,2,63.61305537782301
15,23,9,10,1,0,9,3,69.59310759761247
14,25,14,8,0,1,12,2,66.6612628073933
16,22,12,10,0,1,8,0,59.64235714813237
14,23,11,12,1,0,7,0,56.00226828814265
15,27,18,10,0,0,7,-3,47.06721278714345
17,22,10,13,0,1,10,2,64.42551457981045
15,25,12,12,1,0,8,-1,57.128714625654496
11,26,9,4,1,1,6,0,55.87168626674861
12,27,10,10,1,0,8,0,56.13756092986809
9,23,14,13,0,0,4,0,53.19878837163274
20,24,11,8,1,0,9,-2,49.35646768372898
12,28,12,10,1,1,8,0,56.17723695748799
15,25,13,10,1,0,9,0,61.56102348396616
16,20,12,5,0,0,8,2,65.93356526408691
16,23,13,3,1,0,10,1,62.83717414109533
16,21,12,9,1,1,7,0,58.09211135652896
19,23,12,6,1,0,8,-1,54.37223829130663
13,20,9,12,0,1,10,6,79.54474132812162
15,25,11,10,1,1,9,0,56.99820210775949
12,25,12,14,0,0,7,-1,51.02645214913744
16,26,7,14,1,1,6,0,57.947702379782456
